,5_1,5_2,5_3,5_4,5_5
4-8B-rep1,0.9996522493420641,2.094966840638815e-06,3.232522825960359e-06,0.0003402892655559986,2.1339027132692997e-06
4-8B-rep2,0.9999983895453927,2.410403751400167e-07,3.7192403216299166e-07,7.519699843635981e-07,2.455202156621674e-07
4-8C-rep1,0.8852499421607807,4.691125489991118e-06,7.238381978980045e-06,0.11473335001964659,4.7783121036542805e-06
4-8C-rep2,0.9484714767238728,4.015843466279167e-06,6.196425365030028e-06,0.051514220527626976,4.090479668950199e-06
4-9A-rep1,0.9965847195443057,3.988201760051346e-06,6.153774357578915e-06,1.244193224227521e-05,0.0033926965473343963
4-9B-rep1,0.845126676542054,0.03231356947237358,7.79052780375356e-06,0.11718441061209277,0.005367552845675821
4-9C-rep1,0.8610499577495415,0.040019316155936215,0.04524068032971627,0.053689101038298125,9.447265080638067e-07
5-10A-rep1,0.880959182497544,0.06914216603734025,4.0543354157775116e-06,0.049891920719413056,2.676410286959422e-06
5-10B-rep1,0.811294755683923,0.03731454651045916,3.6380722444103325e-06,0.12640552506670913,0.02498153466666439
5-10B-rep2,0.7963847876921291,0.03761512830806482,6.447353114034651e-06,0.10718760053372799,0.058806036112964054
5-10C-rep1,0.6471402799903919,0.16482740737298962,3.884155211205316e-06,0.16115660009193813,0.02687182838946918
5-11A-rep1,0.875381375340381,3.6688451471491806e-06,5.661008782104292e-06,0.07229356542356259,0.0523157293821272
5-11B-rep1,0.7490036577933816,0.13782039288228526,0.04198099100758666,0.029622852940679855,0.04157210537606661
5-11C-rep1,0.7955283955696634,0.08054934634798963,4.979475734400674e-06,0.11457406914594694,0.009343209460665665
5-11C-rep2,0.8868583448619817,0.09178576829904188,8.093048960933987e-05,8.98656229086487e-06,0.021265969787076327
5-12A-rep1,0.45075321164360815,0.01657721370356633,0.007916614453861142,0.5247512735423593,1.6866566051149037e-06
5-12A-rep2,0.48453248124288834,0.036334935099208585,0.01762206675830621,0.46150771253187367,2.8043677231832087e-06
5-12B-rep1,0.6873464700657445,3.1507460680062994e-06,4.86158462562088e-06,0.2390226718292825,0.07362284577427947
5-12B-rep2,0.8001007593570757,0.00473053732924965,4.819651238014278e-06,0.1358606873337611,0.0593031963286756
5-12C-rep1,0.9092733959032635,0.042250846583289044,4.748758564602813e-06,9.601218514446419e-06,0.04846140753636842
5-12C-rep2,0.8476582102146011,0.07905476443010731,3.860416794661547e-06,0.002133580262632593,0.07114958467586441
5-1A-rep1,8.370950180689628e-05,0.0037023384105985425,2.337638701203474e-06,0.00012540534999323614,0.9960862090989
5-1A-rep2,1.7240214880076876e-06,0.01260691784589122,0.00046970796867688624,6.638425981984365e-05,0.9868552659041242
5-1B-rep1,3.2150455562017973e-06,1.4955689877231681e-06,2.3076550887742945e-06,0.2674937863204817,0.7324991954098855
5-1B-rep2,2.752011665843445e-06,1.280175732921868e-06,1.975304428517167e-06,0.22876513164781065,0.771228860860362
5-1C-rep1,4.593782265095829e-06,2.1369271980539196e-06,0.04040199017113475,0.09822315167446258,0.8613681274449395
5-1C-rep2,5.77134495242447e-06,2.6847036464689257e-06,0.030014836716273936,0.046058039263476645,0.9239186679716506
5-2A-rep1,0.09131465984483472,0.016154337278299027,1.6883084379720336e-06,3.4134854430336766e-06,0.8925259010829854
5-2A-rep2,0.08280851725674833,4.208349089397259e-06,6.493460529875503e-06,1.3128722510128768e-05,0.9171676522111223
5-2B-rep1,0.7943973738083134,1.7157006530411257e-06,2.647317091558063e-06,5.3524451764170995e-06,0.20559291072876548
5-2C-rep1,0.31814811108812546,1.796390088160209e-06,2.771820465920184e-06,5.604170777281929e-06,0.6818417165305432
5-3A-rep1,5.22606330227849e-07,0.9790970308706696,3.7510981922156593e-07,0.020901823789914672,2.4762326644145163e-07
5-3B-rep1,2.432738503155497e-06,0.9999911380192288,1.746140540881212e-06,3.5304125619063573e-06,1.1526891652587003e-06
5-3B-rep2,3.6072512364981967e-06,0.9999868595037842,2.5891675644641916e-06,5.234876277399661e-06,1.709201137435915e-06
5-3C-rep1,2.127098918558359e-06,0.9999922514032272,1.52676239198814e-06,3.0868655766969045e-06,1.0078698855941106e-06
5-3C-rep2,3.756297923211712e-05,0.9999550017478734,2.019371940301735e-06,4.082842072726065e-06,1.3330588814108523e-06
5-4B-rep1,0.3886908470699896,0.4218706884776335,2.4408319116273493e-06,4.93496568034687e-06,0.189431088654785
5-4C-rep1,0.7415569569690535,0.15733814997895132,0.010785001119177219,6.529824514037342e-06,0.09031336210830387
5-4C-rep2,0.7245783949054956,0.12478321624528657,0.005546751703389581,8.140414107429586e-06,0.1450834967317209
5-5A-rep1,0.013092722210021756,0.4139222752971969,3.880264917783225e-06,0.00020816132956327438,0.5727729608983003
5-5A-rep2,4.8473676385874784e-06,0.4475445343294492,0.008325670164658804,7.034544642282804e-06,0.5441179135936112
5-5B-rep1,2.849649738616983e-06,0.02534332592794234,2.045385860196833e-06,4.1354379935193205e-06,0.9746476435984652
5-5B-rep2,0.00037414123050583136,0.004789106708326989,4.279139524770587e-06,8.651725092400682e-06,0.99482382119655
5-5C-rep1,0.4118973838957369,3.0286215012852664e-06,4.673147060940437e-06,0.0040302495277181214,0.5840646648079827
5-6A-rep1,0.883327072078723,0.025139692179369136,1.1631189926061103e-06,0.024700958287767177,0.0668311143351482
5-6B-rep1,0.9812626457144112,0.01752426378505529,0.0001288235069470192,3.7297883797188876e-06,0.0010805372052066537
5-6B-rep2,0.99028164269617,2.7467728181009434e-06,4.238256023914582e-06,8.569065294052544e-06,0.00970280320969397
5-6C-rep1,0.9527589730794374,2.4297488740953203e-06,3.7490897442890452e-06,7.580050528047821e-06,0.04722726803141627
5-6C-rep2,0.9656458668314006,0.013215138513078468,6.561648103347207e-06,1.3266586708521943e-05,0.02111916642070911
5-7A-rep1,0.8130811364456848,0.03478628493810514,3.509328508910505e-06,7.095292252627785e-06,0.1521219739954485
5-7A-rep2,0.8006958306670654,0.01202548795880334,7.201604010322793e-06,0.029508945207267597,0.15776253456285325
5-7B-rep1,0.037152003875121804,1.1591729803424278e-06,1.788597817162019e-06,3.6162542785475877e-06,0.9628414320998021
5-7B-rep2,0.01656669736506631,1.772130917874771e-06,2.7343886936527884e-06,5.528489813503068e-06,0.9834232676255086
5-7C-rep1,3.2082932214005696e-06,0.46442968878582164,2.302808482562105e-06,4.655904724827552e-06,0.5355601442077496
5-7C-rep2,4.0057896294814936e-06,0.4628115251446151,2.8752254552663175e-06,5.813238870487731e-06,0.5371757806014297
5-8A-rep1,0.8213707462150538,1.5100201853373211e-06,2.3299532107512365e-06,4.710786956323123e-06,0.17862070302459374
5-8A-rep2,0.7950226113550178,2.4932860917930252e-06,3.847127337305656e-06,7.778266617658932e-06,0.20496326996493544
5-8B-rep1,0.44000768576831173,0.015273542528143351,8.594619064028617e-05,9.543508257268022e-06,0.5446232820046474
5-8C-rep1,0.3768331981691922,0.08193350449016028,5.114004847065503e-06,0.07613237457689487,0.46509580875890555
5-9A-rep1,0.8973420190169777,1.4441288146559844e-06,2.228283172052062e-06,0.10265283760245687,1.4709685786554529e-06
5-9A-rep2,0.9819743495940063,2.405231555928671e-06,0.002302806631999537,0.01571798860860458,2.4499338336410496e-06
5-9B-rep1,0.8818314086601419,1.0819798840812335e-06,1.6694892752842022e-06,0.09914630309349394,0.01901953677720487
5-9B-rep2,0.948514139486088,1.82370389394881e-06,2.8139655247167126e-06,0.05099513499353859,0.00048608785095475405
5-9C-rep1,0.9449622786733851,1.6267007012586652e-06,0.023110332836721103,5.074793383387231e-06,0.031920686995809064
5-9C-rep2,0.9659407977060378,3.1040042278761976e-06,0.025883911923407853,9.683514678172706e-06,0.008162502851648285
