,10_1,10_2,10_3,10_4,10_5,10_6,10_7,10_8,10_9,10_10
1-12A-rep1,2.1129665683568255e-06,3.9474435589364927e-07,5.84387045528814e-07,0.023138452451296733,0.9768485749838669,3.938565098275522e-06,2.0690879573703538e-06,7.500601622574197e-07,1.24673079529268e-06,1.876022853479653e-06
1-12A-rep2,1.4561239845113372e-06,2.7203304253612474e-07,4.0272288543304716e-07,0.01873491648662435,0.9812561436356313,2.714211947337228e-06,1.4258855989063384e-06,5.168944026117941e-07,8.591686401675201e-07,1.292837242837911e-06
1-12B-rep1,3.4971121058192305e-06,6.533303869417259e-07,9.672027196303592e-07,0.121435899239827,0.8785426302294924,6.518609376506912e-06,3.4244898391135842e-06,1.2414036799280745e-06,2.063429408779639e-06,3.1049531639297118e-06
1-12B-rep2,1.451929409277804e-06,2.712494121069428e-07,4.0156278405487963e-07,0.1734410787282543,0.8235203640197877,0.003032349520089582,1.4217781297054714e-06,5.154054137052107e-07,8.566936809347839e-07,1.289113038623517e-06
1-12C-rep1,3.870791361912229e-06,7.231411352357511e-07,1.0705518779719476e-06,0.17267783006901827,0.8272984051953428,7.2151466989795415e-06,3.7904091396268924e-06,1.374052216660632e-06,2.2839144098724375e-06,3.436728798622742e-06
1-12C-rep2,1.4306834482544805e-06,2.672802422558479e-07,3.9568674958382993e-07,0.18396998137362963,0.8160212349408777,2.666790842960461e-06,1.4009733698221648e-06,5.078635296020176e-07,8.44157754299672e-07,1.2702495558686107e-06
1-1A-rep1,1.4020703071266006e-06,2.6193473602126385e-07,3.8777316057706005e-07,0.9999877585798859,3.633405090519434e-06,2.613456009988665e-06,1.3729544193016767e-06,4.977064463814525e-07,8.272749106577468e-07,1.2448450333978716e-06
1-1A-rep2,7.408931294986251e-07,1.3841363397311232e-07,2.0491017391581432e-07,0.9999935312915396,1.919992781081061e-06,1.381023185645892e-06,7.255074807625445e-07,2.630019940917969e-07,4.3715518002020525e-07,6.578109013841989e-07
1-1B-rep1,2.408170271826665e-06,4.4989430361584283e-07,6.660320761144425e-07,0.9990728328772029,0.0009123821539025443,4.4888241609506874e-06,2.3581613563383136e-06,8.548514736958062e-07,1.4209122298274004e-06,2.138123022235246e-06
1-1B-rep2,7.835903124912006e-07,8.055942462834206e-05,2.1671901225481288e-07,0.9998859411250551,2.8834985469541252e-05,1.4606106420910818e-06,7.67317998953695e-07,2.7815862575977965e-07,4.6234814507051703e-07,6.957201103006304e-07
1-1C-rep1,2.079745678065618e-06,3.8853803008774013e-07,5.751990828710739e-07,0.3792674667466219,5.389571760602934e-06,3.8766414308621085e-06,2.036556943835145e-06,7.382674217875425e-07,0.6207156022057447,1.8465272853374122e-06
1-1C-rep2,6.889317322936964e-07,1.2870620718360818e-07,1.9053911483287214e-07,0.3696648176191898,1.7853370479446746e-06,1.2841672540122387e-06,6.746251323075643e-07,7.094360719167516e-05,0.6302588747907818,6.116763481380548e-07
1-2A-rep1,3.6628336129649636e-05,1.943615515342144e-07,2.87736534214252e-07,0.40378568924885977,0.14605571660285427,1.9392439990340893e-06,1.0187635102339669e-06,3.6930954098209583e-07,0.4501172326935979,9.237034224098851e-07
1-2A-rep2,1.4556889393675931e-06,2.7195176741439605e-07,4.0260256419842303e-07,0.364554783960533,0.129619853725289,2.713401024133338e-06,1.4254595880638984e-06,5.167399704328886e-07,0.5058172840193416,1.292450982759696e-06
1-2B-rep1,3.834237988536202e-06,7.163122350320527e-07,1.0604422443453542e-06,0.27885914643348103,0.25117774763663236,0.4699467126250878,3.7546148465291007e-06,1.3610765124653685e-06,2.262346526621372e-06,3.4042744451785564e-06
1-2B-rep2,1.7017726527986117e-06,3.179251199553154e-07,4.7066238890097215e-07,0.3577245196532817,0.20508772124119057,0.4371804831675502,1.6664330400769416e-06,6.040946843167515e-07,1.004110715523945e-06,1.510939375893499e-06
1-2C-rep2,1.602339885681218e-06,2.9934909315097154e-07,4.4316208583196714e-07,0.5863792946530701,0.08403000644749022,0.32958384808678387,1.5690651289648398e-06,5.687980740652344e-07,9.454415937863383e-07,1.422656794289752e-06
1-3A-rep1,3.5454628860515437e-06,6.623632783682109e-07,9.80575183744142e-07,1.5692336816148253e-05,0.9999625402827373,6.608735125938656e-06,3.4718365499448583e-06,1.258567223644019e-06,2.0919582116460902e-06,3.1478819873468904e-06
1-3A-rep2,2.6495682118532176e-06,4.949922600988642e-07,7.327959478583117e-07,0.027745737113615807,0.972237995854084,4.938789397326177e-06,2.594546341374481e-06,9.405428333114619e-07,1.5633462135251936e-06,2.3524510949339544e-06
1-3B-rep2,2.168610613573976e-06,0.8149623148652274,5.99776621337867e-07,0.03183361611744396,0.153191159965478,4.042285477812603e-06,2.1235764786666042e-06,7.698126667263814e-07,1.279562902428586e-06,1.9254270901820863e-06
1-3C-rep1,3.226897452762501e-06,6.028488929269603e-07,8.92468956624721e-07,0.041076674039883805,0.9560335623061748,6.0149298495754945e-06,3.1598865591007453e-06,1.1454829732063976e-06,0.002871856099432436,2.8650398249914056e-06
1-3C-rep2,2.661629922799669e-06,4.972456286044696e-07,7.361318774132696e-07,1.178046268452854e-05,6.89749983394088e-06,4.961272400356426e-06,2.6063575745659237e-06,0.9999659257767647,1.570463082625756e-06,2.363160230481331e-06
1-3C-rep3,1.563351188325578e-06,2.920652257887192e-07,4.323789101784128e-07,0.1054114575747036,0.8675727079214925,2.91408322256373e-06,1.530886084686422e-06,5.549578793822117e-07,0.027007158741083802,1.3880402090763555e-06
1-4A-rep1,2.3472621131096108e-06,4.3851544308795037e-07,6.491865947640492e-07,0.07251497495478251,0.9166310579914151,4.375291485272921e-06,0.010841854548776255,8.332303159859416e-07,1.3849740951241247e-06,2.084044978868275e-06
1-4A-rep3,1.643600191415319e-06,3.070573423276959e-07,0.0070283021443868655,0.11391462805772674,0.8790474334829094,3.0636671901825133e-06,1.6094686085988015e-06,5.83444643526945e-07,9.697867464982896e-07,1.4592902544012039e-06
1-4B-rep3,7.167691428069157e-07,1.3390679144620414e-07,1.982381585984552e-07,0.6939037022137601,0.27828781955860915,0.022141620087857295,0.005664495473973762,2.5443846940415796e-07,4.229211085662617e-07,6.363921288260128e-07
1-4C-rep1,2.916259328072004e-06,5.44815487058963e-07,8.065551998076114e-07,1.290746091275676e-05,0.9999691881558473,5.435901059237749e-06,2.8556992555614143e-06,1.0352127561106828e-06,1.720704135037178e-06,2.58923601919119e-06
