,12_1,12_2,12_3,12_4,12_5,12_6,12_7,12_8,12_9,12_10,12_11,12_12
2-6C-rep2,1.6277520767137783e-06,0.08695447970528691,3.4101590320009574e-07,0.44352503564009194,0.4695115173258492,1.860655043399078e-06,2.745840371907037e-07,5.328940815154786e-07,7.458522831223543e-07,1.3281029965300805e-06,1.4514850597196183e-06,8.049872906591163e-07
2-7A-rep1,0.0003467310010600599,0.06273086422415644,0.0012597980834107235,0.13027577885727043,0.7039578257617468,3.818552997410964e-06,5.635185855516354e-07,1.0936386620897392e-06,1.530684842118698e-06,0.10141736480316418,2.978828690010325e-06,1.6520454140756087e-06
2-7A-rep2,1.9284902721946974e-06,0.06310821877059926,0.002048851616812814,0.12047136963405258,0.705661459403051,2.2044236357844795e-06,3.253152935250909e-07,6.313498640330315e-07,8.836535324221775e-07,0.10870145397202151,1.7196567327110384e-06,9.537141321979373e-07
2-7B-rep1,3.050421431627196e-06,4.45587660397694e-06,6.390667439647152e-07,0.00022396725120528167,0.7668809120363038,0.06731532073906138,5.145728540677043e-07,9.986481051364314e-07,1.3977336117781324e-06,0.09867076707453833,2.720095521422551e-06,0.0668952564840192
2-7B-rep2,1.7259404221609578e-06,2.521152476581796e-06,3.6158647275144434e-07,8.444221265334204e-06,0.7874351665646332,0.07889295118610332,2.911473410768782e-07,5.650390186414287e-07,7.908431651340887e-07,0.11159606791634881,1.5390407252868816e-06,0.022059575362027902
2-7C-rep2,1.5302819502426713e-06,2.2353460636215027e-06,3.205958013374847e-07,0.49640494019037085,0.42519481000964837,0.05033887347074466,2.5814188901912365e-07,5.009842751855854e-07,7.011904962294337e-07,0.028053708434434912,1.364569838190664e-06,7.567844874493162e-07
2-8A-rep2,1.7773389438486606e-06,2.5962324205831946e-06,3.723545212443499e-07,0.030519502684053255,3.964897719158639e-06,2.031645185413025e-06,0.9694644445967825,5.818658858270744e-07,8.143944818845374e-07,1.4501527664707626e-06,1.58487337227818e-06,8.789638676917795e-07
2-8B-rep2,1.35923233320108e-06,0.014439788183487146,2.847607128851751e-07,0.8483905659685709,0.13329655256332198,1.5537148022121015e-06,2.2928768260826454e-07,4.449859878106579e-07,6.228138507790784e-07,0.003866714252565282,1.2120429471742697e-06,6.721937381820359e-07
2-8C-rep1,3.4252614628933024e-06,0.099648080484773,7.175961549520618e-07,0.9003254085676747,7.641092549482804e-06,3.915356710070773e-06,5.77804282586923e-07,1.1213633742700789e-06,1.5694890634375194e-06,2.794713075686347e-06,3.0543446450765686e-06,1.6939262337666177e-06
2-8C-rep2,0.0007733237730399948,0.11647619890239108,3.370308013646236e-07,0.8824640222382414,3.588764415028789e-06,0.0002774514267782723,2.7137525619154314e-07,5.266666969201228e-07,7.371362752336607e-07,1.3125828238944289e-06,1.434523047914981e-06,7.955802328080486e-07
2-9A-rep1,2.2883788336993796e-06,3.3427294997327057e-06,4.794179568263549e-07,1.1195970012957324e-05,0.9191317387557892,2.615805981170406e-06,3.860245720266516e-07,0.0043917312121457275,1.0485580710849695e-06,1.8671165159057365e-06,0.0764521743374703,1.1316931513675762e-06
2-9A-rep2,8.879235510677714e-07,0.018347179170292542,1.860209893581083e-07,3.4768544180474096e-05,0.9133409226642306,1.014969943569345e-06,1.4978302706952455e-07,3.071503724004672e-05,4.0685545254472837e-07,7.244677772081231e-07,0.06824260545026885,4.3911304670517743e-07
2-9B-rep1,0.01933569242486737,0.003004599489536268,6.793261089717067e-07,0.23789388228169941,0.7397512048843704,3.7065472281778403e-06,5.46989462427073e-07,1.0615600606683375e-06,1.485786805267768e-06,2.6456685230220967e-06,2.8914537081613055e-06,1.6035876297952673e-06
2-9B-rep2,0.01244638858524585,0.005647420605279357,2.5196203562702716e-07,0.3482650434614187,0.6336357244493953,1.3747582676795075e-06,2.0287837696725224e-07,3.937325980760806e-07,5.510782862883253e-07,9.81278384344803e-07,1.07244010293145e-06,5.947706089511763e-07
2-9C-rep1,2.4192689572057945e-06,3.5339261104622507e-06,5.068395859098365e-07,1.1836354321791837e-05,0.9999713019035953,2.7654242012405153e-06,4.0810430950936466e-07,7.920211728384637e-07,1.1085332349026181e-06,1.9739113821092027e-06,2.1572896739391687e-06,1.196423454835033e-06
2-9C-rep2,6.9747268621642e-07,1.0188271666996725e-06,1.4612131752132456e-07,3.412408454727768e-06,0.9999678277439954,2.4695893986790466e-05,1.1765604157495122e-07,2.2833886795205623e-07,3.1958896128717493e-07,5.690765675028496e-07,6.219443354355843e-07,3.4492761890348843e-07
3-10A-rep2,0.3405686158009463,0.17250727146139927,4.849313876681721e-07,0.0008837581947033402,0.06504111307891423,2.64588842837006e-06,3.9046395472145106e-07,7.577859683506528e-07,1.0606167608487536e-06,1.8885888400802555e-06,0.42099086848078077,1.144707916115913e-06
3-10B-rep1,3.758770027182824e-06,0.2423934742705985,7.874665768075621e-07,0.13705389183982333,0.20350095374330288,4.2965845401804315e-06,6.34063543029811e-07,0.005539319441388518,1.722306023510695e-06,3.0668268268760156e-06,0.4114962358280403,1.8588593089072992e-06
3-10B-rep2,2.5041708006228945e-06,0.2531266963822848,5.246266182413741e-07,0.15969427700397684,0.19323713972817957,2.862474019457816e-06,4.2242632529045677e-07,8.198163699781089e-07,1.1474361087860808e-06,2.043183843355772e-06,0.3939303243407243,1.2384107487737238e-06
3-10C-rep1,0.00011159604606192284,4.6225659196016595e-06,6.629735097164688e-07,0.09760384321577267,0.03958456127027827,3.617323980841223e-06,5.338224438806381e-07,1.0360064038484163e-06,1.4500212489548487e-06,2.5819825310547555e-06,0.862683929785453,1.564986396110326e-06
3-10C-rep2,2.3772938005252075e-06,3.4726112650241486e-06,4.980457430561419e-07,0.12692168325545677,0.03380997060413035,8.417447282660712e-05,4.0102355799446757e-07,7.782793304008066e-07,1.0892997982555337e-06,1.939663334040449e-06,0.8391724397856646,1.1756650923456333e-06
3-11A-rep2,0.0039476342744577736,0.46214601365470936,6.34688398249104e-07,0.04786910600459682,6.758275887680005e-06,0.13162869524329926,5.110474353657393e-07,9.918062115567388e-07,1.3881575212860376e-06,2.4718247907720317e-06,0.3543942968048981,1.4982177937300875e-06
3-11B-rep2,2.7271764122757074e-06,0.22548826160059357,5.713465463953015e-07,1.3342801848295053e-05,6.0838004896020054e-06,0.6622522170508495,4.600449418106303e-07,8.928240302321463e-07,1.249619510656558e-06,2.225136872515509e-06,0.11223061990212853,1.3486957766316505e-06
3-12A-rep2,0.008367367751261035,4.755961106277366e-07,6.821051947216873e-08,1.5929376855928835e-06,7.263178440106868e-07,0.9916287414948592,5.4922716623433816e-08,1.0659028444924681e-07,1.4918650773722792e-07,2.6564918074423474e-07,2.903282486256178e-07,1.6101478185940682e-07
3-12B-rep2,0.019378101587919774,0.032693678877424526,6.075083982042142e-07,0.33207533818521967,0.018686150595848824,0.596958250219874,4.891622561904144e-07,9.49332939713421e-07,1.328710835959894e-06,2.3659709605941326e-06,0.00020130579045328454,1.4340578692487578e-06
3-12C-rep2,7.552097573224762e-07,1.1031660916941746e-06,1.5821729929461152e-07,0.3633938857806847,1.684726177107387e-06,0.6365482751979289,1.2739565629064806e-07,2.472408518085731e-07,3.4604466478238345e-07,5.237011088228622e-05,6.734291391113383e-07,3.7348086672614774e-07
3-1A-rep1,0.15062165948241069,5.128620641139358e-06,7.355524368062419e-07,1.7177543953413425e-05,0.02082008444477301,4.013329989554667e-06,0.606322851445185,1.1494230519458786e-06,1.6087621110920456e-06,2.8646446874184907e-06,3.130772971717288e-06,0.2221995959777882
3-1A-rep2,0.35266196958389456,2.735503019999567e-06,3.923288644341049e-07,0.042680007214449894,0.03157418626278903,2.1406294352554567e-06,3.1590093743971336e-07,6.130791200724398e-07,8.580813285451949e-07,1.5279438160819243e-06,1.6698912862393065e-06,0.5730735835810584
3-1B-rep1,0.17168466485625963,3.800110642558802e-06,5.450160654983621e-07,1.2727899401794383e-05,5.803428806981516e-06,0.009184309406576496,0.7214929730334225,8.516782733868936e-07,1.1920308495167034e-06,2.1225915359163996e-06,2.3197823589882934e-06,0.09760869016580669
3-1B-rep2,0.6519993654825476,2.4626070883466057e-06,3.531898285085988e-07,0.00018154422858085147,3.7608286339695495e-06,1.927078560046449e-06,2.843864115911299e-07,5.519178651127678e-07,7.72478460672145e-07,1.375514939873583e-06,1.5033016188232167e-06,0.3478060989854647
3-1C-rep1,0.07384603589082489,0.00030198580612983574,6.068451406775669e-07,1.4171809588675405e-05,6.461795887731544e-06,0.00010256260698159278,0.8227956829242994,9.482964894858679e-07,1.3272601935238497e-06,2.363387871945347e-06,2.5829489093947073e-06,0.10292527042768285
3-1C-rep2,0.4477142288546158,3.5883609664419656e-06,5.146466930766051e-07,0.15766649311753395,5.480050283082014e-06,2.8080214325950935e-06,4.1439054714378354e-07,8.042210766080157e-07,1.125608534471561e-06,2.0043165401241732e-06,2.1905195007767326e-06,0.39460034789227594
3-2A-rep1,0.03169186582469665,0.3909140619305681,8.351141790425731e-07,1.9502634752879436e-05,8.892445545330357e-06,0.028004622604412752,0.549348309652547,1.3050048376785493e-06,1.8265183859805949e-06,3.2523927277972413e-06,3.5545431830757176e-06,1.9713341638030224e-06
3-2A-rep2,0.10069718502145732,0.8218135763536661,3.333375469741174e-07,0.04067855499027772,0.00011258635613917,0.03669274172088487,2.6840146907076354e-07,5.208953725104311e-07,7.290585809283182e-07,1.2981992653068372e-06,1.418803242711591e-06,7.868620973263026e-07
3-2B-rep2,2.2760646023271366e-06,0.7079044976238259,4.768381114102776e-07,0.2604925632232328,5.077457725020736e-06,0.03158792452557881,3.8394729538639237e-07,7.451388777679854e-07,1.042915567097245e-06,1.8570691826420256e-06,2.029592720228135e-06,1.1256032806245425e-06
3-2C-rep2,0.0002720072520925302,0.662425482592606,0.006016849808806997,0.15535909548078383,0.024340435881527595,0.025145745146324575,4.4207509997763e-07,8.579493796277326e-07,1.200808051346626e-06,2.1382206736360964e-06,2.3368634588395175e-06,0.126433407921195
3-3A-rep2,1.08217855899529e-06,1.5807829280101622e-06,2.2671763347683836e-07,0.5060046968989019,2.414130020125278e-06,1.2370194592029353e-06,1.8255173004604623e-07,3.5428401995701635e-07,0.49398584230319925,8.829628341705824e-07,9.649909422949365e-07,5.351797725693734e-07
3-3B-rep1,3.4446671013065774e-06,5.0317675407274355e-06,7.21661658172944e-07,1.6853149051594254e-05,7.684382756873974e-06,0.21363851398258993,0.6413764310196255,1.1277163994060328e-06,0.14494260593494365,2.81054637542219e-06,3.071648873794283e-06,1.7035230836267943e-06
3-3B-rep2,2.1333157195882236e-06,3.1162224029939e-06,4.4693205883973316e-07,0.13765249780968133,0.03136346530623506,0.3712632060730378,3.5986711444996504e-07,6.98405695336365e-07,0.4596362809417072,1.7405986085115845e-06,1.9023019162099299e-06,7.415222582267935e-05
3-3C-rep1,3.5820747718415684e-06,0.3830716917856535,7.504487207388304e-07,0.028492827746164053,0.010440752540433947,4.0946072718367546e-06,0.5772391682085479,1.1727009737957363e-06,1.641342490120999e-06,0.0007393528915443263,3.194176858077411e-06,1.7714765699114213e-06
