,12_1,12_2,12_3,12_4,12_5,12_6,12_7,12_8,12_9,12_10,12_11,12_12
1-12A-rep1,0.010193349626992238,3.081310938353341e-06,4.419250180220031e-07,0.006876758827938096,0.9829172988226901,2.4112365607312757e-06,3.558354740800898e-07,6.905813610673877e-07,9.665554613949923e-07,1.7210984448788234e-06,1.8809901683643254e-06,1.0431889527547218e-06
1-12A-rep2,0.011706732896572114,2.123447439902116e-06,3.0454717713396497e-07,7.112168024106089e-06,0.988277476816047,1.661673944733218e-06,2.4521962943003587e-07,4.7590562995447553e-07,6.660897783718729e-07,1.186073771753301e-06,1.2962611814920492e-06,7.189008040340672e-07
1-12B-rep1,3.4912310719471394e-06,5.0997854562896375e-06,7.314168627472374e-07,0.17610603589088936,0.8236303797428957,0.00024324206287486443,5.889326367417309e-07,1.1429605294680945e-06,1.5997169981662706e-06,2.848538493400574e-06,3.113170496572641e-06,1.7265507947288135e-06
1-12B-rep2,1.4494904292643115e-06,2.1173305512746886e-06,3.03669886211044e-07,0.21098917286685445,0.7853254246142282,0.003676956794932728,2.445132398419085e-07,4.745347169377957e-07,6.641710132008563e-07,1.182657119648146e-06,1.292527119075317e-06,7.168299092853623e-07
1-12C-rep1,3.864280600412793e-06,5.644714313915723e-06,8.095711613704756e-07,0.20472174050713907,0.795251326355631,4.4171918384421004e-06,6.518620269502124e-07,1.265089623127634e-06,1.7706520235330058e-06,3.152914204970615e-06,3.445823008493569e-06,1.9110384286242007e-06
1-12C-rep2,1.4282801853192126e-06,2.0863478717079526e-06,2.9922631608786235e-07,0.21470437421968327,0.7852856709995409,1.6326421991525804e-06,2.409353028233898e-07,4.675908993702816e-07,6.544522672699821e-07,1.1653514200003897e-06,1.273613703058381e-06,7.063406111595357e-07
1-1A-rep1,0.5633955615734837,2.0446217373937215e-06,2.932419078188743e-07,0.4365929599601501,3.1224924235841405e-06,1.5999899992904577e-06,2.3611669182233046e-07,4.582392658599676e-07,6.413634801234718e-07,1.142044851362625e-06,1.2481419314718167e-06,6.92214077606571e-07
1-1A-rep2,0.5621004635801956,1.0804359124211735e-06,1.5495731187827096e-07,0.43789347087376485,1.6500132464617766e-06,8.454799355462662e-07,1.2477073323700253e-07,2.421465791260364e-07,3.38914589514307e-07,6.034887766481154e-07,6.595534723600554e-07,3.6578548239586627e-07
1-1B-rep1,0.30257061839343846,3.5118016121888755e-06,5.036664659314244e-07,0.6974096664211297,5.363130855278956e-06,2.7481109861213987e-06,4.05549331615411e-07,7.870626449793034e-07,1.101593151585943e-06,1.9615535122499606e-06,2.143783745921904e-06,1.1889331259958543e-06
1-1B-rep2,0.27477192404486733,1.1427006778022292e-06,1.6388739329935067e-07,0.7252216608559204,1.7451023549275897e-06,8.942043524376006e-07,1.3196118326010008e-07,2.56101316990424e-07,3.584460000845427e-07,6.382674124340086e-07,6.975630773173098e-07,3.8686544371456833e-07
1-1C-rep1,0.9999728154258478,3.032865449477393e-06,4.349769125003872e-07,1.0158126952359873e-05,4.631712171765718e-06,2.373326224411043e-06,3.5024089961289014e-07,6.797237902753253e-07,9.513589256380324e-07,1.6940387104885163e-06,1.8514165582677216e-06,1.0267875574339372e-06
1-1C-rep2,0.9999438622188918,1.0046612533331514e-06,1.4408962658034363e-07,5.04976325198622e-05,1.5342921844311922e-06,7.861835412435127e-07,1.1602013575453853e-07,2.2516401285656795e-07,3.1514535231554147e-07,5.611640484636523e-07,6.13296735663467e-07,3.401316977435381e-07
1-2A-rep1,0.055518215946210744,1.5171564885679936e-06,2.175922592579734e-07,0.42421325694751105,0.13270972352934815,1.1872294834161688e-06,1.7520403138924292e-07,3.4002410460640085e-07,0.3875174912238456,8.474236210992739e-07,3.6514084284558184e-05,5.136388115767583e-07
1-2A-rep2,0.07817931626891463,2.122813019839321e-06,3.0445618790785526e-07,0.38472186783502704,0.12110423736744597,1.661177488231139e-06,2.45146365430288e-07,4.757634441513486e-07,0.41598656889277924,1.1857194097933035e-06,1.2958738989604885e-06,7.18686018829278e-07
1-2B-rep1,3.827788838334096e-06,0.40672551732783685,8.019260958948084e-07,0.3311918372090686,0.22953445661414107,0.03253147693885045,6.457062643502956e-07,1.2531429364583295e-06,1.7539311331401007e-06,3.123140126191231e-06,3.413282888767838e-06,1.8929918199868378e-06
1-2B-rep2,1.6989135938126307e-06,0.40190227779231696,3.55924321609579e-07,0.4007438560940811,0.19181430967547586,0.005532139077228815,2.865882096547724e-07,5.561909655042244e-07,7.784592020493343e-07,1.386164556056649e-06,1.5149405947323555e-06,8.401794539302252e-07
1-2C-rep2,0.009922445928125563,0.2920369719226887,3.351280722512766e-07,0.622719067150476,0.07520467953309533,1.8285297898645724e-06,2.698431896904787e-07,5.236933661349165e-07,7.329747248776925e-07,1.3051725529560137e-06,5.623772977050981e-05,5.560239414825036e-05
1-3A-rep1,3.5395003853404172e-06,5.170294436461733e-06,7.415293385592105e-07,1.731712406684849e-05,0.9999580133812818,4.045941232274443e-06,5.970751439045586e-07,1.1587629552760984e-06,1.6218344803763427e-06,2.8879220215650625e-06,3.1562127928999257e-06,1.7504218647561829e-06
1-3A-rep2,2.645114523701349e-06,3.863828059558721e-06,5.541544878190425e-07,0.07261061559912585,0.9273709485677083,3.023584334064702e-06,4.4620199546358457e-07,8.6595857856733e-07,1.212017932488656e-06,2.158181565453912e-06,2.3586787369677473e-06,1.3081129518299723e-06
1-3B-rep2,2.164966322403901e-06,0.009795148548821554,4.5356289596807905e-07,0.06862867653452674,0.12960028192665432,2.474735289358378e-06,0.7918901496272924,7.08767481481908e-07,9.920092239771051e-07,7.594813555206546e-05,1.930525119101382e-06,1.0706608206322035e-06
1-3C-rep1,3.2214716285524315e-06,4.705736693039529e-06,6.749019539033046e-07,0.0954965789665813,0.8891378078068353,3.6824081004610555e-06,5.434271582986149e-07,1.0546465823538823e-06,0.015344636428939018,2.6284384362480767e-06,2.872622929527793e-06,1.5931441620022738e-06
1-3C-rep2,2.6571559307420447e-06,3.8814174402768396e-06,0.06345989374679023,1.300022429950852e-05,5.927598405307357e-06,0.006922563341900111,4.4823324961216836e-07,8.699006988919805e-07,0.9294938604962424,2.1680062979804234e-06,9.341581084466417e-05,1.314067900232792e-06
1-3C-rep3,1.5607248811077488e-06,2.2798153103923745e-06,3.269736298247144e-07,0.16482565878687483,0.793664830695057,1.7840374237176841e-06,2.6327727970941015e-07,5.109506932378581e-07,0.04149934776831156,1.2734146809033584e-06,1.3917161462537114e-06,7.718397116369433e-07
1-4A-rep1,0.003695813757843437,3.4229802716213925e-06,4.909276111659264e-07,0.11169879916890783,0.8662043386468808,2.6786050946244726e-06,3.9529207927652504e-07,7.671560651215426e-07,1.0737313896503545e-06,0.018388971308870357,2.0895626459774563e-06,1.158862340183378e-06
1-4A-rep3,1.6408389520263595e-06,0.0006770691962294853,3.437576183965505e-07,0.17367993657213043,0.8147267517346555,1.8756144225951094e-06,2.7679165044394223e-07,0.008883723185783763,7.518488202919042e-07,0.0020253558456976204,1.463154775437613e-06,8.114592641566632e-07
1-4B-rep3,7.155655796912325e-07,0.03315015315614881,1.4991179919115764e-07,0.7096444994108733,0.25720140536348046,8.179505489701132e-07,1.207081155399282e-07,2.3426212616081415e-07,3.278793060513004e-07,5.838387824516457e-07,6.380779745452992e-07,3.538752648667959e-07
1-4C-rep1,2.9113566474489153e-06,4.252738928692984e-06,6.099325142141843e-07,1.4243909811544793e-05,0.999965464611329,3.327921067774364e-06,4.911141404116193e-07,9.531210242646039e-07,1.334012736673682e-06,2.3754117981227236e-06,2.5960898700364884e-06,1.4397801319373817e-06
1-4C-rep2,0.12688650209350394,9.450204050696554e-07,0.004411436230209891,3.1652038005584022e-06,1.4432102530240253e-06,7.395124338080459e-07,1.0913270052292213e-07,2.117973455539072e-07,0.8686940231193413,5.278510290212159e-07,5.768889042368549e-07,3.199400730467302e-07
1-4C-rep3,1.2867204819207157e-06,1.8795657648490972e-06,2.6956939793566116e-07,9.447325750383004e-05,0.9998965585999363,1.4708277681722502e-06,2.1705572348281146e-07,4.2124703091431766e-07,5.895881952234271e-07,1.0498511119614575e-06,1.1473833037975306e-06,6.363337816580049e-07
1-5A-rep1,0.05394522366154767,4.430868075700018e-06,6.354799932178436e-07,0.09573884307395299,0.8502978251628847,3.4673135277981387e-06,5.11684823066127e-07,9.930432103882895e-07,1.3898888567140988e-06,2.4749076958217836e-06,2.704829033633659e-06,1.5000863983412078e-06
1-5A-rep2,8.42526919028545e-07,1.2307138770387716e-06,0.9999883026886943,4.122091142271113e-06,1.8795137928798335e-06,9.630778442960652e-07,1.4212510994656976e-07,2.758267767498171e-07,3.8605426166504616e-07,6.874281051928426e-07,7.512908463618379e-07,4.166626303591681e-07
1-5A-rep3,0.039817718018755305,2.030404318551849e-06,2.912028299057318e-07,0.11488357472587214,0.8452904093852734,1.588864358030419e-06,2.3447483805456486e-07,4.5505286739155073e-07,6.369037147497456e-07,1.1341035634015942e-06,1.23946289011698e-06,6.874007190818212e-07
1-5B-rep1,3.5961993045892766e-06,5.25311689015037e-06,7.534078263428996e-07,0.10438691956151412,0.8955880157655514,4.110752779170855e-06,6.066396337150292e-07,1.1773250685907011e-06,1.647814492306481e-06,2.9341833691201837e-06,3.206771864744648e-06,1.7784617057383454e-06
1-5B-rep2,9.307984194032083e-07,1.3596557043021573e-06,0.9999551837231481,3.644740127595265e-05,2.07643035272539e-06,1.0639794586820262e-06,1.570155501361403e-07,3.0472513344005445e-07,4.265011460714207e-07,7.594499111133584e-07,8.300035482688296e-07,4.603163519212816e-07
1-5B-rep3,0.0039011086509054345,2.5574510946559727e-06,3.667924606467059e-07,0.08075526858189046,0.9153331709587763,2.0012974039589e-06,2.953391724854213e-07,5.731742408166781e-07,8.02229431642926e-07,1.4284910513504607e-06,1.5611992627044738e-06,8.658343096595486e-07
1-5C-rep1,2.9499063154215095e-06,4.309050021261768e-06,6.180087133048211e-07,0.6838028441526246,0.3161765956862939,3.3719865216974065e-06,4.976170493101575e-07,9.657414289324057e-07,1.3516765801313514e-06,2.4068649477037114e-06,2.6304650478782745e-06,1.4588444558113937e-06
1-5C-rep2,9.316601209113638e-07,1.3609144272936732e-06,0.9240742550821341,3.648114304000504e-05,0.07588296550427086,1.0649644546651313e-06,1.5716090979032078e-07,3.050072376009388e-07,4.268959863216174e-07,7.601529840023246e-07,8.3077193731463e-07,4.607424971385603e-07
1-5C-rep3,1.545271677844444e-06,2.2572421779840013e-06,3.237361662431537e-07,0.7827396401716012,0.21719664152264118,1.7663731362626879e-06,2.606704927175402e-07,5.0589161779432e-07,7.080589393511501e-07,5.420892770442016e-05,1.3779363489600222e-06,7.641974960901836e-07
1-6A-rep1,1.877862693028546e-06,2.743071613840423e-06,3.9341436052211377e-07,0.9389844012913034,0.06061644511772609,2.146552131973676e-06,3.167749726251789e-07,6.14775388297411e-07,8.604554692464477e-07,0.00038759749598975675,1.674511543943841e-06,9.286768071847398e-07
1-6A-rep2,1.2793875878514381e-06,1.8688543035460914e-06,0.9687259513001328,0.03126254563399064,2.854065031629652e-06,1.4624456647009047e-06,2.1581874416228805e-07,4.188463853210483e-07,5.862281898136924e-07,1.043868113244413e-06,1.1408444786666475e-06,6.327073777271096e-07
1-6A-rep3,1.5854829341442015e-06,2.3159804212656947e-06,3.3216046996977314e-07,0.02287897955321698,3.536904252905721e-06,1.8123379228575894e-06,0.9771067005488424,5.190559938679195e-07,7.264841392003443e-07,1.2936150817483976e-06,1.413793184031299e-06,7.840835406087636e-07
1-6B-rep1,3.322699515860703e-06,4.853604449950196e-06,6.961093109162716e-07,0.9009190751246992,0.09894391545053235,0.00011764910170001165,5.605031997738661e-07,1.0877866058271124e-06,1.5224941534324439e-06,2.7110315180753433e-06,2.962888989179562e-06,1.6432053254369067e-06
1-6B-rep2,0.005922677900785923,1.7653102863916144e-06,2.5318275102250706e-07,0.9142310970042842,0.07979760173600656,4.279029565705439e-05,2.0386128995871778e-07,3.956401689645983e-07,5.537481716403496e-07,9.86032519736829e-07,1.0776359021363603e-06,5.976521765544815e-07
1-6C-rep2,0.0001972971160355092,1.6724408122200618e-06,2.3986330846443474e-07,0.8203140600172468,0.1794818079242968,1.3087450480538584e-06,1.9313655167993082e-07,3.7482632409204006e-07,5.246165782201266e-07,9.341593038325649e-07,1.0209436139016625e-06,5.662108804820777e-07
1-7A-rep1,4.144125531593843e-06,6.053495365826314e-06,0.0024148141147473413,0.09601012462877075,0.9015470458641449,4.737077704367644e-06,6.990688172779996e-07,1.3567053609920622e-06,1.8988797701459847e-06,3.381243136005153e-06,3.6953639198267036e-06,2.0494327309131063e-06
1-7A-rep2,1.1742708526625655e-06,1.715305945880415e-06,0.0023339296770610103,0.210801757678571,0.7868563742606496,1.342288555843342e-06,1.9808669642763658e-07,3.8443322937934653e-07,5.380626503211726e-07,9.5810207246525e-07,1.0471106890829277e-06,5.807230263795416e-07
1-7B-rep2,0.026300715434783215,2.3703213379871832e-06,0.0006119467622654688,0.15685728501892512,0.7925904426502657,0.023632117904235354,2.737290828154982e-07,5.312348440333071e-07,7.43529971602586e-07,1.3239677690083935e-06,1.4469656655295954e-06,8.024808543302782e-07
1-7C-rep1,2.8424532360136432e-06,4.1520888690765165e-06,5.954971714981088e-07,0.38316793503447744,0.6168122537274187,3.249158778462302e-06,4.794908857656748e-07,9.305633997495662e-07,1.3024405043484314e-06,2.3191926548591633e-06,2.534647913553826e-06,1.4057046905468049e-06
1-7C-rep2,1.2979365193356897e-06,1.8959494940573112e-06,2.719191704741888e-07,0.49668394483501627,0.5033070088492512,1.4836486251575818e-06,2.1894774676986088e-07,4.2491894142329544e-07,5.94727495755258e-07,1.059002415230008e-06,1.1573847720616398e-06,6.418805523854237e-07
1-8A-rep1,0.001143701033191555,5.415727407295229e-07,0.0010798896052114217,0.9977734466558041,8.270756144377214e-07,4.238001353541814e-07,6.2541819635161e-08,1.213769229696292e-07,1.698822678942336e-07,3.025011173836485e-07,3.3060376610701484e-07,1.8335140839244634e-07
1-8A-rep2,0.002612577169463821,8.837422147422463e-07,1.2674728451309157e-07,0.9973824615190608,1.3496278159752125e-06,6.915600473566286e-07,1.0205618200785911e-07,1.9806371823531428e-07,2.7721508189657187e-07,4.936234550478299e-07,5.394815552717382e-07,2.991941202775118e-07
1-8B-rep1,0.0005712115606086024,3.032865449477393e-06,0.000782996027775088,0.9986292009413289,4.631712171765718e-06,2.373326224411043e-06,3.5024089961289014e-07,6.797237902753253e-07,9.513589256380324e-07,1.6940387104885163e-06,1.8514165582677216e-06,1.0267875574339372e-06
1-8B-rep2,5.722207193004625e-07,8.358664442249435e-07,1.1988088862771465e-07,0.9999947352414429,1.276513201188769e-06,6.540955361294065e-07,9.652739966819752e-08,1.8733383234341617e-07,2.6219725721487273e-07,4.668819428041031e-07,5.102557304693773e-07,2.829856051657716e-07
1-8C-rep1,0.02374926339213636,5.6238642578318345e-06,8.065808232984743e-07,0.9702828109978409,0.0002724265437579346,4.400875920143496e-06,6.494542239924326e-07,1.2604167224055676e-06,0.005674279531496881,3.141268188122736e-06,3.433095065326432e-06,1.903979566793576e-06
1-8C-rep2,1.43763769349083e-06,5.136010244627349e-05,3.011867246454658e-07,0.08094135445586227,3.2070902579534303e-06,1.6433386037354691e-06,0.9189964008815844,4.70654363882921e-07,6.58739971112589e-07,1.1729863263356774e-06,1.2819578996357417e-06,7.10968266229464e-07
1-9A-rep1,1.8632362975308153e-06,2.7217062336922493e-06,0.00025576256264358405,0.7144767235502832,0.2852549179134488,2.1298329540724897e-06,3.1430765909336457e-07,6.099869934883065e-07,8.537535085290287e-07,1.520237476821486e-06,1.6614690205484066e-06,9.214434805299845e-07
1-9A-rep2,7.734633296468637e-07,1.1298298388787245e-06,1.620414433653697e-07,0.7573102751890813,0.24207477842055464,8.841324583637674e-07,1.3047483502657798e-07,2.5321671311898767e-07,0.0005039002819109604,6.310782707671282e-07,0.00010669936358932968,3.825079746871611e-07
1-9B-rep2,0.0393916308064157,1.8332523506214484e-06,2.6292707691493616e-07,0.3070016563325172,0.6507610495314907,1.4345858568974091e-06,2.1170736493099003e-07,4.108672992764261e-07,0.0028387462419284166,1.0239822701603661e-06,1.1191112213727211e-06,6.206542079138324e-07
1-9C-rep1,3.045010857862921e-06,4.447973155358213e-06,6.379332226346241e-07,0.2589770731398877,0.7358892354336221,3.4806988674380594e-06,5.136601492344767e-07,9.968767894810363e-07,0.00511386366329521,2.484461916927097e-06,2.7152708511943846e-06,1.5058773848701281e-06
1-9C-rep2,9.548880585625364e-07,1.3948444354116941e-06,2.0005012950319706e-07,0.37993608344294155,0.6139061153787417,1.0915159055627814e-06,1.6107920974958077e-07,3.1261160848591416e-07,0.006151583369846923,7.791049448316523e-07,8.514845537819008e-07,4.722296239958429e-07
2-10A-rep1,1.443254184649064e-06,2.1082210111338906e-06,3.023633859027546e-07,0.018502308331463897,0.8994953336061056,1.6497587169389936e-06,2.434612533337294e-07,4.7249309285149306e-07,5.011384602245532e-05,1.1775688907470189e-06,0.08194413335003113,7.137458415526087e-07
2-10A-rep2,1.5453535014093702e-06,2.2573617010455785e-06,3.2375330837265586e-07,0.19603188554229858,0.7398867242901725,1.7664666673543861e-06,2.606842954612849e-07,5.059184052235001e-07,7.080964317270386e-07,1.26087298261265e-06,0.06407199742227479,7.642379610545872e-07
2-10C-rep1,0.005430732819066191,0.1947653291966682,7.541512526211635e-07,0.7895421298139829,8.030337785145542e-06,4.114809070508199e-06,6.072382362638365e-07,0.010238724962026578,1.6494404756749192e-06,2.9370786788655543e-06,3.2099361515880974e-06,1.7802166054363612e-06
2-10C-rep2,3.692042029033405e-07,5.393118317193909e-07,7.734869856381265e-08,0.025657295455977384,8.236228137922829e-07,4.22030892789966e-07,0.9743393699344907,1.2087020954384916e-07,1.6917305873125694e-07,3.012382630144525e-07,3.2922359133572176e-07,1.82585969477082e-07
2-11B-rep1,4.7192707712936464e-07,6.893633777816159e-07,9.886925702884547e-08,0.4176350804900714,0.010059037983650801,0.5723031317559076,7.96089551668103e-08,1.5449966239137433e-07,2.1624170718603182e-07,3.8505112310749125e-07,4.2082274784335565e-07,2.3338646262027985e-07
2-11B-rep2,1.7263487980096865e-06,2.521749008054829e-06,3.6167202795416327e-07,0.4630554469736894,3.851148614838259e-06,0.5369306429872368,2.9121622963235257e-07,5.651727128789817e-07,7.910302870327512e-07,1.408549277554339e-06,1.539404878680792e-06,8.537472392282506e-07
2-11C-rep2,2.198563523233558e-06,0.06863149035119567,4.606015475845162e-07,0.40424713869792905,0.03164472575759043,0.495467046388986,3.7087370789810997e-07,7.19766545610738e-07,1.0074037974528827e-06,1.7938350962900685e-06,1.960484125605062e-06,1.0872759551213553e-06
2-12A-rep2,2.1308236031673366e-06,0.046073574842425774,4.4640995762769587e-07,0.07346032216844196,0.7070512772715563,0.17340552266194628,3.594467215671755e-07,6.975898253337175e-07,9.763646885107409e-07,1.7385652599853376e-06,1.9000796676232151e-06,1.053775905879421e-06
2-12B-rep2,2.0758078595259824e-06,3.032218296040249e-06,4.3488409703966467e-07,0.04823408123103852,0.7649726488601001,0.18678117483056847,3.501661651395715e-07,6.795787506767962e-07,9.511559244799065e-07,1.6936772361691277e-06,1.8510215026316484e-06,1.026568461299249e-06
2-12C-rep2,2.2469750766572383e-06,3.2822493213521037e-06,4.707438228439193e-07,0.19202831884370702,0.0981694431740199,0.709789145566542,3.790402094040301e-07,7.35615538012906e-07,1.0295864554676396e-06,1.83333467984979e-06,2.0036532589869425e-06,1.1112173684266324e-06
2-1A-rep1,0.4114070382271434,0.0508318569598574,8.376311644785657e-07,0.3748443091553018,0.09659205051777331,0.0663112873642592,6.744557795133653e-07,1.3089380461580204e-06,1.8320234058826118e-06,3.2621952498157024e-06,3.5652563689464997e-06,1.9772756500144712e-06
2-1A-rep2,0.4060008989223123,0.019664480969851683,5.390577211638786e-07,0.47848227702355894,0.05775360175174859,0.03809008057802288,4.340461660790864e-07,8.42367369110343e-07,1.1789990680548984e-06,2.0993864745373632e-06,2.2944215247837568e-06,1.2724761818922298e-06
2-1B-rep1,0.8500179391004022,4.258686570923095e-06,6.107855316318731e-07,1.4263830545203156e-05,0.14995039263997598,3.3325753115953587e-06,4.918009851134205e-07,9.544540058911215e-07,1.335878412093966e-06,2.3787339158829036e-06,2.5997206157754326e-06,1.4417937277066892e-06
2-1B-rep2,0.8230282665191524,2.2246145798261484e-06,3.19056680078856e-07,0.025942290700280535,0.15102035121065882,1.7408408679713529e-06,2.5690259746423004e-07,4.985791421646288e-07,6.97824210100318e-07,1.2425817356295919e-06,1.3580187903039456e-06,7.531513048312834e-07
2-1C-rep1,0.8522186050297335,3.3683485124000577e-06,4.830922639187692e-07,1.128177704508726e-05,0.12705537666690989,0.00039769254723042395,3.8898310289235605e-07,7.54912031528251e-07,1.056594324843381e-06,0.02030779546966564,2.0562126193064405e-06,1.1403665606825567e-06
2-1C-rep2,0.8663090267123591,1.7470078532047365e-06,2.505577958401911e-07,5.851340211179281e-06,0.12740811007361644,1.3670964377853602e-06,2.0174769119502005e-07,3.915382397942195e-07,5.480070059133207e-07,9.758095042977353e-07,1.0664631585962164e-06,0.006270463646126784
2-2A-rep1,3.1319326369006224e-06,0.687675444171144,6.561434337658816e-07,0.2678721410615745,0.04432784643817559,0.00011089448791786392,5.283229061428601e-07,1.0253332738969563e-06,1.4350828613493433e-06,2.555382468560953e-06,2.792779991217837e-06,1.5488636162550031e-06
2-2A-rep2,0.003522676835339167,0.6191601475114914,4.5797947723596626e-07,0.3279406669734369,0.04936665173327775,2.4988330928143488e-06,3.687624319859118e-07,7.156691244730511e-07,1.0016689412845302e-06,1.7836233159761794e-06,1.9493236609442075e-06,1.0810864100415228e-06
2-2B-rep1,0.0044700543763806465,0.7800819017111017,7.802314290666203e-07,0.21325358284130447,0.0021776683986133557,4.257108040675299e-06,6.282378438241838e-07,1.2192414103280129e-06,1.7064816839104897e-06,3.038649192622271e-06,3.320942665097293e-06,1.8417803342235825e-06
2-2B-rep2,0.008953654893818185,0.7754087336217996,4.30960536692015e-07,0.21562374711289928,4.588945081873317e-06,2.351412026762469e-06,3.4700693699123833e-07,6.734475348944504e-07,9.425745169390805e-07,1.6783967398465775e-06,1.834321433303268e-06,1.0173066756043489e-06
2-2C-rep1,2.8934608759268272e-06,0.23774983582942652,6.061833298166511e-07,0.762227769270109,6.454748806997328e-06,3.3074647230923687e-06,4.88095318771964e-07,9.472622999141936e-07,1.325812715160005e-06,2.3608104174065113e-06,2.5801320068163673e-06,1.430929970516667e-06
2-2C-rep2,1.9071920042573938e-06,2.785914150402877e-06,3.9955888443458485e-07,0.04333583601399585,4.254574657157582e-06,2.1800779567218463e-06,0.9566469384490615,6.24377229138144e-07,8.738944530176162e-07,1.5561014801014103e-06,1.7006648246980483e-06,9.431813027530533e-07
2-3A-rep1,0.028280474576489217,0.15290036823668582,7.650024702039785e-07,0.3825056883611722,0.1740482380917801,4.174015613467102e-06,6.159755740371302e-07,1.195443628554819e-06,0.26225043900300077,2.979339272733754e-06,3.256122795827915e-06,1.8058315171175254e-06
2-3A-rep2,0.014892171192196236,0.15987491578931035,2.2876193732093856e-07,0.3171703645730672,0.22415433494526307,1.2481736142498724e-06,1.8419779170325914e-07,3.5747858481196133e-07,0.28390379026606605,8.909244747735262e-07,9.736922270719628e-07,5.40005467199165e-07
2-3B-rep1,0.0001411696259403056,5.847571887918617e-06,8.386652186859107e-07,0.3962935240624751,0.24347941860531952,0.034296194012317635,6.752883939934009e-07,1.3105539278863779e-06,0.3257722060178298,3.2662224241452926e-06,3.569657671697535e-06,1.9797165933457176e-06
2-3B-rep2,2.0956322377757838e-06,3.061176584333076e-06,4.390373267304445e-07,0.441186365495574,0.22676804790005595,0.02470366219870428,3.535103217175288e-07,6.860688630164906e-07,0.3073306740566204,1.7098521909024437e-06,1.8686991264291922e-06,1.036372394443986e-06
2-3C-rep1,2.9038250877388004e-06,4.241737268281145e-06,6.083546439268151e-07,0.6252622502563678,0.1525375488779232,0.005475732166061967,4.898436483624115e-07,9.506553394397973e-07,0.21670887958758103,2.3692667056589236e-06,2.5893738924917457e-06,1.4360554800495321e-06
2-3C-rep2,1.5534971534448007e-06,2.269257470003721e-06,3.254594126952602e-07,0.6147604564296453,0.16991351109612388,0.008571800002631509,2.620580408156015e-07,5.08584477061887e-07,0.2067458925611408,1.2675174887543892e-06,1.3852710992047336e-06,7.68265316621724e-07
2-4A-rep1,2.6455940841947878e-06,0.031187544528942,5.542549562854316e-07,0.920112804133571,0.0485944264579101,3.0241325113107928e-06,4.462828920928989e-07,8.661155772603975e-07,1.2122376719035482e-06,9.280880540398662e-05,2.3591063665198245e-06,1.3083501133165665e-06
2-4A-rep2,1.0320100432619773e-06,0.046148154120274516,0.0007074445079710149,0.8937294527362241,0.059338756642407856,7.190250277264439e-05,1.7408884814468863e-07,3.3785983257912533e-07,4.7287732449165426e-07,8.420297233915785e-07,9.202551056175087e-07,5.103694724418008e-07
2-4B-rep2,1.7227820482506344e-06,0.2733725025085426,3.6092478984095653e-07,0.3636359635502752,0.3457451534540665,0.01723885891789297,2.906145578160482e-07,5.640050290135843e-07,7.893959666167785e-07,1.4056391224326612e-06,1.5362243673111033e-06,8.519833414786652e-07
2-4C-rep2,0.00017662882909617417,0.7400538166301638,5.322071284039458e-07,0.23538004652519595,0.024291009253653524,2.903834889532109e-06,4.285301083248296e-07,8.316621782310221e-07,1.1640158071489127e-06,2.072706508333161e-06,2.2652629637079956e-06,8.830054230681343e-05
2-5A-rep1,2.073595538369215e-06,3.0289866671313e-06,4.3442061325227674e-07,0.09237635300653947,0.9060460740738344,2.3702909378102637e-06,3.497929706688177e-07,6.788544801519917e-07,9.501422167971577e-07,0.0015648123130696516,1.849048750667582e-06,1.0254743816543625e-06
2-5A-rep2,1.392103792504156e-06,2.033503520206363e-06,0.002289886108529554,0.01951606371926724,0.978184639179794,1.5912895947195914e-06,2.3483273958156655e-07,4.5574745840804195e-07,6.378758822281551e-07,1.135834654893062e-06,1.2413548016957037e-06,6.884499650011816e-07
2-5B-rep1,0.02669661842339192,2.0654241602992713e-06,2.9622541428782845e-07,0.3299422035299908,0.643352737057192,1.6162686429149341e-06,2.3851899401276325e-07,4.6290149106574024e-07,6.478888506141085e-07,1.153664262200658e-06,1.2608407969048544e-06,6.992568130525427e-07
2-5B-rep2,0.014617807058170298,2.732872629371029e-06,3.9195161090494864e-07,9.153346093399575e-06,0.06866061061553179,2.1385710600445715e-06,0.9167015758550373,6.124895986717319e-07,8.572562192074874e-07,1.5264745838912192e-06,1.6682855609456817e-06,9.252239041377417e-07
2-5C-rep1,1.5773423260751409e-06,2.304089098754981e-06,3.3045500336157e-07,0.17247172461421137,0.8275172816765529,1.8030325355834955e-06,2.660804615896341e-07,5.163909185643772e-07,7.227540311567588e-07,1.2869730592163647e-06,1.406534111130511e-06,7.800576904024713e-07
2-5C-rep2,3.830803473816351e-06,5.595812892091562e-06,8.025576654418588e-07,0.1438807571987008,0.8560925429918573,4.378924718202307e-06,6.462148005046756e-07,1.254129868946024e-06,1.7553124692719283e-06,3.125599804464542e-06,3.415971073550762e-06,1.8944826755562467e-06
2-6A-rep2,0.028698936730919437,0.07106993522706452,5.500169274824696e-07,0.3709958793983575,0.5292234108044694,3.0010089279461926e-06,4.42870455759204e-07,8.594929522004001e-07,1.2029684752796804e-06,2.1420676357815406e-06,2.3410678075188053e-06,1.2983460070804127e-06
2-6B-rep2,1.8289079556023962e-06,0.030834740164690573,3.831582875991379e-07,0.5719688873067299,0.2489166337841862,0.14827175383544677,3.085168418972974e-07,5.987485681140774e-07,8.380239188885675e-07,1.492228559226931e-06,1.6308580472024895e-06,9.044667680704515e-07
