,7_1,7_2,7_3,7_4,7_5,7_6,7_7
3-8A-rep2,0.8035276655891582,5.6455609642755035e-06,4.28079215669693e-07,0.00012832122476066392,0.08894111784506618,0.10739524856155451,1.57313928046383e-06
3-8B-rep1,1.0919351178781613e-05,0.14249959111324104,4.6367137216358003e-07,0.857479270802126,3.3651340837359474e-06,4.685991852568851e-06,1.7039361456406543e-06
3-9A-rep2,0.10179655568399543,0.3024112819213007,1.350712669733303e-07,8.807087627219625e-07,0.050541192831566495,0.5452494574125578,4.963705500285661e-07
4-10A-rep1,0.05100719803122754,5.684091261592945e-06,4.310008065549111e-07,2.810265984608648e-06,3.1280246988031265e-06,0.9489791647102477,1.5838757731846725e-06
4-10A-rep2,0.0006984929954326422,4.773922056444736e-06,3.619864921347755e-07,2.360270120758024e-06,2.627147492092737e-06,0.9992900534218812,1.3302565247968488e-06
4-10B-rep1,0.21118596182458327,4.771389665973703e-06,3.6179447158385614e-07,2.35901808406949e-06,2.6257538867518223e-06,0.7888025906684357,1.329550872524442e-06
4-10B-rep2,0.147070797356169,5.873765797183639e-06,4.453830312695099e-07,2.9040427856812594e-06,3.232404907486728e-06,0.8529151103186019,1.6367287074332974e-06
4-10C-rep1,0.05957766509763313,7.10573763596837e-06,5.387982900562506e-07,3.5131407739430173e-06,3.910374025608975e-06,0.9403262881905631,8.097866107810157e-05
4-10C-rep2,0.04898884415235413,5.662620856537935e-06,4.2937279576657325e-07,2.7996508227076484e-06,3.116209273220646e-06,0.9509975701008669,1.5778930306771987e-06
4-11A-rep1,0.13338804197506934,3.5974078880013814e-06,2.72776355951941e-07,0.07607129515265729,0.02839806632140388,0.7621377239465486,1.0024200769908167e-06
4-11A-rep2,0.08590215694451667,3.622180186509549e-06,2.7465473547575025e-07,0.07047410943127076,0.024888789267217826,0.8187300381991784,1.009322894283407e-06
4-11B-rep1,1.4332608995286602e-05,8.026415935557292e-06,6.086094650424213e-07,3.96833242886676e-06,0.06246847037729834,0.9375023570897907,2.236566086074743e-06
4-11B-rep2,0.00021741324464306304,3.789429723085597e-06,2.8733656654473463e-07,1.873528231998864e-06,0.05847756388566735,0.9412980166480802,1.055927087789077e-06
4-11C-rep1,0.11649682936188639,6.300419280120543e-06,4.777343758912594e-07,0.03978892904040402,0.008549011765947327,0.8351566960621247,1.755615981417572e-06
4-11C-rep2,0.10766223647638883,7.42543421281754e-06,5.630395409675214e-07,0.02237550615155098,4.086306948302191e-06,0.8699481134892247,2.0691021332691157e-06
4-12A-rep1,0.11564154878696822,2.4949095866832344e-06,1.8917853261924985e-07,1.2335058012712148e-06,0.6699143224857737,0.21443951592513838,6.952081993008556e-07
4-12C-rep1,0.05684070310034473,0.0002322059943819108,3.872239969817284e-07,2.5248268926459936e-06,0.9429188424596687,3.913393415919953e-06,1.42300129904039e-06
4-12C-rep2,0.008673597983290033,5.497399228477868e-07,4.1684473249718653e-08,2.717963759659202e-07,0.9905548800109306,4.212748807745967e-07,0.0007702375101265249
4-1A-rep1,0.17283819707591863,4.961162836670614e-07,3.761841753849752e-08,0.8271604777452227,2.730188375536536e-07,3.801821908248895e-07,1.3824312915103682e-07
4-1A-rep2,0.18792500639031662,3.817251263289592e-06,2.894461572806443e-07,0.811895042866905,2.100679894742051e-06,0.0001726796858848625,1.0636795782882253e-06
4-1B-rep1,0.24494594568072844,6.59844021698625e-07,5.003320539101328e-08,0.6991896262229228,0.02310836004573295,0.014224761534757921,0.01853059663863079
4-1B-rep2,0.3384968534581573,6.965421628245954e-06,5.281587155459746e-07,0.6409632942913338,0.00015871049132615598,5.337718881291041e-06,0.020368310459957656
4-1C-rep1,0.046075199445604446,0.00859704581770911,4.155848899136216e-07,0.9337413095535065,3.0161423837928876e-06,4.200016488184038e-06,0.011578813439417947
4-1C-rep2,0.056619585986354665,0.0014671705225777266,1.265219523238871e-07,0.9343603375394155,9.182437382735819e-07,1.2786660409814458e-06,0.00755058251992064
4-2A-rep1,0.1955210214093152,5.2369874375684015e-06,3.9709879831826655e-07,2.589213821576962e-06,2.881978015153266e-06,0.8044664140226139,1.4592899981891743e-06
4-2A-rep2,0.0940975901657205,9.638158935634935e-06,7.308211785816617e-07,4.765192704431713e-06,5.3039963318968875e-06,0.9058792859857944,2.6856793344266964e-06
4-2B-rep1,0.32573011054860657,4.470235113157689e-06,3.3895918460695243e-07,2.210124557041267e-06,0.00790447686561245,0.666357147632968,1.2456339580631013e-06
4-2B-rep2,0.31723072053213625,1.241607703576691e-05,9.414590601002693e-07,6.138620467208655e-06,0.010221555370889965,0.6725247681923683,3.4597480423694996e-06
4-2C-rep1,0.026626823800248958,0.3418269100566419,3.3496387862963444e-07,0.12312703877613691,2.431028595829087e-06,0.5084152304228053,1.2309516923974855e-06
4-2C-rep2,4.872154407279185e-05,0.3205972532743511,2.863112883636875e-07,0.09886236693437812,4.405690924970754e-05,0.5804462628673452,1.0521593146270831e-06
4-3A-rep1,0.19381573604533608,3.5446704595155252e-06,7.908512820907074e-05,0.7411118982543548,0.06498603183673153,2.716340151324794e-06,9.877247578140802e-07
4-3B-rep1,0.32728016160553264,7.634034265849938e-06,5.788568083136415e-07,0.6065841393542383,0.05601973781854571,5.85008790796076e-06,0.010101898242701253
4-3B-rep2,0.2623756063443596,3.6312464414116553e-06,2.75342191569505e-07,0.6716489847950474,0.058741354013395086,2.7826847716359777e-06,0.007227365573793303
4-3C-rep1,0.16774446839113108,0.017819382472918387,3.659683260898018e-07,0.8071842129765784,2.656045987799539e-06,3.69857769383713e-06,0.007245215567364312
4-4B-rep1,0.0618546996010736,0.013740812724669161,6.361942423847838e-08,0.7086118081437819,4.617233362792813e-07,0.21579192039403455,2.3379368025021497e-07
4-4C-rep1,0.1919083084515272,0.03217599880544237,5.850637515056732e-07,0.6938093406797043,4.246149513529971e-06,0.08209937081162094,2.150038440033203e-06
4-4C-rep2,0.1596239109258378,0.042211493650822995,7.842685643788049e-07,0.6728087438910924,5.691895241405363e-06,0.1253464932764359,2.8820920051611413e-06
4-5A-rep1,0.0594121040237723,8.548164285713228e-06,6.481714547056349e-07,4.226289518837549e-06,0.9405655407983575,6.5506010035632675e-06,2.381951607432377e-06
4-5A-rep2,2.200599681104223e-05,4.7574341186302634e-07,3.60736280945437e-08,2.3521183355976692e-07,0.9999661716022819,1.0942805818571697e-05,1.3256621500670528e-07
4-5B-rep1,0.2119511157427439,4.5153403927861505e-06,3.4237932883143195e-07,0.00858637786015775,0.7793023312513545,0.0001540592234483225,1.2582025739347294e-06
4-5B-rep2,0.15914772024471646,2.4452615955235204e-06,1.8541393362727815e-07,0.0002458775935024482,0.8406012162677139,1.8738447842400834e-06,6.813737538695343e-07
4-5C-rep1,0.051054135880676296,4.2162712142764e-06,0.8047929689877397,2.084562514931362e-06,0.038533367950959796,0.10561205148014471,1.1748667503971099e-06
4-5C-rep2,0.05351084458742493,1.3542358122808187e-06,0.7760529548280322,6.695463994582481e-07,0.05448780067786682,0.11594599876576353,3.773587008962877e-07
4-6A-rep1,0.202209216147998,0.055011782907034255,5.52503455279018e-07,3.6025029260625115e-06,0.055656571023469596,0.6871162445318225,2.030383294203342e-06
4-6A-rep2,0.1823535879105656,0.07470224271249314,3.0004025717930127e-07,0.01082396948956939,0.054860105909016264,0.6772586913264859,1.102611612551236e-06
4-6B-rep1,0.3410899869230216,5.996727841280989e-06,4.5470672748453976e-07,0.522755627890589,0.13614166736699856,4.595392660017586e-06,1.6709921619951576e-06
4-6B-rep2,0.2423582572857706,2.3523431208199745e-06,1.7836831530448982e-07,0.5588251065528422,0.15254809640576858,0.04626535356222291,6.554819597038342e-07
4-6C-rep1,0.10824619250700242,0.027167249561587687,3.134719448530382e-07,2.0439394320190823e-06,0.09353347632072279,0.771049572227872,1.1519714382774665e-06
4-7A-rep1,0.35115725836179207,3.092954646708743e-06,2.3452578187417095e-07,0.21247377484032065,0.06000559732758757,0.376359180136022,8.618538491072802e-07
4-7B-rep1,0.058545516158067405,0.03453296304765419,5.785621858466956e-07,0.9069087700118951,4.198963852499007e-06,5.847110371363558e-06,2.1261459735263866e-06
4-7B-rep2,0.019568323285055707,0.036763653707350054,2.4436545613054773e-07,0.9435909797402993,1.7735029046013172e-06,7.412738547381502e-05,8.98013460490092e-07
4-7C-rep1,0.037183506257566,0.0009552475140708231,3.6015146620565137e-07,0.9445331269455767,2.6138296366689254e-06,0.01732382178865699,1.3235130267149372e-06
4-7C-rep2,0.035232191628844604,1.4718134611769963e-06,1.1160144333922706e-07,0.9125985968115995,0.010604041313098365,0.041563176709762895,4.101217901895584e-07
4-8A-rep1,0.296481786090073,0.00010343565783994399,6.472487859278142e-07,4.2202734171460095e-06,0.06728855769496002,0.6361189744740126,2.3785609114020253e-06
4-8A-rep2,0.306374711042947,0.00012226757234733743,7.650895195408579e-07,0.0011267634169464665,0.04353041430034377,0.648842266966558,2.811611337817479e-06
4-8B-rep1,0.0864505822443195,5.003357806459618e-06,3.793836430174713e-07,2.473705224848752e-06,0.9135363329634405,3.834156618042333e-06,1.3941889476287064e-06
4-8B-rep2,0.055105928922056555,5.756739978804131e-07,4.365094541596341e-08,6.684723056818802e-06,0.9448861654694093,4.4114859544093024e-07,1.6041193860768934e-07
4-8C-rep1,0.2421590399298777,1.1203612607834412e-05,8.495229664824486e-07,5.539167118809779e-06,0.15084483318537972,0.6069754126880184,3.1218940310825114e-06
4-8C-rep2,0.18928090442829604,9.59088507577989e-06,7.272366000116162e-07,4.7418200817559536e-06,0.14395237687713905,0.6667489862463651,2.672506442246857e-06
4-9A-rep1,0.027337545576443145,0.011234241707564159,7.22230971529761e-07,4.7091817496688565e-06,0.016736423353102665,0.944683703838805,2.654111363719403e-06
4-9B-rep1,0.2218878938559152,0.023606305747505413,9.143238391181855e-07,0.02628137371543877,6.63578236506572e-06,0.7282135165455452,3.360029391128277e-06
4-9C-rep1,0.17349858026781623,0.08969241006887504,1.6796222003229616e-07,0.011107706351419985,1.2189999757225304e-06,0.7256746724765388,2.5243873154276067e-05
5-10A-rep1,0.16780059219580654,6.275364320182585e-06,4.7583456333644914e-07,0.07388624613193925,0.0011894906522444077,0.7571151711867259,1.7486344003314295e-06
5-10B-rep1,0.2491109795608025,5.6310701644203316e-06,4.269804390776622e-07,0.06667593920395681,3.098846542809358e-06,0.6842023552366847,1.5691014095415669e-06
5-10B-rep2,0.22135382648586516,0.003116449538108954,7.566860889424339e-07,0.06490797340117872,5.491713099964041e-06,0.7106127214459103,2.78072974795951e-06
5-10C-rep1,0.2652925920778053,6.011958699842341e-06,4.558616196251397e-07,0.08843025791475385,3.308454146111122e-06,0.6462656984967244,1.6752362507632483e-06
5-11A-rep1,0.18831726749949657,8.762171388859305e-06,6.643987159897175e-07,0.05475110449157375,4.821929708394044e-06,0.7569149379242888,2.441584827654023e-06
5-11B-rep1,0.10719419093069162,0.10372529233397576,4.632619477985612e-07,0.12450679405309607,0.03505188758104331,0.6295196694076847,1.7024315606773724e-06
5-11C-rep1,0.23385231122039543,7.707297265870949e-06,5.844120344081006e-07,0.19159889826184634,4.241419621736648e-06,0.5745341097453776,2.1476434586175847e-06
5-11C-rep2,0.10938594942530182,6.879648744402757e-06,5.216549174161398e-07,0.18808021338190262,3.7859545530152043e-06,0.7025207329159275,1.9170186530795028e-06
5-12A-rep1,0.5875351283859191,0.013150021599358035,2.998687637318396e-07,0.05412506007798221,0.1457520484028187,0.19943633968376326,1.1019813948983604e-06
5-12A-rep2,0.5349749519393538,0.030051653201848966,4.985837170123109e-07,0.05651138998950154,0.09094297814044378,0.28751669591034956,1.8322347853415257e-06
5-12B-rep1,0.32025583471147556,0.020587365435426327,5.705759728440373e-07,3.720341641435647e-06,0.16012533989435243,0.49902507224352355,2.0967976078109937e-06
5-12B-rep2,0.24326551213335684,0.0031590396217606154,5.656545405287203e-07,3.68825229584523e-06,0.20054409781409044,0.5501222470351341,0.0029048494888215884
5-12C-rep1,0.08540676488257729,0.005727498313446524,5.573343548690662e-07,0.03473310473008219,0.1765931890033219,0.6975368375999519,2.0481362652117393e-06
5-12C-rep2,0.05866833785776265,0.014288419867960894,4.530755950283782e-07,0.07300949686226085,0.1860072185819753,0.6680244087564975,1.6649979477364418e-06
5-1A-rep1,0.0022188997713842346,3.6182461138194013e-06,2.743564312395118e-07,0.9977714355120694,1.9911649355192973e-06,2.7727224035618406e-06,1.0082266623375944e-06
5-1A-rep2,3.4202013632592127e-06,0.005964253133948619,1.4523293858885635e-07,0.9940291259135156,1.0540402989427397e-06,1.46776447244605e-06,5.337134627148317e-07
5-1B-rep1,0.3414346978136009,3.57183705867747e-06,2.7083742718467223e-07,0.606694237186871,1.9656254668424002e-06,0.04646367388758472,0.005401582811990635
5-1B-rep2,0.30429399710658434,3.0574196915720413e-06,2.3183131522682887e-07,0.6265598910129757,1.6825353200195095e-06,0.06407561074123638,0.005065529352876767
5-1C-rep1,0.1757309552979577,5.103570055458501e-06,3.869823176617443e-07,0.8000844391115272,2.8085568036907903e-06,3.910950937491546e-06,0.024172395530400768
5-1C-rep2,0.12539954171408715,6.411800402027503e-06,4.861799393362482e-07,0.8531982107777274,3.5284919080833252e-06,0.00014748094245186922,0.02124434009348406
5-2A-rep1,4.666342860354491e-06,2.6132024328187795e-06,1.9814818313112566e-07,0.040442372457033526,1.4380771484198132e-06,0.959547983601763,7.281705787758545e-07
5-2A-rep2,1.794721272149602e-05,1.0050633086692369e-05,7.620973639219697e-07,4.969123644823085e-06,5.530985884447443e-06,0.9999579393317702,2.8006155282452486e-06
5-2B-rep1,7.316948695340238e-06,4.0975703465605945e-06,3.107015779666022e-07,2.0258757353683303e-06,2.254942902787389e-06,0.9999828521700665,1.141790675440077e-06
5-2C-rep1,0.03597160017741319,4.290278123316483e-06,3.2531380064015496e-07,0.2730227942164144,0.09067536928987335,0.6003244252355507,1.1954888243368618e-06
5-3A-rep1,0.09750914789630853,1.9945382835565915e-05,4.402484573904129e-08,0.9024570266168036,6.774439961981298e-06,6.899853267626504e-06,1.617859770185282e-07
5-3B-rep1,0.0012367808534113397,0.012081867997471804,2.049356202103926e-07,0.9866768346259847,1.4873375453903565e-06,2.071136378607924e-06,7.531135881353895e-07
5-3B-rep2,7.156229388140902e-06,9.311647310139455e-05,3.038769104124435e-07,0.9998930302328721,2.2054123025057647e-06,3.0710645769049975e-06,1.1167108485936407e-06
5-3C-rep1,4.219844466937229e-06,2.363158507019674e-06,1.791884006903052e-07,0.9999894679102059,1.30047492852405e-06,1.810927816810267e-06,6.584956741906313e-07
5-3C-rep2,0.0061562315715337585,3.12562808944243e-06,2.3700327203452395e-07,0.9938354195465594,1.7200712326896685e-06,2.3952209872343117e-06,8.709583254414482e-07
5-4B-rep1,0.021175705100875318,0.0002137874824301042,2.864676214082994e-07,0.8174008922653689,0.02247309689630802,0.13873517905357657,1.0527338196352947e-06
5-4C-rep1,0.053861870189719836,0.02929344199499422,3.790462902664621e-07,0.6775269680223027,2.7509604156439886e-06,0.23931319683706018,1.392949217119588e-06
5-4C-rep2,0.03153513292394189,0.021345558192338986,4.7253781365635543e-07,0.7141083935537215,3.4294830305548227e-06,0.23300527678990887,1.7365192444682827e-06
5-5A-rep1,1.072468103530024e-05,0.054958965793698335,4.554050410355284e-07,0.032721013532504784,0.2712292139336213,0.6410779530957195,1.6735583797346055e-06
5-5A-rep2,9.616412211109602e-06,0.07262948163080281,4.0834432121573344e-07,0.04909727011913503,0.2871465464685558,0.5911151764090409,1.500615933090463e-06
5-5B-rep1,5.653270976978843e-06,0.019819123620590653,2.400563795586987e-07,0.05642248929140611,0.1916850562352917,0.7320665553472291,8.821781258847964e-07
5-5B-rep2,1.1827123138017592e-05,0.02754622090849298,5.022183392002729e-07,0.023566566684633243,0.20316340359660648,0.7457096338772082,1.845591581757309e-06
5-5C-rep1,0.07166294351840406,7.23316206255529e-06,0.08025501237957722,3.576140559689794e-06,0.07157359260957748,0.7764956266644469,2.015525371981656e-06
5-6A-rep1,0.167709177548013,4.1830370330463565e-05,1.3650950550487764e-07,0.025439997222865173,0.0779195147903685,0.7288888419030148,5.016559024723053e-07
5-6B-rep1,5.098737458726235e-06,2.855348080967082e-06,2.1650907229574335e-07,0.12301164051659652,0.08047406940384819,0.7965053238403202,7.956446230924325e-07
5-6B-rep2,0.00015757766920729017,6.560037198065951e-06,4.974201140120824e-07,0.0728620831389409,0.057109187206914686,0.8698622665689397,1.8279586852191186e-06
5-6C-rep1,0.016655045181190993,5.8029036910045036e-06,4.400098548879562e-07,2.8690079212802364e-06,3.1934086267909415e-06,0.9833310325057801,1.6169829348816936e-06
5-6C-rep2,1.8135673296536707e-05,1.0156173045483425e-05,7.701000164603051e-07,5.021303552315349e-06,5.589065810088287e-06,0.9999574976599718,2.8300243072635532e-06
5-7A-rep1,0.10351558168626637,0.00012620879187692248,4.1187060103409266e-07,0.6826946333846184,2.989185619032922e-06,0.21365866150643376,1.5135745844173898e-06
5-7A-rep2,0.16099751117622646,1.1146688234830823e-05,8.452066299656588e-07,0.671179274080809,6.134158391158144e-06,0.16780198265769147,3.106032017058682e-06
5-7B-rep1,4.943533327398691e-06,2.7684320900709794e-06,2.0991859715121845e-07,0.18417859179237728,1.5235019207405076e-06,0.8158111913962623,7.714254249924892e-07
5-7B-rep2,7.557605572904019e-06,4.232340798870751e-06,3.209206562628872e-07,0.1826163722504082,0.00268437341311793,0.8146859641248951,1.1793445507266212e-06
5-7C-rep1,6.36476183340286e-06,4.3191137564321954e-05,2.7026860886413764e-07,0.9999048609184786,1.96149721991408e-06,4.2358211884757844e-05,9.932044101121512e-07
5-7C-rep2,7.946863602992127e-06,4.450329502586194e-06,3.374498256230015e-07,0.996071489409832,2.4490705657672033e-06,0.003912086789424455,1.2400872465689225e-06
5-8A-rep1,0.005459211192440305,3.6063504046015285e-06,2.73454429489102e-07,1.7830121657460987e-06,1.9846185817521237e-06,0.994532136460063,1.0049119151303586e-06
5-8A-rep2,1.0633092616575624e-05,5.954646781336586e-06,4.515158971579274e-07,2.9440310737128977e-06,3.2769146988413126e-06,0.9999750805326854,1.6592662469300302e-06
5-8B-rep1,1.3046201713921062e-05,0.0001697564772005292,5.539844035762202e-07,0.21362597132669747,0.04305339334851658,0.743135242835868,2.0358255998640366e-06
5-8C-rep1,0.12893630168760536,0.11264980896112169,6.002007753285628e-07,0.25001611605430474,4.356007740392331e-06,0.5083906114232828,2.2056651696043907e-06
5-9A-rep1,0.23927505107311273,0.016759940319250873,2.615220000755849e-07,1.7052088299180522e-06,1.898017969051296e-06,0.7439601827971555,9.610616819617161e-07
5-9A-rep2,0.12780072179106447,0.023890618722214225,4.3556997880018043e-07,2.840058479526085e-06,3.1611858516801513e-06,0.8483006220054833,1.6006669278941891e-06
5-9B-rep1,0.23690114669470402,2.5840737965410853e-06,1.9593948078069705e-07,1.2775893907978547e-06,1.4220473048571772e-06,0.7630926536014581,7.200538650950085e-07
5-9B-rep2,0.19931586134718127,4.3555107163878585e-06,3.302601146477088e-07,2.153403780577758e-06,2.3968906320734913e-06,0.8006736889216457,1.213665929353788e-06
5-9C-rep1,0.004887631345136114,0.04574419382803318,2.9458437783809646e-07,1.92078632811104e-06,2.137970963731178e-06,0.9493627389232444,1.082561916637611e-06
5-9C-rep2,0.014601015005907514,0.054072848129658714,5.621114623800809e-07,3.6651502694673216e-06,4.079571339691273e-06,0.9313157643398053,2.065691556843498e-06
