,17_1,17_2,17_3,17_4,17_5,17_6,17_7,17_8,17_9,17_10,17_11,17_12,17_13,17_14,17_15,17_16,17_17
1-8B-rep1,0.005701847728275401,1.3490007160282053e-06,1.2669664680472285e-06,7.206975392409357e-05,4.543135356926689e-07,2.1691821674100416e-06,1.3923880432092778e-06,2.6065791558095107e-06,3.5512265701002376e-07,0.9942055430437333,2.4457368353569257e-06,2.1426768447712228e-06,4.2683520303697234e-07,8.859181135732314e-07,2.665980725717675e-06,1.650544969486739e-06,7.28228632042619e-07
1-8B-rep2,0.010806296239376291,3.7178979777264516e-07,3.491808427847809e-07,2.5581236337912714e-07,1.252105618282127e-07,5.97834967595781e-07,3.837475124031015e-07,7.183832637762276e-07,9.787317327968018e-08,0.9891877871900272,6.740545002078773e-07,5.905299984977667e-07,1.1763742741856624e-07,2.44162447339745e-07,7.347545654376215e-07,4.548965564872992e-07,2.007026183325721e-07
1-8C-rep1,0.305804891705968,2.5014512826912426e-06,2.3493352219668274e-06,1.7211396556241846e-06,8.42433338322008e-07,4.0223132950104135e-06,0.012402851837165552,0.0005325044392586478,6.585037467629281e-07,0.6806996887642321,4.535128463045891e-06,3.9731644898798815e-06,7.914802812545634e-07,1.6427574687149617e-06,4.94352658730329e-06,0.0005307316655949577,1.3503539502031006e-06
1-8C-rep2,7.2860037268354205e-06,9.340765166337781e-07,8.772742750275993e-07,6.426973594448917e-07,0.9222937710667274,1.5019874332195065e-06,9.641188160616598e-07,5.1064768952086126e-05,2.4589440946651016e-07,0.0775858730066206,1.6934797117819708e-06,1.4836345894081141e-06,2.955496871812709e-07,6.134283664323496e-07,5.11058998505676e-05,1.142872110687111e-06,5.042408472058429e-07
1-9A-rep1,0.7432031580910394,1.2105995350140597e-06,1.1369816182249613e-06,8.329608020793422e-07,4.077030860883835e-07,0.06716454334703251,1.249535524807716e-06,2.3391562928824697e-06,0.0003833753239731991,1.9455695483751654e-06,2.194815644254963e-06,0.18923190065888867,3.830439021897351e-07,7.950270475096344e-07,2.3924635387982867e-06,1.481206754629079e-06,6.535157712372086e-07
1-9A-rep2,0.7817177083819437,5.025432122758762e-07,4.7198299536333455e-07,3.4577809182124077e-07,1.6924541321194609e-07,0.05528474362487129,0.0018821866944530418,9.71028885639572e-07,1.322938369752727e-07,8.076434380385139e-07,9.111102989184825e-07,0.16110868131035253,1.590089104460794e-07,3.300310587820085e-07,9.931577514001257e-07,6.148774875478354e-07,2.7128699908734e-07
1-9B-rep2,0.33447954378525535,8.154214440153137e-07,7.658347505817426e-07,5.610559730074594e-07,2.746158655874822e-07,0.016428253339054656,0.008515329985990017,0.175107618583322,2.1465861829506547e-07,0.0036995225805507384,1.4783581937894912e-06,0.4617617789008399,2.58006221554667e-07,5.355049992679936e-07,1.6114875457458601e-06,9.976938829163294e-07,4.401874926069893e-07
1-9C-rep1,0.3570509676188462,1.978427780587912e-06,1.8581173661923952e-06,1.3612699685659644e-06,6.662906175156554e-07,0.046745413872876236,0.008870546007881286,3.822776780532933e-06,5.208185005367587e-07,3.17955585826869e-06,3.5868874208782385e-06,0.5873067745139521,6.259912343912883e-07,1.29927655811761e-06,3.909894388937813e-06,2.4206688565418945e-06,1.068011113066397e-06
1-9C-rep2,0.43784764845253415,6.204202430291112e-07,5.826917915432457e-07,4.2688414154544264e-07,2.0894378400016142e-07,0.04518564262250869,0.009587244996274778,1.1987943772804788e-06,1.6332480965317443e-07,9.970850781955238e-07,1.1248212278529785e-06,0.5073712170756505,1.9630619706508854e-07,4.0744346892956274e-07,1.226113811585333e-06,7.591037565305702e-07,3.3492034474442217e-07
2-10A-rep1,0.07962562077279473,9.377257077063539e-07,8.807015546943317e-07,6.452082088503626e-07,3.1580523028356675e-07,0.05558596517600822,9.678853744900354e-07,0.09129087614874903,2.468550541972601e-07,1.5070306314142482e-06,1.7000956912395144e-06,0.7634965397638303,2.967043220112431e-07,6.158248695866273e-07,0.009991230754178697,1.1473370111841762e-06,5.062107834640445e-07
2-10A-rep2,0.23902743669021817,1.004062466738892e-06,9.430043009379428e-07,6.90851642878648e-07,3.381459801322384e-07,0.03166615233082543,1.0363556940419118e-06,0.054488243428654944,2.6431811840854414e-07,1.6136412607584175e-06,1.8203641634325883e-06,0.6748057249079202,3.176938320048584e-07,6.593896621952619e-07,1.984291892463653e-06,1.2285021303811336e-06,5.420212368688715e-07
2-10C-rep1,0.8013769746389338,2.338852694395107e-06,2.196624436364314e-06,1.6092626503826908e-06,7.876737383679414e-07,3.760856088956084e-06,0.0023459289123316657,4.519200478757738e-06,6.156998831209497e-07,3.7587992137279976e-06,4.240337398780378e-06,3.7149020397602223e-06,0.00838805628833477,1.5359754389491814e-06,0.1878558377375731,2.8616601186619643e-06,1.262578646513432e-06
2-10C-rep2,0.06402668244684966,2.3988369703926e-07,2.252961001197779e-07,1.650535217571014e-07,0.9359691953709559,3.8573103163503143e-07,2.4759897274310925e-07,4.635103874236826e-07,6.314906645623191e-08,3.8552006886886655e-07,4.3490888261192925e-07,3.8101776891376444e-07,7.590122474691947e-08,1.5753684177699901e-07,4.740733678804021e-07,2.935052774291879e-07,1.2949598504184476e-07
2-11B-rep1,0.4297948213348378,3.066259367411144e-07,2.879796692979962e-07,2.1097594936978234e-07,1.032648180247665e-07,4.930520096405332e-07,3.164878142638773e-07,5.924717206178589e-07,8.071887291823744e-08,4.927823512327665e-07,0.5702003622262218,4.870273876472389e-07,9.701903224383385e-08,2.0136792236115716e-07,6.059736126484358e-07,3.7516651502772355e-07,1.6552532834763867e-07
2-11B-rep2,0.4770729870370861,1.1216600544597523e-06,1.0534506473299909e-06,7.717654200257916e-07,3.7775024070201236e-07,1.8036202346829581e-06,1.1577355221674858e-06,2.1673047931857593e-06,2.9527552807720436e-07,1.8026338045474132e-06,0.5229093940777616,1.7815817277486824e-06,3.5490270049180584e-07,7.366185560250326e-07,2.216695699614895e-06,1.3723864919906071e-06,6.055037312960154e-07
2-11C-rep2,0.3548272970724775,1.4284703862922845e-06,1.341603498446887e-06,9.828682436250813e-07,4.810771589057862e-07,2.2969687501290918e-06,1.4744136621424365e-06,0.192100678275483,3.760429427597462e-07,2.2957124994217856e-06,0.4162147457910584,2.268901998185364e-06,4.5198007689761766e-07,9.381075746536713e-07,0.03684042380696802,1.7477786202347814e-06,7.711286013144502e-07
2-12A-rep2,0.0311866921207125,1.3844580198523027e-06,1.3002675734200702e-06,0.2559791282374862,4.6625476958161964e-07,0.5786910511315105,1.4289857449766054e-06,0.125728407684405,3.644567454169582e-07,0.008398542777741139,2.5100208887415376e-06,2.1989952313956544e-06,4.3805419298789076e-07,9.092036962590009e-07,2.7360536971088797e-06,1.6939281002464733e-06,7.473694846403592e-07
2-12B-rep2,1.0520259104341573e-05,1.3487128673946308e-06,1.2666961238122115e-06,0.07539489627233195,4.54216594654084e-07,0.6722887613600823,1.3920909366244695e-06,0.09787251201891453,3.550468812373669e-07,0.039904069614397186,0.08706114066485039,0.0274569268958312,4.267441253018045e-07,8.857290771143022e-07,2.665411861001804e-06,1.6501927775950115e-06,7.280732432320923e-07
2-12C-rep2,0.20172859952959807,1.459924607722714e-06,1.3711449533604318e-06,0.3289078475583053,4.916702433873068e-07,0.12234152676105012,1.5068795321066385e-06,2.820909586132376e-06,3.8432322501300057e-07,2.3462629693442627e-06,0.34700244590922935,2.3188621139425444e-06,4.6193245782010977e-07,9.587642460567859e-07,2.885195551748184e-06,1.7862638532923094e-06,7.881084771381547e-07
2-1A-rep1,0.333057678295911,2.59774688136596e-06,2.4397749771810487e-06,1.7873964620980709e-06,8.748635612164476e-07,4.1771558336120785e-06,0.008907425021552833,0.548948221042188,6.838534359465044e-07,4.174871277076336e-06,0.053981156288242044,0.05507654114935959,8.219490207619118e-07,1.7059968829789399e-06,5.133832053407189e-06,3.17842533076076e-06,1.4023370301684551e-06
2-1A-rep2,0.4496501510103563,1.6717862000641883e-06,1.5701230044277724e-06,1.1502832553908667e-06,5.630205310117068e-07,2.6882185975249037e-06,0.004498096662214273,0.4843770118881827,4.4009550941340845e-07,2.686748365718596e-06,0.028832704515473158,0.03262338693229486,5.289672523227086e-07,1.097898362144131e-06,3.303889860054553e-06,2.0454832008522106e-06,9.02477339763708e-07
2-1B-rep1,0.014999071694967727,1.8942349923853927e-06,1.779044435958484e-06,1.3033405787371038e-06,6.379363528858129e-07,3.045914444333459e-06,0.12596993890336583,0.8529098022175648,4.986548602270705e-07,3.0442485826734457e-06,0.006097048051252523,3.008696295350753e-06,5.993519261835973e-07,1.243985322750106e-06,3.7435072640642224e-06,2.3176563218681725e-06,1.022561471526479e-06
2-1B-rep2,0.04232779762852679,9.894967738865147e-07,9.29324364219917e-07,6.808296241596199e-07,3.332405776806665e-07,1.5911027556337607e-06,0.12784836333086372,0.8185379963261663,2.604837190005456e-07,0.00803770887314149,0.003237114448242829,1.5716610081755748e-06,3.130851239499631e-07,6.498240548673e-07,1.9555062469559975e-06,1.2106805452782255e-06,5.34158265074557e-07
2-1C-rep1,1.1686454077667295e-05,1.4982207978377358e-06,0.008455574367857535,1.0308604632368198e-06,5.045675512448887e-07,2.4091268439656714e-06,0.052859844481835956,0.9297242602901493,3.944046464870001e-07,2.4078092521170436e-06,0.008930948981812393,2.379689627840393e-06,4.7404969533456784e-07,9.83914187121037e-07,2.960878910179354e-06,1.8331204510641488e-06,8.087818406201376e-07
2-1C-rep2,6.061243492970713e-06,7.770604326663318e-07,7.298065153984167e-07,5.34661432238491e-07,2.616967273752989e-07,1.249506848671306e-06,0.06610064069663843,0.9338819868013529,2.0456013271682853e-07,1.2488234724336714e-06,1.4088097218109273e-06,1.2342390751016064e-06,2.45868474055129e-07,5.103124886894145e-07,1.5356760834832377e-06,9.507579743180703e-07,4.1947913679477756e-07
2-2A-rep1,0.20992134760628564,2.0349028475011907e-06,1.911158120885628e-06,1.4001280018569013e-06,6.853101680785292e-07,3.2721072100003296e-06,2.1003505485863133e-06,0.12341461500302811,5.356854873209547e-07,3.2703176397257166e-06,3.6892766559527174e-06,3.232125202673847e-06,6.438604218320694e-07,1.3363649630007751e-06,0.6666363375375878,2.489767884057303e-06,1.0984979469384053e-06
2-2A-rep2,0.25895307675861,1.420338562703096e-06,1.3339661801792504e-06,9.772730900641316e-07,4.783385409921424e-07,2.283892844009393e-06,0.001499539481699539,0.1761012798079815,3.7390225093874283e-07,2.2826437447342995e-06,2.575072274022606e-06,2.2559858670793566e-06,4.4940709933614435e-07,9.327672292198641e-07,0.5634282357961348,1.7378290773187438e-06,7.667388136012148e-07
2-2B-rep1,0.20431978133629644,2.419734553159683e-06,2.272587778496378e-06,1.6649139339010071e-06,8.149129553617754e-07,3.8909134592854765e-06,2.4975594301237147e-06,0.015062456251544858,6.369919256284981e-07,3.888785453501758e-06,0.023229099687231528,3.843370233941144e-06,7.656244188916325e-07,1.589092314935711e-06,0.7573601113758884,2.960621626628886e-06,1.3062409549654316e-06
2-2B-rep2,0.21294464406704092,1.336544727225981e-06,1.2552679419076322e-06,9.19618202225841e-07,4.5011863479599024e-07,0.0033149291199173142,0.00225688929612104,2.5825113251618982e-06,3.5184363440716213e-07,2.1479776310190475e-06,0.02960598881560841,2.122892452911272e-06,4.228940231352468e-07,8.777379947851216e-07,0.7518627244855328,1.6353046739011104e-06,7.215045379940341e-07
2-2C-rep1,0.7598436521271332,1.879962237432961e-06,1.7656396232578452e-06,1.2935201178256255e-06,6.331296054249178e-07,3.0229639705829464e-06,1.940426650620018e-06,0.003771051822524377,4.948975763343801e-07,3.021310660921684e-06,3.4083694979103936e-06,2.9860262543460973e-06,5.948359061506689e-07,1.2346120941130008e-06,0.2363597053063561,2.3001931555350862e-06,1.0148566358722097e-06
2-2C-rep2,0.07313506692224374,1.2391587246382733e-06,1.1638040914664984e-06,8.526111363212471e-07,0.9268436392670728,1.9925571396210524e-06,1.2790132513085447e-06,2.394339205312985e-06,3.26206897833474e-07,1.9914673767255597e-06,2.246593424075224e-06,1.968210005177754e-06,3.9208027063415904e-07,8.137824885531027e-07,2.448904019648764e-06,1.516149824863801e-06,6.689328272440582e-07
2-3A-rep1,0.34747010433541287,2.3725053347551695e-06,2.2282306218843525e-06,1.6324175661873461e-06,7.990072016090789e-07,3.814969260645301e-06,2.448811198773488e-06,4.584225107624324e-06,6.245588962542076e-07,0.0025061650489282524,4.301349599261599e-06,0.5702898270169044,7.506806958917504e-07,1.5580758598832215e-06,0.05993602307444209,2.902835186692904e-06,0.01976986285778294
2-3A-rep2,0.2778095005401807,7.09464628787828e-07,6.663212882393746e-07,4.881517043001084e-07,2.3893195913377546e-07,1.1408133464197244e-06,7.322828331126151e-07,1.3708485779215994e-06,1.8676562661253316e-07,0.004640559967639695,0.003106704335961764,0.627445237202762,2.2448059165438667e-07,4.659208539437899e-07,0.06304513052692363,8.680523739989197e-07,0.023945775392748194
2-3B-rep1,0.3403270923895267,2.600953765065248e-06,2.442786846682414e-06,1.7896029790684435e-06,8.759435685542259e-07,4.182312476489137e-06,2.6846071172443203e-06,5.025639933834989e-06,6.846976438453453e-07,4.180025099698978e-06,0.017699023371681166,0.6419371600157917,8.229637058088787e-07,1.7081029132601442e-06,5.140169700252249e-06,3.1823490542211686e-06,1.4040681964322713e-06
2-3B-rep2,0.3963060193594415,1.3615932800699554e-06,1.2787932641327104e-06,9.368530202349207e-07,4.5855443210233706e-07,2.18943090785679e-06,1.4053856164475661e-06,2.6309108811818017e-06,3.584376328643299e-07,2.188233471397788e-06,0.011491373039117559,0.5921833825556424,4.308195964962595e-07,8.941879242919116e-07,2.6908669489967214e-06,1.665952369190162e-06,7.350264532572973e-07
2-3C-rep1,0.5677487869116962,1.8866961088083597e-06,1.7719640003552069e-06,1.2981534013679706e-06,6.353974240236094e-07,3.033791980925413e-06,1.947377100591031e-06,0.00010314326413675611,4.966702590812331e-07,0.01373371942620388,3.4205779994120517e-06,0.3889396389691609,5.969665598423925e-07,1.239034373919866e-06,3.728608444463167e-06,2.308432259778529e-06,0.029452347758889642
2-3C-rep2,0.5242678689207049,1.0093536220509926e-06,9.47973695155463e-07,0.0037267783283535896,3.3992792394381534e-07,1.623032405801903e-06,1.0418170264962214e-06,0.03018322937536439,2.657110080569782e-07,0.036783392583930666,1.8299570222759098e-06,0.38442699554756987,3.193679981673419e-07,6.628644789815125e-07,1.9947486089881413e-06,1.2349760259687306e-06,0.02060046551426077
2-4A-rep1,0.8610945934520022,0.0038996545923147686,1.6143879850127272e-06,0.026561535102487162,5.788932319427062e-07,2.764004980943266e-06,1.7742020677919371e-06,0.09019973986999254,4.525027024325375e-07,0.018042046198720706,3.1163951541581672e-06,0.00018402956521765417,5.438799216410433e-07,1.1288503637054833e-06,3.397033276269541e-06,2.1031495581485757e-06,9.279200227957683e-07
2-4A-rep2,0.8137401321584088,6.705286547780547e-07,6.297530545201348e-07,0.027476213958711183,2.2581918624355845e-07,1.0782046172402395e-06,6.92094578193422e-07,0.11559747996552538,0.0005305964500908732,0.029138812672915206,1.2156677240182634e-06,1.0650299924069834e-06,2.121609211201596e-07,4.4035075287932647e-07,0.013509352801608235,8.204129804312783e-07,3.6197027860153544e-07
2-4B-rep2,0.23016749680859824,1.119342640692642e-06,1.0512741580956752e-06,0.02355382159679698,3.7696978711908287e-07,0.18482536885239012,1.1553435744226445e-06,0.2604434232055131,2.94665471963379e-07,0.06493502339185923,2.029366993805545e-06,1.7779008780949028e-06,3.54169451232519e-07,7.350966599959693e-07,0.23606399821143795,1.3695510630763922e-06,6.042527259870871e-07
2-4C-rep2,0.1946426229958448,0.05013883081181618,1.550169280716513e-06,1.1356650157987894e-06,5.558654507486363e-07,0.0001767414871849659,1.7036261225972239e-06,0.10123503063913052,4.34502607343547e-07,0.0014823957718695787,2.9924281395786697e-06,2.6216256760025936e-06,5.22244934150574e-07,8.812766159862271e-05,0.6522218240085979,2.0194884179398344e-06,8.910083125330163e-07
2-5A-rep1,0.08996054536019768,0.0017776118156140064,1.2653461313674883e-06,9.270015553438053e-07,4.537325093557052e-07,0.9082417510770239,1.390607303564036e-06,2.60324557443911e-06,3.5466848692622746e-07,2.1652231327945848e-06,2.4426089569139956e-06,2.1399365529229594e-06,4.2628931902731015e-07,8.847851036231879e-07,2.6625711750576498e-06,1.64843407024586e-06,7.272972928213416e-07
2-5A-rep2,5.4754964879783905e-05,9.044918666544656e-07,8.494887008263775e-07,6.223414506052947e-07,3.046128093652254e-07,0.9999308519714131,9.335826477673912e-07,1.7476859857882178e-06,2.3810628942881458e-07,1.4536201126952373e-06,1.6398427734498838e-06,1.4366439957648644e-06,2.861888544325108e-07,5.939994832679547e-07,1.787514160977502e-06,1.1066743573299814e-06,4.882702187785085e-07
2-5B-rep1,0.339776393795253,9.186899552046387e-07,8.628233876725025e-07,6.321105368181094e-07,3.093944108370899e-07,0.6467403082793634,0.013275833225258833,9.867209066760897e-05,2.4184391748971445e-07,9.837340875156448e-05,1.6655838925955103e-06,1.4591954408567818e-06,2.906812493860828e-07,6.033236768545593e-07,1.8155733235613733e-06,1.1240461669623829e-06,4.959347474030407e-07
2-5B-rep2,9.481686096035463e-06,1.2155662627208797e-06,1.141646313644093e-06,8.363781910463175e-07,0.8893890218384055,0.10212074225601252,0.008463075106356476,2.348753151326915e-06,3.199962133898213e-07,1.9535516381595864e-06,2.2038203162017077e-06,1.9307370659413828e-06,3.8461541672192275e-07,7.982888056305737e-07,2.4022791009243436e-06,1.4872837027981196e-06,6.561969509287324e-07
2-5C-rep1,0.1690123640244026,1.0248464871392758e-06,9.625244217248506e-07,7.051522218912907e-07,3.451455774503242e-07,0.8309713277241656,1.0578081819105e-06,1.9802387497220447e-06,2.697894843316594e-07,1.6470435180815421e-06,1.8580455698811267e-06,1.6278085039893651e-06,3.2427007133677053e-07,6.730389804845715e-07,2.0253665910401567e-06,1.2539320355768591e-06,5.532410372475399e-07
2-5C-rep2,0.1362670624342959,2.488974365123519e-06,2.3376170397634574e-06,1.7125548321841456e-06,8.382313890810708e-07,0.8636933308340979,2.5690261722440263e-06,4.8092700192010336e-06,6.552192146901872e-07,4.000061615267752e-06,4.512507825025077e-06,3.95334685594623e-06,7.87532479314936e-07,1.6345636055513077e-06,4.918868911916834e-06,3.0453387227484463e-06,1.3436185582166504e-06
2-6A-rep2,0.18640323939034395,1.7057739080739151e-06,1.6020438817575394e-06,1.1736687166485332e-06,5.744668376092685e-07,2.742870555266561e-06,1.7606359772835154e-06,0.7645438600696254,4.4904272866295156e-07,2.741370433388582e-06,3.0925662456652733e-06,0.04902901920904625,5.397212497644636e-07,1.1202188292920708e-06,3.371058523042392e-06,2.0870682347319598e-06,9.20824863094207e-07
2-6B-rep2,0.4272070432206961,1.1882954957739886e-06,1.1160339126504383e-06,0.0819059798482176,4.0019158012179005e-07,1.9107694817507542e-06,1.226514130390238e-06,0.46793331855416864,3.1281722000470695e-07,1.9097244498961356e-06,2.1543784452983188e-06,0.02293783950862311,3.759867160782184e-07,7.803794997849718e-07,2.3483848826395626e-06,1.4539170583898336e-06,6.414754218201649e-07
2-6C-rep2,0.2866869462038729,1.0575990841152925e-06,9.932852965094498e-07,7.276878570524321e-07,3.561759260324224e-07,0.031402499490147034,1.0916141865119866e-06,0.6818957683909384,2.7841156223266054e-07,1.6996806234691653e-06,1.917425992683044e-06,1.679830886418677e-06,3.3463326923143637e-07,6.945483233506359e-07,2.090094349311735e-06,1.294005872109397e-06,5.70921812808514e-07
2-7A-rep1,1.6930087581297285e-05,2.1704624135721595e-06,0.017514812209832056,1.4934006338199478e-06,7.309636247645954e-07,3.4900858884763166e-06,2.2402700584110274e-06,0.9356212690958627,0.000916271958850318,0.0029795150864323156,3.935046002244034e-06,0.013967881399556348,6.867526117471828e-07,1.425389878720603e-06,0.02896332048465597,2.6556292933106725e-06,1.1716768238561316e-06
2-7A-rep2,9.773652364127415e-06,1.2529967726270755e-06,0.022798312471194248,8.621324943084127e-07,4.219815358287828e-07,2.0148086081135618e-06,1.293296366455951e-06,0.9425483434105256,0.002973869285036391,2.013706675517009e-06,2.2716817900734987e-06,0.013614192937801741,3.964587457177944e-07,8.228702356714809e-07,0.01804194882574416,1.5330811135014238e-06,6.764029958194281e-07
2-7B-rep1,1.5459595605459754e-05,1.9819431547267035e-06,0.10504519413795355,1.3636887443688335e-06,6.674745175946553e-07,0.020175687659663696,2.0456875360948574e-06,0.7838047768923594,5.217439181364079e-07,3.185205459708111e-06,0.04818764936372873,0.042752126198116254,6.271035284148969e-07,1.3015851807806963e-06,3.916841694144067e-06,2.4249700277953308e-06,1.069908811169736e-06
2-7B-rep2,8.747127216615808e-06,1.1213947216298986e-06,0.08935921129819059,7.715828560643984e-07,3.7766088248697664e-07,1.803193581652972e-06,1.157461655552465e-06,0.8399451975320239,2.952056795601428e-07,1.80220738486112e-06,0.03353351928255138,0.03708157277289989,3.548187469468171e-07,7.364443061841688e-07,2.2161713320575727e-06,6.0510485473476e-05,6.053604971513448e-07
2-7C-rep2,0.42729498958868267,9.942700637681815e-07,0.03455514748352053,6.841139169859377e-07,3.348481158956282e-07,0.04761195692373758,1.0262483422453548e-06,0.4575961893699676,2.6174028125830876e-07,0.0025184450304064202,0.03020396813020464,0.00021131650318646097,3.145954331229591e-07,6.529587781608167e-07,1.9649395249903143e-06,1.2165208161605742e-06,5.367350215725843e-07
2-8A-rep2,9.007615653709916e-06,1.15478972677491e-06,1.084565667079039e-06,7.94560504301071e-07,0.9809095863976609,1.8568924780141291e-06,1.191930729819327e-06,2.231318927699891e-06,3.039968705632704e-07,0.019063417857069803,2.0936325224352997e-06,1.8342030354330459e-06,3.653852082037536e-07,7.58375532468424e-07,2.282168658073804e-06,1.4129216921063827e-06,6.233880627596194e-07
2-8B-rep2,0.6751815809836834,0.0004666172119854342,8.294299639139813e-07,6.076462775968404e-07,2.9742007307896404e-07,4.7993480615915257e-05,9.115382242225844e-07,0.017233867290677007,2.3248395282540445e-07,0.03344112607001964,0.00046733519925883066,0.2729681456198236,2.7943115779365343e-07,5.799735411343155e-07,0.00018803893714561406,1.0805427681048595e-06,4.767408319236762e-07
2-8C-rep1,0.9114683419881662,2.2254851204423968e-06,2.0901508718544005e-06,1.5312593614351678e-06,7.494940526617709e-07,3.578561953112485e-06,2.2970624368292504e-06,4.300148293166719e-06,5.858560189906173e-07,0.006341247615131623,4.034802110135359e-06,3.53483536316753e-06,7.04162260222203e-07,1.4615244871718815e-06,0.0821593927234277,2.7229513124565203e-06,1.2013796328163581e-06
2-8C-rep2,0.9039035282473742,5.6167533945205954e-05,9.816778377357506e-07,7.191841503827167e-07,3.5201368040960485e-07,1.6807375044740803e-06,0.000497179502637996,2.019643813861989e-06,2.7515806523427217e-07,0.00022216899382514982,1.895019093839479e-06,1.660200506477071e-06,3.307227695083841e-07,6.864318828295034e-07,0.09530851179863543,1.278884214851188e-06,5.642500625787778e-07
2-9A-rep1,1.159756962944019e-05,1.4868256793481451e-06,1.3964101406201584e-06,0.01317389803990944,5.007299279514889e-07,0.7098478524430729,1.5346458112758955e-06,2.8728886338338754e-06,3.914048965929587e-07,2.389496015664977e-06,2.6956133444041205e-06,0.21939345864839632,0.004861888606301075,9.764307649432013e-07,0.05269443843887801,1.8191781638020078e-06,8.026304342857732e-07
2-9A-rep2,3.492432168963668e-05,5.769114268642956e-07,5.418287953340575e-07,0.02656079755597128,1.942909792456631e-07,0.7034408159457126,5.95466379826483e-07,1.114725353475168e-06,1.5187117125533761e-07,9.271615193572698e-07,1.045939791325381e-06,0.22660098933594108,1.82539640708999e-07,3.7887028295378e-07,0.043355745932940074,7.058693462030531e-07,3.1143305871036863e-07
2-9B-rep1,0.3475534482035111,2.10679891250945e-06,1.978682105467489e-06,1.4495965521442038e-06,7.095231689377588e-07,3.3877154971345584e-06,0.009112799624780605,4.070819285402409e-06,5.546120314887523e-07,3.3858626987500837e-06,3.819624143851486e-06,0.6433023601136795,6.666089431195243e-07,1.3835806727692522e-06,4.163589557053813e-06,2.5777349896454015e-06,1.1373094704966456e-06
2-9B-rep2,0.4061630632491408,7.81415420213661e-07,7.338966712639188e-07,5.376579094512687e-07,2.631633906372355e-07,1.256509633187813e-06,0.005151945042518727,4.271898198726745e-05,2.0570657743748559e-07,4.246493038518573e-05,1.4167053095118616e-06,0.5885909301229169,2.472464288418846e-07,5.131725037410923e-07,1.5442826859290126e-06,9.56086439086855e-07,4.2183008189545305e-07
2-9C-rep1,1.226092074778228e-05,1.5718682795384175e-06,1.476281204820816e-06,1.0815340870523215e-06,5.293703904196592e-07,2.527551394880762e-06,1.6224235998726261e-06,3.0372104658225627e-06,4.137922487861648e-07,2.5261690346604093e-06,2.849795486332303e-06,0.9999626952555595,4.973523796336731e-07,1.032280090328106e-06,3.106425731896206e-06,1.923230470274758e-06,8.485388283037157e-07
2-9C-rep2,3.5348248633953455e-06,4.531698059870314e-07,4.2561204133937053e-07,3.1180640183271974e-07,1.526175445134637e-07,7.286933581843879e-07,4.677449106606833e-07,8.756281270226833e-07,1.192963529720371e-07,7.282948235736853e-07,8.215963668553462e-07,0.9999892450378822,1.4338674831708218e-07,2.976064689056726e-07,8.955828962016532e-07,5.544675660346627e-07,2.4463384190676364e-07
3-10A-rep2,0.02602596868442969,0.08367534787628311,1.412469131718597e-06,1.0347849094565116e-06,5.064884205474562e-07,0.0383892813055761,0.17647008574742226,0.16901613954004369,3.959061298391453e-07,0.0066645998116635205,0.00031997341514076734,2.388749014922418e-06,4.7585438433094306e-07,9.87659910669328e-07,0.1184153408902574,0.38101524895643996,8.118608420467816e-07
3-10B-rep1,0.15521295529062767,2.442172744076107e-06,2.293661477833211e-06,1.680352675584265e-06,8.224696406390088e-07,0.18585023908741208,2.5207192908799505e-06,4.7188385402323234e-06,6.428987497554706e-07,0.010178463068871215,4.427656536815918e-06,3.879009794056969e-06,7.727240517248845e-07,1.6038279629842912e-06,0.47898087258296956,0.1697503472849317,1.318353723240817e-06
3-10B-rep2,0.17033345845757172,1.627031111206002e-06,1.5280895227668104e-06,1.1194892284362683e-06,5.479480092422099e-07,0.15453546351997688,1.6793606098615112e-06,0.0506274524527191,4.28313791374864e-07,2.614821906556111e-06,2.949805640329274e-06,2.5842846829375605e-06,5.14806364776284e-07,1.0685067217817862e-06,0.47758779505846466,0.14689828973639776,8.783172805814552e-07
3-10C-rep1,0.1802278653360456,2.056084858231459e-06,1.931052029763661e-06,1.414702420677682e-06,6.924437997168293e-07,0.03871306693093989,2.1222138271758106e-06,0.028412816861605298,5.412616236728277e-07,3.3043595122510412e-06,0.5446511459252762,3.265769516852619e-06,6.505625886607164e-07,1.3502756501967742e-06,0.05996624180238713,0.14801042448532487,1.1099325937215674e-06
3-10C-rep2,0.19078334196685517,1.5445959718714752e-06,1.4506673568000263e-06,1.0627692002241212e-06,5.201856817864818e-07,0.027860631636022305,1.5942741447574513e-06,0.03348163598378751,4.066128498085316e-07,0.0005726783498028382,0.5642524809602913,2.4533493452843473e-06,4.887231914931513e-07,1.0143697726581332e-06,0.05612663126961561,0.12691123046964295,8.338164674710121e-07
3-11A-rep2,0.05887258819486922,1.968364650773519e-06,0.0005208718982377653,1.3543459673259274e-06,6.629015784797295e-07,3.165114331435935e-06,2.0316723125857477e-06,3.803332502924518e-06,5.181693949024445e-07,3.1633832773598406e-06,0.14221593422499693,0.02128307895377213,6.228071752529356e-07,1.2926678818760893e-06,0.4250839170568989,0.35200396433340025,1.0625787517846482e-06
