,17_1,17_2,17_3,17_4,17_5,17_6,17_7,17_8,17_9,17_10,17_11,17_12,17_13,17_14,17_15,17_16,17_17
4-4C-rep1,0.20039904684451834,0.504913488140433,0.21025279725203588,1.1192011329264362e-06,5.478069972904428e-07,2.615579498183207e-06,1.6789284339737936e-06,3.142988681521044e-06,4.2820356675013354e-07,0.00995330662898909,2.949046521136102e-06,0.036717207597542136,5.146738816774228e-07,0.027108127056560825,0.010640161748324935,1.9902116326972698e-06,8.780912495859656e-07
4-4C-rep2,0.17641021241379884,0.4912354069336863,0.22446067568375802,0.00023147837191112892,7.343257373099001e-07,0.01828676527068561,2.250574319543967e-06,4.213121578092842e-06,5.73999422109986e-07,0.012307332693620264,3.953145490484309e-06,3.463297107039878e-06,6.899113729950077e-07,0.03898272028393756,0.03806568506352557,2.667844025015816e-06,1.177066024105047e-06
4-5A-rep1,0.16822535041427447,1.8020658171651488e-06,1.6924801717559907e-06,1.2399229844807553e-06,6.068958179337836e-07,2.8977071610480258e-06,1.8600248814430187e-06,0.00019355126361505752,4.74391446568548e-07,2.8961223564352384e-06,3.2671433724326003e-06,2.862299962717562e-06,0.8315535767652432,1.1834558205263196e-06,3.5613566975575347e-06,2.2048844258313624e-06,9.728059513183405e-07
4-5A-rep2,0.11038994063669118,1.0029330143964228e-07,9.41943531860385e-08,6.900745159247022e-08,3.377656056216789e-08,1.6127081209718437e-07,1.0351899156117423e-07,1.937896888369225e-07,2.6402079157093886e-08,0.0022163011538095536,1.8183164675604241e-07,1.5930023767006565e-07,0.8873921939004304,6.586479262742037e-08,1.9820597971505349e-07,1.227120209778729e-07,5.414115266407439e-08
4-5B-rep1,0.29332364818873813,9.518948158797414e-07,0.009036820789050786,6.54957354928398e-07,3.2057707180698443e-07,1.5306391133251464e-06,9.82510197567706e-07,1.8392793688801782e-06,2.5058505321224255e-07,1.5298019811401145e-06,0.000152324563936115,1.511936173502108e-06,0.6974734494192096,6.251300311294178e-07,1.8811948740232588e-06,1.1646733624105526e-06,5.138596676638615e-07
4-5B-rep2,0.2528552224492384,5.154946244850064e-07,4.841468176562816e-07,3.5468939435337996e-07,1.736071617292242e-07,8.28911158862003e-07,5.320742553679803e-07,9.960539880739208e-07,1.3570327913574835e-07,8.284578134564305e-07,9.345911952096442e-07,8.187826606498004e-07,0.7467553134531884,3.3853653289784437e-07,1.0187531531742816e-06,0.00035404063892628635,2.746365661181497e-05
4-5C-rep1,0.20508364692195633,8.888470915615191e-07,8.347953020702501e-07,6.1157696240514e-07,2.9934399593677907e-07,1.4292588859746868e-06,9.174346965326036e-07,1.7174566877826046e-06,2.3398782304601746e-07,1.428477200335155e-06,1.6114788131709377e-06,1.411794715156618e-06,0.7949010609474769,5.83725219160499e-07,1.756595964744972e-06,1.0875324810347323e-06,4.798247279576477e-07
4-5C-rep2,0.17882024797102325,2.854915717119508e-07,2.6813050873249477e-07,1.5252258265111858e-05,9.614723240235971e-08,4.5906812275589677e-07,2.946737137835834e-07,5.516352742752051e-07,7.515527923425946e-08,4.58817050705447e-07,5.175959099381697e-07,4.5345875121963253e-07,0.8211597844778766,1.8748852513345903e-07,5.642065408088284e-07,3.493079521168844e-07,1.5411640205767268e-07
4-6A-rep1,0.2618294064870634,0.6840319611694431,1.4426763050007298e-06,1.0569148989676143e-06,5.173202207909456e-07,2.4700162104337065e-06,0.01134268680793124,0.009723912058862909,4.043730087244619e-07,2.468665317170034e-06,0.03297298660764769,2.4398349847329505e-06,4.860310427242191e-07,1.0087820813387171e-06,3.035713509063578e-06,8.288731811239513e-05,8.292233603390194e-07
4-6A-rep2,0.23536293613923853,0.727670123447889,7.834548779128749e-07,5.739646033311347e-07,2.8093415620451796e-07,1.3413585860392868e-06,0.006203712700818902,0.013947030168128633,2.1959742811560557e-07,1.340624974547024e-06,0.016806401344694653,1.3249684724603194e-06,2.63942361789312e-07,5.478257594142164e-07,1.6485642332780031e-06,1.0206485650342717e-06,4.5031521227943206e-07
4-6B-rep1,0.34655520455575956,0.5825547871381429,1.18731374889061e-06,8.698344781859736e-07,4.257513682003011e-07,2.0328081888259324e-06,1.3048502144191255e-06,2.4427065335315142e-06,3.327965055463868e-07,2.03169641195701e-06,0.07087141476094486,2.007969225221508e-06,4.00000566595438e-07,8.302214645490684e-07,2.4983735953175735e-06,1.5467771127789513e-06,6.824457386726762e-07
4-6B-rep2,0.2484512021637333,0.6737635133249075,4.657495455710432e-07,3.4121142226785405e-07,1.670101996635848e-07,7.92544658980629e-05,5.118557710393177e-07,9.582045681006756e-07,1.3054664057473264e-07,7.969769418499993e-07,0.0776995337375371,7.876694387152424e-07,1.5690888974717778e-07,3.256723593054929e-07,9.800411793202101e-07,6.067568391670836e-07,2.677041287197105e-07
4-6C-rep1,0.09454899629012994,0.08672966491306652,8.185271861973325e-07,0.025325223483135147,2.9351051460346904e-07,1.4014061308001294e-06,8.995561412604137e-07,0.04950190151721273,2.2942797345327977e-07,1.4006396782992226e-06,1.58007503790483e-06,1.384282293898397e-06,2.7575806189276075e-07,5.723498442875244e-07,0.7438838214503374,1.0663391365427842e-06,4.704741191871526e-07
4-7A-rep1,0.3642919087021749,6.520370244181919e-07,0.3314142802057648,4.4863827148132605e-07,2.1959161507202803e-07,1.0484702261859106e-06,6.730082095157791e-07,1.2598852591187066e-06,1.7164788560086774e-07,1.047896800246545e-06,0.03277117855581429,1.035658927052176e-06,2.0631001332940968e-07,0.08541561298221263,0.10866150755422496,0.07743839686760133,3.519879750184445e-07
4-7B-rep1,0.11868772669061178,1.6085366007816781e-06,0.8811159439228027,1.1067639614990637e-06,5.41719468128816e-07,2.586513756875595e-06,1.6602712684891382e-06,3.1080620826494378e-06,4.2344513592942975e-07,2.585099149151241e-06,2.9162751129846795e-06,0.00017221206379478205,5.089545457088502e-07,1.056360974494996e-06,3.1788919926753537e-06,1.9680953190835724e-06,8.683334222583424e-07
4-7B-rep2,0.08560038727700293,6.793936070232558e-07,0.9143883472387152,4.674611442231359e-07,2.2880470563610695e-07,1.0924593882694566e-06,7.012446500674989e-07,1.3127444586323186e-06,1.7884946984466837e-07,1.0918619039200767e-06,1.2317398728260149e-06,1.0791105838255858e-06,2.1496586677106644e-07,4.461725598484943e-07,1.3426607117248842e-06,8.312595294057942e-07,3.6675582983953125e-07
4-7C-rep1,0.0937372816192592,1.0013054342364324e-06,0.9062461150590226,6.889546489197158e-07,3.372174727049777e-07,1.6100909853268186e-06,1.0335099882942774e-06,1.934752029757192e-06,2.635923332431966e-07,1.6092103995813527e-06,1.815365666495244e-06,1.5904172199395183e-06,3.1682148367028394e-07,6.575790589801423e-07,1.9788432700690146e-06,1.225128814063671e-06,5.40532912968144e-07
4-7C-rep2,0.07942843212287956,3.102785463032477e-07,0.9204846079287936,2.1348915088899644e-07,1.0449493595203001e-07,4.989253760758148e-07,3.202579011292129e-07,5.995294010444481e-07,8.168041756184894e-08,8.231366268413582e-05,5.625346679941909e-07,4.928289871859076e-07,9.817474871273109e-08,2.037666705118861e-07,6.131921311974028e-07,3.796355981546981e-07,1.6749711000291433e-07
4-8A-rep1,0.2785436242244154,1.7995005940862658e-06,1.690070942772351e-06,1.2381579662302948e-06,6.06031907668236e-07,2.8935823032239877e-06,1.8573771542025784e-06,3.477048368975084e-06,4.737161549806543e-07,2.891999754565078e-06,0.033502732497934604,2.8582255066943074e-06,5.693771636411082e-07,1.1817711827318864e-06,0.6879289332516842,2.2017457943998477e-06,9.714211715540129e-07
4-8A-rep2,0.27664517388168386,2.127123676663773e-06,1.9977708978962375e-06,1.4635811369407457e-06,7.163680989332423e-07,3.420397552404461e-06,2.1955374364323687e-06,0.00011628713188593564,5.599624988115838e-07,3.4185268796561987e-06,0.019073953356047568,3.3786035795230823e-06,6.730398699021515e-07,1.396928387492068e-06,0.7041394869060362,2.6026029803234887e-06,1.1482813514014012e-06
4-8B-rep1,0.09356972701085688,1.0547752870295937e-06,9.906332176946337e-07,7.257449252922726e-07,3.552249337736046e-07,1.6960700732508464e-06,1.0886995688606687e-06,2.0380680636917086e-06,2.776682013789443e-07,0.018413619247354386,0.8880017806160242,1.675345725989946e-06,3.3373979601968136e-07,6.926938743814452e-07,2.0845137825156134e-06,1.2905508672163127e-06,5.69397447502809e-07
4-8B-rep2,0.06271555803890018,1.2136004856558104e-07,1.1398000776892063e-07,8.350256254839903e-08,4.0871373973763217e-08,1.9514596994400026e-07,1.2526329937283683e-07,2.3449548186337614e-07,3.1947872517343843e-08,0.020051718411790057,0.9172310122812443,1.9276147362426207e-07,3.839934282806084e-08,7.969978370725145e-08,2.3983942076813196e-07,1.484878512491449e-07,6.551357690286879e-08
4-8C-rep1,0.23343744717141465,2.3618669336475914e-06,2.2182391538911983e-06,0.03836505061457811,7.954244239545713e-07,3.7978627982853277e-06,2.437830639367509e-06,4.563669273777329e-06,6.217583512116633e-07,3.7957856834676664e-06,0.12456085841554115,3.751456562645511e-06,7.473146160648167e-07,1.5510893904702106e-06,0.6036058366794904,2.889818767040294e-06,1.2750023819267704e-06
4-8C-rep2,0.16997934473128157,2.0218843019606114e-06,1.8989312477144838e-06,1.3911705078039556e-06,6.809258105434715e-07,3.2511734947719313e-06,2.0869132931902984e-06,3.906744758791367e-06,5.322583723996312e-07,3.249395373497032e-06,0.12539711770478462,3.211447277339213e-06,6.397412442341362e-07,1.3278154009658977e-06,0.7045957738533991,2.473839282540098e-06,1.091470168896809e-06
4-9A-rep1,1.5662591728280927e-05,2.0079675596548245e-06,1.8858607981317737e-06,1.3815950036854733e-06,6.762389602496622e-07,3.2287954864584628e-06,2.0725489527145906e-06,0.01726446573191593,5.285948083660213e-07,3.227029604091372e-06,3.6404430082948e-06,3.1893427067938005e-06,6.353378696049565e-07,1.318675973577803e-06,3.968272772802733e-06,0.9826910270153323,1.0839575189097345e-06
4-9B-rep1,0.18059541462027068,2.5420272476889946e-06,2.387443716980951e-06,1.7490582095077184e-06,8.56098423820662e-07,4.087559116345276e-06,2.623785371749455e-06,4.911780370906353e-06,6.691853159641459e-07,0.00013814292285253685,4.608692643587869e-06,0.034859013428672994,8.043188587678719e-07,0.00911758615636064,5.023715381368496e-06,0.7752582069491861,1.3722580004627037e-06
4-9C-rep1,0.12845604669342467,4.669747713035133e-07,0.005295159992418504,0.010860656858365045,1.5726675079521517e-07,0.013619266902996197,4.819938791120732e-07,9.023024900627268e-07,1.2293049186082459e-07,0.01630356711662281,8.466247540045779e-07,0.06666497832182307,1.4775475576420032e-07,3.0667248991352637e-07,9.228651437317369e-07,0.7587957166426715,2.520861515225928e-07
5-10A-rep1,0.1251718278748096,1.3229307599116325e-06,1.2424818552292248e-06,9.102510243890266e-07,4.4553375240719785e-07,2.127261890243895e-06,1.3654796103578992e-06,2.5562060141210476e-06,3.482597754902051e-07,2.126098455062596e-06,0.026723055016330967,2.101268793128636e-06,4.185864490667412e-07,8.687974063198424e-07,2.6144596259129843e-06,0.8480859553381133,7.141553344864256e-07
5-10B-rep1,0.20422274169812646,1.1871052274190946e-06,1.1149160258504456e-06,8.167953925177288e-07,3.997907241264521e-07,1.908855539927602e-06,1.2252855799485122e-06,2.2937598955866117e-06,3.125038834321442e-07,0.003883341252662569,2.152220490061575e-06,1.8855311586391983e-06,3.756101051328769e-07,0.02466666307841249,2.346032598867674e-06,0.7672105947312955,6.408328813933516e-07
5-10B-rep2,0.18440689754728723,2.103760309724902e-06,1.97582828352952e-06,1.4475058219403562e-06,7.084998348815116e-07,0.002111336660535793,2.1714226436170065e-06,4.064948007065133e-06,5.538121233184855e-07,3.3809793224755705e-06,0.006993345239291522,3.3414945218620886e-06,6.656475035731393e-07,0.025185882619724285,4.157584477619484e-06,0.7812768307811645,1.1356691470165906e-06
5-10C-rep1,0.22097732828939806,1.2674014600526665e-06,0.022191508186601084,8.720437322072305e-07,4.26832715221879e-07,2.0379712282066816e-06,1.3081643456195296e-06,2.448910655542416e-06,3.336417606340811e-07,2.036856627584988e-06,0.0018737703878429557,2.0130691772199987e-06,4.0101651029785243e-07,8.323301072334949e-07,2.504719103630337e-06,0.7294748311092876,0.025466079069446843
5-11A-rep1,0.1428231206795385,0.039746700251386505,1.7348520236381534e-06,1.270964903860643e-06,6.220896737523212e-07,2.970252305549436e-06,1.9065912755957317e-06,3.5691782200036823e-06,4.862680076317788e-07,2.968627824781243e-06,0.012764564016398472,2.933958675231019e-06,5.84463704781404e-07,1.2130840640787375e-06,0.04530109335390945,0.7593432642075888,9.971604993758109e-07
5-11B-rep1,0.058016577441190556,1.287976047078721e-06,0.035389268928148226,0.03491348210719665,4.3376178002233667e-07,0.020243225880448464,1.3294006641986578e-06,0.007609902559611792,3.3905799349798093e-07,2.069922301931064e-06,0.04775244195250775,0.056174646556239646,4.075264831439189e-07,0.03226443155359622,2.54537990669689e-06,0.6884725332980847,0.019155076697799443
5-11C-rep1,0.19469189625690037,0.09160025543539169,0.006085251696205616,1.1179544306015025e-06,5.471967832395051e-07,2.6126659476644468e-06,1.677058239314001e-06,3.139487638517051e-06,4.277265815447875e-07,2.611237036868632e-06,0.0039445145259726635,2.5807416791863487e-06,5.141005753198852e-07,1.0670418199664162e-06,3.2110337083993105e-06,0.7036576987279641,8.771131247698295e-07
5-11C-rep2,0.07206006655948076,0.10822755066870542,0.0043610000904838984,9.979031548847973e-07,4.884361843297308e-07,2.332105424397006e-06,1.4969677315349563e-06,2.802354490882391e-06,7.68666718327205e-05,2.3308299568536415e-06,0.0035974186304078646,2.303609336041649e-06,4.5889400497637183e-07,9.524577830650903e-07,2.8662176027417013e-06,0.811659284678883,7.829245364927304e-07
5-12A-rep1,0.28794449765582275,8.337056577596299e-07,7.83007080761716e-07,0.28613593302610163,2.8077358344103377e-07,0.004310078333178091,8.605197726197232e-07,1.6109107754923332e-06,2.1947191341720462e-07,0.27466138750877356,0.0006170454704918659,4.5290922809471234e-05,2.6379150097905796e-07,0.030161711701521,0.06036794271137524,0.038999493294841966,0.01675176719480003
5-12A-rep2,0.22099874247063409,1.3861785374516944e-06,1.3018834644127248e-06,0.25571242549866274,4.668342017676177e-07,0.023321828586940978,1.4307615988401806e-06,2.6784152439816455e-06,3.6490966940289013e-07,0.2887558907898873,2.513140185283575e-06,2.2017280047570297e-06,4.3859857926592573e-07,9.103335975910852e-07,0.10870570070658375,0.06045720978974801,0.04203450937446033
5-12B-rep1,0.30594838201583635,1.5863331473989034e-06,1.4898664478278973e-06,0.5820073287046632,5.342418372491116e-07,2.550810784623186e-06,1.6373536950284258e-06,3.0651599121117327e-06,4.17600106148197e-07,2.549415703452749e-06,2.8760202760782425e-06,2.5196423268270663e-06,5.019291858108497e-07,1.0417794836907557e-06,0.023176302715062564,0.08884636006415961,8.56347371923865e-07
5-12B-rep2,0.22609598995151053,1.572650466990933e-06,1.4770158265762308e-06,0.6698757079350027,5.296338138136608e-07,2.528809145935605e-06,1.6232309444822254e-06,3.0387218315953442e-06,4.1399815860008617e-07,2.52742609783012e-06,2.851213591335541e-06,2.4979095270322065e-06,4.97599870340046e-07,0.02106679421126799,0.0007495325886957675,0.08219156814317323,8.489610751504211e-07
5-12C-rep1,0.07437380070884614,1.549518492046905e-06,0.025496900132152858,0.6797161629273064,5.218434774561553e-07,2.4916131185729982e-06,1.5993549858224618e-06,2.994025544183922e-06,4.07908696744055e-07,0.005559189767176901,2.809275345845403e-06,0.0037614049587510437,4.90280718389593e-07,1.0176024987316096e-06,0.010626164274006752,0.2004516593350993,8.364737826903173e-07
5-12C-rep2,0.041993472827964624,1.2596556807901286e-06,0.03467754991612854,0.7099363698734045,4.2422410847938634e-07,2.025516078220949e-06,1.300169442205208e-06,2.433944031335813e-06,3.3160269447225995e-07,0.005582129420488769,6.871357595715292e-05,0.006578553102023449,3.985656804169469e-07,0.01953119478598284,2.4894114036608447e-06,0.18162067341126834,6.799976622453696e-07
5-1A-rep1,0.00020708033089422636,7.62775475150001e-07,0.05788607809898393,5.248325752743803e-07,2.5688587036139637e-07,1.2265367532974003e-06,7.873082931928783e-07,0.004707927867050238,2.0079963651530642e-07,1.2258659397899112e-06,1.382911109323854e-06,1.2115496522309498e-06,2.4134859302807544e-07,0.936987109883103,0.00020263795847893,9.33279877762769e-07,4.1176771385236973e-07
5-1A-rep2,3.1495892704037854e-06,4.037820298787702e-07,0.05315032238038264,2.77824824597458e-07,1.3598483637836072e-07,6.492782163322022e-07,4.1676869684790875e-07,0.010115452874913458,1.0629508613281684e-07,6.489231151935994e-07,7.3205638232519e-07,0.0002987580129850958,1.2776003945603702e-07,0.9364273084765886,7.97979642455173e-07,4.940400625937204e-07,2.179729274923978e-07
5-1B-rep1,0.3295603873037696,7.529918288582489e-07,7.072015504082296e-07,5.181008744709897e-07,2.5359095518013607e-07,1.2108047297216083e-06,7.772099797125616e-07,1.4549531236540548e-06,1.9822410454924284e-07,1.210142520321486e-06,1.3651733692059005e-06,1.1960098588730263e-06,2.382529648332461e-07,0.6592683626974026,1.4881101829726688e-06,0.01115947274655941,4.064862256583468e-07
5-1B-rep2,0.28206303676635763,6.445457800733542e-07,6.053502275955865e-07,4.434838725925342e-07,2.1706873004713246e-07,1.0364243662753412e-06,6.652760275157414e-07,1.2454104548222189e-06,1.6967582541999347e-07,1.035857528418653e-06,1.1685608003534273e-06,1.0237602559799572e-06,2.0393972044302581e-07,0.6957639072145931,1.2737922271660958e-06,0.022162974929242563,3.47943990047406e-07
5-1C-rep1,0.16307703183107677,1.075901338594749e-06,1.0104745703472062e-06,7.402808410493169e-07,3.6233971960563124e-07,0.011519800267158573,0.012653965975651606,0.00034251446164552035,2.8322960655450083e-07,1.7290944039572188e-06,1.9506079602080686e-06,0.0019875830781519895,3.40424256896568e-07,0.8104075885680493,2.1262644247606724e-06,1.316399258341448e-06,5.808018859504408e-07
5-1C-rep2,0.12105002765792605,1.3516932400694634e-06,1.2694952566788082e-06,9.300412339910647e-07,4.552203181002595e-07,0.017609212725717024,0.008840556553947589,2.6117817305443285e-06,3.558314604081496e-07,2.1723229941544363e-06,2.4506183785240617e-06,2.1469534984813705e-06,4.276871403504054e-07,0.8524809765938055,2.671301862402213e-06,1.6538393576651274e-06,7.296821324566739e-07
5-2A-rep1,4.297132793196535e-06,5.508988166171526e-07,5.173980411187849e-07,3.7904947662866447e-07,1.85530508777738e-07,8.858408115390775e-07,5.68617137234956e-07,1.064463017174835e-06,1.450233859599157e-07,8.853563303522985e-07,9.98778957154341e-07,8.750166876507135e-07,1.743090314554686e-07,3.617872359802284e-07,0.9999871393649549,6.74042096242021e-07,2.973907180718047e-07
5-2A-rep2,1.6527147008551284e-05,2.1188048327209785e-06,1.989957932192654e-06,1.4578573028217426e-06,7.135664967104845e-07,3.4070209190789387e-06,2.1869510371060775e-06,4.094017480183077e-06,5.577725741294719e-07,3.4051575622356382e-06,3.841390864176249e-06,3.3653903958088656e-06,6.704077175236043e-07,1.3914652217239956e-06,0.9999505368774381,2.5924246120998223e-06,1.143790604826801e-06
5-2B-rep1,6.738013701818989e-06,8.638233802220943e-07,8.11293310709942e-07,5.943592367531578e-07,2.9091656469846304e-07,1.3890209618913597e-06,8.916061583771004e-07,1.6691051312538718e-06,2.274003640821168e-07,1.3882612830469082e-06,1.5661108516472683e-06,1.3720484598580379e-06,2.7332100235703084e-07,5.672916036100973e-07,0.9971098682722823,1.0569151801108442e-06,0.002870432240527253
5-2C-rep1,0.03525547253454108,9.044487246963296e-07,0.05394666858786851,6.223117665033164e-07,3.045982801101223e-07,1.4543461850223449e-06,9.335381182530955e-07,1.7476026256183661e-06,2.3809493236530835e-07,1.4535507787184935e-06,0.05099021682938867,1.4365754715056569e-06,2.8617520395312885e-07,0.11390211130587291,0.7458945546317408,1.1066215717820352e-06,4.882469295327848e-07
5-3A-rep1,0.08698106213516034,1.2239958048735996e-07,1.1495632458751826e-07,8.42178191781168e-08,4.122146528004456e-08,1.9681752881004402e-07,1.2633626531067631e-07,2.365040962450537e-07,3.222152792295087e-08,1.967098860048191e-07,2.219103066983932e-07,1.9441260764645458e-07,3.872825949476382e-08,8.03824669321003e-08,2.4189380964599e-07,1.4975975137768215e-07,0.9130168593931441
5-3B-rep1,4.444328127011308e-06,5.697694773839111e-07,6.063040798383456e-05,3.920335562300694e-07,1.918857289877351e-07,9.161846804015169e-07,5.88094726910708e-07,1.1009254670657485e-06,1.4999106248625342e-07,9.15683603644285e-07,1.0329914446618872e-06,9.049897835802051e-07,1.8027986766342566e-07,3.7418000937888796e-07,1.1260145578573437e-06,6.971309455134789e-07,0.9999257851089773
5-3B-rep2,6.590011131309326e-06,8.44849230510184e-07,7.934730003431122e-07,5.813039509169356e-07,2.845264917059445e-07,1.358510683647754e-06,8.720217512859672e-07,1.6324427169566504e-06,2.2240544422763492e-07,1.3577676913858349e-06,1.531710738794381e-06,1.3419109879101856e-06,2.673174213740777e-07,5.548308667700731e-07,1.6696446027909055e-06,1.0336997088474274e-06,0.9999790635735812
5-3C-rep1,3.0158554294240937e-05,4.981861851082917e-07,4.678909239091747e-07,3.427802112346185e-07,1.677780630511231e-07,8.010793292746849e-07,5.142091321338676e-07,9.62610108643101e-07,1.3114685532727697e-07,8.006412055631833e-07,9.032110133882373e-07,7.912909092882411e-07,1.576303103062744e-07,3.271697042673434e-07,9.84547118127515e-07,6.095465272392694e-07,0.9999613817281088
5-3C-rep2,5.139761134213837e-06,6.589250234519655e-07,6.188550530416612e-07,4.5337760355105723e-07,2.2191134044926492e-07,1.0595460725480905e-06,6.801177442864506e-07,1.2731944549503675e-06,1.7346114225024747e-07,1.0589665890427152e-06,1.1946303530065756e-06,3.579599358194146e-05,2.08489434312043e-07,4.3273039578620745e-07,1.3022093994050021e-06,8.06215571130085e-07,0.9999489216151066
5-4B-rep1,0.042134059096848246,0.7594360855121194,0.11760590311553047,0.010921026688700736,2.6822582352607173e-07,1.2806809120149585e-06,8.220631793156823e-07,1.5389192390821844e-06,2.096637226184617e-07,0.0034874327924087783,1.4439582474501335e-06,1.2650322213331322e-06,2.520026696320098e-07,0.007770863649210508,1.5739898098567633e-06,0.045362962874625566,0.013273011734731499
5-4C-rep1,0.0771472721397079,0.8030141388402057,0.015728908850944856,7.250995849405427e-07,3.549090638643353e-07,1.694561909129424e-06,1.0877314852568957e-06,2.0362557912041774e-06,2.7742129576721035e-07,1.6936351248199731e-06,1.910606007746679e-06,0.026455700325735503,3.3344303093067595e-07,6.920779233868799e-07,2.0826602099852195e-06,0.07764052255084608,5.688911330440512e-07
5-4C-rep2,0.05973250392837194,0.8098545081267031,1.2338735234695037e-06,9.039444994529977e-07,4.4244694487376555e-07,2.1125235051206354e-06,1.356019108824115e-06,2.5384957599848303e-06,3.458469147523455e-07,2.1113681306091798e-06,2.3818546130681904e-06,0.027091880447806003,4.156863415049891e-07,0.02792205683469867,2.5963457711813973e-06,0.07538190304988099,7.092074263770556e-07
5-5A-rep1,0.03806955332024226,1.2661320681983333e-06,0.022102510464170687,8.711703189714275e-07,4.264052121859877e-07,2.0359300564406782e-06,1.3068541268634382e-06,2.4464578989880675e-06,3.3330759490478113e-07,0.005677600716258792,2.2954960667008022e-06,0.02016696283771555,0.8407854101307927,8.314964699910425e-07,2.502210450983362e-06,0.057424921784685834,0.01575872528586991
5-5A-rep2,0.0370093485555272,0.0001807493363760358,0.018561184113063397,7.811453671305841e-07,3.8234137316877806e-07,1.8255412251283374e-06,1.1718065049784379e-06,2.193645963433276e-06,2.9886427248429543e-07,1.8245428060357157e-06,2.058284216899061e-06,0.026105710933187896,0.8411329263118851,7.455713322347939e-07,2.243637161191541e-06,0.036283425913069614,0.04071312945666819
5-5B-rep1,5.205972136443163e-06,6.67413372435018e-07,0.14399171702497263,4.5921806670402766e-07,2.2477002821189113e-07,1.0731952685981877e-06,6.888791003703734e-07,1.2895958943740652e-06,1.7569568891035977e-07,1.0726083201187282e-06,1.210019720508425e-06,1.0600818531939796e-06,0.655333896922477,4.383048792012777e-07,1.3189846127263196e-06,0.20065914102504728,3.6028856133323364e-07
5-5B-rep2,1.0891321397995253e-05,1.396283605443198e-06,0.12076287375371844,9.607219218919445e-07,4.702373646518832e-07,0.009280267688181102,1.4411916717675044e-06,2.6979405557785447e-06,0.000368543064875227,2.243984724159192e-06,7.616655967459865e-05,2.2177783262601807e-06,0.7046883393407863,9.1696981554575e-07,2.7594241689559773e-06,0.16479705998594255,7.537532692563642e-07
5-5C-rep1,0.13929079451540374,1.5248467738756764e-06,1.4321191297055497e-06,0.025010135794924712,5.135345897136898e-07,2.4519411966380984e-06,1.5738897618393416e-06,2.946354119284703e-06,4.014138995168414e-07,2.450600188902413e-06,2.7645455475539863e-06,2.4219808302453117e-06,0.4441329113191011,1.0014000447512899e-06,0.2737359100745236,0.1178099425146714,8.231552934111765e-07
5-6A-rep1,0.1941286317554509,0.7582293523733569,3.5644925851300085e-07,2.611372563217906e-07,1.2781689730089602e-07,6.102792730928936e-07,3.917354547901217e-07,7.33336856796047e-07,9.991046406105128e-08,0.003723403519111495,0.015972673417303775,6.028222465341587e-07,1.2008612340330974e-07,2.492448400573166e-07,0.01641306580356359,0.011529115432174695,2.0488036776507039e-07
5-6B-rep1,4.695315055305689e-06,0.989731873554427,5.653413401366099e-07,4.141730777178034e-07,2.027221947764451e-07,9.679248697198473e-07,6.213065161474989e-07,1.163098622009127e-06,1.584615882820954e-07,9.673954953858969e-07,0.01025457778426085,9.560977574802641e-07,1.9046090941485653e-07,3.9531127793045747e-07,1.1896045824943008e-06,7.365003956605023e-07,3.249476297501171e-07
5-6B-rep2,1.0787265301337465e-05,0.984140211045046,1.2988451147651968e-06,9.515431483058446e-07,4.65744699080805e-07,2.2237618218253338e-06,1.4274224720148056e-06,2.672164329644888e-06,3.640580392872023e-07,2.222545609214086e-06,0.015828661543410536,2.196589588231996e-06,4.3757497317894e-07,9.082090512388343e-07,2.733060526056083e-06,1.6920749872901984e-06,7.465518820072191e-07
5-6C-rep1,0.012589797707352529,0.16825407587706107,1.1489378932599591e-06,8.417200540174527e-07,4.1199041154004765e-07,1.967104617506153e-06,1.2626753945832058e-06,2.3637544003094058e-06,3.2203999686183197e-07,1.9660287750215966e-06,2.217895893815019e-06,1.9430684884365677e-06,3.870719165143723e-07,8.033873955468591e-07,0.7796556856558411,0.03948414469649334,6.603880145306573e-07
5-6C-rep2,1.670069503743911e-05,0.14486781897635317,2.0108540539808275e-06,1.4731659499326764e-06,7.210595055716282e-07,0.0042940864146588575,2.2099157412723546e-06,4.1370078803743786e-06,5.636296243969969e-07,3.440914392054645e-06,3.88172848641199e-06,3.4007296391355244e-06,6.774475252936453e-07,1.4060766998194718e-06,0.8052902912573735,0.04550602432577394,1.1558013048481295e-06
5-7A-rep1,0.040106809127890344,0.025726590358454884,0.12252907648678464,7.878909766866462e-07,3.856430961630515e-07,1.8413057535392863e-06,1.1819256831627425e-06,2.212589273854368e-06,3.014451259044996e-07,1.8402987125618585e-06,0.016729654315830917,1.8188067657606141e-06,3.62318170863204e-07,0.03206697603351868,2.263012172440042e-06,0.7621630082256796,0.0006648902161099882
5-7A-rep2,0.09866161081163329,0.026769873444047857,0.12454554583590763,1.6168408313344725e-06,7.913829738484884e-07,3.778566341517368e-06,2.425444332636944e-06,4.5404818519240514e-06,6.185992762841302e-07,3.7764997802553273e-06,0.007563607241804291,3.732395890045476e-06,7.435176057601079e-07,0.04163991321788371,4.64395530660226e-06,0.7007915132402758,1.2685242573475982e-06
