,13_1,13_2,13_3,13_4,13_5,13_6,13_7,13_8,13_9,13_10,13_11,13_12,13_13
2-2C-rep2,2.5509926335376005e-06,1.415734550731958e-06,0.8700591826120497,1.9253950526327794e-06,3.876192487774227e-06,1.0246230973904362e-06,1.293004623585105e-06,0.12992190622814154,7.269342442212733e-07,1.945078294079355e-06,6.123720131598112e-07,9.83694898843192e-07,2.557137912874579e-06
2-3A-rep1,0.11010926299855026,2.7105895174831395e-06,9.465162505964446e-07,3.6863942071499374e-06,0.3285688973256741,1.9617608581507707e-06,2.4756087056962596e-06,0.37249300516702893,1.3918007025165643e-06,3.724080076939294e-06,1.1724579009623245e-06,0.18880586936066493,4.895939862323007e-06
2-3A-rep2,0.11879334071269561,8.105594288067139e-07,2.8304089073291376e-07,1.102358569466584e-06,0.3988436185316885,5.86633922392843e-07,7.402920897817463e-07,0.28731243810357365,4.1619624630295094e-07,1.1136279397985806e-06,3.5060520981663243e-07,0.19504373528345267,1.4640542924999499e-06
2-3B-rep1,5.354475034832554e-06,2.9715943543638685e-06,1.0376570588960625e-06,4.041360059599863e-06,0.534682699888787,2.1506603833197735e-06,2.7139870518985024e-06,0.3105610235348221,1.525818307538561e-06,4.0826747319923565e-06,1.2853548118432976e-06,0.1547257456207614,5.367373835228654e-06
2-3B-rep2,2.803043546093249e-06,1.5556162504112337e-06,5.432087932197575e-07,2.1156337752641476e-06,0.47571890073761336,1.1258610168291588e-06,1.4207599887040357e-06,0.38266263583476984,7.987590065569588e-07,2.137261820040783e-06,6.728774504202966e-07,0.14160248060995922,2.8097960099608416e-06
2-3C-rep1,3.884053205267078e-06,2.155548490139048e-06,7.527003486531892e-07,2.931539953219349e-06,0.21641485418310796,1.560055710584766e-06,1.9686841453934196e-06,0.6370004039586346,0.0014935823389280276,2.961508976267683e-06,9.323764597590556e-07,0.14507011964224498,3.893409795165558e-06
2-3C-rep2,2.077903017567534e-06,1.1531821207029732e-06,4.026820033437336e-07,0.01698192263175114,0.2404428451333445,8.346035178410087e-07,1.0532128449741609e-06,0.6122040016669694,5.921219997981207e-07,1.5843574001496742e-06,4.988056951987751e-07,0.13036095079069984,2.0829086355023825e-06
2-4A-rep1,3.538652742516848e-06,1.9638602184735235e-06,6.857643323327861e-07,0.03136763792677059,5.3769262196433915e-06,1.4213233256572364e-06,1.7936133163157393e-06,0.9337077895732929,1.0083791788045183e-06,0.03490302279201667,8.494622349432153e-07,1.3645490801610292e-06,3.5471772710840565e-06
2-4A-rep2,1.380380362242779e-06,7.660751921768312e-07,2.675073499315543e-07,0.038226725150353164,0.0076048004329381125,5.544389206552686e-07,6.996641884499929e-07,0.9040893577680622,0.0005308144922559368,0.04954238672897547,3.3136367790315705e-07,5.322920587655725e-07,1.383705665031089e-06
2-4B-rep2,0.03967075165011627,1.2788445715933143e-06,4.465623294094546e-07,0.045100985877871945,0.2574351959681689,9.255504044521785e-07,0.026328738671618335,0.40584121748121976,6.566456343436888e-07,0.22561605112425792,5.531606362366474e-07,8.885796287441367e-07,2.309883542083772e-06
2-4C-rep2,0.36489269129830726,1.8857394297482621e-06,6.584851756914186e-07,0.0014823160288106143,5.163036395283806e-06,8.840898589290186e-05,1.7222648131887555e-06,0.24347299536956737,9.682666616093938e-07,0.3900476585118341,8.156713066674401e-07,1.3102684091673638e-06,3.406073396399535e-06
2-5A-rep1,2.7735680463957333e-06,1.5392581148473556e-06,5.374966626884452e-07,2.093386756380061e-06,0.2795895270211245,1.1140219870334052e-06,0.6358359579713119,0.08455903655492511,7.903596290699512e-07,2.11478737071661e-06,6.658017847161475e-07,1.0695227822161195e-06,2.7802495044999782e-06
2-5A-rep2,1.8620289970235485e-06,1.0333776549935914e-06,3.6084723900315334e-07,1.4053907375483893e-06,0.3139633993249516,7.478962868329875e-07,0.5999222578190141,0.08610395142984255,5.306062525913044e-07,1.4197579943750444e-06,4.469846092373859e-07,7.180218405139395e-07,1.8665145796825602e-06
2-5B-rep1,1.8912579328534662e-06,1.049598954025003e-06,3.665115873081936e-07,1.4274516591287867e-06,0.5609411801560059,7.596362826172737e-07,0.10920418392198501,0.32984408137787985,5.389353689115848e-07,1.4420444439297695e-06,4.540010866828202e-07,7.292928864183852e-07,1.895813927309453e-06
2-5B-rep2,2.5024238402113653e-06,1.3887801338922835e-06,0.9533054029832861,1.8887371206759172e-06,0.04667221610608546,1.0051151196721971e-06,1.2683868832172374e-06,7.6321966704714e-06,7.130940164584887e-07,1.9080456094582786e-06,6.007129556796315e-07,9.64966160229889e-07,2.508452118504073e-06
2-5C-rep1,2.1097974716050953e-06,1.1708827129995061e-06,0.0018380067194862426,1.5923972341120922e-06,0.08188440441274668,8.474141366785175e-07,0.7050441293510123,0.21122209423181712,6.012106857221144e-07,1.6086762513428828e-06,5.064620368011927e-07,8.135644858888244e-07,2.1148799225055843e-06
2-5C-rep2,5.123945773985567e-06,2.84365661152406e-06,9.929822190202894e-07,3.867365085060734e-06,0.06301300881055041,2.058066777919742e-06,0.6808527887992375,0.25610560718336717,1.4601263836178316e-06,3.906901013350992e-06,1.230015699647844e-06,1.9758580458262385e-06,5.136289234987649e-06
2-6A-rep2,3.511594967523084e-06,1.9488438572261447e-06,6.805207386961265e-07,2.6504222271872954e-06,0.21527255845140025,1.4104553910116716e-06,0.24423517290540217,0.5404726714833366,1.0006687593557075e-06,2.6775173942605477e-06,8.429669499601385e-07,1.3541152612289448e-06,3.520054314567074e-06
2-6B-rep2,2.4462826871400075e-06,1.3576232543795303e-06,4.740712174121544e-07,1.8463638511683563e-06,0.0661171780256834,9.825656534782184e-07,0.2056736368972919,0.7281955331059607,6.970959590195523e-07,1.8652391596049713e-06,5.872361347451293e-07,9.433174242965026e-07,2.452175722757614e-06
2-6C-rep2,2.1772237586971895e-06,1.2083025483251275e-06,4.2192961724753035e-07,1.643288106111391e-06,0.11478674565051457,8.744963517416133e-07,0.28874447351988597,0.5964566303958374,6.204245699190151e-07,1.660087378818905e-06,5.22647881724319e-07,8.395649116793335e-07,2.1824686378867252e-06
2-7A-rep1,4.468233938687754e-06,2.4797536004567047e-06,8.659101886023263e-07,3.3724580018190295e-06,0.8386802216602888,1.7946957736896317e-06,2.264783937839621e-06,0.030231968982804627,0.00137483423838469,0.12969045466750223,1.0726104718337602e-06,1.7230073009775242e-06,4.478997805793919e-06
2-7A-rep2,0.010773445747571437,1.431544539628602e-06,4.998839409182162e-07,1.946896593573515e-06,0.8588979056156619,1.0360654117597595e-06,1.3074440456728268e-06,0.0006686565547908644,0.0038993921672643523,0.12575017849510517,6.192105795589051e-07,9.946801541089869e-07,2.585694341047383e-06
2-7B-rep1,4.080135166827086e-06,2.2643688779779715e-06,7.90699560566835e-07,3.0795353781119017e-06,0.7864254369076341,0.05330756797014053,2.0680709015782604e-06,1.2444092617300475e-05,1.1626807286013158e-06,3.1110173528410688e-06,9.79446413613964e-07,1.573351524983681e-06,0.1602354417237029
2-7B-rep2,2.3085569894050532e-06,1.2811890748983268e-06,4.473810112731076e-07,1.7424135795944459e-06,0.8117997278938385,9.272472142368814e-07,1.1701228854475431e-06,7.040917963218621e-06,6.578494615281158e-07,1.7602262083015017e-06,5.541747445721458e-07,8.902086600765071e-07,0.18818149181836902
2-7C-rep2,2.0468511879749564e-06,1.1359491630535856e-06,3.966643919142719e-07,1.5448877033162234e-06,0.42341162875456073,8.221313446961316e-07,1.0374738111932984e-06,0.49026873795327214,5.832734292535381e-07,0.0009978160189075304,4.913516276527107e-07,7.892916058757464e-07,0.08531296939899469
2-8A-rep2,2.3773058181306335e-06,1.319342886426267e-06,0.9225714839664589,0.033253083410934484,3.6122781509569184e-06,9.54860636911914e-07,1.2049691457775715e-06,0.04415960335016989,6.774402189429747e-07,1.812645745990274e-06,5.706780688450506e-07,9.167190745832767e-07,2.38303269014499e-06
2-8B-rep2,1.8180613005713648e-06,1.0089767272272377e-06,3.5232662955214026e-07,0.029342706737469366,0.02091428506241169,7.302363701669463e-07,9.215086067653573e-07,0.9488484154507651,5.180771594961606e-07,0.0008862836241948439,4.364300563012273e-07,7.010673428233991e-07,1.822440966116799e-06
2-8C-rep1,0.05129315703350198,2.542617523664266e-06,8.878617694331461e-07,0.008453749572594444,6.961527455422338e-06,1.840192881659303e-06,2.3221981920315886e-06,0.9402262811068737,1.3055524758882512e-06,3.4933032840571795e-06,1.0998020856782024e-06,1.7666870434466026e-06,4.5925443186645555e-06
2-8C-rep2,0.06973210005818602,1.1941823638745279e-06,4.169989614039552e-07,1.6240846945188782e-06,3.269596482963353e-06,8.642770156944584e-07,1.0906587799917988e-06,0.9302536830231568,6.131743084864924e-07,1.6406876514695523e-06,5.165402355036832e-07,8.297537833095423e-07,2.1569643800604665e-06
2-9A-rep1,3.060854479038293e-06,1.6986946115669005e-06,5.931706163099215e-07,2.3102199486152876e-06,0.311764260825698,1.229412486630522e-06,0.6841319831331913,0.004086674328928096,8.722251519422918e-07,2.3338372405477203e-06,7.347655946456408e-07,1.1803040500967109e-06,3.0682280031858112e-06
2-9A-rep2,1.187655362031038e-06,6.591178305590468e-07,3.065450283190701e-05,8.963984169237891e-07,0.2766807902323404,4.770296470786203e-07,0.6776724433529739,0.04560971412164938,3.384358471455578e-07,9.055622643370838e-07,2.850995708201723e-07,4.5797487058736203e-07,1.190516394971623e-06
2-9B-rep1,4.337171801270088e-06,2.4070175236074117e-06,8.405113304209471e-07,0.018557971434364433,0.06622575162091285,1.742053797610981e-06,2.1983533463004425e-06,0.4829909032392254,0.4322034803585931,3.307002387005976e-06,1.0411486855924629e-06,1.6724680895684907e-06,4.3476199428683284e-06
2-9B-rep2,1.6086574342084441e-06,8.927630287753818e-07,3.117457325121735e-07,1.214155236861928e-06,0.05328596174317211,6.461279194652417e-07,0.0015667656105558439,0.5567414262036257,0.38839732741242294,1.2265675003338317e-06,3.861621466560779e-07,6.203185737242152e-07,1.6125326509224213e-06
2-9C-rep1,3.2359284041127692e-06,1.7958560856541367e-06,6.270986284867215e-07,0.00041691865655988026,0.07079746851628453,1.2997320888997565e-06,1.6401734497782152e-06,0.10578422039313003,0.8229850579869815,2.467327430619106e-06,7.767925180244717e-07,1.2478147613202833e-06,3.2437236770964307e-06
2-9C-rep2,9.329150016387202e-07,5.177435572930399e-07,1.8079192273808456e-07,7.041297983644756e-07,0.12683140673656973,3.747114930925887e-07,4.728604052681955e-07,0.06319080299824828,0.8099484783078174,2.4609950511691492e-05,2.2394852503680153e-07,3.5974377820670824e-07,9.351623712341303e-07
3-10A-rep2,0.8048623260009867,1.7182300328678418e-06,5.9999222969119e-07,2.3367880672675326e-06,0.07558913938235963,1.2435510437999072e-06,0.018481289475591252,0.10105306303991908,8.822559636587974e-07,2.360676964080999e-06,7.432155863928913e-07,1.193877847720392e-06,3.1035134078026497e-06
3-10B-rep1,0.7256230255664863,2.790185253885478e-06,9.743104472083161e-07,0.009663246161360096,0.2291298293397254,2.0193674411994585e-06,2.5483042933914775e-06,0.035562115358560874,1.4326705579954425e-06,3.833436692625057e-06,1.2068868137231505e-06,1.938704540095875e-06,5.039707827265558e-06
3-10B-rep2,0.6928737596099226,1.858879847501397e-06,6.491060236962853e-07,0.0005173543823490804,0.2348516916634869,1.345344878415807e-06,1.697733686209616e-06,0.07174268167114482,9.544751283656587e-07,2.55391580350084e-06,8.040532696246623e-07,1.291605564478266e-06,3.357558894827244e-06
3-10C-rep1,0.8868651151925769,2.349076319295228e-06,8.202787237843165e-07,3.19473726277955e-06,0.06289667637325275,1.7001194560367166e-06,2.1454350608541992e-06,0.050216673954967476,1.2061752804592482e-06,3.227396942057149e-06,1.0160863800132063e-06,1.6322088000814481e-06,4.242964977580031e-06
3-10C-rep2,0.8737109453047897,1.7646973707688023e-06,6.162182536470612e-07,2.3999835176132685e-06,0.04847174571667958,1.2771812943740378e-06,1.61171588166216e-06,0.07780113162468398,9.061154499873221e-07,2.4245184591466383e-06,7.633149032047022e-07,1.2261647501148874e-06,3.187443966250535e-06
3-11A-rep2,0.5093768432366762,0.30591657843339126,7.852823574742261e-07,3.0584370123025833e-06,0.00010996256249790329,0.006229947834868856,2.0539022329176467e-06,0.0799424687022425,1.1547150258833572e-06,3.0897032992289874e-06,0.0004161940860303295,1.5625722541051282e-06,0.09799630053211103
3-11B-rep2,0.263613622152995,0.1750255912441226,7.069112748939694e-07,2.753205375075146e-06,5.542734711805303e-06,1.4651527307624843e-06,0.04438849827783569,0.06560992089341271,1.0394746084859269e-06,2.7813512904162666e-06,8.756571363740486e-07,1.4066277355526273e-06,0.45134579631677074
3-12A-rep2,4.354916981407021e-07,2.4168656369647524e-07,8.439502130958472e-08,0.016957533258657478,6.617226669447964e-07,1.7491812668151714e-07,0.9830383751474214,1.3282155625110507e-06,1.2409829189257203e-07,3.3205327140853656e-07,1.0454084594316635e-07,1.6793108545966073e-07,4.365407870713504e-07
3-12B-rep2,3.878650333920738e-06,2.152550037090767e-06,7.516533127524957e-07,0.04292643137975176,5.893547119419763e-06,1.5578856115021935e-06,0.5196545712453956,0.35045441827799423,1.1052653433880262e-06,2.9573894003648327e-06,9.31079487294414e-07,1.4956564349553757e-06,0.08694385541977778
3-12C-rep2,1.0101420734498714e-06,5.606025731825866e-07,1.9575794941323182e-07,2.663937775207756e-05,1.5348947171443722e-06,4.057302582905906e-07,0.41447177730109014,0.4323035714612677,2.8785142499650764e-07,7.702121108358339e-07,2.4248707227276506e-07,3.8952351006264755e-07,0.15319261465820047
3-1A-rep1,4.696149768201993e-06,2.6062409568919838e-06,0.6497518361660142,3.544480454880708e-06,0.02575175675437037,0.2882454002010783,2.3803061143742796e-06,0.03622521508521195,1.338221066426104e-06,3.5807155457004787e-06,1.127322223453785e-06,1.810894516295689e-06,4.707462679009527e-06
3-1A-rep2,0.015017504423161972,1.3901168347347207e-06,4.85417716632297e-07,1.8905550301050173e-06,0.03414047178899638,0.7432434858241176,0.008535436041758,0.19905263411732627,7.137803694306221e-07,1.9098821033073253e-06,6.012911418837136e-07,9.658949401337946e-07,2.510866503602325e-06
3-1B-rep1,3.4796668694392098e-06,1.9311245933591155e-06,0.7882581246498516,2.6263240775954575e-06,0.04216810240609301,0.14583303720129806,1.763715540205808e-06,0.0013476998712235013,9.915704861796545e-07,2.6531728901887896e-06,8.35302532022219e-07,1.3418033843532684e-06,0.02237741319116057
3-1B-rep2,2.254948439460451e-06,1.2514377242384212e-06,4.369920768014133e-07,1.7019518254187716e-06,0.10478977075856823,0.5026172136690743,1.1429506772526731e-06,0.36675908281782266,6.42573098035158e-07,1.7193508151296625e-06,5.413058812047791e-07,8.695365278164638e-07,0.025823371707469435
3-1C-rep1,0.0005993833252147761,2.1501999554279966e-06,0.8466159171159943,2.92426596088359e-06,5.887112743086872e-06,0.15066531027832442,1.963799274774687e-06,0.0020960978476371123,1.1040586518959656e-06,2.9541606221809526e-06,9.300629660558974e-07,1.4940235276124441e-06,3.883749127577213e-06
3-1C-rep2,3.285773030554655e-06,1.8235185566837953e-06,6.367581428441506e-07,2.4799801669089763e-06,0.01456677232312459,0.5606719220987122,1.6654378631688787e-06,0.4247426229775536,9.363182406907115e-07,2.505332911189294e-06,7.887578423606256e-07,1.2670354772569e-06,3.2936883780335958e-06
3-2A-rep1,0.3991084556156686,2.9590121674112956e-06,0.5146555748530419,4.0242483203283586e-06,8.101589898065405e-06,2.141554156901392e-06,2.7024956138347226e-06,0.04167486964647764,1.519357758448839e-06,4.0653880600517405e-06,1.2799124221311042e-06,2.0560105516902973e-06,0.04453225031586307
3-2A-rep2,0.8342978934005931,1.1810962657826283e-06,4.1242940027306774e-07,1.6062876374989843e-06,3.2337675663830013e-06,8.548060888510437e-07,1.0787071148093916e-06,0.11842055358038944,6.064550172031638e-07,1.6227086558028952e-06,5.108798804400873e-07,8.206611692088922e-07,0.0472696252202212
3-2B-rep2,0.7714645219165579,1.6895535941397601e-06,5.899786458968552e-07,2.297788190330412e-06,4.625891870697458e-06,1.2227967707220176e-06,1.5430863136652755e-06,0.21829888032046335,8.675315329362597e-07,2.321278392863923e-06,7.308116731698296e-07,1.1739525965642208e-06,0.010219535093397757
3-2C-rep2,0.7388408469614701,1.94534390920765e-06,6.792985847497687e-07,2.6456623076135323e-06,5.32622972513418e-06,0.05890725334498179,1.7767021845784174e-06,0.14996916929393034,0.007723411533763005,2.6727088142074153e-06,8.414530572512742e-07,1.3516833921965549e-06,0.04454207978387971
3-3A-rep2,0.0023004330817708134,8.033159621427542e-07,2.805115299190132e-07,0.19990159827546225,2.1994287673186893e-06,5.813915390341592e-07,7.336765587258416e-07,0.24039673133193867,4.124769586990811e-07,1.1036761379055837e-06,3.4747206860667063e-07,0.5573933243903582,1.4509709477320496e-06
3-3B-rep1,4.607463853570717e-06,2.5570225813247252e-06,0.6427927475515554,3.4775436009578976e-06,7.0009676006533485e-06,1.8506183917173268e-06,2.335354476271706e-06,1.4052403800456743e-05,1.3129490105691035e-06,3.5130943988292496e-06,1.1060329530075743e-06,0.1735060048176109,0.18365943418016636
3-3B-rep2,2.8534476209309854e-06,1.5835892007472389e-06,5.529767244758115e-07,2.1536769099440498e-06,0.11432834455169216,1.1461061475294075e-06,1.446307965972141e-06,0.10504936815114173,8.131222185733851e-07,2.175693868260411e-06,6.849770717104759e-07,0.5089768504281903,0.2716320269712478
3-3C-rep1,4.791255346569248e-06,2.6590220788331904e-06,0.5547780498564509,0.022955678583854087,7.280235833384298e-06,1.924439462916979e-06,2.428511644621956e-06,0.0023466406759326194,1.365322478175676e-06,0.4198913815785782,1.1501525498615565e-06,1.8475684255267251e-06,4.8027973644066836e-06
3-3C-rep2,1.6709753595168026e-06,9.273478561986697e-07,3.2382247853700543e-07,0.017551567209566948,2.539020321212307e-06,6.711583271633811e-07,8.469561367395314e-07,0.1333446164643673,4.761633546539261e-07,0.8490936404106655,4.011217168544839e-07,6.443491508518775e-07,1.6750006986002787e-06
3-4A-rep1,4.522589395899213e-06,2.5099194652198572e-06,0.8602305296187724,3.413483494022589e-06,6.872002220312768e-06,1.8165280033071843e-06,2.292334725939716e-06,0.000129649388899143,1.2887630725424756e-06,0.13960974226166503,1.0856586321150558e-06,1.743967450089775e-06,4.533484203982494e-06
3-4A-rep2,0.057620689396290926,1.673241906995588e-06,5.84282734783416e-07,0.050591520557521176,4.581231493412413e-06,1.2109913574849922e-06,1.5281886855152923e-06,0.2983698874792289,8.591560052216947e-07,0.5934025568452888,7.2375609859948e-07,1.1626187462834938e-06,3.0222546419996704e-06
3-4A2-rep1,0.09766375128694024,1.4058127334761618e-06,4.90898599344588e-07,0.03413466988056228,3.849027173844365e-06,1.0174422857593858e-06,1.2839429279589877e-06,0.2802078188696403,7.218397095682801e-07,0.5879808669012871,6.080803589058449e-07,9.768009221321376e-07,2.5392168590610004e-06
3-4B-rep1,4.7182869169633125e-06,2.61852649858429e-06,9.143685783263771e-07,3.5611887574230536e-06,0.05355216208364855,1.8951312095838957e-06,2.3915266233342303e-06,0.2386099110230152,1.344529297697516e-06,0.043274720381426664,1.1326363000898231e-06,0.664539900664572,4.729653155624903e-06
3-4B-rep2,4.61781964501912e-06,2.5627697761856327e-06,8.948987753591883e-07,3.4853597699890107e-06,7.0167030600543395e-06,1.8547778639832575e-06,2.34060344722036e-06,0.31728227439567946,1.3159000106350735e-06,0.025082140068173827,1.108518886041543e-06,0.6576057592410518,4.628943860461121e-06
3-4B2-rep1,3.5861147136506058e-06,1.990200377788967e-06,6.949621059811238e-07,2.706666980163477e-06,0.08939110037575361,1.4403867409066515e-06,1.8176700491003055e-06,0.15471333905732235,1.0219040050473618e-06,0.05016158904132664,8.608555970523826e-07,0.7056243919771941,9.54607878337151e-05
3-4C-rep2,3.972592904498773e-06,2.204685719963149e-06,0.5081209222445252,2.9983664491570866e-06,6.036291352221332e-06,1.5956182675581237e-06,2.013561672271518e-06,0.1661968164468496,1.1320353428954907e-06,0.32565584048162766,9.536306308414269e-07,1.5318818737304294e-06,3.982162784383682e-06
3-4C2-rep1,0.0176628837639933,1.5182232433290137e-06,5.301514532449269e-07,2.0647793896012805e-06,0.00490975349410402,1.0987982184270728e-06,1.3866085787366349e-06,0.3000907013329025,7.795588978018107e-07,0.677324829423135,6.567032099786832e-07,1.0549071215333192e-06,2.742255752476205e-06
3-5A-rep1,2.623161027866177e-06,1.4557861322138407e-06,5.083489117942093e-07,1.9798650920871854e-06,0.14488267203722205,1.0536100112523143e-06,0.8326505877153506,7.519834202841187e-05,0.005712569542957265,2.0001051787052075e-06,0.01666571048198776,1.0115239409287727e-06,2.6294801591134348e-06
3-5A-rep2,2.006348471184883e-06,1.113471208862593e-06,3.888152695057664e-07,1.51431774811504e-06,0.12731323764556937,8.058631600747507e-07,0.845943044099919,0.0026273625002036544,5.71731721358494e-07,1.529798561687416e-06,0.024105640553203328,7.736732479973726e-07,2.0111817159542544e-06
3-5B-rep1,0.023706790910842376,2.292402687120933e-06,8.004887432331099e-07,3.1176612806000504e-06,0.08190743289572257,1.659102506560722e-06,0.1886710367416008,0.3171414946065995,1.177075189661439e-06,0.03386409276435795,0.3306742653159427,1.5928302577975529e-06,0.024024247204269163
3-5B-rep2,0.030887402751587804,1.5892816299698713e-06,5.549644753801221e-07,2.161418597859381e-06,0.09361164784707747,1.1502259837365228e-06,0.1592659034563875,0.35771185139687534,8.160450982421748e-07,2.1835146991610913e-06,0.33672285899530907,1.1042806233825888e-06,0.02179077582165508
3-6A-rep2,0.15261274498423585,2.5295547332859044e-06,8.833003471700161e-07,3.4401874039977598e-06,0.05044819339065255,1.8307388235301721e-06,0.4678684199590008,0.04998812030512966,1.2988451523676054e-06,3.4753563108679444e-06,1.094151812300791e-06,1.7576106242455535e-06,0.27906621161577344
3-6C-rep2,0.3392375437263809,1.9024648819712027e-06,6.643255702718149e-07,2.5873469497944573e-06,5.208829635427356e-06,1.3768890919798765e-06,0.4936167943240831,0.14771736243343922,9.768546444093163e-07,2.6137973006713996e-06,8.229058541632789e-07,1.3218897558555871e-06,0.019410824212412282
3-7A-rep2,0.03207636144578117,2.824378629257916e-06,9.862505012976598e-07,3.841147082780019e-06,0.25736013701773075,2.0441145395635034e-06,2.5795334474936253e-06,0.0284364052157526,1.4502277585814466e-06,0.5873253496284288,1.2216770624337741e-06,0.012126467820915973,0.08266033154236935
3-7B-rep2,4.738907258199087e-06,2.629970251557769e-06,9.183646456347413e-07,3.576752229648335e-06,0.10829358552657592,1.9034135062979194e-06,2.4019783181793016e-06,1.4453295887176689e-05,1.3504052974847149e-06,0.3038610362281769,1.1375862633741477e-06,1.8273823431300427e-06,0.5878104401892466
3-7C-rep2,0.3730483970974339,0.020726353945609823,5.599347665595559e-07,2.180776377084162e-06,4.390324468119085e-06,1.1605274684530094e-06,1.4645066916107806e-06,0.5720859411397364,8.233536412818624e-07,2.20307037223723e-06,6.9359605887649e-07,1.114170619022866e-06,0.03412471755675656
3-8A-rep1,0.21099593834163324,1.805284003262118e-06,6.303907821557598e-07,0.006252238517279279,0.00025493408792119984,1.3065554458182107e-06,0.0056681190087511345,0.7338178152375616,9.269553828700515e-07,0.0005024629473349277,0.015750234877394263,1.2543655617177803e-06,0.02675233343094855
3-8A-rep2,0.17078634117887478,0.010796960364313385,4.748150958313761e-07,0.0035166959715170493,3.722919985607067e-06,9.841074247527555e-07,6.400699643188021e-05,0.7969361991603388,6.981897918045755e-07,1.8681659585890806e-06,5.881575834042752e-07,9.447976100758471e-07,0.01789051517507411
3-8B-rep1,2.6538341488460225e-06,1.4728089164347929e-06,5.142931323379707e-07,2.0030160312968774e-06,0.15371509743801084,1.0659300735730815e-06,1.3451312165991684e-06,8.09398625018499e-06,7.562400988217336e-07,0.09103214998882268,6.370593701273966e-07,1.0233518828219766e-06,0.7552331869220454
3-9A-rep2,7.730825227819183e-07,0.18275331003884154,1.4981758840134736e-07,5.834941446212662e-07,0.03315335530972499,3.1051371870594074e-07,0.7051872781261381,0.07026755309269571,0.008634838429873124,5.894591833885254e-07,1.855803480538161e-07,2.9811036066803667e-07,7.749448598151862e-07
4-10A-rep1,0.946577682717939,0.006194330590277934,4.780556596739839e-07,1.86188204735725e-06,3.7483285288488447e-06,9.908238559822888e-07,1.2503522809571595e-06,7.523678021198149e-06,7.029548648076532e-07,0.027617433979441906,5.921716979833372e-07,0.010427876315477378,0.009165528149907003
4-10A-rep2,0.9607578871733556,1.1498158653956383e-06,4.0150653382631015e-07,1.5637463799459037e-06,3.148123790201984e-06,8.321672257141936e-07,1.0501384100991333e-06,6.3189417859345865e-06,5.903935357605452e-07,0.026910385299582954,4.973496308975283e-07,0.007165865497723873,0.005150309846179683
4-10B-rep1,0.7970774730672568,0.04800815300651764,4.0129354901199676e-07,0.004669647264329104,3.146453823453244e-06,8.317257908504633e-07,1.0495813493406276e-06,0.1390940105789218,5.900803531670082e-07,0.011141325632767204,4.970858047580729e-07,7.985028053531727e-07,2.0757267314352504e-06
4-10B-rep2,0.8188923378571457,0.08025783818717579,4.940081056825485e-07,1.924011994432947e-06,3.8734081242239965e-06,1.0238870856433168e-06,1.2920758268456386e-06,0.08143963809654961,7.264120696338638e-07,0.0193967018344458,6.119321314155476e-07,9.829882868187569e-07,2.5553010583788394e-06
4-10C-rep1,0.9238153516090817,0.0199884143462513,5.976222956123319e-07,2.327557891605863e-06,8.368464973895502e-05,1.2386390901917448e-06,1.5630782427705628e-06,9.40542725410427e-06,8.787711044038251e-07,0.05609151760230847,7.402799284643918e-07,1.1891621003201921e-06,3.0912547120639895e-06
4-10C-rep2,0.9297816821090025,1.3638624826591422e-06,4.762499061880622e-07,1.854849184280839e-06,3.7341700157753574e-06,9.870812297929144e-07,1.245629341390858e-06,7.495258929113775e-06,7.002996024508854e-07,0.050995249931015056,0.004218560552210352,0.014984186561895388,2.4634451850820494e-06
4-11A-rep1,1.5612406920890664e-06,0.7750149682359845,3.025567239072309e-07,1.1783668306202333e-06,2.372280249939763e-06,6.270826707491975e-07,7.913356576811995e-07,0.04111914377750412,4.448932182831938e-07,0.14066197047249598,3.7477964188229646e-07,6.020340805706965e-07,0.043195662944249605
4-11A-rep2,4.1841935562369865e-05,0.8063662293972026,3.0464017804109266e-07,1.1864812536373667e-06,2.388616152277637e-06,6.314008626101263e-07,7.967849219579161e-07,4.794451368831671e-06,4.4795682434948433e-07,0.15367130459573022,3.773604346145919e-07,6.06179783821619e-07,0.03990909019972463
4-11B-rep1,3.483392949427584e-06,0.9218845396851522,6.750553993376389e-07,2.629136385197217e-06,5.292959848266018e-06,1.3991278635410807e-06,1.765604153520279e-06,1.0624075603563302e-05,9.926322748750225e-07,2.656013947905738e-06,8.361969866253713e-07,1.3432402077407836e-06,0.07808376287922793
4-11B-rep2,0.0010970079198319332,0.9228024001463355,3.187065659491773e-07,1.2412655754778117e-06,2.49890758388559e-06,6.605550257808662e-07,8.335754919465575e-07,0.00017353326674636463,4.686406832478454e-07,0.007247503765124858,3.9478459149561975e-07,6.341693945029901e-07,0.068672504297049
4-11C-rep1,0.06353408556924797,0.7551630365221699,5.298915098410416e-07,2.063766988749561e-06,4.154761947356681e-06,1.0982594566311126e-06,1.385928698012726e-06,8.339474756829257e-06,7.791766651545484e-07,0.15683416362725738,7.070197244515031e-05,1.0543898803821806e-06,0.024378606658976697
4-11C-rep2,0.011890868458670323,0.8098476644994893,6.245101818090436e-07,2.43227806715024e-06,4.896645994376058e-06,1.2943672434758357e-06,1.6334033799294918e-06,9.828590947119924e-06,9.183082796759741e-07,0.1722082163126733,7.735861866418349e-07,1.242664212703886e-06,0.006029606374674194
