,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,11_9,11_10,11_11
4-7B-rep1,6.202431721068773e-07,0.8538882126278036,1.6307940855333215e-06,0.09205363805687561,0.011622813060274443,2.313367226379917e-06,4.385653108693774e-06,0.04233599490446899,8.551819674905339e-05,2.243724877642472e-06,2.6293713579447843e-06
4-7B-rep2,2.6197039812923703e-07,0.8763032527242348,6.887940005897443e-07,0.06195422216525862,0.02242940430349626,9.77090535725312e-07,1.852356208998717e-06,0.03923533342236537,2.9123256345236576e-07,9.476758889450331e-07,7.276826504916041e-05
4-7C-rep1,3.8609789561349457e-07,0.8868679754043598,1.0151601709125323e-06,0.0737781496189099,7.998821213571507e-07,1.4400581224497592e-06,0.03163314826622235,0.001641004956391462,0.006073047080733472,1.3967061509935137e-06,1.6367689218414232e-06
4-7C-rep2,1.1964165191682866e-07,0.8526931227155519,3.1457161820361e-07,0.05737150001766385,1.6610868139952333e-05,4.462363938875458e-07,0.05169158055136325,1.2513959095043807e-06,0.0231701488866234,4.3280275040540525e-07,0.015054472312333731
4-8A-rep1,6.9387796605348e-07,3.1299690273447853e-06,1.824400709286517e-06,0.24874775700449794,1.4375125732502023e-06,0.7050107297492181,4.906314483945958e-06,7.257640081885296e-06,7.71384325175462e-07,2.5100981751942274e-06,0.046218982048941794
4-8A-rep2,8.202078906558539e-07,3.699822475035552e-06,2.1565576811522575e-06,0.23996625714202566,1.6992312959624116e-06,0.7296036095446168,5.799575790912803e-06,0.00012075619859502211,9.118253370051392e-07,2.967095700307171e-06,0.030291322798591504
4-8B-rep1,4.0671559334684663e-07,0.7613994236527275,1.0693699083718758e-06,0.15459192760448517,8.425959718800846e-07,0.08399555256743348,2.8758293303847443e-06,4.254055520728738e-06,4.5214583667586026e-07,1.4712905130702372e-06,1.724172679471983e-06
4-8B-rep2,4.679574193236596e-08,0.7445562814266885,1.2303919269633809e-07,0.13233604149295966,9.69471156217159e-08,0.11591885374826832,3.3088617546917257e-07,0.00718780597852094,5.20228391411423e-08,1.6928323448483525e-07,1.9837926323763957e-07
4-8C-rep1,9.107238253614139e-07,0.12007684490320929,0.048330425535032445,0.20167876119660538,1.8867538872313035e-06,0.562875489638027,0.06701798772036409,9.525746690105252e-06,1.0124519264436241e-06,3.2945363939822806e-06,3.860794038681619e-06
4-8C-rep2,7.796280749040162e-07,0.11899951097831338,2.049861910047944e-06,0.13746076797921694,1.6151617646942185e-06,0.6343283285571618,0.10919180123081565,8.154546249059529e-06,8.667127447037672e-07,2.8202985307014783e-06,3.3050452180536333e-06
4-9A-rep1,7.742618439335093e-07,3.4925674385515274e-06,2.0357525766092835e-06,0.03485703631573409,1.6040445007537842e-06,2.887822155797339e-06,5.474697691964029e-06,0.017798174956045885,0.008790005703413333,2.800886231672369e-06,0.9385357129923673
4-9B-rep1,9.801928449873065e-07,4.421488209352906e-06,2.5772032102466014e-06,0.23247924819632515,2.030673414942447e-06,3.6558983719614287e-06,6.9308071270427945e-06,0.013147920309964863,1.0896806546153873e-06,3.5458400351502802e-06,0.7543475997098418
4-9C-rep1,1.800628493159017e-07,8.122338060966548e-07,4.7343597300906784e-07,0.18012331085099803,3.730376557985633e-07,6.715938409785738e-07,1.2731993359637771e-06,0.06760195315338836,2.0017591897133725e-07,6.513759646509404e-07,0.7522701008802687
5-10A-rep1,5.101149751091363e-07,2.3010444928197836e-06,1.3412360212271864e-06,0.13542929119703728,0.08107006846273787,0.6354378390505993,3.6069519617269237e-06,5.335564855559402e-06,5.670949577409271e-07,1.8453369768222376e-06,0.14804729394538452
5-10B-rep1,4.577413381721334e-07,0.03574884421656807,1.20353097069901e-06,0.21098558498551045,0.017530017024203186,0.5839701108416387,3.236625267333605e-06,4.787761026551804e-06,5.088711711932492e-07,1.6558757503020058e-06,0.15175359252655524
5-10B-rep2,8.111990839961218e-07,0.026963318668445244,2.1328709897397597e-06,0.18540826501213437,1.6805676786162644e-06,0.619853303502075,5.735875773387955e-06,0.0030040024846444604,9.01810244170619e-07,2.934506411896868e-06,0.16475691350251914
5-10C-rep1,4.887031573222308e-07,0.00661920266315799,1.2849383183620499e-06,0.23548300980284745,0.1000580458962529,0.5568322473608331,3.4555519794893995e-06,5.111607222374819e-06,5.432914340344847e-07,1.7678798915941407e-06,0.10099484230490528
5-11A-rep1,7.122633748717264e-07,3.2129025732584587e-06,1.8727411301234942e-06,0.17808944083304534,1.475601772840865e-06,0.10082612657602442,0.05845342471757497,7.449942887982567e-06,7.918233892013757e-07,2.5766072493868543e-06,0.6626129159909776
5-11B-rep1,4.966366140532771e-07,0.053729648985044766,0.005978564924098398,0.09822886848457696,0.05664914378936869,0.010665826011471759,3.5116483473978316e-06,0.08660752852237308,5.521110600583425e-07,1.7965791099550343e-06,0.6881340623079348
5-11C-rep1,6.265144459608346e-07,2.8261033019894894e-06,1.6472830317559026e-06,0.225712585437535,1.297955025887318e-06,2.336757664282066e-06,0.1140529941697339,6.553049062427003e-06,6.96496281412297e-07,2.266411162302142e-06,0.660216169822755
5-11C-rep2,5.592362705038891e-07,0.010633931186062878,1.4703897493228734e-06,0.10724500471596779,1.1585742876938843e-06,2.085825234628626e-06,0.12880461630303913,5.849350708075734e-06,6.217031153040474e-07,2.023032882969576e-06,0.7533026796826816
5-12A-rep1,3.2147230156475145e-07,0.009190498168827489,0.3669472333339366,0.538512126593284,6.659967574404768e-07,1.199019223545228e-06,2.273085883279104e-06,0.004663836586276036,3.573808458215485e-07,1.1629235643879458e-06,0.08068032543909993
5-12A-rep2,5.345030009511674e-07,2.411054853802709e-06,0.3791828468021898,0.4734227795414599,0.017253241550597535,1.9935757141863003e-06,3.7793962967216787e-06,0.0255182806587286,5.942071327585539e-07,1.93356047166939e-06,0.10461160514955406
5-12B-rep1,6.116816289377188e-07,2.759194911549193e-06,0.4805316519356683,0.337824271764647,1.2672257593439194e-06,0.01765406402698069,4.325115629034803e-06,6.397904710508009e-06,6.800066346594189e-07,2.2127535614498277e-06,0.16397175838986844
5-12B-rep2,6.06405654338618e-07,2.7353958605746148e-06,0.5857796872342296,0.26408293560953033,1.256295480255375e-06,2.2617564041425623e-06,4.2878099472594805e-06,8.927887973121617e-05,6.741413322505275e-07,2.193667764146166e-06,0.1500340828040659
5-12C-rep1,5.97486078241758e-07,2.695161124373084e-06,0.6155701379455352,0.1268376270890812,0.0009001166481109944,2.2284883958135293e-06,8.594099826556672e-05,6.249425867316873e-06,6.64225437057226e-07,2.1614012666068727e-06,0.2565915811308377
5-12C-rep2,4.85716424060475e-07,0.028168460001734754,0.6517448273376042,0.0973975812135587,0.011493375459820244,1.8116127790961516e-06,3.434433204461593e-06,0.0010015285636729087,5.399710818482026e-07,1.7570754071215106e-06,0.21018619861471258
5-1A-rep1,2.941220000112909e-07,0.9713013163544154,7.733296223388226e-07,0.0286881159566932,6.093349173349303e-07,1.0970087636308369e-06,2.0796957091894853e-06,3.0763790186150507e-06,3.2697550808304554e-07,1.0639840600672943e-06,1.2468592922097705e-06
5-1A-rep2,1.556960762680849e-07,0.9731815452239745,4.0936886004927367e-07,0.026216627172619866,3.2255681573817856e-07,5.807112698895953e-07,1.1009052765177199e-06,0.0005978620124151878,1.7308737069086756e-07,5.63229351622472e-07,6.600359695908853e-07
5-1B-rep1,2.903494781946152e-07,0.5972819504118555,7.63410599376777e-07,0.35291106645523973,6.01519353489927e-07,1.0829381075978885e-06,2.0530207327012835e-06,3.0369201989291955e-06,3.227815945447364e-07,0.0030190231242190136,0.046779809068620996
5-1B-rep2,2.485332637543389e-07,0.6330173489335456,6.534639877003409e-07,0.3100046402343058,5.148883650965142e-07,6.890917010436247e-05,1.7573441027903904e-06,2.5995420880193166e-06,2.762944974823131e-07,0.004045839791697673,0.05285721180404188
5-1C-rep1,4.148616896105647e-07,0.74374067663019,1.0907882910393233e-06,0.19746249794098344,8.594723051474515e-07,1.5473405905713096e-06,2.9334292428212456e-06,0.0007986895248893526,4.612018541265112e-07,0.031208118312481988,0.026782710497482067
5-1C-rep2,5.212056429528769e-07,0.797808699553468,1.370396512366088e-06,0.1558382164655691,1.0797859301616291e-06,1.9439795661365067e-06,3.685372529810194e-06,5.4515680714208555e-06,5.794244562247133e-07,0.027802499816523576,0.018535952431730177
5-2A-rep1,2.124235022718398e-07,9.582073726487496e-07,5.58521248942499e-07,4.975840832914012e-06,4.400794812759297e-07,7.922917822686422e-07,1.5020170071901764e-06,2.221850815052012e-06,2.3615126573819177e-07,7.684403764160105e-07,0.9999873341763152
5-2A-rep2,8.170001827217579e-07,3.685353033759599e-06,2.148123713053467e-06,1.9137538107637388e-05,1.6925858615889816e-06,3.0472265260652297e-06,5.776894534744899e-06,8.545441076265607e-06,9.082593272150085e-07,2.9554918416665436e-06,0.9999512860857951
5-2B-rep1,3.330855361429886e-07,1.5024939003521162e-06,8.757757388501823e-07,7.802246897673204e-06,6.900559890907771e-07,0.005422292335676944,0.37697032800916186,3.4839194441595624e-06,3.7029128188740185e-07,1.2049343506487232e-06,0.6175911168520224
5-2C-rep1,3.487504549958029e-07,0.27965191489322777,9.631192885257959e-05,0.0457977526856426,7.225091276994891e-07,0.012927318603134123,0.19441740591506357,9.904273282099511e-05,3.877059764725808e-07,1.2616020734338335e-06,0.46700753267362577
5-3A-rep1,4.719657954125565e-08,2.1289598371446064e-07,1.240931077271415e-07,0.0834439214162549,0.916554267710577,1.760326033692473e-07,3.337204423898982e-07,4.936542218723572e-07,5.246845042088495e-08,1.7073326143459671e-07,2.0007851761946775e-07
5-3B-rep1,2.1969992639420089e-07,9.910301213841652e-07,5.776530184745524e-07,5.146284912210432e-06,0.9999864241062981,8.194312041065819e-07,1.5534675890063488e-06,2.2979588195525823e-06,2.442404684307663e-07,7.947627843969985e-07,9.313648578205509e-07
5-3B-rep2,3.257692042553817e-07,1.469491134271748e-06,8.565390405571906e-07,7.630868012737403e-06,0.9999798697789258,1.215045702040238e-06,2.3034686839134175e-06,3.4073940230370545e-06,3.621577137212578e-07,1.1784675766356367e-06,1.3810199829526946e-06
5-3C-rep1,1.9209779936638533e-07,8.665214802216925e-07,5.050792481705648e-07,4.499728437661188e-06,0.9999618571207345,7.164814919354323e-07,2.763089759471469e-05,2.009253437247758e-06,2.1355517624335327e-07,6.949123033706862e-07,8.143522964750373e-07
5-3C-rep2,2.5407782247290326e-07,1.1461031388538146e-06,6.680421950418462e-07,5.95155804455516e-06,0.9999842997966978,9.476530075489593e-07,1.7965489054773873e-06,2.657535587684815e-06,2.824583849304784e-07,9.191245575557051e-07,1.0771016580963084e-06
5-4B-rep1,3.071057096526346e-07,0.1092482345181852,0.021295752700826738,7.193691440766673e-06,0.0664475856597952,1.1454350740069578e-06,0.6811884077834516,8.721591130051439e-05,0.017557120714333758,1.1109525292685148e-06,0.10416592552735332
5-4C-rep1,4.063539371130547e-07,1.8329955691451414e-06,1.068419012217613e-06,9.518497206184857e-06,8.418467257464638e-07,1.5156085914409748e-06,0.8375290728449467,0.02645829612523163,4.517437833415602e-07,1.4699822244418319e-06,0.13599552558277211
5-4C-rep2,5.065807239376811e-07,2.285102068873929e-06,1.3319434789366845e-06,1.1866224896859776e-05,1.0494873675963935e-06,1.8894319147318341e-06,0.834175997606218,0.02279954483968305,5.631659297442615e-07,1.8325518505462088e-06,0.14300313306586768
5-5A-rep1,4.882136862487461e-07,2.202251392093669e-06,1.283651360975696e-06,0.004885749820787589,1.0114362276223515e-06,1.8209270041643616e-06,0.0004040806248231852,0.010688534056263202,0.9597729669485869,1.7661092337717684e-06,0.02424009596063422
5-5A-rep2,4.3776264662134826e-07,1.9746750758586485e-06,1.1510013605671622e-06,1.0254219655014947e-05,9.069164023129845e-07,1.6327559982436299e-06,6.296675391119735e-05,0.030060019178621306,0.969857217344166,1.583602988148136e-06,1.855789174904348e-06
5-5B-rep1,2.5735088412637524e-07,0.005210325188577765,6.766479964857165e-07,6.028226744815781e-06,5.331559002699433e-07,9.598607897537076e-07,1.8196922686952934e-06,2.6917702868810267e-06,0.775461828831033,9.309648327706771e-07,0.2193139483106855
5-5B-rep2,5.383994646921209e-07,2.4286311588909386e-06,1.4156039149801735e-06,1.2611551980749186e-05,1.1154065091994146e-06,0.009280039591124365,3.8069476492990516e-06,5.6314074321160315e-06,0.7850987863657211,1.9476558991139384e-06,0.20559167843914553
5-5C-rep1,5.879727850237323e-07,2.652248228190739e-06,0.018899107313099243,0.06716042698382688,8.163326270937236e-05,0.5965218109637176,4.1574736948854765e-06,6.14992125476581e-06,0.12046255546950181,2.1269870019740433e-06,0.1968587914041802
5-6A-rep1,1.4634417766675576e-07,6.601344412684289e-07,0.6773688587430404,0.1682497238882289,3.0318241205213404e-07,5.458307960663137e-07,1.034779303645195e-06,4.156074087052062e-05,1.6269086245077218e-07,5.293989307671879e-07,0.1543364742669362
5-6B-rep1,2.3210716347791416e-07,0.0006676826184646059,0.9320841871272378,5.436913944518641e-06,4.808582807992284e-07,8.657074017822282e-07,0.0359364756432006,6.591683953060002e-05,2.5803359729973295e-07,8.396458685798884e-07,0.0312376245053099
5-6B-rep2,5.332555708927678e-07,2.4054279026130398e-06,0.9591256182213725,1.2491060620173463e-05,1.1047498629679592e-06,0.006128248078730636,0.013496127049644101,5.5776047007402546e-06,5.928203644204913e-07,1.9290479030817458e-06,0.021225372683327703
5-6C-rep1,4.717094111028789e-07,2.1278033298225015e-06,0.5810159944152427,0.0034303012227183695,9.772441878181415e-07,0.23199477024620996,0.10774202509224505,4.933860558354868e-06,5.243994817014608e-07,1.7064051460887887e-06,0.07580616760146903
5-6C-rep2,8.255793393242505e-07,3.7240521937852e-06,0.661326830567121,1.9338497593184417e-05,1.710359369449606e-06,0.22514929261283634,0.07283397578888026,8.635175055254964e-06,9.17796777963053e-07,2.986526874318038e-06,0.040651763043959024
5-7A-rep1,4.41542965071135e-07,0.08074130557397478,1.1609408830747673e-06,0.07332188129671308,0.004892376544354103,0.0003035889419213432,0.022890332221830158,4.6183335945960274e-06,4.908634353740506e-07,1.597278260900249e-06,0.8178422064620675
5-7A-rep2,9.060965461339596e-07,0.06506414668518885,0.0003741541513495206,0.13336336540233967,1.877167515571114e-06,3.37953587887485e-06,0.0280132134194557,9.477347506337743e-06,1.0073077788573133e-06,3.277797247168024e-06,0.7731651950891933
5-7B-rep1,2.2504189153326903e-07,0.194365719327895,0.025054094346159846,5.27141592635294e-06,4.662210999825133e-07,8.39355529972526e-07,1.591239880701405e-06,2.353833284813159e-06,2.5017913254103913e-07,8.14087301968569e-07,0.7805683749518972
5-7B-rep2,3.440408191322105e-07,0.18054529806817124,0.028185867819233327,8.05886513365417e-06,7.12752137132617e-07,1.2831947070272819e-06,2.4326647286086283e-06,3.5985065975508035e-06,3.8247027299128683e-07,1.2445650021253588e-06,0.7912507770531972
5-7C-rep1,2.8973968078651435e-07,0.9618618518369365,7.618072701484577e-07,6.786906906035558e-06,6.002560312860732e-07,1.0806637007167291e-06,2.0487089401354315e-06,0.038123981564291046,3.2210368259889816e-07,1.0481310541680087e-06,1.2282815066424467e-06
5-7C-rep2,3.6176078440878177e-07,0.94590031589239,0.007867772531221943,8.473940329374028e-06,7.494627319761271e-07,1.3492861833496466e-06,2.5579601357908766e-06,0.046165697868312414,4.021695632494055e-07,1.3086668394530457e-06,5.101046150819645e-05
5-8A-rep1,2.931550158302972e-07,1.3223739110471767e-06,7.707871484284494e-07,6.866908240102582e-06,6.073316084156133e-07,0.9194337810199044,4.216673094903411e-05,3.066264814830133e-06,3.2590051150381464e-07,1.0604860022719745e-06,0.08050973904189418
5-8A-rep2,4.840443635992974e-07,2.183444265486084e-06,1.2726890368048314e-06,1.1338329721430974e-05,1.002798608294838e-06,0.920397052804251,3.42261029775457e-06,5.06287841167471e-06,5.381122517749061e-07,1.7510267413362464e-06,0.07957589126205075
5-8B-rep1,5.938947946088509e-07,0.4170122860825195,1.5615167760528772e-06,1.3911483135647137e-05,1.2303766313459636e-06,0.20834456847618288,8.542443643809272e-05,0.0001686620407905477,6.602330060575215e-07,2.148409825842676e-06,0.37436895304989937
5-8C-rep1,6.434406125603432e-07,0.29207925659308626,1.691786693581742e-06,0.1443372235396132,0.0010573487636938634,0.13974848315815797,0.010300703169254598,0.08035192783776866,7.153131054634054e-07,2.3276414390554252e-06,0.3321196787565747
5-9A-rep1,2.8036294425426287e-07,1.2646709866319646e-06,7.371531874175558e-07,0.24134585574396633,5.808301706584031e-07,1.0456905870096878e-06,1.9824073417117327e-06,2.93246570901818e-06,3.1167956202418395e-07,1.0142107822897294e-06,0.7586439947847626
5-9A-rep2,4.6694968033578105e-07,2.106332969603039e-06,1.2277422971809016e-06,0.14951471793324556,9.673834152360335e-07,1.7416170551108223e-06,3.301736172623762e-06,4.884075993223411e-06,5.191080877022001e-07,1.6891868568543566e-06,0.8504683779342265
5-9B-rep1,2.1005567840368135e-07,9.475265098283087e-07,5.522955727344713e-07,0.2341720846302513,4.3517404148933564e-07,7.834603329584772e-07,1.4852744543089348e-06,2.1970844811242576e-06,2.3351895529452366e-07,7.59874791887581e-07,0.7658203111049305
5-9B-rep2,3.540531118521767e-07,1.5970751750992197e-06,0.00014619903603310203,0.1924885664780421,7.334946846354203e-07,1.3205383020572983e-06,2.503460256342234e-06,3.7032305122894283e-06,3.93600941554201e-07,1.2807843935967988e-06,0.8073533482485474
5-9C-rep1,3.1580721631634037e-07,1.4245542502295497e-06,8.303461669525401e-07,0.03732523502850047,6.54260354684466e-07,1.1778897325041491e-06,2.2330288542814063e-06,0.011837895184913981,3.510829689970951e-07,1.1424301623200952e-06,0.9508287403868793
5-9C-rep2,6.026073310825908e-07,2.7182622510224526e-06,1.584424489656728e-06,0.04254111973718308,1.2484264633605698e-06,2.247589514556592e-06,4.260952532386158e-06,0.007423803719154224,6.699187352450145e-07,2.179927359146741e-06,0.9500195644349861
