,16_1,16_2,16_3,16_4,16_5,16_6,16_7,16_8,16_9,16_10,16_11,16_12,16_13,16_14,16_15,16_16
3-3A-rep2,4.896557304133243e-07,2.3743318412767985e-07,4.74691027735999e-07,1.8103895655103687e-06,1.4209478593495604e-06,6.045695875438652e-07,6.231436722211232e-07,9.090346286778609e-07,0.01542575796673083,0.0213590243600748,0.4441544549765304,0.0019665571149246183,2.38723693260751e-07,2.769344579466121e-07,1.4552526171178213e-06,0.5170856648057155
3-3B-rep1,1.5586083268529833e-06,7.557663780228668e-07,1.5109746349485298e-06,5.762596200539497e-06,4.522976099425387e-06,1.924387145459415e-06,1.9835097519021287e-06,2.893520597541177e-06,1.0791048060125467e-06,2.3935532503407553e-06,1.9779816778968727e-05,0.2305153361497313,0.6370048287781143,8.815016864680841e-07,4.6321705349998524e-06,0.132430156585963
3-3B-rep2,9.652639332510557e-07,4.680547473669878e-07,9.357638439657643e-07,0.08728125062412909,2.8011307424149806e-06,1.1917949321331582e-06,1.2284102373741977e-06,1.7919903447230808e-06,6.683019277491901e-07,1.4823548578973408e-06,0.06777306310958046,0.4365371642296634,4.7059874275867485e-07,5.459240595523149e-07,0.037940152545985505,0.3704558199022724
3-3C-rep1,1.6207806941913723e-06,7.859136472674213e-07,1.5712469101728553e-06,5.992464244762093e-06,4.703396110451515e-06,2.001150308113853e-06,2.0626312956472036e-06,3.008942171000084e-06,1.1221499375187393e-06,0.039646681282933874,0.009225876625454783,4.301106722503628e-06,0.596627472956888,9.166644953125366e-07,0.35447053590212574,1.3467860606345204e-06
3-3C-rep2,5.652583344468416e-07,2.740927510214848e-07,5.479830890336268e-07,2.0899128243358257e-06,1.6403415102152374e-06,6.979148346202221e-07,7.193567488395838e-07,1.0493891284131664e-06,3.913574532043229e-07,0.12298112519768113,0.1866820434626457,1.5000403391733935e-06,2.7558251413021527e-07,3.1969300209701207e-07,0.6903262907163086,4.6970083504746163e-07
3-4A-rep1,1.5298972697930876e-06,7.4184443802709e-07,1.4831410360817415e-06,5.656443663384193e-06,4.439658550921493e-06,1.888938092489081e-06,1.9469716039373302e-06,0.025490956903821534,1.0592266627194267e-06,0.032094205469190604,0.00013527052946274423,4.059927080467826e-06,0.8742431481597929,8.652635817547075e-07,0.0680114763591807,1.2712665720565743e-06
3-4A-rep2,1.0199107700309697e-06,4.945529003615586e-07,9.887405815027317e-07,3.7708857491713904e-06,2.959712172018792e-06,1.2592664504276993e-06,1.2979546712105168e-06,0.0329813009542491,7.061367469187086e-07,0.17972775195150661,0.3550629113787485,2.706563006985135e-06,4.972409198860754e-07,5.768306561306251e-07,0.43221091042705967,8.474938115264489e-07
3-4A2-rep1,8.569021349990106e-07,4.1551030604069834e-07,8.307137645228779e-07,3.16819877213787e-06,2.48667212241366e-06,1.0580024661092219e-06,1.0905072890429995e-06,0.0481506633991252,5.932774746731263e-07,0.16385092276913119,0.31648395685349096,2.2739828692312757e-06,4.17768709164932e-07,4.846379068594438e-07,0.4715000687624845,7.120419529185003e-07
3-4B-rep1,1.596097183562032e-06,7.739446573012942e-07,1.5473177691437419e-06,0.11047945456085513,4.631766229677146e-06,1.9706739980996347e-06,2.0312186673422256e-06,2.9631177998639223e-06,1.105060272020054e-06,0.10237783372267537,0.23426286652620176,0.025870034748607232,7.781512413658107e-07,9.027042489357899e-07,4.743587094533522e-06,0.5269867668024987
3-4B-rep2,1.5621114500037973e-06,7.574650361461712e-07,1.514370696763924e-06,0.08127414551326591,4.533141926215539e-06,1.928712391927204e-06,1.9879678821533532e-06,2.9000240652937656e-06,1.081530198564972e-06,0.08588425714935773,0.2990684986140116,0.023308175812218782,7.615820493207199e-07,8.834829468733734e-07,4.642581786858388e-06,0.5104423699407159
3-4B2-rep1,1.213109167515922e-06,5.88234456267167e-07,1.176034511018612e-06,0.15066398769717104,3.5203608733099603e-06,1.4978052200710556e-06,1.5438220253501008e-06,2.252109335486983e-06,8.398979463477422e-07,0.0905812955739926,0.1568298895690365,0.022510279083883318,5.914316586337565e-07,6.860978211211923e-07,3.6053500065995104e-06,0.5793970338228948
3-4C-rep2,1.343846061837527e-06,6.516285414860621e-07,1.3027758659623193e-06,4.968562066963319e-06,3.899750510938592e-06,1.6592238359832198e-06,1.7101998768940453e-06,2.4948193801214427e-06,9.304138306497678e-07,0.2100469013671883,0.13852045743911792,3.5661982841319194e-06,0.5551336925926176,7.600386507976174e-07,0.09627454447665945,1.1166675110381576e-06
3-4C2-rep1,9.254208050155869e-07,4.487348860542866e-07,8.971383887416478e-07,0.018854853068043805,2.685508675196059e-06,1.1426013005515533e-06,7.125737638066055e-05,1.7180224913287765e-06,6.407164783295271e-07,0.4408025526517653,0.3051386323823561,2.4558125968936827e-06,4.511738731356765e-07,5.233899923792972e-07,0.23512004702449477,7.689774717103139e-07
3-5A-rep1,8.873629112030792e-07,0.016127865669329264,8.602436081739268e-07,0.04932635405077428,0.9343858628970055,1.0956118674949973e-06,6.832691961012427e-05,1.6473688846796487e-06,6.143670386324388e-07,1.362722336169264e-06,7.845889602788608e-05,2.354817401486957e-06,4.326193655411707e-07,5.018655997521344e-07,2.6372349360060313e-06,7.373533037599631e-07
3-5A-rep2,6.787081748102742e-07,0.024516591189908375,6.57965711463358e-07,0.042353452676725786,0.9331104353155186,8.379894195485789e-07,8.637348205049446e-07,1.260006154014567e-06,4.6990461984542863e-07,1.0422914659580203e-06,8.613275774832812e-06,1.801105050027179e-06,3.308931399622463e-07,3.838567973795801e-07,2.01711485499861e-06,5.639718638981062e-07
3-5B-rep1,1.3973128142782406e-06,0.20115462284883318,1.3546085845222857e-06,0.015030868627002909,0.274487660427441,1.7252383242505313e-06,1.7782425166269048e-06,2.5940791792675263e-06,9.674316166622118e-07,2.145851892830255e-06,0.2629675245835549,0.0391551861269208,6.812371528532987e-07,7.902778273979529e-07,0.20718954201068426,1.161095654310481e-06
3-5B-rep2,9.687336926455083e-07,0.19344984469275,9.391275616773065e-07,0.03734363925553491,0.2396687603767283,7.4555720606298e-05,1.2328259083783089e-06,1.798431873427494e-06,6.707042208550026e-07,0.0001482069666066499,0.29000295722925523,0.03352792697406318,4.722903675593705e-07,5.478864504270153e-07,0.205776673816109,8.049682714001576e-07
3-6A-rep2,1.5418656784555553e-06,7.476478978891288e-07,1.4947436700457216e-06,0.02160656187486185,0.024757893689094368,1.9037152827458289e-06,1.962202791200834e-06,2.862438254940606e-06,1.0675130083557728e-06,0.19265869729157822,0.03726645770133304,0.3173616089273977,7.517115524456398e-07,8.720325513787867e-07,0.4063342954333384,1.2812117089972822e-06
3-6C-rep2,1.1596310356093342e-06,5.623030061663725e-07,1.124190760768388e-06,4.2874693306193034e-06,0.0773690785855202,1.4317766817711138e-06,1.4757649039279394e-06,2.152828410623599e-06,8.028722817450822e-07,0.10142902147286392,0.1788076705624459,0.033636525966252585,5.653592645730358e-07,6.558522086394451e-07,0.6087425217708097,9.635942233486522e-07
3-7A-rep2,1.7215713958179338e-06,8.347868774396831e-07,1.6689572784370208e-06,0.03507590875239454,4.995883919381496e-06,0.4984068294122586,2.1908991459678823e-06,0.0417216122810668,1.1919325305234912e-06,0.17782739296716438,0.15112073668940237,0.059714051797113046,8.393241542885861e-07,9.73668664951171e-07,0.025688016482824698,0.010431034593808798
3-7B-rep2,1.6030725625576174e-06,7.773270060466487e-07,1.5540799688252763e-06,5.926992496463807e-06,4.652008308420026e-06,0.8986998787650857,2.040095645619952e-06,2.976067430923661e-06,1.1098896860994036e-06,0.03460044932192948,0.033647160005128636,0.03302408778409737,7.81551974028153e-07,9.066493121325059e-07,4.7643178608826586e-06,1.3320715067595307e-06
3-7C-rep2,9.774096859835088e-07,4.7394420105000614e-07,9.475384020666748e-07,3.613747755468236e-06,2.83637689654617e-06,1.2067910860915131e-06,1.2438671155224466e-06,0.1589155656552175,6.767110578176106e-07,1.5010070782337334e-06,0.523310131248945,0.2433693444387774,4.76520207105218e-07,5.527933296137032e-07,0.07438963977266543,8.121775791934039e-07
3-8A-rep1,1.1003955534849426e-06,5.335798272866715e-07,1.0667656146063495e-06,4.0684597447303505e-06,3.1932735778305837e-06,1.3586396412514897e-06,1.4003808870276897e-06,2.0428590971795444e-06,7.618605071089449e-07,0.021667501910291778,0.5690748508560812,0.29724119524390824,5.364799679846359e-07,6.223504131647397e-07,0.11199885257232699,9.143725600440444e-07
3-8A-rep2,8.288272150202464e-07,4.018968277728937e-07,8.034968613180975e-07,3.064398205688479e-06,2.4052006007558595e-06,1.023338840754401e-06,1.054778699247647e-06,1.5386987077799613e-06,5.738397618394775e-07,1.2728291260243688e-06,0.6468027502813603,0.2686359454762923,4.040812382153461e-07,4.687595820216018e-07,0.08454677538355408,6.887131268679818e-07
3-8B-rep1,8.977389741019138e-07,4.3531201596805384e-07,8.703025611389897e-07,0.03617048759316745,2.605177871456751e-06,0.9227397866617838,1.1424769001389544e-06,1.6666318073792735e-06,6.215509212979631e-07,0.04106335181356968,1.1392927983984881e-05,2.3823526220428532e-06,4.3767804637111784e-07,5.07733986816824e-07,2.668072505651468e-06,7.4597528261651e-07
3-9A-rep2,0.8967122577570505,1.2681012542859797e-07,2.535266036556283e-07,0.018379215819158277,0.026399687574843757,3.228931352136791e-07,3.3281332398719886e-07,4.855041459562343e-07,1.8106311656657688e-07,4.016145686313607e-07,0.03733413696118324,6.939997604811673e-07,1.2749937038663845e-07,1.4790726695062933e-07,0.02117141094734617,2.173090006368573e-07
4-10A-rep1,8.344838544054139e-07,4.046397220499578e-07,8.089806242897072e-07,3.085312330210453e-06,2.4216157862141843e-06,1.0303229970249474e-06,0.9999711492144919,1.5492001290105876e-06,5.777561445773646e-07,1.2815160214766158e-06,1.0590176801168622e-05,2.2144909109955576e-06,4.068390408133705e-07,4.7195880601640423e-07,2.480078834247418e-06,6.934135055813281e-07
4-10A-rep2,7.008617251018127e-07,3.3984659157092915e-07,6.794422119977534e-07,2.5912752066005253e-06,2.033853391530453e-06,8.653420306394002e-07,0.999975768960424,1.301133711831905e-06,4.852426635206533e-07,1.0763126510070984e-06,8.894419637739708e-06,1.8598944867645144e-06,3.4169374335755363e-07,3.963861747778626e-07,2.0829550158254817e-06,5.823803338614625e-07
4-10B-rep1,7.004899442272088e-07,3.3966631569264944e-07,6.790817933719786e-07,2.589900632232793e-06,2.0327745085416446e-06,8.64882999127962e-07,0.8468842994748252,1.300443509168475e-06,4.849852604761188e-07,1.075741707489416e-06,0.15310037204073834,1.8589078824541423e-06,3.415124876344883e-07,3.961759067699779e-07,2.0818500862654723e-06,5.820714029238462e-07
4-10B-rep2,8.623300026796444e-07,4.181422693291679e-07,8.359757474380175e-07,3.1882670658422975e-06,2.502423427836184e-06,1.0647041618540126e-06,0.9105064855744442,1.6008958643698097e-06,5.970354669792489e-07,1.324279323560233e-06,0.08947464447298321,2.2883869389821692e-06,4.204149778365103e-07,4.877077445036871e-07,2.562837347291917e-06,7.165522340178773e-07
4-10C-rep1,1.0431959012077343e-06,5.058438186429869e-07,1.0113140799072859e-06,3.856977171972408e-06,3.0272840500653704e-06,1.2880162051575346e-06,0.9998849349012471,1.9366692551359844e-06,7.222582423121111e-07,1.6020349032264934e-06,9.22373447393758e-05,2.768355348538616e-06,5.0859320715102e-07,5.900000214216427e-07,3.1003692412987414e-06,8.668425674693736e-07
4-10C-rep2,8.313317806696737e-07,4.0311128715744614e-07,8.059248832288293e-07,3.0736582617569163e-06,2.412468681117444e-06,1.0264311852887389e-06,0.9997823945176189,1.543348376442482e-06,5.75573801612464e-07,0.0001901403495651239,1.0550174807150902e-05,2.206126173197775e-06,4.0530229849241184e-07,4.701760885330857e-07,2.470710898229571e-06,6.907942931335238e-07
4-11A-rep1,0.023197305312832612,2.5609283993671874e-07,5.119965595037468e-07,1.952666418246055e-06,1.5326188461809348e-06,6.520821560065564e-07,6.721159609344561e-07,0.7239004061243047,3.6565666639480183e-07,0.08246935336323367,0.1291087657423529,0.039395928286333835,2.5748476899695803e-07,2.986984825749796e-07,1.569619583346178e-06,0.001920172138660051
4-11A-rep2,0.009222327635487458,2.5785633223993785e-07,5.1552224179999e-07,1.9661127613776405e-06,1.5431726810311261e-06,6.565724879637803e-07,6.767442485674549e-07,0.793478129810392,3.681746310398397e-07,0.08440642417933533,0.08215724446413125,0.030727307436659614,2.5925784632483055e-07,3.007553634902538e-07,1.5804282106193848e-06,4.418771898344764e-07
4-11B-rep1,1.1783606761322929e-06,5.713849752126228e-07,1.1423479919754325e-06,4.356717873345235e-06,3.4195230981541055e-06,1.4549018498075458e-06,1.4996005424182846e-06,0.9686387655285683,8.158397763715357e-07,1.809607313034856e-06,1.4954211312664816e-05,0.031324309804911625,5.744905964075734e-07,6.664451263234312e-07,3.5020777892311207e-06,9.79157598990661e-07
4-11B-rep2,5.563281167072993e-07,2.697625044805871e-07,5.393257937680097e-07,0.0017293564562455975,1.6144266214630584e-06,6.868888469310456e-07,7.079920116777102e-07,0.974492889932658,3.8517460359711193e-07,8.543525329993385e-07,0.00021770647617251883,0.023551731330164093,2.7122873160916373e-07,3.1464234128485775e-07,1.6534023754427104e-06,4.6228027974769153e-07
4-11C-rep1,9.249670553062148e-07,4.485148636352652e-07,8.966985063865595e-07,3.419853177157173e-06,2.6841919241847544e-06,1.142041063516419e-06,0.085246319247071,0.6976530035466268,6.404023240396555e-07,0.08951932649270977,0.11334504985077107,0.014221652513329434,4.509526548394139e-07,5.231333652798811e-07,2.748994128682835e-06,7.686004288532578e-07
4-11C-rep2,1.0901305622712035e-06,5.28602351485738e-07,1.056814338788873e-06,4.030507298084373e-06,3.1634852666040565e-06,1.3459656314957104e-06,0.07132692498705846,0.7326572863224781,7.547535250907055e-07,0.07859184987795184,0.11740378192468275,2.8929070457188645e-06,5.314754383495708e-07,6.165448448827061e-07,3.239858650089071e-06,9.058428760906599e-07
4-12A-rep1,3.662791007037936e-07,0.008765179578945386,3.55084995338533e-07,1.3542328227608653e-06,1.0629172125285005e-06,4.522385649433923e-07,4.6613261051340816e-07,0.09941133525326767,2.5359388314669243e-07,5.624944490009452e-07,0.17391782035180733,0.0027192321090030703,1.7857342261761626e-07,0.19185944333513602,0.5233216334655346,3.0435924421948415e-07
4-12C-rep1,7.497253524591761e-07,3.635404767046617e-07,7.268124847189496e-07,2.77193724240696e-06,2.1756523379757265e-06,9.256731187947497e-07,9.541124105590043e-07,1.3918479148764806e-06,5.190734689976156e-07,5.792607145930905e-05,0.17487564900537117,1.9895651305881216e-06,3.6551641072227617e-07,0.8250506403060098,2.228177295841789e-06,6.229835150523451e-07
4-12C-rep2,8.070768078614283e-08,3.91350094411002e-08,7.824111831842369e-08,2.9839810723432043e-07,2.342082388157356e-07,9.964839836207615e-08,1.0270987850805859e-07,1.49831957593866e-07,5.5878083491509683e-08,1.2394270474814288e-07,0.12908791501989889,2.4661293249509246e-05,3.934771807023355e-08,0.8708858147114587,2.398625327766572e-07,6.706396482785567e-08
4-1A-rep1,7.283516015374287e-08,3.5317638327555253e-08,0.844407500693649,2.6929127089620305e-07,2.1136271563386383e-07,8.992833126995192e-08,9.26911835111282e-08,1.3521680366971667e-07,5.0427532058226444e-08,1.118528826784107e-07,0.15559088340759467,1.9328450671618288e-07,3.5509598583606504e-08,4.119336166985169e-08,2.1646546920314715e-07,6.052230185779932e-08
4-1A-rep2,5.604126064064874e-07,2.717430661989118e-07,0.8211443411265027,2.0719968582055953e-06,1.6262795347123277e-06,6.919318967707378e-07,7.131899982470758e-07,1.0403931454883488e-06,3.8800250614874403e-07,8.606250797495633e-07,0.17875834859913026,1.4871811081099396e-06,2.732200581790634e-07,3.1695240501040297e-07,8.654267182158577e-05,4.656742822869532e-07
4-1B-rep1,9.687213286307987e-08,4.697312321762389e-08,0.7849529126537682,3.5816245502940733e-07,0.0004404333483502892,1.1960637193011197e-07,1.2328101737364962e-07,1.7984089199178696e-07,6.706956606109279e-08,1.4876643765277245e-07,0.21460478593853136,2.570720291609427e-07,4.722843396849442e-08,5.4787945771458695e-08,2.879031452481622e-07,8.049579975347765e-08
4-1B-rep2,1.0225961022596582e-06,4.958550131356906e-07,0.6871127975136337,3.780814148135786e-06,0.003565138482375811,1.2625819843775339e-06,1.3013720677244024e-06,1.898426201037963e-06,7.079959407031848e-07,1.5703998125632155e-06,0.3093023445020691,2.713689141040384e-06,4.985501099709612e-07,5.783493987470561e-07,3.039146816094028e-06,8.49725185596199e-07
4-1C-rep1,8.046363195754625e-07,3.901667060248923e-07,0.9379421621644448,2.974957927604485e-06,0.020536749719554256,9.93470754315334e-07,1.0239929808633131e-06,0.00018429273295413992,5.570911592005313e-07,1.2356791920589658e-06,0.04132277275500554,2.1352837528850555e-06,3.9228736030241165e-07,4.550779438804747e-07,2.391372217581996e-06,6.686117270326656e-07
4-1C-rep2,3.73462618173522e-05,1.1878370260692181e-07,0.9427812587221523,9.057064897744772e-07,0.012986164318355895,3.0245567550230203e-07,3.117479678101571e-07,4.5477425318189356e-07,1.6960276096751175e-07,3.76194450732373e-07,0.04419075179226523,6.500731773559082e-07,1.194293219361551e-07,1.3854550456034822e-07,7.280376360395865e-07,2.035544686846796e-07
4-2A-rep1,7.688444589672943e-07,3.728112971075331e-07,7.453472791756013e-07,0.00046862309276699086,2.2311346937983663e-06,9.492791538473024e-07,9.784436896578905e-07,0.7326741019659057,5.323106109813452e-07,1.180713667482691e-06,0.19913090681892787,2.0403019871073545e-06,3.7483762036810414e-07,4.3483515103486275e-07,0.06771512039227295,6.38870517056504e-07
4-2A-rep2,1.4149804684825903e-06,6.861214874922568e-07,1.3717362854987812e-06,5.231565192506828e-06,4.106177754755554e-06,1.7470522758735933e-06,1.8007266544335596e-06,0.8687969638878437,9.796638434727644e-07,0.00010932571435926228,0.11027811652527932,3.754969458245043e-06,6.898507305180715e-07,8.002701177692709e-07,0.020791834981675195,1.1757765735068936e-06
4-2B-rep1,6.562773652808424e-07,3.182277155789101e-07,6.362204251997037e-07,2.426434779354403e-06,1.9044725904631356e-06,8.10294481200698e-07,8.351890154568467e-07,0.5897691638511255,4.5437461532220426e-07,1.0078444941743195e-06,0.3205116976574824,1.7415798434375415e-06,3.1995736333164424e-07,3.7117061054971623e-07,0.08970711111508715,5.453330056545122e-07
4-2B-rep2,1.8228057269845805e-06,8.838752227790576e-07,1.7670977181763823e-06,6.739405388557111e-06,5.289659111275005e-06,2.2505871739833227e-06,2.3197315662987624e-06,0.6116420475203813,1.2620222711037738e-06,2.799280933762923e-06,0.31764456456851414,0.006216468879589111,8.886793071436015e-07,1.0309237380278368e-06,0.06446835030480218,1.5146585550689823e-06
4-2C-rep1,6.485418461005161e-07,3.144767762233853e-07,6.287213164959599e-07,0.00010062255354340558,0.2868180617061049,0.09699771082420115,8.253446706873156e-07,0.5682312038171995,4.490189170491515e-07,9.959650650976585e-07,0.0478436686308175,1.7210519005345959e-06,3.1618603667636734e-07,3.6679563507596654e-07,1.927460785665743e-06,5.389051839009763e-07
4-2C-rep2,5.543430216118804e-07,2.687999354345684e-07,5.374013665174541e-07,2.049555962905827e-06,0.2838631439956044,0.08345480041470055,7.054657480793585e-07,0.632623528003686,3.838002200390671e-07,8.513040244446146e-07,4.901392761329532e-05,1.4710740974227755e-06,2.7026093075803887e-07,3.1351963159297225e-07,1.647502689901611e-06,4.6063076700785855e-07
4-3A-rep1,5.203949236364558e-07,3.966047042633387e-05,5.044907795137364e-07,1.9240406701678994e-06,1.5101509220231486e-06,6.42522745679384e-07,6.622628585318969e-07,9.6610123560567e-07,3.602962036360283e-07,7.991699643013388e-07,0.19141190062799535,1.3809851711777855e-06,2.537100873296769e-07,2.943196150768644e-07,0.0822069096746767,0.726331710781725
4-3B-rep1,1.1207551353365731e-06,5.434521519553939e-07,1.0865029733936503e-06,0.0005982464997921533,3.252355709321022e-06,1.3837772700753488e-06,1.4262908147828543e-06,2.0806561937496403e-06,7.759564940518997e-07,0.028009422929179673,0.3017335560405188,0.08020684747434982,5.464059512234374e-07,6.338651763215839e-07,3.330874617703451e-06,0.5894357461636717
4-3B-rep2,5.331051744380528e-07,2.5850174148870684e-07,5.16812583673364e-07,1.9710339023451424e-06,1.5470352114259908e-06,6.58215875785743e-07,0.0076711010936326395,9.896975245903393e-07,3.6909616478683373e-07,0.031933999323324955,0.23932395232488804,0.06875262409535875,2.59906763535358e-07,3.0150814815730965e-07,1.5843839908606083e-06,0.6523093338657145
4-3C-rep1,7.085711586903941e-07,3.435848820698735e-07,6.869160323293096e-07,2.6197790660631353e-06,2.0562256471257165e-06,8.748607369372131e-07,0.011752052068896495,1.3154460984011322e-06,4.905803013952503e-07,1.088152020466579e-06,0.16774459011831158,1.8803532056728652e-06,3.4545235240653e-07,0.003219893987484052,2.1058673861081882e-06,0.8172689480364203
4-4B-rep1,1.231771765474867e-07,5.97283916494553e-08,1.1941267485951588e-07,4.5541931050691997e-07,3.5745184721545193e-07,1.5208476117959773e-07,1.5675723444069346e-07,2.2867560203965084e-07,8.528190239547382e-08,0.9288800017770797,0.07111733520186023,3.2687838891845524e-07,6.005303049558147e-08,6.966528215605282e-08,3.660815087134864e-07,1.0235394890684993e-07
4-4C-rep1,1.1327726958890375e-06,5.492794454806024e-07,0.04709535119950644,0.03208661191778699,3.2872298584037126e-06,0.16984952435571876,1.441584553523502e-06,0.002403995653759584,7.842768700727924e-07,0.5516650207280058,0.19688379414036478,3.006067554245941e-06,5.522649175560634e-07,6.406619447666873e-07,3.366590704249775e-06,9.412763134199871e-07
4-4C-rep2,1.5184623675641268e-06,7.362996744763417e-07,0.06968489145466113,0.01242444138537354,4.406475236942103e-06,0.17789007582677827,1.9324193654484037e-06,0.023690582020587866,0.002875779832754485,0.5343568697681702,0.17905736275320192,4.029581991200402e-06,7.403016485815201e-07,8.587963472187681e-07,4.512857089464357e-06,1.261764751741293e-06
4-5A-rep1,1.2549585134829136e-06,0.8562631712462525,1.2166048705861023e-06,4.6399207787072725e-06,3.641804848890069e-06,1.5494758945036574e-06,1.5970801687887787e-06,2.3298016860684895e-06,8.688724036141457e-07,1.927238535325217e-06,0.143708378547331,3.3303151488348056e-06,6.118346271058178e-07,7.097665443096378e-07,3.7297259026841453e-06,1.0428064936179717e-06
4-5A-rep2,6.984420579547683e-08,0.9173444978488042,6.770964939483802e-08,2.5823290432393415e-07,2.0268316808889192e-07,8.623545088394464e-08,8.888484741314681e-08,1.296641655291117e-07,4.835674033527582e-08,1.0725967705868746e-07,0.0826539187665255,1.8534733548558784e-07,3.405140739655166e-08,3.9501768428922414e-08,2.075763785886606e-07,5.803697139196693e-08
4-5B-rep1,6.628992837503056e-07,0.7319608397000057,6.426399667032825e-07,2.4509178015190925e-06,1.923688950631184e-06,8.184704511101141e-07,8.436161742459966e-07,1.2306573104865299e-06,4.58959310477689e-07,1.0180137677519079e-06,0.26802413221639354,1.7591525959678208e-06,3.231857720590729e-07,3.749157671730432e-07,1.9701309668098e-06,5.508354820359828e-07
4-5B-rep2,3.589902563281526e-07,0.7721466100679703,3.480189103061774e-07,1.3272839952833419e-06,1.0417654784234865e-06,2.762862224611317e-05,4.568567112062537e-07,6.664571740736484e-07,2.4854744084267053e-07,5.513009779755661e-07,0.2278180661548906,9.5266152314127e-07,1.750198650038065e-07,2.0303402139383396e-07,1.066915952561934e-06,2.9830258643818875e-07
4-5C-rep1,6.189928521810718e-07,0.819229298175346,6.000753895293833e-07,2.288583858230735e-06,1.7962754515645687e-06,7.642599281332296e-07,7.877401509447214e-07,1.1491460276829613e-06,4.2856062691817897e-07,9.505867046580017e-07,0.18075666911024507,1.6426369879892874e-06,3.017799049343068e-07,3.5008361864139613e-07,1.8396414300172914e-06,5.143514776166498e-07
4-5C-rep2,1.9881620331168212e-07,0.849133598257471,1.9274004574791264e-07,7.350772340109898e-07,5.769511943856427e-07,2.454749787809491e-07,2.530166632056467e-07,3.690977197387642e-07,1.376506956946604e-07,3.0532184478825294e-07,0.15084683870667046,5.276035873768591e-07,9.692960867542946e-08,1.5168269916633325e-05,5.908800453545783e-07,1.6520612085772808e-07
4-6A-rep1,1.0697311371463754e-06,5.187107068854109e-07,1.0370383544058162e-06,3.955085110423616e-06,0.029570991838584755,1.3207788088612874e-06,1.361356862969802e-06,1.9859313118222218e-06,7.406299525979663e-07,0.6813591830372787,0.25275825825573467,0.036294382944850136,5.215300301704723e-07,6.050075475767027e-07,3.179231734162759e-06,8.888919946410365e-07
4-6A-rep2,5.809243999569874e-07,2.81689198047004e-07,5.631703732329015e-07,2.1478345023037918e-06,0.01724649848665988,7.17257458785795e-07,7.392936330316844e-07,1.0784728195849973e-06,4.022038770890454e-07,0.7311897482701485,0.2303048070183212,0.021205622515160356,4.4275089339772144e-05,3.2855325449627667e-07,1.7265023176005728e-06,4.82718536164995e-07
4-6B-rep1,8.803820778729548e-07,4.268956881641562e-07,8.534761208514904e-07,3.255010466431505e-06,2.5548093308482843e-06,1.0869927515223457e-06,1.1203882378754807e-06,1.6344091277729846e-06,6.095338482364141e-07,0.5875553142091093,0.33815637818461475,0.07427161053465393,4.2921597370667025e-07,4.979174517489204e-07,2.6164879594215813e-06,7.315525874420067e-07
4-6B-rep2,3.453488517923569e-07,1.6745903789726427e-07,3.347944100365831e-07,1.2768480361051168e-06,1.002179043772148e-06,4.26396343223866e-07,4.3949644277946687e-07,6.411322195461599e-07,2.391027940114419e-07,0.6784449390611291,0.24196597663193872,0.07958253452058603,1.6836921992854054e-07,1.9531885594981437e-07,1.026373815670934e-06,2.869672752871312e-07
4-6C-rep1,6.069301937529551e-07,2.9429936074546236e-07,5.883813862311116e-07,2.243984950071028e-06,1.7612704314925503e-06,7.493663692966709e-07,7.723890199300783e-07,0.01254853956787589,4.202090273156341e-07,0.052626527938289404,0.13016987487135614,0.012181333689056235,2.958989518653573e-07,3.4326134420305595e-07,0.7924651436143636,5.043280239295436e-07
4-7A-rep1,4.5407835282385617e-07,2.201817776408207e-07,0.06241130838235749,1.6788503857241395e-06,1.3177047124055783e-06,0.3026674817076584,5.778673355174051e-07,0.21233533941588512,3.1438182665676435e-07,0.02857559069337291,0.361438619567947,0.032564892143996924,2.2137852103633747e-07,2.568129702034081e-07,1.3495169570785538e-06,3.773159429963233e-07
4-7B-rep1,1.1201847026257167e-06,5.43175550158546e-07,1.085949974065853e-06,4.141625577150089e-06,3.2507003521199327e-06,0.8929075028190289,1.4255648730402793e-06,2.079597198510146e-06,7.7556155411145e-07,1.720266528644489e-06,0.10706794222614972,2.9726624781355596e-06,5.461278460261851e-07,6.335425568488318e-07,3.329179296595573e-06,9.308163332887085e-07
4-7B-rep2,4.7312947189367533e-07,2.2941963105698413e-07,4.5866983947235704e-07,1.749287521517859e-06,1.3729897732740021e-06,0.9160724714441648,6.021120927207324e-07,8.783540089204604e-07,3.275718974359116e-07,0.00713066657071253,0.07678721735777909,1.2555556464051758e-06,2.306665845115848e-07,2.675877064214919e-07,1.406136719012056e-06,3.9314645090814286e-07
4-7C-rep1,6.973088369021544e-07,3.3812380246483123e-07,6.759979060371078e-07,2.578139218753193e-06,2.0235431499295813e-06,0.915064854779835,8.874063189920439e-07,1.2945378564079647e-06,4.827828160622365e-07,1.070856484148578e-06,0.0849198598953908,1.8504660974860515e-06,3.3996159045892624e-07,3.9437676876746684e-07,2.0723958626700283e-06,5.794280650446873e-07
4-7C-rep2,2.160778432886148e-07,1.0477575807833651e-07,2.0947414097465976e-07,1.7161902035690405e-05,6.270433077841339e-07,0.9121886426199247,2.7498410084740595e-07,0.018408780478972396,1.4960181794766207e-07,3.318305280547041e-07,0.06938187851685079,5.734112379814734e-07,1.0534524070234848e-07,1.2220708691572827e-07,6.421814908231583e-07,1.795496629470069e-07
