,16_1,16_2,16_3,16_4,16_5,16_6,16_7,16_8,16_9,16_10,16_11,16_12,16_13,16_14,16_15,16_16
2-10A-rep1,6.530319174650426e-07,3.166540037627018e-07,6.330741637276995e-07,0.09460481884673477,0.8426210109789013,8.062873820787557e-07,0.023639069066427935,1.2123387713782853e-06,4.521276246733324e-07,1.0028604632061263e-06,0.009503144533988634,0.00010063772885464497,3.1837509799550943e-07,3.693350835133965e-07,0.02927775022053542,0.0002478045400495183
2-10A-rep2,6.992288342906112e-07,3.390548057496765e-07,6.778592250761143e-07,0.049405636065720696,0.7229386346360829,8.633259281761472e-07,0.012285464117732459,1.2981022875065346e-06,4.841121291255118e-07,0.016468757414273127,0.19560894846424015,1.8555612431182007e-06,3.408976539810186e-07,3.954626611669745e-07,0.0032850246736975375,5.810234849114808e-07
2-10C-rep1,1.6287771716312776e-06,7.897911248142667e-07,1.5789990018128576e-06,6.022029382917064e-06,0.004568417209473437,2.011023422564217e-06,2.072807740049334e-06,3.023787447893258e-06,1.1276863106330776e-06,2.5013114751610086e-06,0.7457523842735028,4.322327176940423e-06,7.940838384193003e-07,9.211870608780069e-07,0.2496510512751447,1.353430725387031e-06
2-10C-rep2,1.6705489698649055e-07,8.100461947446794e-08,1.6194941836361438e-07,6.176471009875927e-07,4.847820285212283e-07,2.062598350131699e-07,2.1259671950088636e-07,3.101335832887057e-07,1.156607077610313e-07,2.5654603839741386e-07,0.051452214870561674,4.43317805444508e-07,0.9485439983956799,9.448119254160369e-08,4.964857162740212e-07,1.388140958418746e-07
2-11B-rep1,2.1353416731546388e-07,1.0354233416806287e-07,2.070082040174773e-07,7.89493524484119e-07,6.196617319045323e-07,2.636469981704513e-07,2.717469783378584e-07,3.96421282217607e-07,1.4784070008355565e-07,3.2792420740412583e-07,0.37830870312800013,0.6216869191205924,1.0410511282258967e-07,1.2076846078911936e-07,6.346217077202362e-07,1.7743599799795605e-07
2-11B-rep2,7.811237959357259e-07,3.7876552554662526e-07,7.572513389535625e-07,2.888025773414716e-06,2.26676850036037e-06,9.644402419858e-07,9.940705692299728e-07,1.4501384047736893e-06,5.408122282953221e-07,1.1995710329968117e-06,0.4276229025187179,0.5723610833424676,3.8082421153782835e-07,4.4177997229617204e-07,2.321493199658753e-06,6.49074019555137e-07
2-11C-rep2,9.947865475542518e-07,4.823702100122718e-07,9.643841975215332e-07,3.6779947088173496e-06,0.02282865110498404,1.2282460010044112e-06,1.2659811859974936e-06,1.846798400799647e-06,6.887419539134019e-07,1.5276927071866809e-06,0.38345533177360575,0.49674551053315474,4.849920135475667e-07,5.62621156474516e-07,0.09695595536230814,8.266168645482485e-07
2-12A-rep2,9.641363274409204e-07,4.675079733351281e-07,9.346706996857161e-07,0.550510239294179,0.038771901867005014,1.1904026964516313e-06,1.226975228281682e-06,1.7898969704087519e-06,6.67521228180196e-07,1.4806231947813084e-06,0.0943430874940988,2.558552957983633e-06,4.700489968722935e-07,5.452863198417152e-07,0.31636167457402853,8.011480954840852e-07
2-12B-rep2,9.392433973818829e-07,4.5543743626371293e-07,9.105385394369011e-07,0.6213638735714996,0.20954115752955876,1.1596678198356727e-06,1.1952960894789187e-06,1.743683816906351e-06,6.502865708261709e-07,1.4423951469601996e-06,1.1919647797969291e-05,0.10235341018457536,4.579128533929579e-07,5.312076321752124e-07,0.066719372933925,7.80463340703866e-07
2-12C-rep2,1.0166912737566602e-06,4.929917724012032e-07,9.856194784494616e-07,0.11033235272660571,2.9503694112686986e-06,1.2552913932318705e-06,1.2938574890344154e-06,1.8874640224046235e-06,7.039077238583982e-07,1.5613317733306827e-06,0.19457002490957073,0.39781696450665033,4.956713068022183e-07,0.06444232864825662,0.23282484119469768,8.44818574389158e-07
2-1A-rep1,1.8090712683290036e-06,8.772154084476478e-07,1.753783007677416e-06,0.10576774323716087,0.2771485315120004,2.233629471890198e-06,0.008359069521422922,3.3584993016809857e-06,1.2525131981135514e-06,2.778188939327667e-06,0.44347960833651723,0.09549114153518809,8.819832950445932e-07,1.0231559439906634e-06,0.06973643457195529,1.503245920692238e-06
2-1A-rep2,1.1642317426134468e-06,5.645338807285938e-07,1.128650862428489e-06,0.06753807565186071,0.26044040207735086,1.4374570963218406e-06,1.4816198368518046e-06,2.1613695176164833e-06,8.060575881197874e-07,1.7879095239461978e-06,0.5538622298733652,0.07591245897615591,5.676022645001587e-07,6.584542292453913e-07,0.042234108117548776,9.674171761296228e-07
2-1B-rep1,1.3191451644232987e-06,6.396511206991742e-07,1.278829869517707e-06,4.877236173769515e-06,0.8180470624549762,1.628726058801938e-06,1.6787651218900208e-06,2.448962730818065e-06,9.133121273845632e-07,2.0258099110454092e-06,0.13697330141346983,0.0449564198665165,6.43127785581862e-07,7.460685709816822e-07,3.920488076928847e-06,1.0961423255877946e-06
2-1B-rep2,6.890852860754827e-07,3.341362174406259e-07,6.68025680754955e-07,0.017483721100993284,0.8113893569182276,8.50801862021596e-07,8.769408973855129e-07,1.2792710229823108e-06,4.770892283489796e-07,1.0582275853602172e-06,0.14445020132184141,0.02666714085279382,3.359523319061805e-07,3.89725777368554e-07,2.0479555403798886e-06,5.725947138936196e-07
2-1C-rep1,1.0433607490088638e-06,5.059237530456449e-07,1.011473889682354e-06,3.857586658843542e-06,0.9391271951203456,0.007033262886983302,1.3277974875122037e-06,1.9369752912964553e-06,7.223723749337548e-07,1.6022880598299884e-06,1.3240968942744235e-05,0.05373021568860138,5.08673576017281e-07,5.900932543475822e-07,8.21118104848864e-05,8.669795475811698e-07
2-1C-rep2,5.41144634264501e-07,2.6240006111757927e-07,0.004057490413251031,2.0007579579992158e-06,0.950929767832612,6.681420598564339e-07,6.886692703742974e-07,1.0046225972979271e-06,3.746622968207756e-07,8.310352741817679e-07,4.7846951973959835e-05,0.04495589554593965,2.6382627151287334e-07,3.060550232594179e-07,1.6082771962822555e-06,4.4966358053654257e-07
2-2A-rep1,1.417106323846103e-06,6.871523109394319e-07,1.373797171146892e-06,5.239425054301234e-06,4.1123468434447035e-06,1.7496770332704114e-06,1.8034320517883747e-06,0.010948629824158044,9.811356826129326e-07,0.00010948996444003529,0.29298442784951373,3.7606108943923537e-06,6.908871567502071e-07,8.014724372076043e-07,0.6959336577758777,1.1775430508475757e-06
2-2A-rep2,9.891235440328778e-07,4.796242297769929e-07,9.588942649124237e-07,3.6570570543639044e-06,2.8703697214763013e-06,1.221253987043324e-06,1.2587743576261985e-06,1.8362851646961748e-06,6.848211649562948e-07,1.5189960383368205e-06,0.3555055658493271,2.6248621666541757e-06,4.822311082183676e-07,5.594183331169345e-07,0.6444744705283401,8.219111975624286e-07
2-2B-rep1,1.6851033522470188e-06,8.171035886182893e-07,1.6336037596135275e-06,6.230282494885578e-06,4.890056119913047e-06,2.0805683980800454e-06,2.144489333566999e-06,3.128355709838547e-06,1.1666838260188081e-06,2.5878115344570502e-06,0.24796454939110674,0.04173242584908011,8.21544752340417e-07,9.530434434916775e-07,0.7102734858785925,1.4002349075777064e-06
2-2B-rep2,9.307695027096256e-07,4.513284599584662e-07,9.023236212381393e-07,3.4413063933274208e-06,2.701030234664457e-06,1.1492052464628005e-06,1.184512076311896e-06,1.7279522258753455e-06,6.444196571770309e-07,1.4293817953782919e-06,0.2522766030804298,0.055896848112456564,4.537815437669962e-07,0.00014149584281146802,0.6916692635315786,7.734219665902788e-07
2-2C-rep1,1.3092056118185028e-06,6.348314494951444e-07,1.269194086357927e-06,4.840486961611058e-06,3.7992262645259367e-06,1.6164538625517696e-06,1.6661158891216036e-06,2.4305101794638768e-06,9.064304632739227e-07,2.010545750040843e-06,0.7661912457360877,0.00020175963203854133,6.382819182514145e-07,7.404470609249788e-07,0.2335840450193118,1.0878830645137595e-06
2-2C-rep2,8.62949878291267e-07,4.1844284589978497e-07,8.365766786083751e-07,3.1905589135007506e-06,2.504222264996028e-06,1.0654695117101878e-06,1.0982037433673595e-06,1.6020466492201415e-06,5.974646387859866e-07,1.3252312659176834e-06,0.06091613835380355,2.290031918571216e-06,0.9390643006426289,4.880583273843452e-07,2.5646796122753983e-06,7.170673190235492e-07
2-3A-rep1,1.652212892521159e-06,8.011550637770869e-07,1.6017184876556176e-06,0.24473635843056413,0.016144979793322946,2.0399591078470765e-06,2.102632411281391e-06,3.0672953260078436e-06,1.1439120670395651e-06,2.5373016883169437e-06,0.3533533937471455,4.384519142224461e-06,8.055095432514241e-07,9.344415951520139e-07,0.2210879120565319,0.16465628531511042
2-3A-rep2,4.940709263230861e-07,2.3957410469347686e-07,4.78971287832805e-07,0.29071393021747394,0.010889107134923926,6.100209547071513e-07,6.287625207751106e-07,9.172313385805151e-07,3.420707447282894e-07,7.587442279275328e-07,0.28192592259835997,1.3111285136957008e-06,2.408762502688317e-07,2.794315590935054e-07,0.24974449165477783,0.1667202475120357
2-3B-rep1,1.8113045446370025e-06,8.782983201178483e-07,1.7559480313052773e-06,0.6479755969524628,5.2562834568678065e-06,2.236386860096926e-06,2.3050949786764655e-06,3.3626453279057035e-06,1.2540594103052837e-06,2.781618579522592e-06,0.2786057208389879,0.023460073832536676,8.830720926123603e-07,1.024419017463282e-06,5.383181519708554e-06,0.04992967606387347
2-3B-rep2,9.482133188170482e-07,4.5978693505529994e-07,9.19234324986425e-07,0.5669812179214468,2.75165101088984e-06,1.1707428290013598e-06,1.2067113541954689e-06,1.7603362702416813e-06,6.564969093464237e-07,1.456170246346324e-06,0.34805420301729373,0.02269311369256267,4.622859928055282e-07,5.362807481956751e-07,0.01867229695104154,0.04358684050771533
2-3C-rep1,1.3138950826888495e-06,6.371053654966596e-07,1.273740239111217e-06,0.3772010222821554,3.812834792274763e-06,1.622243872335769e-06,1.67208378435374e-06,2.439216074537795e-06,9.096772254441625e-07,2.0177473657711785e-06,0.5385982722860513,3.486716613216402e-06,6.4056819355889e-07,7.430992836865498e-07,0.006670257567183554,0.07750987893671729
2-3C-rep2,7.029135947718041e-07,3.408415394882135e-07,6.814313730795738e-07,0.40880737320088784,2.0398077787338405e-06,8.678754391610024e-07,8.945390230203529e-07,1.3049429607954198e-06,4.866632785552654e-07,1.079463705209279e-06,0.5199574928221611,1.8653395852056114e-06,3.4269409906726135e-07,3.975466501476832e-07,0.011978791426378399,0.05924533849154545
2-4A-rep1,1.1970538381162822e-06,5.804492558808518e-07,1.1604698594890124e-06,0.0635498814132883,3.473769391735114e-06,9.212770463425258e-05,1.5233897577396183e-06,2.222302984835715e-06,8.2878201502698e-07,1.8383143832173089e-06,0.8814930945458362,3.1766520472342125e-06,5.836041437233018e-07,6.770174128500782e-07,0.054846639840488466,9.946906628280115e-07
2-4A-rep2,4.669559207477591e-07,2.2642608719564163e-07,4.526849624328051e-07,0.07037078797582969,1.3550745447971088e-06,5.765425193111485e-07,5.942555333203883e-07,8.668929528662105e-07,0.0032889276799237107,7.171037409561364e-07,0.8479707979008784,1.2391727375819263e-06,2.276567699856867e-07,2.6409613278309735e-07,0.07836211156492129,3.8801654489573047e-07
2-4B-rep2,7.795099488910241e-07,3.7798297401354066e-07,7.55686813788889e-07,0.24710341535548216,2.262085225232453e-06,9.62447652536575e-07,9.920167618069703e-07,1.4471423347638786e-06,0.009327315676926877,1.1970926497026596e-06,0.3411455785975149,2.0686052674796787e-06,3.8003740664014247e-07,4.408672292631109e-07,0.402411379162817,6.477329950034564e-07
2-4C-rep2,1.1494362315661481e-06,5.573595639983656e-07,8.815807471971878e-05,4.249776384911044e-06,3.3355863135188162e-06,1.419189330918961e-06,1.4627908341183544e-06,2.133901990830618e-06,7.958138939193406e-07,0.12543183371265987,0.26706486488712733,3.050288000342294e-06,5.603889535522606e-07,6.500863360963247e-07,0.607394823584798,9.55122861352874e-07
2-5A-rep1,9.382423900541733e-07,4.5495204960857745e-07,9.095681245767285e-07,0.04583111617972294,0.861491440288223,1.1584318931434007e-06,1.194022191629132e-06,1.7418254697699245e-06,7.170020940414697e-05,1.4408579010071434e-06,0.09259085943888344,2.4898375614063116e-06,4.574248285391484e-07,5.306414927338015e-07,2.78844830931455e-06,7.796315546884083e-07
2-5A-rep2,6.298878724661526e-07,3.054314979154972e-07,6.106374396701301e-07,0.042884398204223254,0.9276187382662641,7.777118240489037e-07,8.016053270831444e-07,1.1693723828630103e-06,0.004722710702825559,9.67318176424573e-07,0.024764160549660456,1.6715493788870292e-06,3.0709159500359247e-07,3.5624551229353276e-07,1.8720213365488298e-06,5.234046835826783e-07
2-5B-rep1,6.397754204492637e-07,3.1022595217188593e-07,6.202228075569312e-07,0.013374151779954463,0.6377779276279015,4.92384211057339e-05,8.141883779426892e-07,1.1877283888302538e-06,4.4294946913922094e-07,9.825024739835762e-07,0.34878888001243913,1.697788215055086e-06,3.119121083259399e-07,3.6183761011052893e-07,1.90140704406859e-06,5.316207314694978e-07
2-5B-rep2,8.465200855642333e-07,4.1047606891865057e-07,8.206490079804795e-07,0.0009005960088650735,0.11135236949395143,1.045183926562375e-06,1.0772949277692789e-06,1.5715451159933858e-06,5.860894472204892e-07,1.3000000496418023e-06,1.074292489248125e-05,2.2464317620535312e-06,0.8877226893503561,4.787661339912533e-07,2.5158504096751614e-06,7.03414999556033e-07
2-5C-rep1,7.137028258707402e-07,3.4607321826780704e-07,6.918908671296322e-07,2.638752226469383e-06,0.8253511856956224,8.811967189709889e-07,9.082695701575389e-07,1.3249729207786556e-06,4.941332188420275e-07,1.0960327166283818e-06,0.17463435953663767,1.8939712406643602e-06,3.4795421333817496e-07,4.036487126386551e-07,2.121118656808263e-06,5.930506334157295e-07
2-5C-rep2,1.733322006265212e-06,8.40484727338399e-07,1.6803487704655843e-06,6.408559889952118e-06,0.842037245908602,2.140103148642634e-06,2.2058531597578894e-06,3.2178725346774496e-06,1.2000680832398311e-06,2.661860873257477e-06,0.15792764877009202,4.599760448855958e-06,8.450529734360201e-07,9.80314454498067e-07,5.1514180867364825e-06,1.440302148831873e-06
2-6A-rep2,1.1879007935308037e-06,5.76010961002615e-07,1.151596547340645e-06,0.2218373350049471,0.0683704531653595,1.4666808702141265e-06,1.5117414475887613e-06,2.2053105675734703e-06,8.224448909197452e-07,1.8242580617922067e-06,0.41831320383766,3.1523623813102126e-06,5.791417255949948e-07,6.718407279194208e-07,0.2914628716181088,9.870849497884451e-07
2-6B-rep2,8.275287212100921e-07,4.0126719045678434e-07,8.022380516627287e-07,0.14031349285761377,0.015731708600093607,1.0217356125708556e-06,1.0531262153677322e-06,1.5362880838145118e-06,5.729407477081054e-07,0.0067692595764825385,0.5658895605716601,0.00012752915873982598,4.0344817866190313e-07,0.028701753613944066,0.24245938941451983,6.876341447641085e-07
2-6C-rep2,7.365117344848398e-07,3.5713321708401936e-07,7.140026971339988e-07,0.05722693596183469,0.024486961336395847,9.093584898166236e-07,9.372965501157811e-07,1.3673171362850553e-06,5.09925000831973e-07,1.1310603347986478e-06,0.4950043656541184,1.9544998183582226e-06,3.5907432603247267e-07,4.165487408647469e-07,0.4232717323159325,6.120036727071322e-07
2-7A-rep1,1.5115100777506746e-06,7.329285216339292e-07,1.46531578755371e-06,0.10382322325249607,0.0008056249369186192,0.5319098583801086,1.9235717708311748e-06,2.806083778721647e-06,0.0009167477954138653,2.3212245162502545e-06,0.2896097179639706,4.011132523878513e-06,7.369121726746713e-07,8.54864342564496e-07,0.0729172081398467,1.2559877536293305e-06
2-7A-rep2,8.725866963582427e-07,4.231157216702161e-07,8.459189793069826e-07,0.1030859728615622,2.5321876601761305e-06,0.548916703400203,1.1104677113468889e-06,1.6199371808509157e-06,0.0023794367522286773,1.3400305177949819e-06,0.2817705813003204,2.3156053864191244e-06,4.2541546214317277e-07,4.935086199510334e-07,0.06383460183672648,7.250750231429206e-07
2-7B-rep1,1.3802251681227395e-06,6.692687047773733e-07,1.3380431655731454e-06,0.18260294634251262,0.011919376890675269,0.6700845737737101,1.7564965062902831e-06,2.562356356244843e-06,9.55600959291688e-07,2.1196104117015387e-06,0.07569057756393231,0.05968504139396251,6.729063486861938e-07,7.806135720206845e-07,4.102017322307324e-06,1.1468966922092168e-06
2-7B-rep2,7.809390181417412e-07,3.786759271262313e-07,7.570722082797413e-07,0.1411072227697638,0.012007371048597098,0.7094257788744041,9.93835418069807e-07,1.449795369038764e-06,5.406842971133196e-07,1.199287269923201e-06,0.08759395121225047,0.04985578353136281,3.8073412612746187e-07,4.4167546756960725e-07,2.3209440416451127e-06,6.489204786361556e-07
2-7C-rep2,6.924094050432802e-07,3.3574807675712393e-07,6.712482090562343e-07,0.11950040676842685,0.03277346795404057,0.24209017408810896,8.811712240657392e-07,1.285442173576264e-06,4.793906870875906e-07,1.0633324315379327e-06,0.5534007461417203,0.052226433935065084,3.3757295208387324e-07,3.9160579842685956e-07,2.0578347933468963e-06,5.753568871510904e-07
2-8A-rep2,8.041953014196406e-07,3.8995285711331825e-07,7.79617740425739e-07,2.973327364296614e-06,2.3337204510741242e-06,9.92926236712447e-07,1.0234317341422689e-06,1.4929701253437851e-06,0.007917502734917292,1.2350019209176918e-06,0.009693239685720884,2.1341134118503e-06,0.9823715851869224,4.548285173623289e-07,2.3900615154180193e-06,6.682452634470144e-07
2-8B-rep2,6.150145032250516e-07,2.98219427886948e-07,5.96218625608676e-07,0.13990883503680443,0.000281225265495613,0.0017239759800833094,7.826772407736531e-07,1.141760314126757e-06,0.009780844529252103,0.0007926926594995579,0.7377308172113034,0.06888372394324603,2.9984032555869216e-07,3.4783358490702537e-07,0.04089329276462081,5.110456726193974e-07
2-8C-rep1,1.5498279226919537e-06,7.515087758170857e-07,1.5024625747064937e-06,5.730132673439194e-06,4.497495959559962e-06,1.9135461300430913e-06,1.9723356698835827e-06,2.8772199786769284e-06,1.073025680060467e-06,2.3800691924431743e-06,0.8901110618061336,4.112817558170591e-06,7.555934152171685e-07,8.765357556806832e-07,0.10985765779465226,1.2878279277043413e-06
2-8C-rep2,7.279049094124557e-07,3.529597830665289e-07,7.056589111117149e-07,2.6912611674568093e-06,0.001104558621219864,8.987317895435947e-07,9.263433676068314e-07,1.3513387630162164e-06,5.039660526215062e-07,1.1178428421340763e-06,0.8826828599721751,1.931659668971625e-06,3.5487820835037303e-07,4.116809811551852e-07,0.11620000232832028,6.048518402134772e-07
2-9A-rep1,0.09848401062453743,5.020758127485717e-07,1.003780850729121e-06,3.828246737433138e-06,0.803313578712746,1.278421835365381e-06,1.3176985636569925e-06,1.9222431004614814e-06,7.168781759477087e-07,1.590101423492353e-06,1.3140261162845862e-05,2.747734004782528e-06,5.048047211959171e-07,5.856051400837907e-07,0.09817241242568824,8.603854995298722e-07
2-9A-rep2,0.10268238408722857,1.9481313995106878e-07,3.8948241358765074e-07,0.01326647632064133,0.7939534653756881,4.960473410700995e-07,5.11287315932871e-07,7.458598973332921e-07,2.7815976167867126e-07,6.169838165582707e-07,3.552291455815761e-05,1.0661630686640403e-06,1.958719984138097e-07,2.2722380408382516e-07,0.09005709556651534,3.3384281113681277e-07
2-9B-rep1,1.4671747806119691e-06,7.114304156891587e-07,1.4223354516634547e-06,0.6957466099107512,0.015336784563383953,1.8114957037684496e-06,0.008223656948323457,2.723776316828398e-06,1.0158006535327073e-06,2.253138844729791e-06,0.2600049455180461,3.8934788244909965e-06,7.152972191116228e-07,8.297896406496519e-07,0.020669940194260446,1.2191473838035485e-06
2-9B-rep2,5.441774470340866e-07,2.6387066658182653e-07,5.27546468996319e-07,0.6113392995842373,0.014259934509248933,6.718866221097101e-07,6.925288761524295e-07,1.0102529446187327e-06,3.7676206927740306e-07,8.356927617219339e-07,0.35185036818140314,1.4440974550482962e-06,2.6530487008806555e-07,3.0777029035062463e-07,0.022543005650945448,4.521836932064619e-07
2-9C-rep1,1.094648873582991e-06,5.30793272524755e-07,1.0611945629075885e-06,0.9999648086198045,3.1765971008736974e-06,1.3515443134889883e-06,1.393067570763304e-06,2.03219051779543e-06,7.578817846846058e-07,1.6810511814964512e-06,1.3891850687397489e-05,2.904897402728385e-06,5.336782675960319e-07,6.19100264979409e-07,3.2532870324259456e-06,9.095973622553403e-07
2-9C-rep2,3.1558726988360923e-07,1.5302770028929654e-07,3.059423921272097e-07,0.9999898543251013,9.158129431071066e-07,3.8965022512158943e-07,4.016213801797255e-07,5.858805255928444e-07,2.1849731826814765e-07,4.846470550566545e-07,4.005020548476482e-06,8.374819202237409e-07,1.5385944436736952e-07,1.784866061840952e-07,9.379226503476722e-07,2.6223691923045844e-07
3-10A-rep2,1.0473327854757252e-06,5.078497863936096e-07,1.015324534034188e-06,3.872272351110152e-06,0.1775027204331734,1.2931239456786243e-06,0.8145329348856842,0.007853806920006279,7.251224203218105e-07,8.092013105085375e-05,1.3291376830473498e-05,2.7793335029545977e-06,5.106100778413997e-07,5.923397179291804e-07,3.112664025743775e-06,8.7028010722201e-07
3-10B-rep1,1.7007293240076993e-06,8.246805942567117e-07,1.6487521753957544e-06,0.16936742049770911,4.935401634617538e-06,2.0998615191762746e-06,0.6333999205338577,3.1573649678844207e-06,1.1775024909361278e-06,2.6118083236780007e-06,0.11207039348698344,4.5132684235840554e-06,8.291629409121081e-07,9.618810200799885e-07,0.08513639184874246,1.4132192928351164e-06
3-10B-rep2,1.1330642850483693e-06,5.494208365401921e-07,1.0984359347873966e-06,0.14269617965293332,3.28807603045078e-06,1.3989751675001267e-06,0.5951377290694643,2.1035078477641004e-06,7.844787522633307e-07,1.740045690502951e-06,0.14330699751760945,3.0068413517732106e-06,5.524070771116592e-07,6.408268587680296e-07,0.1188418561615513,9.41518609133792e-07
3-10C-rep1,1.4318574867794555e-06,6.943051233488684e-07,1.388097513730902e-06,0.022775758236051817,4.155153722015022e-06,1.7678900428126084e-06,0.8877246364643777,2.6582105711608326e-06,9.913486723303654e-07,2.1989021118767485e-06,0.0894735666151594,3.7997564285690443e-06,6.980788464959158e-07,8.098152484059576e-07,4.255468129039683e-06,1.1898005146043855e-06
3-10C-rep2,1.0756564314251197e-06,5.21583871437796e-07,1.042782561725602e-06,0.018983368979670262,3.121482316440832e-06,1.328094668751567e-06,0.8703653319131538,1.99693148469866e-06,7.447323389531976e-07,1.651884507049979e-06,0.11063173802752142,2.8544966785991174e-06,5.244188110955615e-07,6.083587146464173e-07,3.196841657769815e-06,8.938156118635082e-07
3-11A-rep2,1.370769091612088e-06,6.646834702629447e-07,1.3288760826649102e-06,5.06810378402777e-06,0.01349859142385719,1.6924652421289174e-06,1.744462552890662e-06,0.6380901560185921,9.49054030577872e-07,0.004777122189097373,0.08576009437463919,0.14751014415830316,6.682961922677781e-07,7.752655014067278e-07,0.1103484908203881,1.1390391751012695e-06
3-11B-rep2,1.2339672381240536e-06,5.983484972385006e-07,1.196255123907603e-06,4.562310360782914e-06,3.58088958550489e-06,1.5235583244692714e-06,0.006823060976752128,0.3389275845849153,8.543390627267559e-07,1.8950022547290228e-06,1.565989701250077e-05,0.5805775371101259,6.016006719641296e-07,6.978945144281392e-07,0.07363838790174541,1.02536381482153e-06
3-12A-rep2,1.4731860486560697e-07,7.143452687659337e-08,1.4281630052457277e-07,5.446766952550759e-07,0.0031464331851649304,1.8189177140019862e-07,1.8748000017268644e-07,2.7349360980276077e-07,1.0199625639529577e-07,2.2623703430592515e-07,0.08960725111332313,3.909431078542339e-07,7.182279151487277e-08,0.032029098557588925,0.87521475461898,1.224142440838437e-07
3-12B-rep2,1.3120674131714134e-06,6.362191318306271e-07,1.2719684262482057e-06,0.016995307894529257,3.807531018772087e-06,1.6199872799225845e-06,0.00010102915451050436,2.435823048013371e-06,0.007254144367099864,2.0149406155192787e-06,0.38533239124103347,0.09479234626815153,6.396771429897601e-07,0.36176830525898923,0.13374164734053423,1.090261075421847e-06
3-12C-rep2,3.4171166979758764e-07,1.656953748813307e-07,3.3126838644097954e-07,1.2634003913167383e-06,0.004788222085491807,4.219055765855517e-07,4.348677071107474e-07,6.343798746256625e-07,2.3658458561791781e-07,5.247662699036332e-07,0.4074882180391968,0.1959409557440251,1.6659597096008695e-07,0.2693789451654528,0.12239885384506348,2.8394496262749655e-07
3-1A-rep1,1.5886087035982361e-06,7.703135068181179e-07,0.26983699150007284,5.8735157010120845e-06,0.0875838381447163,1.961428099477717e-06,0.02045321506593863,2.9492156086294716e-06,1.0998756117180158e-06,2.4396247989350294e-06,2.0160542292298486e-05,4.215731097342015e-06,0.6220779565806867,8.984689913643789e-07,4.72133139652229e-06,1.3200527779461318e-06
3-1A-rep2,8.47334858126338e-07,4.108711506704706e-07,0.661685035332352,0.009371431432291251,0.135329457269793,1.046189912362639e-06,0.034137618458985455,1.573057722560503e-06,5.866535562223637e-07,1.3012512950513863e-06,0.15946432885891457,2.2485939446095914e-06,4.131043388172907e-07,4.792269446870575e-07,2.518271906718314e-06,7.040920339834313e-07
3-1B-rep1,1.1771002258314594e-06,5.707737851258471e-07,0.1255975530061857,4.352057647944529e-06,0.10491965204910685,1.45334559329677e-06,1.4979964733135476e-06,2.1852595614516877e-06,8.149671017207364e-07,1.8076716407671835e-06,1.493821532728482e-05,0.02594248200945331,0.7435063733736728,6.657322537904471e-07,3.49833174178369e-06,9.781102291019592e-07
3-1B-rep2,7.628043695836207e-07,3.698824686149699e-07,0.4451390499374453,2.820293903339405e-06,0.40493597382270813,9.418215583968557e-07,9.707569758193553e-07,1.4161288100784117e-06,5.281287460635387e-07,1.1714379082508437e-06,0.10225401084016998,0.047658279933471,3.718928729553077e-07,4.3141905932895177e-07,2.2670480221858073e-06,6.338515109589662e-07
3-1C-rep1,1.3106349502946636e-06,6.355245331547691e-07,0.12525593164577,4.845771612238224e-06,0.03920791678225494,1.6182186424150903e-06,1.667934888005023e-06,0.0007964405238785458,9.07420067905484e-07,2.0127407837106293e-06,1.663286326288602e-05,3.478065117423579e-06,0.8347008763522213,7.412554514972359e-07,3.895195793772117e-06,1.089070771859066e-06
3-1C-rep2,1.1115102172265893e-06,5.389693077701534e-07,0.4860928205258804,4.109553660337238e-06,0.22743524103342372,0.006482595602530998,1.4145255849231406e-06,2.063493215397131e-06,7.695557611725759e-07,1.7069451300837374e-06,0.2799692811001599,2.9496427768285543e-06,5.418987416514275e-07,6.286365305067212e-07,3.3033988006365557e-06,9.23608278515727e-07
3-2A-rep1,1.8036352630360231e-06,8.745794992455686e-07,1.74851313584905e-06,6.6685270024935704e-06,5.2340277196287835e-06,2.226917728774092e-06,2.2953349289041525e-06,0.11350509318645804,1.2487495717193507e-06,2.7698408714303557e-06,2.28893779304855e-05,0.06297025487611208,0.566007173393317,1.020081503959224e-06,0.2574672002300798,1.4987288776522022e-06
3-2A-rep2,7.199284013390648e-07,3.4909198862963614e-07,6.979261785407996e-07,2.6617698614465917e-06,0.036856442844845405,8.888833309298262e-07,9.161923365382099e-07,0.22636121286413596,4.984435053279387e-07,1.1055933266551084e-06,0.09803299420390958,0.08886669816651671,3.509893914769409e-07,4.071697096588899e-07,0.5498734577087928,5.982237689856538e-07
3-2B-rep2,1.029853379599106e-06,4.99374053881621e-07,9.983793281999112e-07,3.8076462637494666e-06,2.988564953482753e-06,1.2715424210584197e-06,1.3106077943191132e-06,0.3163995278726118,7.130205275224896e-07,1.5815448061226518e-06,0.2799122669207435,0.047575458051190345,5.020882775893166e-07,5.824538951132517e-07,0.356096606324141,8.557556127810464e-07
3-2C-rep2,1.1857674416952623e-06,5.749765025296188e-07,0.015176510222230787,4.3841026873206835e-06,3.4410170315806e-06,0.08791080203067891,1.5090265101043848e-06,0.17797595812628472,0.002425286877527766,1.8209818755098001e-06,0.20124571871057922,0.023170265393417308,5.781016445797576e-07,6.706341687034461e-07,0.492080308719176,9.853122432619957e-07
