,6_1,6_2,6_3,6_4,6_5,6_6
4-1B-rep2,0.0031055723217495094,1.199590386084759e-06,9.428586063918771e-07,0.32355261449842776,0.673336687416478,2.9833143522869674e-06
4-1C-rep1,0.07800067003680348,9.439049540128712e-07,7.418939996773886e-07,0.03498647599024002,0.8275990579350327,0.059412110238970056
4-1C-rep2,0.07038311836857693,2.8736533514701043e-07,2.2586449721922072e-07,0.040332443205553764,0.8389923771050788,0.0502915480909582
4-2A-rep1,0.0002971471648478419,9.019180696268906e-07,7.088929888672657e-07,0.19849143803134836,0.8012075609728337,2.243019911560664e-06
4-2A-rep2,1.1104755891709932e-05,1.6598913678784379e-06,1.304647719783568e-06,0.1122083974242528,0.887773405223559,4.128057208920563e-06
4-2B-rep1,5.1504510794324e-06,7.698673767166981e-07,6.051032838690892e-07,0.33273847382145877,0.6672530861395944,1.914617206805592e-06
4-2B-rep2,1.4305378333648145e-05,2.1383067076678827e-06,1.6806744250513613e-06,0.3442884735832969,0.6556880842077736,5.317849463096941e-06
4-2C-rep1,0.3278796733804947,7.607929628546048e-07,5.979709416070265e-07,0.01842593250244947,0.6536911433035055,1.8920496458886257e-06
4-2C-rep2,0.29289171601331554,6.502898530249041e-07,5.11117287772693e-07,4.9476189057095234e-05,0.7070560291559087,1.6172345778859083e-06
4-3A-rep1,4.084047280310689e-06,4.001864322717661e-05,4.798163078688953e-07,0.19460461770434173,0.09147014935625619,0.7138806504325867
4-3B-rep1,8.795671991128027e-06,1.3147393923051333e-06,1.0333638595114036e-06,0.34824511505448696,0.03870976657163802,0.6130339745986322
4-3B-rep2,4.183797151431513e-06,6.253760860965866e-07,4.915354706470381e-07,0.2873658046369632,0.05030574566832324,0.6623231489860054
4-3C-rep1,5.9219157294318585e-05,8.312123977687423e-07,6.533194764371112e-07,0.18539902673678507,5.132952439073285e-06,0.8145351366216074
4-4B-rep1,0.024244138502642416,1.4449679773796208e-07,1.135721417274493e-07,0.030391913603182708,0.9453633304697624,3.5935547296117683e-07
4-4C-rep1,0.03337812575744221,1.3288370300814756e-06,1.0444443743783179e-06,0.17441032359357286,0.4873362995338117,0.3048728778337688
4-4C-rep2,0.04462785374597883,1.781284767324963e-06,1.4000609648003847e-06,0.1386979072333237,0.5394268757223245,0.27724418195264094
4-5A-rep1,9.848901319270614e-06,0.8185375398853113,1.1571030262945484e-06,0.1814387018597122,9.09104200209682e-06,3.6612086287564383e-06
4-5A-rep2,5.481351582551304e-07,0.8718741414892812,6.439792925881641e-08,0.12807693419720492,4.810801788406484e-05,2.0376254224436485e-07
4-5B-rep1,0.00010560178803901407,0.6670039803062238,6.112088586027194e-07,0.30602623966521836,0.026861633095704524,1.9339359557763463e-06
4-5B-rep2,3.000275091777288e-05,0.7133998119899397,3.3099730588623173e-07,0.26291490427941466,0.02365390266842753,1.0473139944042641e-06
4-5C-rep1,4.857842596486259e-06,0.7809341721078938,5.707260320152235e-07,0.2190541094415601,4.484038336115875e-06,1.8058435814151532e-06
4-5C-rep2,1.6616135962415038e-05,0.8056980336416008,1.833130652876468e-07,0.19428314664488391,1.4402406166025296e-06,5.800238709461984e-07
4-6A-rep1,0.033383733754383055,1.254883838366404e-06,9.863183639604778e-07,0.22635110792818697,0.740259796289145,3.120826082701645e-06
4-6A-rep2,0.04650402459218855,6.814720312139286e-07,5.356259745816331e-07,0.19665176477720078,0.7450074707248177,0.011835522807787264
4-6B-rep1,6.909223623808661e-06,1.0327611668135305e-06,8.117335431935118e-07,0.31782368525376575,0.5786278220497473,0.10353973897815326
4-6B-rep2,2.7102887202609423e-06,0.0009418906443640965,3.184196062772782e-07,0.2258042816931283,0.6628083092306252,0.11044248972355586
4-6C-rep1,0.05938673815550367,7.119790041819429e-07,5.596039610272699e-07,0.09170096390608495,0.8489092557033917,1.7706520545196286e-06
4-7A-rep1,0.00010672215949254078,5.326710505507662e-07,4.1867081481603876e-07,0.34520908131817674,0.6301989546856833,0.024484290494782086
4-7B-rep1,0.018416648799418574,1.3140702254243914e-06,1.0328379051857114e-06,0.06117674133883371,0.09654333110080858,0.8238609318528085
4-7B-rep2,0.025227245847275086,5.550195950026758e-07,4.3623640863976715e-07,0.024835813872522493,0.0734168060567582,0.8765191429674406
4-7C-rep1,0.0006919431396343582,8.180007451998345e-07,6.429353315875427e-07,0.021606854258782525,0.32676509215457694,0.6509346495109294
4-7C-rep2,1.6957727541258316e-06,2.534768511713304e-07,1.992286979124851e-07,0.028016398356291945,0.3239891967805689,0.6479922563848359
4-8A-rep1,0.00010473455469850646,1.4700759740216559e-06,1.1554558958080084e-06,0.31840535226483174,0.6814836316516838,3.655996916218342e-06
4-8A-rep2,0.00012380295433731195,1.7377239938442e-06,1.3658229026636291e-06,0.32062331297537433,0.6792454589007852,4.321622606587425e-06
4-8B-rep1,5.764696745565408e-06,8.616821891190196e-07,6.77268238733664e-07,0.14986438462988463,0.01797228007178816,0.8321560316511538
4-8B-rep2,6.632717353675197e-07,9.914301933608463e-08,7.792480677491762e-08,0.13423053873143226,0.048545406324191215,0.8172232146048152
4-8C-rep1,1.2908418162811778e-05,1.929495082139731e-06,1.5165518707797526e-06,0.250132973992762,0.712105060830692,0.03774561071143019
4-8C-rep2,1.1050288565716411e-05,1.651749825180002e-06,1.2982485991407444e-06,0.2067697560197014,0.7464026655435788,0.046813578149729855
4-9A-rep1,0.010600331157266758,0.005825786691504556,1.2893126475716919e-06,0.04057614902188885,0.9429923642814364,4.079535255880202e-06
4-9B-rep1,0.0337965714078495,2.0766753129933437e-06,1.6322331474561957e-06,0.22309686572053847,0.7421592816556776,0.0009435723074740194
4-9C-rep1,0.07467050373920875,0.012880110600491277,2.9984284920432963e-07,0.17268634949792486,0.7076240313816791,0.03213870493784688
5-10A-rep1,7.230259022402755e-06,1.0807481637458597e-06,0.0791862841348603,0.1994760350902479,0.578444065061534,0.14288530470617172
5-10B-rep1,6.487925388069657e-06,9.697873102402718e-07,7.622371122979835e-07,0.2517414888189189,0.6565331563714673,0.09171713485980329
5-10B-rep2,1.1497770714679372e-05,1.7186375410007355e-06,1.3508212599881755e-06,0.2358896971450809,0.6767774455383372,0.08731829008706635
5-10C-rep1,6.9267720968237284e-06,1.0353842374295088e-06,8.137952341958221e-07,0.28654844888904074,0.44702206713527987,0.266420708024111
5-11A-rep1,1.0095472984297569e-05,1.5090280799234366e-06,1.1860716199023383e-06,0.19153371047016354,0.7923764034533912,0.01607709550376121
5-11B-rep1,0.13979361193879072,0.007812255235489703,8.270061562353703e-07,0.0782600081894188,0.6793094682934593,0.0948238293366853
5-11C-rep1,8.880083111754752e-06,1.327356805226911e-06,1.0432809416268463e-06,0.2324828923104187,0.7189182864379954,0.048587570530727334
5-11C-rep2,7.926494828184607e-06,1.184818511198336e-06,9.312481520811637e-07,0.11864203057328788,0.8292586356728241,0.05208929119239662
5-12A-rep1,0.026736359542305757,6.810825235005454e-07,5.353198278301423e-07,0.5854255460112804,0.374996884072983,0.012839993971079593
5-12A-rep2,0.043064881223766845,1.132417609883803e-06,8.900618927044503e-07,0.5381197182581821,0.39607571976504646,0.022737658273502166
5-12B-rep1,0.0206721705358822,0.028444981092235564,1.0185810723252607e-06,0.3467769260909692,0.6041016807907944,3.2229090464204935e-06
5-12B-rep2,0.014439514158877965,0.013519904364594743,1.0097954266429115e-06,0.2659086430749269,0.7061277334959327,3.1951102410847053e-06
5-12C-rep1,0.00793496042787993,1.2658561108300953e-06,9.94942392332223e-07,0.09758398783781018,0.8676726602832019,0.02680613065260485
5-12C-rep2,0.024918127208586993,1.0290564263759625e-06,8.088216772378254e-07,0.06969691378886521,0.8577502657425593,0.047632855381884935
5-1A-rep1,0.020398832446976344,6.231371594543241e-07,4.897757105837493e-07,0.00012786264490405465,0.9794706422879055,1.5497073441134316e-06
5-1A-rep2,0.026534610656137055,3.298630115215948e-07,2.592669822559776e-07,0.00011027331830111091,0.9658369019208873,0.007517624974680786
5-1B-rep1,4.115347702247304e-06,6.151445554852993e-07,4.834936533689755e-07,0.31768872667197373,0.6823045295119312,1.529830184034847e-06
5-1B-rep2,3.7513778655358166e-05,5.265511927248866e-07,4.138607057255033e-07,0.2820644255445165,0.7177258551366915,0.00017126512823818557
5-1C-rep1,0.04006388123831431,8.789408221503886e-07,6.908332446531393e-07,0.17051196512218572,0.7818740606746306,0.0075485231908025315
5-1C-rep2,0.023531022587418952,1.1042452948647606e-06,8.67918909578033e-07,0.126897793092098,0.8495664659598479,2.7461964307395093e-06
5-2A-rep1,3.0108418456414467e-06,4.5004774876306363e-07,3.5373023836368254e-07,5.1886103067428035e-06,0.987148671905156,0.01284232486470456
5-2A-rep2,1.157999451753904e-05,1.7309280030272614e-06,1.3604813639975649e-06,1.9955906681949136e-05,0.9999610679680769,4.304721356646304e-06
5-2B-rep1,4.7210795337153445e-06,7.056867563321992e-07,5.546583561712283e-07,8.13587799805845e-06,0.9999841276937705,1.7550035852287448e-06
5-2C-rep1,4.9431108154032284e-06,7.388750417359188e-07,5.807438107457833e-07,0.03339679291306117,0.9333499250142744,0.03324701934299657
5-3A-rep1,6.68953113303527e-07,9.99922473862639e-08,7.859228626224017e-08,0.10409974416249716,6.174780976408621e-07,0.8958987908217582
5-3B-rep1,3.113976277855694e-06,4.654638421407914e-07,3.6584703797023125e-07,0.0009668919739635081,0.0001230650640132111,0.9989060976748654
5-3B-rep2,4.617379384055892e-06,6.901861019327696e-07,5.424750929717716e-07,7.95717061556584e-06,4.262078434874272e-06,0.9999819307103707
5-3C-rep1,2.7227498361327573e-06,4.0698498859062077e-07,3.198836066179124e-07,0.005968576105971773,2.5132380068681863e-06,0.99402546103759
5-3C-rep2,3.6012410655203473e-06,5.382980964731607e-07,4.2309358173551045e-07,0.006817095838163631,3.3241305527412834e-06,0.99317501739854
5-4B-rep1,0.025793522350695756,6.506449273867947e-07,5.113963704678373e-07,7.5012995522090195e-06,0.8796919105500923,0.09450590375836186
5-4C-rep1,0.07503308585665731,8.609159703248527e-07,6.766660031765608e-07,0.007401506553087905,0.9175617289583028,2.141049978539692e-06
5-4C-rep2,0.06312447877734008,1.0732603586332765e-06,8.435652517517905e-07,0.00042807484039569056,0.9364428604180306,2.669138623310939e-06
5-5A-rep1,0.03833377478964771,0.7408310965913747,8.129801589718429e-07,0.03914003825866708,0.14990845944370135,0.03178581793645022
5-5A-rep2,0.05754269434512708,0.7740792562393067,7.289682773776009e-07,0.031024117894857255,0.08783718436367986,0.04951601818875164
5-5B-rep1,3.6476327317189402e-06,0.5834626161258303,4.285439295066072e-07,6.2859976569035525e-06,0.3911133706784756,0.025413651021375987
5-5B-rep2,0.00582481942764596,0.625532967904871,8.965503496988247e-07,1.3150841744489074e-05,0.3686253284857497,2.836789639159035e-06
5-5C-rep1,8.87491034722736e-05,0.355999790787924,9.79100690788308e-07,0.14492273719166446,0.4989846458277237,3.0979885248550333e-06
5-6A-rep1,2.2089281933726668e-05,3.100497514658863e-07,2.4369408088822253e-07,0.16512760226574968,0.8094098758501308,0.025439878858353443
5-6B-rep1,3.2898337332863883e-06,4.91750261679684e-07,3.8650773780658467e-07,5.669399487292994e-06,0.994655850709099,0.00533431179968099
5-6B-rep2,0.00044514891923558357,1.1297747545211737e-06,8.879846512118465e-07,1.302519777449776e-05,0.9994640666584985,7.574146508568147e-05
5-6C-rep1,6.6859060841525424e-06,9.993806170755782e-07,7.854969719675262e-07,0.022720548679298062,0.9772684951332002,2.4854038285934697e-06
5-6C-rep2,1.1701594053470197e-05,1.7491041810539062e-06,1.374767545416263e-06,2.0165460234667587e-05,0.9999606591494883,4.349924497156286e-06
5-7A-rep1,6.258332881278005e-06,9.3546880527993e-07,7.352633234649722e-07,0.07761000840730371,0.8969561772848975,0.02542588524278881
5-7A-rep2,1.2842831842437434e-05,1.919691519765023e-06,1.5088464296012338e-06,0.1342321210146775,0.8480256622536736,0.017725945361857075
5-7B-rep1,3.1896921176714547e-06,4.7678152171406966e-07,3.747425507334496e-07,5.496824557903827e-06,0.9999892762302122,1.185729039791007e-06
5-7B-rep2,4.876357419950034e-06,7.288970299750253e-07,5.729012551763415e-07,8.403469748881517e-06,0.9999836056483055,1.8127262406304345e-06
5-7C-rep1,4.106704564146486e-06,6.13852616205874e-07,4.824782100287555e-07,7.0771201945144266e-06,0.2588857021601879,0.7411020176842272
5-7C-rep2,5.127516518432523e-06,7.664392167282199e-07,6.024088056649295e-07,8.836294438396499e-06,0.2952829909803305,0.7047016763606903
5-8A-rep1,4.155112793356682e-06,6.210884710579622e-07,4.881654746992909e-07,0.00926885362087248,0.9866347586381494,0.004091123374239058
5-8A-rep2,0.0002054646322835432,1.0255139330941983e-06,8.060373349176955e-07,0.0014020504235902629,0.9983881029969309,2.5503959272761373e-06
5-8B-rep1,0.00017086821819667844,1.2582474703170446e-06,9.889621241724506e-07,1.4506362515674227e-05,0.8939727613139512,0.10583961689574206
5-8C-rep1,0.11933913916972887,1.3632172834705643e-06,1.0714666964758088e-06,0.1242738191279038,0.7228526494375951,0.033531957580792374
5-9A-rep1,0.025502983593996033,5.939867169755064e-07,4.668639351226356e-07,0.23942912951330206,0.7350653488302296,1.477211820281826e-06
5-9A-rep2,0.04068754413001786,9.892964646086428e-07,7.775709915229429e-07,0.14191567073422476,0.8173925579431972,2.460325104110317e-06
5-9B-rep1,2.977280832876176e-06,4.4503119225974434e-07,3.4978730623578907e-07,0.23535032406037193,0.7646447970725546,1.1067677421266592e-06
5-9B-rep2,5.018269568951994e-06,7.501094504390612e-07,5.895738739543203e-07,0.19224702054183695,0.807744756024923,1.8654803466579507e-06
5-9C-rep1,0.05334657672617156,6.69080262804968e-07,5.258862453971263e-07,0.027823351696451067,0.9188272126455908,1.6639652784921212e-06
5-9C-rep2,0.05522781743533384,1.2767062070318056e-06,1.0034703921416844e-06,0.03792646104732506,0.9068402662436461,3.1750970958704602e-06
