,19_1,19_2,19_3,19_4,19_5,19_6,19_7,19_8,19_9,19_10,19_11,19_12,19_13,19_14,19_15,19_16,19_17,19_18,19_19
4-1B-rep1,4.284711682045198e-08,1.3250442367594977e-07,1.1519264276388137e-07,9.340731706243232e-08,1.4953762148381138e-05,2.376420159955823e-07,0.7802068060003651,4.907546565795712e-08,7.613810930389726e-08,0.044088785033679696,0.17568777914334724,9.835981101048063e-08,1.845149497066283e-07,3.672794623136434e-08,1.976629039469546e-07,1.864447050348093e-07,3.165491985044404e-08,1.067857062770734e-07,8.710242629058705e-08
4-1B-rep2,4.5230151417028335e-07,1.3987394230989618e-06,1.2159932945245598e-06,9.860236598639875e-07,2.977019378448826e-06,2.5085898805208513e-06,0.6830878352196148,5.180490327673721e-07,8.037269408003076e-07,0.05482863382010955,0.26206286115921235,1.0383030354170284e-06,1.94777145657385e-06,3.877064998894273e-07,2.086563516633831e-06,1.968142284804183e-06,3.341547633016155e-07,1.1272482310363758e-06,9.194681514797531e-07
4-1C-rep1,3.558961301258898e-07,1.1006064143929113e-06,9.568115388121231e-07,7.758585672698943e-07,2.3424853618792725e-06,1.973898832039322e-06,0.891513164669644,4.076299552425452e-07,6.324173122291593e-07,0.02029231447051286,0.015119441434619083,8.169949041200081e-07,1.532615527577743e-06,3.0506915986876997e-07,6.257494854461234e-05,1.5486444346397374e-06,2.6293165818897693e-07,0.07299876912791242,7.234889705950696e-07
4-1C-rep2,1.0835007384881483e-07,3.3507188244999773e-07,2.912945438687987e-07,2.3620468429986288e-07,7.131531940502084e-07,6.00939617258265e-07,0.8973884166789596,1.2410007306877972e-07,1.9253500300511895e-07,0.017475204954853565,0.016067316087852515,2.4872835274774103e-07,4.665940186990776e-07,9.28761602130514e-08,4.99842039070432e-07,4.7147390672502643e-07,8.004769417383045e-08,0.06906438080596188,2.2026112890030635e-07
4-2A-rep1,3.4006511082552095e-07,1.0516490925411658e-06,9.142505198642849e-07,7.413467226244875e-07,0.8708389871581367,1.8860955999672666e-06,6.042548145060195e-07,3.894977050082688e-07,6.042860406914616e-07,1.513818717716054e-06,0.12862158816900204,7.806532274323413e-07,0.0005254686361995236,2.914990326630556e-07,1.568793009305366e-06,1.4797574255971881e-06,2.512358969734917e-07,8.475271088102921e-07,6.913066373591249e-07
4-2A-rep2,6.258566171451865e-07,1.9354574242675426e-06,1.6825887730631266e-06,1.364376224385711e-06,0.9969572159788423,3.4711747081093e-06,1.1120719593444643e-06,7.168324779055654e-07,0.00010826529974526125,2.7860354722685395e-06,0.0029072509671020925,1.4367160068206877e-06,2.6951615605786395e-06,5.364754944743448e-07,2.887210285763867e-06,2.723348991407982e-06,4.6237512635026204e-07,1.5597908529081675e-06,1.272282335630669e-06
4-2B-rep1,0.005467097183408091,8.976760671402917e-07,7.803941608218645e-07,6.328053863906555e-07,0.7251489977449413,1.6099504030741603e-06,5.157852455571983e-07,3.3247094536745946e-07,5.158118998847097e-07,1.292178962089974e-06,0.26937103259737083,6.663569853975876e-07,1.2500311294233293e-06,2.488203594450668e-07,1.3391044110992742e-06,1.2631046187868316e-06,2.144521908678388e-07,7.234397930142502e-07,5.900917214819234e-07
4-2B-rep2,0.003451730972879101,0.0024871591037394906,2.1675465847778143e-06,1.7576184227923314e-06,0.7543774528489191,0.004835766264498356,1.432594711253212e-06,9.234388189298424e-07,1.4326687437094592e-06,3.5890300527750843e-06,0.23481910242122478,1.850808066554813e-06,3.471964350161215e-06,6.910991232563208e-07,3.719365595819328e-06,3.5082759970745457e-06,5.95641455625664e-07,2.009355696599509e-06,1.638981119818713e-06
4-2C-rep1,2.868543503061997e-07,8.870951696829027e-07,7.711956638425407e-07,6.253465165945461e-07,0.28937245511049875,0.017534736330039827,5.097056908123997e-07,3.2855211416624346e-07,5.097320309656598e-07,1.2769480635565807e-06,0.09322190347463216,6.585026432906761e-07,0.00024679755691631394,2.458875167360192e-07,1.3233204028392385e-06,0.0017692964876229273,2.1192444536570723e-07,0.5978465928393647,5.831363171618051e-07
4-2C-rep2,2.451895198329641e-07,8.471624519311983e-05,6.591815474054178e-07,5.345166003909811e-07,0.31018443829877507,0.017422644522857356,4.356722965958815e-07,2.8083079453574996e-07,4.356948109120258e-07,1.091474757907147e-06,0.04286608802413547,5.628568879810673e-07,1.0558734234126346e-06,2.1017300974194585e-07,1.1311116384010611e-06,1.0669163083818738e-06,1.8114298404266504e-07,0.6294337238371395,4.984373200177884e-07
4-3A-rep1,7.904655679890581e-05,0.05371407666671807,0.082403146994942,5.017826277083467e-07,0.032789130221301414,1.2766091457318121e-06,4.0899158163788297e-07,0.5978225269130004,4.090127171698902e-07,1.0246324841910764e-06,0.21832657153290957,5.283873467508643e-07,9.912113871484153e-07,1.9730194539242413e-07,0.014818541802003666,1.0015780022045103e-06,1.700497280297251e-07,5.736511226587015e-07,3.987610423736761e-05
4-3B-rep1,4.957180924346889e-07,0.025123674506505003,1.3327169100480794e-06,1.08067241088038e-06,3.262784494836242e-06,0.08614793055287757,8.808314480255146e-07,0.4924284900480141,8.80876966911718e-07,0.023851266723194445,0.33415263665741984,0.03709024552483243,2.134738710133997e-06,4.2492258046555997e-07,2.286853467884093e-06,0.0011903664602872528,3.662303942221137e-07,1.2354531773231087e-06,1.0077282163030599e-06
4-3B-rep2,2.3579586751878293e-07,0.03891809172715667,6.339271145386753e-07,5.140383062793421e-07,0.0030697258026031854,0.07787640355743208,4.189809058711451e-07,0.530148407772936,4.190025576232691e-07,0.017481566230480625,0.27238648506605834,0.04501388073365199,1.0154210099731063e-06,2.021209030259417e-07,0.015099732575698823,1.0260408221208922e-06,1.7420306992068596e-07,5.876621373550534e-07,4.793412881488526e-07
4-3C-rep1,3.134057671164426e-07,0.05382027523173699,8.425780134254491e-07,6.832289785311061e-07,2.0628165345296772e-06,0.010357796124915566,5.568843660978423e-07,0.6997586539695061,5.569131443120464e-07,0.011269644660180683,0.22478181715157494,7.194540569052652e-07,1.3496368868781137e-06,2.686470179892673e-07,1.4458077611511398e-06,1.3637521061473582e-06,2.3154030364074496e-07,7.810853722802318e-07,6.37111776824961e-07
4-4B-rep1,5.448199724827334e-08,0.9519668292576333,1.4647252164905215e-07,1.1877151997155898e-07,0.02897277029604876,3.021722958816548e-07,9.680795851493224e-08,6.240161726957357e-08,9.681296127733031e-08,2.425296350242382e-07,0.019058098409202386,1.2506883427581727e-07,2.3461888986153197e-07,4.6701202181164996e-08,2.513370930896185e-07,2.3707265880286746e-07,4.0250625576818284e-08,1.3578273142442602e-07,1.1075457350765185e-07
4-4C-rep1,5.010335637546621e-07,0.754284114954661,1.3470073275678661e-06,1.0922602130889062e-06,0.02213509600804775,2.7788713688962994e-06,8.902764014600658e-07,5.738648776430419e-07,8.903224084348376e-07,2.2303787212236007e-06,0.15836517436029088,1.1501722939101676e-06,8.793979273442276e-05,4.2947892776081487e-07,0.001289043830539199,0.013212633406162768,3.7015739867625645e-07,0.050612725290206925,1.0185338546564603e-06
4-4C-rep2,6.716276494400565e-07,0.7567489484539522,1.8056422376444433e-06,1.4641577182901272e-06,0.05646433762578839,3.7250335718067487e-06,1.193401580492445e-06,7.692568856651081e-07,1.1934632521219708e-06,2.9897877632605744e-06,0.13604790089129082,1.5417879561222818e-06,2.8922679319897763e-06,5.757097799485451e-07,3.0983618364730005e-06,2.922516805921989e-06,4.96190198781801e-07,0.050712108495111825,1.3653286888640564e-06
4-5A-rep1,0.9547225346884493,1.7165732659135747e-06,1.4923019587783149e-06,1.2100766062136146e-06,3.653483838919686e-06,3.078613680954895e-06,9.86305857854384e-07,6.35764678821053e-07,9.86356827360759e-07,2.470958001772086e-06,0.045249196550527004,1.274235360125176e-06,2.390361174675821e-06,4.7580457213153757e-07,2.560690784241117e-06,2.4153608412093013e-06,4.100843401485002e-07,1.3833914634066252e-06,1.1283977713248803e-06
4-5A-rep2,0.999976573506906,9.553485854536573e-08,8.305317306860377e-08,6.734608985195177e-08,2.0333245814778115e-07,1.7133840329810986e-07,5.4892262674518584e-08,3.538310299093704e-08,5.489509935191439e-08,1.3751968987190375e-07,6.967395509330973e-07,7.091680693178804e-08,1.6000388537082983e-05,2.6480618914703116e-08,1.4251371421696926e-07,5.423543601624266e-06,2.2822998706615704e-08,7.69918245808638e-08,6.280030314293379e-08
4-5B-rep1,0.7315104223619361,9.067337453106759e-07,7.882684480102147e-07,6.391904820217238e-07,1.929854758009764e-06,1.626195029788762e-06,5.209895914569086e-07,3.35825624114477e-07,5.210165147303452e-07,1.3052172301307358e-06,0.20030344343413825,6.730806213964244e-07,1.262644119885855e-06,2.5133099197788277e-07,1.352616163541242e-06,1.2758495226015713e-06,2.166160437307124e-07,0.06817193272920878,5.960458302076002e-07
4-5B-rep2,0.788676129425352,5.486186016285813e-05,4.2688301155525597e-07,3.4615055139103234e-07,2.8230515040862554e-05,8.806581481787537e-07,2.821394238872106e-07,1.818647621140782e-07,2.8215400405729674e-07,7.068341544539378e-07,0.14965927100987544,2.7549915012234608e-05,6.837788900215182e-07,1.3610709780850973e-07,7.325028203631965e-07,6.909302127648228e-07,1.173073834584754e-07,0.06154816717832514,3.227857713527003e-07
4-5C-rep1,0.9114334290513804,8.466770886841746e-07,7.360582289062218e-07,5.968543017524502e-07,1.8020326435906073e-06,1.5184855318056646e-06,4.864823359787438e-07,3.135825298234255e-07,4.865074760144919e-07,1.2187673947536518e-06,0.08855262775565503,6.284997596272322e-07,1.1790140744159208e-06,2.3468432015952895e-07,1.2630269043994434e-06,1.1913448297055166e-06,2.0226868385202037e-07,6.823395656953173e-07,5.56567295363647e-07
4-5C-rep2,0.9400713182022804,2.7194646647278366e-07,2.3641650062876413e-07,1.9170522095136645e-07,5.787996586215342e-07,4.877264074859507e-07,1.5625455564936645e-07,1.007204069565734e-07,1.5212096808837203e-05,3.914591417261423e-07,0.059909147512300656,2.0186950975045837e-07,3.786906670137727e-07,7.537888110700716e-08,4.056749713698813e-07,3.8265121510791985e-07,6.496721664825376e-08,2.191624602878943e-07,1.7876533019652375e-07
4-6A-rep1,4.731497393814679e-07,1.463212420846988e-06,1.2720428571842017e-06,1.0314730839326003e-06,3.114241051415844e-06,0.012315864935977151,8.407301981361155e-07,5.419278007290118e-07,8.407736447027685e-07,0.019282048952454528,0.24254911010788055,1.0861622064382447e-06,0.005024543632886957,4.0557730547441985e-07,2.182740833643311e-06,2.0588611356497827e-06,3.4955717417676316e-07,1.1792072102864606e-06,0.7208115927141389
4-6A-rep2,2.5694665598789397e-07,7.946058239999746e-07,6.907901055890735e-07,5.601473225040154e-07,1.6912063084882802e-06,1.425097552961613e-06,4.5656331393421763e-07,2.942969732292899e-07,4.5658690783924706e-07,0.011878968492999215,0.21094716303263772,5.898465614069207e-07,0.007347761028567735,2.2025106158246031e-07,0.025912439931043703,1.1180762450386542e-06,1.8982901078781622e-07,6.403751797391074e-07,0.7439042828957285
4-6B-rep1,3.8939908105762914e-07,0.020601980138546958,1.0468827908496364e-06,8.488954713239459e-07,2.5629996229070575e-06,0.050004043027351515,6.919153479817482e-07,4.4600296700855494e-07,6.919511042164488e-07,1.7334316247129431e-06,0.34102162656821466,8.939042545378719e-07,1.676891170022903e-06,3.337874184524051e-07,1.796381153921353e-06,1.6944289883692021e-06,2.8768322387638744e-07,9.70479672380991e-07,0.5883562852319953
4-6B-rep2,1.5274994810570461e-07,0.01166443466219005,4.1066170865300803e-07,3.329970344041722e-07,1.0053903012063186e-06,0.04759818207452121,2.7141829202753305e-07,1.7495400831586605e-07,2.714323181597471e-07,6.799748730801523e-07,0.24424053872828225,3.5065267262898516e-07,6.577956951110639e-07,1.3093510829163026e-07,7.046681448098821e-07,6.646752718039735e-07,1.1284977200934007e-07,3.8069098466079504e-07,0.6964905426888732
4-6C-rep1,2.684492086837092e-07,8.301773916773997e-07,0.03318478036267982,5.852230490969539e-07,0.08126134543401702,1.4888939064755139e-06,4.770019670753265e-07,3.07471561665842e-07,4.770266171923344e-07,1.1950165539621246e-06,0.12235503529562272,6.16251813224435e-07,1.1560379300811089e-06,2.3011088806053237e-07,1.2384135523759671e-06,1.1681283886520832e-06,1.9832695442279474e-07,6.69042411160046e-07,0.7631879333354866
4-7A-rep1,2.008417469981039e-07,0.16907755954417714,5.399544550681013e-07,4.378378321191977e-07,0.13579242013955567,0.037206980793100086,0.0722801462972918,2.3003653428519275e-07,0.24682449033315867,8.940581854059005e-07,0.3108901511269877,4.6105217208731386e-07,8.648961142855163e-07,1.721587222699347e-07,9.265258876526199e-07,8.739416571400072e-07,1.4837939809321047e-07,0.02792209379876167,4.082842618625124e-07
4-7B-rep1,4.954657851057166e-07,0.972480065043963,1.3320385925749388e-06,1.080122377355995e-06,3.261123824278787e-06,2.7479909213670738e-06,8.803831282378818e-07,5.674877547429776e-07,8.804286239561824e-07,2.205593445502687e-06,0.027495738831948256,1.1373909051891169e-06,2.133652184888646e-06,4.2470630616987975e-07,2.2856895202714517e-06,2.1559670524851226e-06,3.6604399268873254e-07,1.234824364503892e-06,1.0072153094342857e-06
4-7B-rep2,2.0926818985007442e-07,0.999841745025037,5.626085866234358e-07,4.56207596005079e-07,1.377389721145247e-06,1.1606595311444657e-06,3.7184441218595406e-07,2.396878629506312e-07,3.718636280569605e-07,0.00010841824901775114,4.054866069457503e-05,4.803959083271073e-07,9.01183379203537e-07,1.7938175063111287e-07,9.653988687925906e-07,9.106084335443979e-07,1.5460474982973975e-07,5.21548545450745e-07,4.2541408696792694e-07
4-7C-rep1,3.084243567108661e-07,0.941891974093358,8.291857043999803e-07,6.72369433812576e-07,2.030029212699433e-06,0.005387867700300644,5.480329987426527e-07,3.532575829843657e-07,5.480613195431433e-07,1.3729681444092519e-06,6.956103589763769e-06,7.08018734708177e-07,1.3281851589986245e-06,2.643770230138984e-07,1.4228274506988894e-06,1.3420760247060575e-06,2.2786009925753136e-07,0.0527006194442675,6.269852393850419e-07
4-7C-rep2,9.557254004018301e-08,0.9432626072544711,1.661995680560535e-05,2.0834948095583933e-07,6.290522910787427e-07,0.008852920708301976,1.6982091257071086e-07,1.0946516952914213e-07,1.6982968843675378e-07,4.2544646718177315e-07,2.1555122816697328e-06,2.1939625519112892e-07,4.115694060056727e-07,8.192343784763742e-08,4.4089654576038963e-07,4.1587381741200334e-07,7.060781026534037e-08,0.04786205447819636,1.9428612102741728e-07
4-8A-rep1,5.542872815644181e-07,1.714129730183964e-06,0.013002756580692856,1.208354066615938e-06,0.3045369613290491,0.14349150343834324,9.849018550938558e-07,6.348596701394125e-07,9.84952752045326e-07,2.4674406021459857e-06,0.27645548685182364,1.2724214907773142e-06,2.386958504336617e-06,4.7512726607335615e-07,2.557045650329255e-06,2.411922583936748e-06,4.0950058659879466e-07,1.3814222107472731e-06,0.2624938484758407
4-8A-rep2,6.55203184275127e-07,2.0262114878540155e-06,1.7614857648469915e-06,1.4283521533166365e-06,0.2865059238866309,0.13697249356965105,1.1642172806755575e-06,7.504449250020497e-07,1.1642774441427383e-06,2.916673344863497e-06,0.27944919930555767,1.5040839655284604e-06,0.00011499914654879708,5.616309592898699e-07,3.022592269669245e-06,2.8510474798559677e-06,4.840560071030254e-07,1.6329298207157376e-06,0.2969354608855246
4-8B-rep1,3.24894302617263e-07,1.0047334690989352e-06,8.734644502275279e-07,7.082741474418861e-07,2.138433333820478e-06,0.8750988319662071,5.772981123687905e-07,3.721216355670587e-07,5.773279455078562e-07,1.4462850228515886e-06,0.12488609900672916,7.458271308598822e-07,1.3991106136406309e-06,2.784948291248311e-07,1.4988068298797482e-06,1.413743255416706e-06,2.400278915454663e-07,8.097176693536896e-07,6.60466424486326e-07
4-8B-rep2,3.738151743191236e-08,1.1560209393327783e-07,1.0049861234655327e-07,8.149223355375925e-08,2.460427354411392e-07,0.9014550054502823,6.642246194248096e-08,4.281537501483605e-08,6.642589446807174e-08,1.6640589988101495e-07,0.09854326074554408,8.581298492721085e-08,1.6097813156974049e-07,3.2042911266102864e-08,1.724489262719442e-07,1.6266172635493946e-07,2.7617002636460718e-08,9.316406883111686e-08,7.599159776345239e-08
4-8C-rep1,7.275099313887175e-07,2.2498196221963417e-06,1.9558793648779372e-06,0.03051811867521952,0.5062055593039821,0.18011385650109688,1.2926976765579609e-06,8.332623360236899e-07,1.2927644795298197e-06,3.238550843357824e-06,0.18622953609217205,1.6700712829640322e-06,3.1329169466354263e-06,6.236112864909103e-07,3.3561587420487423e-06,3.165682655756182e-06,5.374753373725129e-07,1.813136276414454e-06,0.09690703989074771
4-8C-rep2,6.227868721073883e-07,1.925964258163274e-06,1.6743358946956726e-06,0.030496850711965885,0.5692888448618075,0.19395905490996052,1.1066173915004044e-06,7.133165081423621e-07,1.1066745783676845e-06,2.77237033183248e-06,0.12242252863781065,1.429669102287217e-06,2.6819421448210977e-06,5.338441521797232e-07,2.8730488960701193e-06,2.709991319980458e-06,4.6010723669178175e-07,1.5521402823149238e-06,0.0838105580694864
4-9A-rep1,6.185001748867137e-07,0.004237659539475048,1.6628112923835188e-06,0.98301229432895,4.070928238189632e-06,3.4303738351781216e-06,1.0990004459465536e-06,7.084066874157813e-07,1.0990572391915595e-06,2.753287861201824e-06,1.3949453709430113e-05,1.419828563185098e-06,0.01270990397749797,5.301696555807844e-07,2.8532734459615264e-06,2.691338209615264e-06,4.569402778153607e-07,1.5414567632295226e-06,1.2573276778350308e-06
4-9B-rep1,7.830038326589197e-07,2.4214341426354007e-06,2.105072347252453e-06,0.8292870317870825,5.153680697933105e-06,4.342756832509097e-06,0.021852912148626145,8.968229498550488e-07,1.3913755655059371e-06,3.4855850253060596e-06,0.14882249481808596,1.7974630433955286e-06,3.371893455715459e-06,6.71179878575215e-07,3.612163964579327e-06,3.4071585080733916e-06,5.784735451225898e-07,1.9514409251505882e-06,1.5917414911536465e-06
4-9C-rep1,1.438384387152515e-07,0.020391301574867817,0.00017277317365123243,0.8880861545301464,9.467353214738839e-07,7.977679501093865e-07,2.555836113082289e-07,1.6474710279911043e-07,2.555968191487808e-07,0.005369247518186607,0.08597483941586936,3.301954179871816e-07,6.194195608689408e-07,1.2329628771230413e-07,6.635574480960552e-07,6.258977795708232e-07,1.0626605911487941e-07,3.5848127967079504e-07,2.9240420209483206e-07
5-10A-rep1,4.074924262664157e-07,1.2601676169018905e-06,1.0955259763356778e-06,8.883392182560723e-07,2.682088853475591e-06,0.02183931443557603,7.240650469802384e-07,4.66726399699539e-07,7.241024646207544e-07,1.813975155264104e-06,0.09419456872327028,0.8839481522432967,1.7548075604118677e-06,3.49296779625025e-07,1.8798496209145948e-06,1.7731602697452918e-06,3.0105036348605123e-07,1.0155728032707907e-06,8.283773018281828e-07
5-10B-rep1,3.6565498942725823e-07,1.1307856218499995e-06,9.830478150590453e-07,0.024228522686615548,2.4067175440443573e-06,2.0280241774601712e-06,6.497249520046524e-07,4.1880738327141414e-07,6.497585279586219e-07,1.6277334827954599e-06,0.1547651914862755,0.8209889347717055,1.5746406524124335e-06,3.134343168804321e-07,1.6868445864340058e-06,1.5911090805468186e-06,2.701413827151585e-07,9.113034714412247e-07,7.433274191548551e-07
5-10B-rep2,6.480066920339671e-07,2.0039563834814345e-06,1.7421383029544497e-06,0.013092980932290077,4.2651382299449005e-06,3.5940251783773573e-06,1.1514299792269617e-06,7.422023352072978e-07,1.1514894818824505e-06,2.884637760177611e-06,0.11195861818002575,0.8748067061894675,2.7905476742167584e-06,5.554622273027135e-07,2.989393313469223e-06,0.00011376522650529486,4.787393276621926e-07,1.6149943663907705e-06,1.3173104590728063e-06
5-10C-rep1,3.9038810149936937e-07,1.2072726063666204e-06,1.0495417300475516e-06,8.510515497917217e-07,2.569509291631346e-06,0.0026757055348129075,6.936727183927135e-07,0.004946496753511506,6.937085654433628e-07,6.857634265218949e-05,0.18942913734594585,0.7688442577026137,1.681150244392626e-06,3.346351928722843e-07,0.00026915497710883803,1.6987326064004071e-06,2.8841389994369273e-07,0.033754419660338514,7.936065098163201e-07
5-11A-rep1,5.68974057154376e-07,0.04987787279815109,1.5296624410540417e-06,1.2403714438855601e-06,0.13618891355019883,3.1556882242030234e-06,1.0109984894656037e-06,6.516813469423441e-07,0.5423063283571523,2.5328195989416337e-06,0.1402894009722869,0.13131576055157634,2.4502049923252807e-06,4.87716563655279e-07,2.6247988838757094e-06,2.4758305372829833e-06,4.2035099471632897e-07,1.4180253201438412e-06,1.1566477409021268e-06
5-11B-rep1,0.0012909441087987103,1.2268711410097151e-06,0.008763204076460454,0.03328340264566375,0.0328776077214616,0.00930772621881885,0.035185102013608686,4.543944336123265e-07,0.5488229605807949,1.7660458328341667e-06,0.045585647312813116,0.06092833192127634,0.0545443162702225,3.400675694421826e-07,0.09991736706135747,1.726309368815393e-06,2.9309593263439386e-07,0.06948677679474348,8.064897017264141e-07
5-11C-rep1,5.004754494844284e-07,0.17274575092881356,1.345506861199922e-06,0.04138772306301373,3.2940971119369283e-06,2.775775912068013e-06,8.892846995062411e-07,5.732256346849486e-07,0.5392267181064282,2.227894244568958e-06,0.21799802018650608,0.028620476208917816,2.1552255844421925e-06,4.290005200538506e-07,2.308800172338083e-06,2.1777660781074594e-06,3.697450707577719e-07,1.247309698141008e-06,1.0173992834019119e-06
5-11C-rep2,4.467318246481752e-07,0.20108081587887022,1.201019422230784e-06,0.019963595551083717,2.940360041436267e-06,2.4776988347580833e-06,7.93788739989908e-07,5.116697212255222e-07,0.6494361217802985,1.9886515153235807e-06,0.0976051147184152,0.03189532910404307,1.923786389238753e-06,3.8293224032487856e-07,2.0608693489343763e-06,1.9439063688979523e-06,3.300399455846382e-07,1.113367175005123e-06,9.081457217094188e-07
5-12A-rep1,2.567997934026607e-07,7.941516524323183e-07,0.36545272250189675,0.02167619166409048,0.03368025816479773,0.008355116066007773,0.04009817686073527,2.94128762383546e-07,0.036185131785965156,1.143158535184224e-06,0.4794637333249034,0.015081201517673564,1.1058713976700344e-06,2.2012517303886355e-07,1.1846723108500736e-06,1.1174371880048002e-06,1.8972051052666516e-07,6.400091615317323e-07,5.220394448014876e-07
5-12A-rep2,4.2697422841965236e-07,1.3204149604349639e-06,0.3868592300722864,0.026610216885027866,0.05161312891323606,2.3681177159479665e-06,0.028437605613887716,4.890401184156118e-07,0.08267961188332394,1.9006994789761653e-06,0.4096756715025603,9.80161736195434e-07,1.8387031410541366e-06,3.659963065727195e-07,1.969723336428883e-06,0.014110627747876445,3.154432779098416e-07,1.064126315312249e-06,8.679811856360686e-07
5-12B-rep1,4.886265916560671e-07,1.5110744835280576e-06,0.023007252895295514,0.03455180305865581,0.04442559333902961,2.710058854059742e-06,8.682307037822924e-07,5.596544014587213e-07,0.5900404664027931,0.005439942605970219,0.28687416820399875,0.015645160376493515,2.104200181369155e-06,4.1884384568421345e-07,2.254138859731617e-06,2.1262070242727397e-06,3.6099128117496735e-07,1.217779387920129e-06,9.93312148905855e-07
5-12B-rep2,4.844119999609535e-07,1.498040886753492e-06,0.04503575606268567,0.03790298118144735,3.1883685237763422e-06,2.686683557392243e-06,0.02148138287651466,5.548271676716131e-07,0.6704585477994038,0.00887634892901465,0.20710306338100876,0.008958240936849354,2.086050648043107e-06,4.152311569281896e-07,0.0001681074538442157,2.1078676734891057e-06,3.578775929688221e-07,1.207275573796109e-06,9.847444507802878e-07
5-12C-rep1,4.772868009469926e-07,1.4760062562116612e-06,0.13573234087755545,0.5117095795617467,0.035958388547052154,2.6471652237516663e-06,8.48081259122077e-07,5.466662344405389e-07,0.265007362370278,2.1246686884120964e-06,0.03433168223633928,0.017243270961658196,2.0553670026715906e-06,4.091235364932106e-07,2.201825982505851e-06,2.0768631222601617e-06,3.5261358408228407e-07,1.1895177999823216e-06,9.702598794024756e-07
5-12C-rep2,3.88002220451503e-07,1.199894285100999e-06,0.13458826499856344,0.49224729899214614,2.5538055765394303e-06,2.151968130440122e-06,0.012954543463343333,4.4440305574749715e-07,0.28578263837799694,1.7272134221856073e-06,0.02133278751117464,0.016741255905685256,1.6708757906085403e-06,3.3259004917667303e-07,1.7899371375135977e-06,1.6883506969225388e-06,2.8665124054097526e-07,0.03633818830315048,7.887563345062583e-07
5-1A-rep1,2.349516877461628e-07,7.265865310600521e-07,6.316575732908145e-07,5.12197982506584e-07,1.5464368468955685e-06,1.3031073472582304e-06,0.9122496288851777,2.6910476920963217e-07,4.175024741504598e-07,1.0459004800748483e-06,8.575137598258557e-05,5.393549278973926e-07,1.011785671125429e-06,2.0139728399158934e-07,1.0838823317273267e-06,1.0223674629690488e-06,1.7357940034792018e-07,0.08765342230088534,4.776251841988768e-07
5-1A-rep2,1.243736741164755e-07,0.0063247228785767344,3.3437330851843846e-07,2.711363581614898e-07,8.186194969805684e-07,6.898109568882082e-07,0.9015910683594044,1.4245289825297185e-07,2.2100848545047145e-07,5.536563142616496e-07,2.8050837820333666e-06,2.855121181674551e-07,0.0005115932340220926,1.0661136511679429e-07,5.737623304604747e-07,5.411989115139991e-07,9.188573182555503e-08,0.09156480320731165,2.528349533439045e-07
5-1B-rep1,2.319381032751435e-07,7.172670411348724e-07,6.235556802074693e-07,0.012151832521975393,1.5266016283792775e-06,1.2863931703845098e-06,0.6793231218308948,2.6565312363369775e-07,4.121474201613552e-07,0.01139786522546367,0.29711708667257786,5.324369455212227e-07,9.98808102776154e-07,1.988140817453547e-07,1.069980022726531e-06,1.009254168318416e-06,1.7135300142142056e-07,5.780476262752591e-07,4.7149897224493454e-07
5-1B-rep2,1.9853427540929263e-07,6.139659257183389e-07,5.33750916297183e-07,0.005269058797572806,1.306739788974583e-06,1.1011262589777395e-06,0.7314555958691289,2.2739364367512103e-07,3.527897670460645e-07,0.010606118037309424,0.2526265961176737,4.5575514194317135e-07,8.549593195662096e-07,1.701807900604142e-07,3.490701644798426e-05,8.639009381447266e-07,1.4667466662884897e-07,4.94796952351033e-07,4.0359348243797666e-07
5-1C-rep1,3.3140161412219715e-07,1.0248572866303312e-06,8.909590791586249e-07,7.224601780098814e-07,2.1812640382175866e-06,1.8380454398882053e-06,0.766323025792959,3.795748638350011e-07,5.888912531794868e-07,0.050953463136959226,0.12891940803692178,7.607653105393638e-07,0.009930823436030693,2.8407280507279225e-07,1.5288264481038326e-06,1.442059134386839e-06,2.4483541278414715e-07,0.043860387889351725,6.736949136536033e-07
5-1C-rep2,4.163519455047062e-07,1.287565621197837e-06,1.1193444152507788e-06,9.07653094752815e-07,2.7404016373815083e-06,2.3092035832430487e-06,0.8126359323621775,4.76873757664059e-07,7.398455786083673e-07,0.04761942434595715,0.08376784213186513,9.557772310631015e-07,1.7929598065368109e-06,3.568910349767492e-07,1.9207204759490813e-06,1.8117115323204398e-06,3.07595666699258e-07,0.05595881187710614,8.463875129856086e-07
5-2A-rep1,1.696889133294098e-07,5.247618354143077e-07,4.5620139287448416e-07,3.699242167392252e-07,0.9999884782344982,9.411418655000929e-07,3.0151679658840064e-07,1.9435525787019964e-07,3.0153237812648385e-07,7.553796170485588e-07,3.827109090026789e-06,3.895377491931443e-07,7.307409140258268e-07,1.4545495116829812e-07,7.828112103049183e-07,7.383833905547113e-07,1.2536406996672105e-07,4.229071125882812e-07,3.4495474053810136e-07
5-2A-rep2,6.526407754327161e-07,2.0182872555583263e-06,1.7545968381629455e-06,1.4227660660149022e-06,0.9999556861210086,3.61972709259915e-06,1.1596641882515777e-06,7.475100389121797e-07,1.159724116427777e-06,2.9052666396632308e-06,1.4719449816570804e-05,1.4982017016056097e-06,2.8105036882664218e-06,5.594344984502479e-07,3.010771330234447e-06,2.839897428317988e-06,4.821629311495025e-07,1.62654365851131e-06,1.3267309274173954e-06
