,19_1,19_2,19_3,19_4,19_5,19_6,19_7,19_8,19_9,19_10,19_11,19_12,19_13,19_14,19_15,19_16,19_17,19_18,19_19
1-8B-rep1,4.155225848274693e-07,1.2850008288217882e-06,1.117114714507653e-06,9.058450768163363e-07,2.734942838924053e-06,2.304603718469138e-06,7.383336732441451e-07,4.759238393392309e-07,7.383718282470437e-07,0.005337484244549667,0.993860228657041,9.538733512801425e-07,1.7893882839932924e-06,3.561801186626456e-07,1.9168944579565754e-06,1.8081026568975527e-06,0.0007828667129409708,1.0355859620803396e-06,8.447015342636318e-07
1-8B-rep2,1.1451935996791682e-07,3.5415035872482267e-07,3.0788040599352106e-07,2.49653814774396e-07,7.537590371711479e-07,6.351561923604002e-07,2.0348713352798452e-07,1.311661398555089e-07,2.0349764916942272e-07,5.097892878203626e-07,0.999974446377576,2.628905615910396e-07,4.931611625926091e-07,9.816438555194107e-08,5.283022739723816e-07,2.0105225896816106e-05,8.460548643912971e-08,2.854108197715462e-07,2.328024579168279e-07
1-8C-rep1,7.705054122641557e-07,2.382782860725168e-06,0.010555555500143091,1.679712631383512e-06,5.071416901440032e-06,4.273437120010861e-06,1.3690954765496067e-06,8.825077322540088e-07,0.00013328771659335724,0.021769990757972254,0.9576141348363038,1.7687716783940044e-06,3.3180708048188784e-06,6.604664083046373e-07,3.554506081078524e-06,3.3527729513119497e-06,5.692398667513869e-07,1.9202917429361717e-06,0.009895457611319278
1-8C-rep2,2.877163079610371e-07,8.897607679952911e-07,7.735130001671141e-07,6.272255964004796e-07,5.1153758276683925e-05,1.5957545928978431e-06,5.112372859283217e-07,3.2953936783527894e-07,5.112637052300998e-07,1.2807851159040088e-06,0.10670370993533805,6.604813526723158e-07,1.239008923649849e-06,0.8932323362457939,1.3272967976535832e-06,1.2519671369321801e-06,2.1256124901792708e-07,7.170608300623391e-07,5.84888561155507e-07
1-9A-rep1,3.7289178305022753e-07,1.1531653579776734e-06,1.0025036254945498e-06,8.129093295893068e-07,2.4543496526675963e-06,2.068161445811574e-06,6.625838641631222e-07,4.270961327433093e-07,6.626181046294232e-07,1.6599484713195838e-06,0.6712532539732068,8.560101129295689e-07,0.32872898845658216,3.1963759464555417e-07,1.7202294615184857e-06,1.6225992239346758e-06,2.7548783631830855e-07,9.293393668656125e-07,7.580388473652124e-07
1-9A-rep2,1.5479430924319008e-07,4.787003713817046e-07,4.161578862179432e-07,0.00015935184008265246,1.0188461542869932e-06,8.585322524113597e-07,2.750508759668728e-07,1.7729554217485469e-07,2.750650898207848e-07,6.890754601653256e-07,0.7207892019365918,3.553457066075109e-07,0.27904441217968146,1.3268750592084992e-07,7.140992195037759e-07,6.735710934495776e-07,1.1436012072716968e-07,3.857860427219149e-07,3.146760135006693e-07
1-9B-rep2,2.5116783999337773e-07,7.767348739873652e-07,6.752540057099618e-07,5.475494223907554e-07,1.6531705145296333e-06,1.3930466336720134e-06,4.46295052722845e-07,2.8767813614228275e-07,4.4631811599308084e-07,0.015783053858647193,0.31362326033996907,5.765807155049242e-07,0.6705828429642252,2.1529754174547958e-07,1.1586909065367394e-06,1.0929303373673652e-06,1.8555969302010216e-07,6.259729283576303e-07,5.105904409219563e-07
1-9C-rep1,6.094012009350161e-07,1.8845691591267773e-06,1.638349089703047e-06,1.3285031856984497e-06,4.011039378812508e-06,3.3799083972716777e-06,1.0828326632415556e-06,0.00438280291649983,1.0828886209811276e-06,2.7127832735754923e-06,0.27775572822585726,1.3989409650293439e-06,0.7178331464000396,5.223701430147717e-07,2.8112979351758922e-06,2.651744985136414e-06,4.502180684221541e-07,1.518779849776972e-06,1.2388306874478176e-06
1-9C-rep2,1.911030684503175e-07,5.909849676426323e-07,5.137724339148843e-07,4.1660737596752527e-07,1.2578280643195912e-06,1.059910720242393e-06,3.3956717552605705e-07,0.0034684154348605264,3.395847234004612e-07,8.507059172603368e-07,0.3815386497028487,4.386960685140889e-07,0.6149840531788517,1.638108639165598e-07,8.815992828958085e-07,8.31564825651449e-07,1.4118458285812166e-07,4.7627653038353936e-07,3.884868380607926e-07
2-10A-rep1,2.8884034234819884e-07,0.001731729844229399,7.76534918588305e-07,6.296760071674551e-07,1.901128493955584e-06,1.6019887999492256e-06,5.132345598870174e-07,3.30826794272784e-07,5.132610824022835e-07,1.2857888173731517e-06,6.5144120383476694e-06,0.05815677307007459,0.058008996434314744,2.4758988119708943e-07,0.15765582117842042,0.7244305557637776,2.1339167171786853e-07,7.198622042228401e-07,5.8717357190118e-07
2-10A-rep2,3.092735861051278e-07,9.564265072205131e-07,8.314688213398599e-07,6.74220765831506e-07,2.0356187857701824e-06,1.715317247696915e-06,5.495419772699028e-07,3.542302581855574e-07,5.495703760501501e-07,1.3767485361981866e-06,0.15245249720394047,0.0425202494345415,0.05692350485132193,2.6510497051293874e-07,0.13592628080494576,0.612166222197364,2.2848749942829764e-07,7.70786946143252e-07,6.287116085367271e-07
2-10C-rep1,0.013075139104251766,2.227897059814323e-06,0.022943841302981147,1.5705278456020995e-06,0.19131062268668397,3.995654892395888e-06,1.2801014465420778e-06,8.251429093097239e-07,1.2801675985762776e-06,0.004443575603359394,0.7372407808780667,0.01887322038788911,3.1023893583244804e-06,6.175347294214677e-07,0.012090993559264317,3.1348357937154207e-06,5.322381012420703e-07,1.7954688186615551e-06,1.4645189500244187e-06
2-10C-rep2,7.388938318026175e-08,2.2850242584814187e-07,1.9864844947197667e-07,1.6107989415455513e-07,4.863351518793616e-07,4.0981105107277664e-07,1.3129254988601596e-07,8.463010246280369e-08,1.312993347148853e-07,3.28922690796599e-07,0.06626567615916211,1.6962041566872616e-07,3.181940077436456e-07,0.9337178996476397,3.408675106766667e-07,1.2972153709484186e-05,5.458856221694454e-08,1.8415077967428864e-07,1.5020717914545086e-07
2-11B-rep1,9.444745603917207e-08,2.920781293773429e-07,2.53917949930405e-07,2.058967820159159e-07,0.01220926460079381,0.07787711252743602,1.6782177357440446e-07,1.0817654090366659e-07,1.6783044613057957e-07,4.204380932983168e-07,0.29341382072754685,2.1681351315567113e-07,4.067243934758407e-07,8.095903165741334e-08,0.6164964788997651,4.1097813316825647e-07,6.977661212367173e-08,2.3538662686404394e-07,1.9199897655794395e-07
2-11B-rep2,3.4549635703552963e-07,1.068445185307806e-06,9.288521932290043e-07,7.531869157209867e-07,0.019936691542899173,0.0700977166555502,6.139054860000709e-07,3.957184488211165e-07,6.13937210905011e-07,1.5379962117061797e-06,0.25720318487091626,7.93121192383319e-07,1.4878303996362473e-06,2.9615462056658716e-07,0.6527502502362985,1.5033909200476977e-06,2.5524843448415535e-07,8.610631295635861e-07,7.023476304942218e-07
2-11C-rep2,4.4000111522491074e-07,1.3607005212034e-06,0.010171107272617394,9.592086172299776e-07,0.09883949417099706,0.17929443999244443,7.81829078605723e-07,5.039606214384991e-07,7.818694813285587e-07,1.958689388706971e-06,0.2336921853382198,1.0100662483144043e-06,1.894801556585304e-06,3.7716277082165644e-07,0.4779884741948814,1.9146183974726135e-06,3.250673807275236e-07,1.096592567683914e-06,8.944630946173803e-07
2-12A-rep2,4.2644426847982566e-07,1.3187760628472373e-06,0.39075976280073876,9.296545007280121e-07,2.8068286559282196e-06,2.3651784108594806e-06,7.577401919353085e-07,4.88433122361804e-07,7.577793498123868e-07,1.8983403328861657e-06,0.056885731884428054,9.789451605331109e-07,0.03446335863781937,3.6554203236201134e-07,1.967278518003395e-06,0.5178738409752858,3.1505175006236804e-07,1.0628055229072408e-06,8.669038483489613e-07
2-12B-rep2,4.154339206847051e-07,1.2847266355502334e-06,0.06991857785976165,9.056517877385682e-07,2.7343592572580333e-06,0.09011972330422008,7.381761277229087e-07,4.758222867864291e-07,7.382142745842989e-07,1.8493271584962502e-06,9.369562825070823e-06,9.536698139368427e-07,0.15591132560427728,3.5610411700583073e-07,1.916485431323391e-06,0.6840264488943826,3.069174413190154e-07,1.035364988913202e-06,8.445212919852051e-07
2-12C-rep2,4.496897589056687e-07,1.390662587320943e-06,0.3930431720028182,9.803299966680806e-07,2.959828973838338e-06,0.3155909380739086,7.990446335208377e-07,5.150576271534849e-07,7.990859258950215e-07,2.0018189238645426e-06,0.19033330231720538,1.0323074918823348e-06,1.936524307942688e-06,3.8546773999036074e-07,2.074514931610811e-06,0.10101489615004901,3.3222523082182706e-07,1.1207390852349571e-06,9.141588042632664e-07
2-1A-rep1,8.001668888063536e-07,2.4745107795737386e-06,2.151214490347227e-06,1.744375067260516e-06,5.266646825933021e-06,0.060146078819080115,1.4218003540434239e-06,9.164808646706132e-07,1.4218738286777193e-06,0.21248576014491513,0.31839885168255827,1.8368625429254028e-06,0.05699415788206429,6.858918090416297e-07,0.351537747093474,0.00041447255383848005,5.911533986822198e-07,1.9942155435749012e-06,1.6266316761634693e-06
2-1A-rep2,5.149481748762516e-07,1.5924738045009061e-06,1.3844161650129682e-06,1.1225942609615126e-06,3.3893556565152364e-06,0.037825422271641054,9.150009924120419e-07,5.898021464936601e-07,9.150482770839766e-07,0.20057650715508699,0.43034248984698553,1.1821146653406436e-06,0.03473902662496528,4.4140633681486224e-07,0.29649955556115654,2.2407426146159854e-06,3.8043734123691355e-07,1.2833793410342792e-06,1.0468203877891148e-06
2-1B-rep1,5.834677713808303e-07,1.804370200783377e-06,1.5686281724521648e-06,1.2719679446684668e-06,3.8403472190171225e-06,0.03246935758657337,1.0367520770069697e-06,6.682818985677242e-07,1.0368056534317444e-06,0.7349356926164882,1.3159344165605158e-05,1.339408202521838e-06,0.004997300545040478,5.001403717502938e-07,0.15384215974998028,0.07372560867068383,4.3105877148684567e-07,1.4541472724501215e-06,1.1861115127674949e-06
2-1B-rep2,3.0478701797092713e-07,9.425518251177171e-07,8.194068746169453e-07,6.644399842216347e-07,2.0060884838370833e-06,0.019152745527165754,5.415698851340206e-07,3.490915128806002e-07,5.415978719390193e-07,0.7423004268239558,0.011434887870714207,6.996688624742831e-07,0.030736929551925574,2.6125914737653534e-07,0.15581898236834796,0.0405472930272291,2.2517287839354258e-07,7.596052988697967e-07,6.195910188866815e-07
2-1C-rep1,4.614858926218067e-07,1.4271420523503196e-06,1.2406851035535776e-06,1.006045734012821e-06,0.00016105985151854753,0.038639031721103285,8.200049448366029e-07,5.285684721774066e-07,7.98312378972881e-05,0.7379665743183841,1.0408204165604376e-05,1.0593866880820628e-06,0.12270636628859957,3.955792199921493e-07,0.0807515657026161,2.0081071379469962e-06,3.4094006848276464e-07,0.019674936591643783,9.381387577296658e-07
2-1C-rep2,2.3935177819525097e-07,7.401937814970332e-07,6.43487028452396e-07,5.217902415471078e-07,1.5753979582858156e-06,0.03282592059367285,4.252993316014211e-07,2.741444662476149e-07,4.2532130987197556e-07,0.7438202777661733,5.398262903993498e-06,5.494557724143041e-07,0.10634287723629078,2.0516897967194166e-07,0.11699762509185617,1.0415139919955978e-06,1.7683013273871912e-07,5.965243540273213e-07,4.865699763448603e-07
2-2A-rep1,6.267969029994058e-07,1.938365252015348e-06,1.6851166914048644e-06,1.3664260607675243e-06,0.7820023879399919,3.476389794738002e-06,1.1137427342529652e-06,7.179094457291126e-07,1.1138002893378729e-06,2.7902212069434825e-06,0.17150215953692932,1.438874526361323e-06,0.046147786741078875,5.37281494290869e-07,2.8915480252963555e-06,0.00032466991168774155,4.630697979071965e-07,1.562134279875865e-06,1.2741938103199093e-06
2-2A-rep2,4.374963215842809e-07,1.3529544635358645e-06,1.1761901668659027e-06,9.537481318781464e-07,0.6867969788627394,2.426476168457474e-06,7.773783614679945e-07,5.01091725619765e-07,7.77418534190315e-07,0.0026235849560171842,0.24711791967137356,1.0043162458079343e-06,0.0632207977243602,3.75015696923097e-07,0.0002267300425878776,1.9037190524021562e-06,3.2321687017232576e-07,1.0903499969383997e-06,8.893711859979431e-07
2-2B-rep1,7.453346062992356e-07,2.3049423107573136e-06,2.003800241747056e-06,1.6248399204999642e-06,0.8330367597572823,0.023101371206664435,1.324369980739766e-06,8.536780439253669e-07,1.3244384204470219e-06,3.317898373162463e-06,0.1435769870838962,1.7109895940576026e-06,0.0002584277688754969,6.388903472605855e-07,3.438387775556119e-06,3.2432448466956343e-06,5.506439866895036e-07,1.8575598138826823e-06,1.5151650198319708e-06
2-2B-rep2,4.116858477071924e-07,1.273135744805779e-06,1.1067998106991424e-06,8.974809359528874e-07,0.8293280935244032,0.032143399678743016,7.315162526881423e-07,4.715293858787151e-07,7.315540553859644e-07,1.8326424035828427e-06,0.13851212195292714,9.450657402656436e-07,1.7728659270806436e-06,3.52891321536624e-07,1.8991947699226534e-06,1.7914075004023394e-06,3.0414841137018695e-07,1.0260238558386268e-06,8.369019636737207e-07
2-2C-rep1,5.79071416226304e-07,1.7907745017199748e-06,1.5568087594704082e-06,1.2623838286226029e-06,0.27988466051542565,3.211690983411757e-06,1.02894028248929e-06,6.632464797947355e-07,1.0289934552225455e-06,2.577768553350624e-06,0.7200890811068269,1.3293159327444758e-06,2.493687817765644e-06,4.963718779119325e-07,2.6713801585205354e-06,2.5197681292027635e-06,4.2781079868546014e-07,1.4431904584318476e-06,1.1771743139730221e-06
2-2C-rep2,3.816886793243969e-07,1.1803697011737492e-06,1.0261537052464183e-06,8.320866871438402e-07,2.5122502562648397e-06,2.1169514769788473e-06,6.782148911551978e-07,4.371717647352744e-07,6.782499393889105e-07,1.6991083433961898e-06,0.0841782192458751,8.762042617828493e-07,1.6436874332583754e-06,0.9158022877555161,1.760811423440425e-06,1.6608779892931993e-06,2.8198687446032386e-07,9.51263427371708e-07,7.759217544582991e-07
2-3A-rep1,7.307868247809234e-07,2.2599533932083157e-06,1.9646891527450058e-06,1.5931255522606674e-06,0.05505686840365272,4.0531467970571625e-06,1.2985203221215022e-06,0.007883290833637606,1.2985874259912697e-06,0.002005146171277319,0.1725546377262153,1.6775937171130906e-06,3.1470284170055457e-06,6.264201934430206e-07,0.7570942927543749,3.179941711377136e-06,5.398962656726223e-07,1.8213031123942872e-06,0.005381573117956962
2-3A-rep2,2.1853074229238e-07,6.758048665040577e-07,5.875105630863872e-07,4.764000905528771e-07,0.07606560230853561,0.002208681620634109,3.8830285420104595e-07,2.502968398904849e-07,3.8832292059794e-07,9.728017298673182e-07,0.11415729671008525,5.016590171499854e-07,9.41071229889239e-07,1.8732148037983213e-07,0.8075607301004014,9.509134525544705e-07,1.6144780898819787e-07,5.44633137317797e-07,4.442436104280333e-07
2-3B-rep1,8.011546902162651e-07,2.4775655488613687e-06,2.1538701522301583e-06,1.7465284882217667e-06,5.273148471068479e-06,4.4434265321776006e-06,1.4235555583813988e-06,9.176122550129817e-07,1.4236291237197066e-06,3.566384575269317e-06,0.034446741491374146,1.8391301391420147e-06,3.4500575147666187e-06,6.867385385245614e-07,0.965515352366681,3.4861400483620667e-06,5.918831741438905e-07,1.996677391163408e-06,1.6286397435874013e-06
2-3B-rep2,4.194013905605965e-07,1.2969960097431251e-06,1.1275427179842682e-06,9.143009278472474e-07,2.760472887953273e-06,2.326116652885196e-06,7.452258446671e-07,4.80366476596427e-07,7.452643558379889e-07,1.8669885708814228e-06,0.1884281027797277,9.627775349724895e-07,1.8060918033402025e-06,3.595049764122387e-07,0.8115520535011547,1.8249808705199693e-06,3.098485589822334e-07,1.045252913802184e-06,8.525866246859574e-07
2-3C-rep1,5.81145612112018e-07,1.7971889386954954e-06,1.5623851464811511e-06,1.266905604814881e-06,3.825062916562862e-06,3.2231950501594996e-06,1.032625879189077e-06,6.656221852449712e-07,1.0326792423835803e-06,2.5870019514736515e-06,0.42556682561103165,1.3340774553498931e-06,2.502620044200808e-06,4.981498494679429e-07,0.5744056778413823,2.5287937736053236e-06,4.293431889461989e-07,1.4483598721298829e-06,1.1813908752647589e-06
2-3C-rep2,3.109033836148319e-07,9.614666451751108e-07,8.358504623053308e-07,5.390767066624123e-05,2.0463460078053267e-06,1.724356557564453e-06,5.5243793148737e-07,3.5609696655830676e-07,5.524664799223676e-07,1.3840036702820325e-06,0.4058317461246483,7.137095871122198e-07,0.00899719144003035,2.665020100279955e-07,0.5851044611965552,1.3528632485423796e-06,2.2969157366643893e-07,7.748488082025282e-07,6.320247676940271e-07
2-4A-rep1,5.294656770855276e-07,0.005078039474452887,0.04260694111591399,1.1542426198814094e-06,0.011425389646000365,2.9365637699807203e-06,9.407968483387548e-07,6.064299439740864e-07,9.408454660678063e-07,2.356945851971017e-06,0.8440544414535849,1.2154410331247888e-06,2.280067832526602e-06,4.5385053563436117e-07,0.00018374261347763117,0.09663524399120306,3.911626922748607e-07,1.3195605789293e-06,1.076332517424482e-06
2-4A-rep2,2.0653758501376968e-07,6.387161074186683e-07,0.045652103777342044,4.5025483907196416e-07,0.028856249877206436,1.1455148379576184e-06,3.6699245570372285e-07,2.36560331536299e-07,3.670114208392958e-07,9.194135245062927e-07,0.8152967592228734,4.741275337998616e-07,8.894244219754289e-07,1.770411145498764e-07,0.013827254480827235,0.09583025307331697,0.000530573367930222,5.14743196861474e-07,4.198631345554317e-07
2-4B-rep2,3.4478253991829197e-07,1.0662377106222643e-06,0.01263342424796729,7.5163078436975e-07,0.31062003041443165,1.912259772567725e-06,6.126371188079158e-07,3.9490086971608943e-07,6.12668778167215e-07,1.5348186151850979e-06,0.28772175701403563,7.914825543148171e-07,0.023318477463748582,2.95542746567905e-07,0.06552529158109409,0.3001708874155019,2.547210752284855e-07,8.592841191966505e-07,7.008965362910882e-07
2-4C-rep2,5.084039908032704e-07,1.572235958798163e-06,1.3668224057581987e-06,1.1083278476767778e-06,0.7847055253207812,2.8197498053595803e-06,8.794743033913714e-05,5.823066857820623e-07,9.034194479064753e-07,2.263188586359893e-06,0.15381831611484326,1.1670918410200818e-06,2.18936870797658e-06,4.357967542198933e-07,2.3453762273317687e-06,0.017236935666136294,3.756025790011055e-07,1.2670696014275546e-06,0.04413237070746085
2-5A-rep1,4.1499116694020353e-07,0.0014933503539754536,1.1156860202246127e-06,9.046865783508155e-07,2.7314450806834093e-06,2.3016563271990286e-06,7.373894075530383e-07,4.7531517340761593e-07,7.374275137589478e-07,1.8473562156255209e-06,0.07901785958504444,9.526534287547113e-07,1.7870998092482368e-06,3.5572459471988716e-07,1.914442913708068e-06,0.9194703297136403,3.065903403298307e-07,1.034261536106528e-06,8.436212331654498e-07
2-5A-rep2,2.786035592400028e-07,8.615796532088686e-07,7.490137646078601e-07,6.073596760711651e-07,1.8337506481352316e-06,1.5452127562930033e-06,4.950450271144094e-07,3.1910197040705226e-07,4.950706096458975e-07,1.2402192091273424e-06,5.3983365556023075e-05,6.395621331658332e-07,1.1997661811568885e-06,2.388150546164477e-07,1.285257740914093e-06,0.9999327617344423,2.0582886299554041e-07,6.943495864475374e-07,5.663635685147031e-07
2-5B-rep1,2.8297689502834736e-07,8.751041650355175e-07,7.607712910072283e-07,6.168936095751203e-07,1.8625356620749905e-06,1.5694684918124527e-06,5.028159189860973e-07,3.241110236693986e-07,5.028419030953715e-07,0.020931051109856498,0.3083816655128258,6.496015597025009e-07,4.966719057889026e-05,2.425638165777041e-07,1.3054328732452075e-06,0.6706266315066971,2.0905982937396071e-07,7.052490304615222e-07,5.752539720334399e-07
2-5B-rep2,3.7442165089946666e-07,1.157896464122184e-06,1.0066166098377398e-06,8.162444630092828e-07,2.464419144126199e-06,2.0766465180142964e-06,6.653022553888984e-07,4.288483854657308e-07,6.65336636333995e-07,0.011412336419786869,8.44458530345148e-06,8.595220764801793e-07,1.6123930199151977e-06,0.8847759538784804,1.7272870687549976e-06,0.10378743926301093,2.766180837595161e-07,9.331521792766825e-07,7.611488629616197e-07
2-5C-rep1,3.1567554256657495e-07,9.76224514980925e-07,8.486802077382417e-07,6.881771209234977e-07,2.0777560500698072e-06,1.7508242771707876e-06,5.60917484168263e-07,3.6156281677483267e-07,5.609464708026396e-07,1.4052472007563227e-06,0.15922940555363632,7.246645518201687e-07,1.3594113485946742e-06,2.7059263759861145e-07,1.4562787202278193e-06,0.8407555758020897,2.3321718566418482e-07,7.867422190535728e-07,6.417259250690492e-07
2-5C-rep2,7.666622075167927e-07,2.370897775615429e-06,2.0611385863166464e-06,1.671334391002086e-06,5.046121175801717e-06,4.252121638554448e-06,1.3622665637979012e-06,8.781058710182561e-07,1.3623369618937405e-06,3.4128393738689035e-06,0.09833144576718492,1.7599492202993498e-06,3.3015205959998457e-06,6.571720672195937e-07,3.53677655649908e-06,0.9016320793545923,5.664005546278567e-07,1.910713517753966e-06,1.5585211649091718e-06
2-6A-rep2,5.254172044915696e-07,1.624849208928632e-06,0.3339214139597545,1.1454168927085155e-06,3.4582621338581847e-06,2.9141098160084464e-06,9.336031993038498e-07,6.017929767171172e-07,9.336514452853977e-07,0.015654838989385116,0.3109028858747716,1.2061473623069485e-06,0.13736644424326405,4.5038024183669143e-07,0.2021355712598287,2.286297491664257e-06,3.881717308056098e-07,1.3094707750551955e-06,1.0681025170913816e-06
2-6B-rep2,3.660216197673267e-07,1.1319194237372176e-06,0.34115856923064625,7.979322770439583e-07,2.409130681283381e-06,2.0300576112033124e-06,6.50376410037476e-07,4.192273077843888e-07,6.504100196569603e-07,1.629365558105776e-06,0.46963260183971856,8.402389709657129e-07,0.037162936987663105,3.137485872541716e-07,0.14739379734998695,1.592704433762703e-06,2.704122446748614e-07,9.122172057298321e-07,0.004638080829634167
2-6C-rep2,3.257640972595098e-07,1.007423303242742e-06,0.45126997533039714,7.101703119905534e-07,2.144158266026353e-06,1.806778204847115e-06,5.788436328690655e-07,3.7311786542480913e-07,5.788735458762739e-07,1.4501569619834977e-06,0.410895921671084,7.478238308242653e-07,1.4028562592424522e-06,2.792404048653561e-07,1.502819378391342e-06,0.13781948018195636,2.4067048506703377e-07,8.118854146322704e-07,6.622346000214902e-07
2-7A-rep1,6.685525843943783e-07,0.012249626099320067,1.7973750566631218e-06,1.4574540332577621e-06,0.07761042592251892,3.7079784065821028e-06,1.1879375596340288e-06,7.657348225662643e-07,1.1879989488983596e-06,0.00011743926347230074,0.1271836541144452,1.5347288389824918e-06,0.782816461258495,5.730738774179528e-07,3.0841759044463117e-06,2.9091359850418623e-06,4.939183787673121e-07,1.666199856739003e-06,1.3590774951699197e-06
2-7A-rep2,3.859511211750169e-07,1.193551274235838e-06,1.037613098032584e-06,8.413788703044818e-07,0.07929716163895595,2.1405921639051093e-06,6.857887378327847e-07,4.4205380427916485e-07,6.858241774615434e-07,1.7180828399006415e-06,0.12463341781320923,8.859891202746587e-07,0.7947980832099681,3.308318757094209e-07,1.7804749783449273e-06,6.775827666629522e-05,0.0011897044559175066,9.618864960227625e-07,7.845867255149824e-07
2-7B-rep1,6.104840220240407e-07,1.8879177761398333e-06,1.6412602079331927e-06,1.3308637508960624e-06,0.01651837123411991,0.05634032454364989,1.0847567061247064e-06,6.992252893728384e-07,1.0848127632933908e-06,2.7176035117602444e-06,0.00022281110387469235,1.4014266883539944e-06,0.8503872907253941,5.23298322030936e-07,0.00010733751516755643,0.025087749724132705,4.5101804324727657e-07,0.0513214414546629,1.2410319171008625e-06
2-7B-rep2,3.4541462837777873e-07,1.0681924399775084e-06,9.286324692248123e-07,7.530087460980546e-07,0.017389016431605876,0.05647926101294471,6.137602640018211e-07,3.956248399103109e-07,6.137919814020977e-07,1.5376323920494768e-06,7.790370261412411e-06,7.92933576134501e-07,0.8672687838696701,2.9608456391003274e-07,1.5934714766693533e-06,0.015909781434825396,2.5518805436286434e-07,0.0429354709637733,7.021814871241228e-07
2-7C-rep2,3.06257300915685e-07,0.007551506340308368,8.233596674904317e-07,6.676452217121286e-07,2.01576579129951e-06,0.04357471754507353,5.441824011486725e-07,3.5077551930897456e-07,5.442105229611342e-07,1.3633213752446158e-06,0.4987632926903758,7.030440429603898e-07,0.44501240415738064,2.625194532488358e-07,1.4128303593359972e-06,0.005087473246583639,2.26259105244437e-07,7.632696108313466e-07,6.225799063854303e-07
2-8A-rep2,3.557010643334352e-07,1.1000031747276523e-06,9.562871127640454e-07,7.754333210998849e-07,2.341201451421278e-06,1.972816942950613e-06,6.320380239143996e-07,4.0740653426794934e-07,6.320706858577841e-07,1.5834230327019655e-06,0.04872780346006014,8.165471112250778e-07,1.5317755047814586e-06,0.9511322312868374,0.00012344037773546335,1.5477956264389666e-06,2.6278754599464684e-07,8.864958064161276e-07,7.230924280720268e-07
2-8B-rep2,2.7202495821253185e-07,0.0022829430109054813,7.31327476841542e-07,5.930182333417699e-07,1.7904507207012256e-06,0.04494494165230395,4.833556440609297e-07,3.1156708981861214e-07,4.833806225180534e-07,1.2109342014780832e-06,0.658369210651503,6.244603013089338e-07,0.27240960582592655,2.3317597029189353e-07,0.02198394956335477,1.1836878851982186e-06,2.0096867393952345e-07,6.77954071202548e-07,5.529901573353317e-07
2-8C-rep1,6.855009394677114e-07,2.1199070941953075e-06,0.01220779247912992,1.4944016855970173e-06,0.0625600033110642,0.0007079913751824543,1.218052748828705e-06,7.851468268989154e-07,1.2181156943611198e-06,3.051545483919378e-06,0.8640558500595269,1.573635470878803e-06,2.952011261335483e-06,5.876017691417274e-07,0.024062966742332412,2.982884962731874e-06,5.064396138294376e-07,1.7084393865147059e-06,0.03638451234982654
2-8C-rep2,3.219572325592552e-07,9.956505994868905e-07,8.655682628741913e-07,7.01871293422734e-07,0.07259836068830124,1.7856642753899272e-06,5.720792920117581e-07,3.68757626703387e-07,5.721088554568995e-07,0.0008833921060013123,0.8449238832171997,7.390847949160015e-07,0.00033212104835943505,2.7597721395785754e-07,0.02486170162465419,1.4009629051558816e-06,2.37858020520749e-07,8.023977579149835e-07,0.056390901377353746
2-9A-rep1,4.5797592597462545e-07,1.4162875038481307e-06,1.2312487081994591e-06,0.06257237608671797,3.0143679907651346e-06,2.5400617451605116e-06,8.137681561223294e-07,5.245482892471028e-07,8.138102093666561e-07,2.0387052565337736e-06,1.032904150849524e-05,1.0513292111340446e-06,0.9373964838828749,3.925705259222132e-07,2.1127407905945787e-06,1.99283388866495e-06,3.3834694854520054e-07,1.1413902811251322e-06,9.310034675665108e-07
2-9A-rep2,1.7770137857958312e-07,5.495403308880341e-07,4.777425633361725e-07,0.05914527817684462,1.169619006425266e-06,9.855812242351213e-07,3.157539839662128e-07,2.0353243226137746e-07,3.1577030124200563e-07,7.910475508783986e-07,3.4432146185925336e-05,4.07931158743607e-07,0.9408122147079434,1.5232312374854914e-07,8.197744243237283e-07,7.73248787132741e-07,1.312835801723095e-07,4.4287617525230295e-07,3.6124300485197895e-07
2-9B-rep1,6.489426564590743e-07,2.0068508472384642e-06,1.7446546033186696e-06,1.4147041146599705e-06,4.27129868739151e-06,3.5992162971593908e-06,1.153093075475514e-06,7.43274353429525e-07,1.1531526640751287e-06,0.01889086471612088,0.2770012475040722,1.489712302310298e-06,0.7040798731281325,5.562645228509498e-07,2.9937111173259677e-06,2.8238054540525182e-06,4.794308066007589e-07,1.6173270232788435e-06,1.3192131488778203e-06
2-9B-rep2,2.4069321305362055e-07,7.443421598710537e-07,6.470934187511576e-07,5.247145883977812e-07,1.5842271959584306e-06,1.334951442035283e-06,4.276829000584979e-07,2.756808949552959e-07,4.27705001505151e-07,0.00898467369623557,0.3528384668360458,5.525351693246027e-07,0.6381664688169316,2.063188387758233e-07,1.110369214616383e-06,1.0473511041527628e-06,1.7782116821735402e-07,5.998675444075737e-07,4.892969330118487e-07
2-9C-rep1,4.841710675902742e-07,1.4972958050002551e-06,1.3016732271449296e-06,1.0554997343782544e-06,3.186782722460325e-06,2.68534727951556e-06,8.603137732234145e-07,5.545512128545665e-07,8.603582318140226e-07,2.155314383517511e-06,1.0919838294359347e-05,1.1114627596643891e-06,0.9999660233336455,4.1502463308685893e-07,2.2335845753175537e-06,2.106819281715795e-06,3.576995951139095e-07,1.206675110211224e-06,9.842546676719856e-07
