,14_1,14_2,14_3,14_4,14_5,14_6,14_7,14_8,14_9,14_10,14_11,14_12,14_13,14_14
2-1C-rep1,1.8118499235637795e-06,6.690111506228553e-07,9.293976465064814e-07,1.3259064940021817e-06,5.858918324433897e-07,0.13985322810430592,0.8143714190779011,0.008534633145973374,3.331492690919499e-06,4.110512985007526e-07,3.3114225676217755e-06,1.0746135371886945e-05,0.037217001489021614,5.960238219200351e-07
2-1C-rep2,9.397239867219004e-07,3.469855960189767e-07,4.820362052432861e-07,6.876872749556552e-07,3.0387539354725196e-07,0.17273044946584581,0.7938567917542918,7.359262058462809e-07,1.727893437822881e-06,2.1319357632809138e-07,1.7174839794929993e-06,5.573530700412536e-06,0.033399721313111204,3.091303947593225e-07
2-2A-rep1,2.4608817046664266e-06,9.086609654442861e-07,1.2623218043077204e-06,1.8008660600158786e-06,7.957670625045407e-07,0.034774338555032744,3.448042033438504e-06,1.927190708698641e-06,4.524883272996492e-06,5.582960304848187e-07,0.7913398032526365,0.17386368630230156,3.6754519042965096e-06,8.095284823719804e-07
2-2A-rep2,1.7176638814211321e-06,6.34233704871429e-07,8.81084436475841e-07,1.2569814228375315e-06,5.554352079162294e-07,0.06337191651965553,2.406689135535672e-06,1.3451544081395646e-06,3.1583105156719585e-06,3.8968347193858813e-07,0.6919660437745058,0.24314848454669155,2.5654183100062458e-06,0.0014986445046523806
2-2B-rep1,2.9262757994274664e-06,1.0805040274881637e-06,1.5010480755863907e-06,2.141440102318565e-06,9.46259989894219e-07,0.00013298447462813505,4.100124739326898e-06,2.2916548654299235e-06,5.380614757668171e-06,6.638791941222532e-07,0.8516690336042138,0.14293964046294627,0.0052363470327350895,9.626239255712115e-07
2-2B-rep2,1.6163287553019068e-06,5.968165168130557e-07,8.291040674073042e-07,1.182824672852559e-06,5.226668080831486e-07,2.9690430743683056e-06,0.003526512000080456,1.265795813554764e-06,2.971983145171219e-06,3.6669374490142007e-07,0.8393376900312866,0.1396402643506064,0.017482680655998405,5.31705429729751e-07
2-2C-rep1,2.273505420178758e-06,8.394737650839147e-07,1.1662061848244944e-06,1.6637446410765386e-06,7.35175821890649e-07,4.176214461432209e-06,3.1855014554993506e-06,1.7804506870997331e-06,4.180349923901838e-06,5.157862927602906e-07,0.27453150726515946,0.7254438328408664,3.395595899705034e-06,7.478894206786983e-07
2-2C-rep2,1.4985561559920368e-06,5.533299227240905e-07,7.686920127453767e-07,1.0966390278884732e-06,4.845830776792756e-07,2.7527059466742493e-06,2.099688337529808e-06,1.1735645377893018e-06,2.7554317913926003e-06,3.399748763877902e-07,6.80879445300846e-05,0.06039146789537823,2.2381697855658536e-06,0.9395246828246193
2-3A-rep1,0.00012798760509452202,0.04416787076170699,1.471749902442611e-06,2.0996424517867836e-06,9.27790435538259e-07,0.6234704855145126,0.015643825814490434,2.246925251418779e-06,5.275593349390787e-06,6.509212829851643e-07,0.07307441612548994,0.2404946697878942,0.003007127933165635,9.438349721043396e-07
2-3A-rep2,8.579780596691835e-07,0.05174491676548127,4.401042156087091e-07,6.278658437610474e-07,2.774414873098659e-07,0.6968887191394767,1.2021481601076626e-06,6.719085040643469e-07,1.5775852059176142e-06,1.9464801743540187e-07,0.07939566867665537,0.17196328206569284,1.2814338402679039e-06,2.822393596715361e-07
2-3B-rep1,3.1454326010092348e-06,1.1614259306139234e-06,1.6134656731793258e-06,2.301818411053132e-06,1.0171279897220507e-06,0.8892541459518112,4.407194299938024e-06,2.4632831687959913e-06,5.783583719467646e-06,7.135989234960126e-07,5.748741308235946e-06,0.10138446531242132,0.009331998346276618,1.0347174653173792e-06
2-3B-rep2,1.6466209340335063e-06,6.080016624945696e-07,8.446425947734815e-07,1.2049924009713986e-06,5.32462288313018e-07,0.7347930938237848,2.307147955515766e-06,1.289518532646493e-06,3.0276821137910102e-06,3.735660797676265e-07,3.0094422558751506e-06,0.2552080370175498,0.00998348341154134,5.416703059080053e-07
2-3C-rep1,0.00010177991257635663,0.05353090829851928,1.1703834624785996e-06,0.013931426608333632,7.378091757285764e-07,0.4157079365020568,3.1969117225861944e-06,1.7868281501643604e-06,0.034928085847936025,5.176338070189855e-07,4.17004952077412e-06,0.4817841248877134,3.4077587119579494e-06,7.505683138327532e-07
2-3C-rep2,1.220644355886724e-06,0.0346531290630993,6.261357394055748e-07,0.02358174811652227,3.947156710559527e-07,0.4498483017089595,1.7102947447640118e-06,9.55923422417902e-07,0.02560583626621282,2.769255008207033e-07,2.230907325465998e-06,0.46630134466246126,1.8230943867823104e-06,4.0154159830728096e-07
2-4A-rep1,2.0787470547837087e-06,7.675607901560098e-07,1.066303889341004e-06,0.017768942085296606,6.721974625348456e-07,3.818461761645924e-06,2.912617541992857e-06,1.6279295352219548e-06,0.11322580519939324,4.716017949449002e-07,0.023754127106360923,0.8452339216527774,3.10471438207193e-06,6.838219591389844e-07
2-4A-rep2,8.108914632841205e-07,2.9941521305192345e-07,4.1595090616892883e-07,0.006436367451844784,0.00028315338201455526,1.4895309356037532e-06,1.1361732035547396e-06,6.350335698139673e-07,0.11924011779610598,0.00028307513232369165,0.05304357579144085,0.8207074455935498,1.2111076153127795e-06,2.6674981344939093e-07
2-4B-rep2,1.353658094424695e-06,4.998274677848218e-07,6.943658140615716e-07,9.906030486929241e-07,4.3772787752991484e-07,0.01664905665779674,1.8966657355491587e-06,1.0600904941440888e-06,0.31481156144399025,3.07102100567403e-07,0.3584940354059064,0.31003563939688117,2.021757165931726e-06,4.4529762676207535e-07
2-4C-rep2,1.996056236180907e-06,7.370278641228242e-07,0.04404534914378761,1.4607081367645371e-06,6.454580098862809e-07,3.666566547580618e-06,2.7967560530877875e-06,8.860729292078398e-05,0.024550112336375073,4.5284187011960585e-07,0.7845323112043389,0.14676822677632456,2.9812114415912127e-06,6.566200937414372e-07
2-5A-rep1,1.6293058487145517e-06,6.016082051768787e-07,8.357607335689718e-07,0.00021434487624907815,5.268631672519967e-07,2.992880767780527e-06,0.846573180404399,1.2759585669302471e-06,0.056559473765029906,3.696378359261012e-07,2.9777963874509585e-06,0.09663882171735431,2.4334510972160176e-06,5.359743576981362e-07
2-5A-rep2,1.0938312809729448e-06,4.038884867636344e-07,5.610863267371708e-07,8.00462543791751e-07,3.5370855237976865e-07,2.009264624320517e-06,0.9074434731340643,8.566122774522941e-07,0.057146431184145814,2.4815563504304956e-07,1.9991377552175836e-06,0.035399776016361156,1.6336926139145956e-06,3.5982533218802376e-07
2-5B-rep1,1.1110015333649028e-06,4.102284656768075e-07,5.698938951541068e-07,8.130276844549325e-07,3.592608393029883e-07,0.02282133654981179,0.6386026972548459,8.700588201337423e-07,0.0029574080919896224,2.5205102088572343e-07,2.0305189201380514e-06,0.3356101172512787,1.6593372585684222e-06,3.6547363634439514e-07
2-5B-rep2,1.4700249036355412e-06,5.427949850786007e-07,7.540567615321567e-07,1.0757599405592733e-06,4.753570223047928e-07,2.700296734170767e-06,0.12269887691615004,1.1512208532697618e-06,0.0012206964538985588,3.335020398815953e-07,2.6866870029113652e-06,8.718761090013926e-06,2.1955569100234022e-06,0.876058322611708
2-5C-rep1,1.239380438653299e-06,4.5763135375583734e-07,6.357465084883446e-07,9.069749932253897e-07,4.007742952952761e-07,2.276624663033853e-06,0.8277310009729849,9.705962141074346e-07,2.278879072125712e-06,2.811761239268765e-07,2.2651502759969295e-06,0.17225502731040174,1.851077678686543e-06,4.0770499601098215e-07
2-5C-rep2,3.0100106903300612e-06,1.1114224689007048e-06,1.5440003143580633e-06,2.2027170514623087e-06,9.733370607003218e-07,5.52910499462701e-06,0.8525424513297524,2.357230184810523e-06,5.534580145964922e-06,6.828759858474917e-07,5.501237822797468e-06,0.14742361638032536,4.495603954772823e-06,9.901692476504576e-07
2-6A-rep2,2.062852243866401e-06,7.616917578468631e-07,0.20285401362536098,1.509589260533008e-06,6.670576108431749e-07,0.18846363038187952,0.015295574351423941,1.615481829239879e-06,0.24513652191648344,4.679957663318171e-07,3.770166273248712e-06,0.3482356453222135,3.080974674086913e-06,6.78593222570673e-07
2-6B-rep2,1.4370453432660357e-06,5.306175451356494e-07,0.143758252089186,0.019615743072490786,4.6469253248873726e-07,0.10490677224708601,2.013503021353075e-06,1.1253935645380218e-06,0.21783225085883068,3.2602002333178914e-07,2.626411999414929e-06,0.5138758390195277,2.146300260370919e-06,4.7272858895570726e-07
2-6C-rep2,1.2789893455784578e-06,4.7225662710341834e-07,0.0744034814383004,9.359606758856277e-07,4.1358249467076044e-07,2.3493824794147632e-06,0.014056898486799578,1.0016151441369146e-06,0.5054284413198904,2.90162129010431e-07,2.337541386631973e-06,0.4060997682944416,1.910235594367383e-06,4.2073469112015163e-07
2-7A-rep1,2.624819800837028e-06,9.691938014830947e-07,1.3464146857170269e-06,1.9208354810479524e-06,8.487791747791328e-07,0.9146808465797717,3.677742406847854e-06,2.0555755778870414e-06,4.8263202529872856e-06,5.954883864455826e-07,0.08516547333350821,1.5567883708118345e-05,0.00011838357609620569,8.634573477637151e-07
2-7A-rep2,1.5152910301380077e-06,5.595091416882659e-07,7.77276251673541e-07,1.1088855600200133e-06,4.89994577799444e-07,0.9019796005214122,2.123136254335477e-06,1.1866701226307838e-06,0.013813273731455016,0.0023131048409120044,0.08187451127510004,8.987235822291796e-06,2.2631641706804805e-06,4.984681895328129e-07
2-7B-rep1,2.3968352722281294e-06,8.85012330476465e-07,1.2294688605836565e-06,0.00010627531055348627,7.75056582472658e-07,0.7785836669175895,3.3583039567482376e-06,0.10285084950432351,0.05299671305697944,5.437659257141539e-07,0.014323800517037223,1.4215700740166907e-05,0.05111450208999811,7.88459850281783e-07
2-7B-rep2,1.3561397516564312e-06,5.007437999481335e-07,6.956387927783049e-07,9.92419118223106e-07,4.3853036270492225e-07,0.8152282398156342,1.9001428870235213e-06,0.05878484108530508,0.04879184740767806,3.076651099062408e-07,0.017507507316946395,8.043304892401125e-06,0.059672883675732084,4.461139895351275e-07
2-7C-rep2,1.2024032642349827e-06,4.439778266713635e-07,6.167788785362752e-07,8.799152047443096e-07,3.888171104331251e-07,0.5009086262432666,0.029102811265862515,9.416382732044736e-07,0.0034104509322292432,2.727871755035758e-07,2.1975690440950865e-06,0.42629930929913945,0.04027146283169265,3.9554103224445836e-07
2-8A-rep2,1.3965255682219225e-06,5.156559409913494e-07,7.163549030808526e-07,1.0219733410940826e-06,4.515897887448767e-07,2.565285405525737e-06,1.9567291068359145e-06,1.093661306203337e-06,2.567825658574619e-06,3.1682737115335675e-07,2.5523561431483593e-06,0.036609037057088276,2.085781916858044e-06,0.9633737223764612
2-8B-rep2,1.0680028873348433e-06,3.9435155816825777e-07,5.478375206699008e-07,0.0006528108945735731,3.4535651136307576e-07,0.005218196485691501,1.4964225384671194e-06,8.36385283141445e-07,0.29038788464394943,2.422959914792782e-07,0.00018824602775435888,0.6340582873435681,0.06948929262331538,3.5132885701641745e-07
2-8C-rep1,2.691361196046361e-06,9.937636815786186e-07,1.380547433301976e-06,1.9695302801483566e-06,8.702964425536366e-07,0.00012230879083946922,3.770976277947938e-06,2.107686152055682e-06,4.948671540972245e-06,6.105845191600675e-07,0.052584445503929475,0.8844787143208309,0.06279430262015676,8.853467196000698e-07
2-8C-rep2,1.2640431262698116e-06,4.667378546890501e-07,6.48397359714602e-07,9.250230761515747e-07,4.0874938586579965e-07,5.7444384116898724e-05,1.771102537433069e-06,9.899103088629656e-07,2.3242269579877115e-06,2.867713057559244e-07,0.05655795052107808,0.8670837367045596,0.07629136761033063,4.158180020281145e-07
2-9A-rep1,1.7980693571774023e-06,6.639227862641501e-07,9.223288347906449e-07,1.3158219156797197e-06,5.814356569140493e-07,0.07559083136154042,0.8576543725582764,1.4081223620693054e-06,3.3061540270512218e-06,4.0792492493441746e-07,0.06673045089933312,1.0664402425927488e-05,2.685507974789344e-06,5.91490584514988e-07
2-9A-rep2,6.97677010861822e-07,2.576116783898473e-07,3.578769761687876e-07,5.105580033903715e-07,2.2560547484167532e-07,0.06985555310035674,0.8616789733523535,5.463719163972569e-07,0.012901200575419894,1.5828079219982955e-07,0.05552568518977427,3.456227723443854e-05,1.0420160763085396e-06,2.2950693270538485e-07
2-9B-rep1,2.5478287364718804e-06,9.407654642964841e-07,1.3069217271157685e-06,1.8644936445115693e-06,8.238828325401805e-07,4.680120451909814e-06,0.01089194258822568,1.9952815525318306e-06,0.7430805700512685,5.780215551320922e-07,4.656532236286659e-06,0.2460034500701233,3.8053117155244536e-06,8.38130466193774e-07
2-9B-rep2,9.449906237939565e-07,3.4893025980247534e-07,4.847377535537252e-07,8.310993899035691e-05,3.0557844831179446e-07,1.735858412290861e-06,0.010097577771726603,7.400506682339317e-07,0.6482224347464759,2.1438840928806566e-07,1.7271095343632266e-06,0.34158865364426916,1.41139152734554e-06,3.1086290092085844e-07
2-9C-rep1,1.900914750330263e-06,7.018976283935253e-07,9.750839030262607e-07,1.3910838746787125e-06,6.146924267320321e-07,3.4918006351860182e-06,2.6634494249330287e-06,1.4886636923334996e-06,0.9999681281379678,4.3125728367478843e-07,3.4742016551721115e-06,1.1274381488112587e-05,2.839112796750115e-06,6.253224728500148e-07
2-9C-rep2,5.480322118098548e-07,2.023565284480876e-07,2.8111591431589736e-07,4.0104837553643384e-07,1.7721533811350297e-07,1.006683348092059e-06,7.678703524901022e-07,4.2918055941688627e-07,0.9999908113675057,1.2433113215116158e-07,1.0016095761404534e-06,3.250395222955126e-06,8.185139629803511e-07,1.8027997196132106e-07
3-10A-rep2,0.31209468407091334,6.715580612029555e-07,0.10064790780122763,1.330954190553508e-06,5.881223096266999e-07,0.08558102871584582,0.3224852904829362,1.4243161147229488e-06,3.3441756095436952e-06,4.1261616165757867e-07,0.17401393305560028,0.005166069446182622,2.7163919754022006e-06,5.982928713620761e-07
3-10B-rep1,0.13819731708463925,1.0905236069754072e-06,1.5149673855795934e-06,2.1612978064793083e-06,9.550347162655627e-07,5.4251373269880115e-06,4.138145445116215e-06,2.3129055202145077e-06,0.1671781090257898,6.700353862198417e-07,0.5871704527676979,0.10743047045434612,4.411069937375688e-06,9.715503957121928e-07
3-10B-rep2,0.10931665451700706,7.265299967345191e-07,1.0093034599689015e-06,1.4399025186065012e-06,6.362644190841612e-07,3.6143417522091334e-06,2.75692041648306e-06,1.5409067986242985e-06,0.15084758931445233,4.463918101804942e-07,0.6085277401090033,0.1312922594823379,2.938748511905956e-06,6.472675156312488e-07
3-10C-rep1,0.042941293721548146,9.181195879962259e-07,1.2754618267584398e-06,1.8196120092489465e-06,8.040505263813192e-07,0.016486129830361077,3.483934109116666e-06,1.9472516227165255e-06,0.03611220533168108,5.641075615458237e-07,0.8286367787902118,0.07580824812257766,3.7137111820608528e-06,8.179551944802278e-07
3-10C-rep2,0.050260792427971865,6.897194759778053e-07,9.58165879786394e-07,1.366948116466135e-06,6.040273129622865e-07,3.431216757109767e-06,2.6172377100955897e-06,1.462834892509116e-06,0.039428587702725594,4.237748293701609e-07,0.8104998462122321,0.09979581540590661,2.789853265209343e-06,6.144729243185972e-07
3-11A-rep2,0.3367465233148375,8.789489829323639e-07,0.05543321004341418,1.7419801796750808e-06,7.697465576695629e-07,0.0348829274708273,3.3352957303684628e-06,1.8641741834911388e-06,4.3769257203024286e-06,5.400405066700262e-07,0.4769893495181935,0.0025054436551340256,0.09342825582773463,7.83057997751373e-07
3-11B-rep2,0.14970180931398142,7.912300698761243e-07,0.05494704418000413,1.568130945084898e-06,6.929260223726332e-07,0.03654112072334789,3.0024339581038585e-06,1.678130014490799e-06,3.940109506656076e-06,4.861445841861147e-07,0.2404391484660954,1.2709303026235574e-05,0.5183453039994604,7.049089836941699e-07
3-12A-rep2,2.5582556877554157e-07,9.446155329942081e-08,1.3122702848837843e-07,0.9638944357460237,8.272545608024709e-08,4.6992737753866175e-07,0.011993116832106302,2.0034472126672115e-07,4.7039271930959074e-07,5.803870997662036e-08,4.675589025341173e-07,0.024109750675292658,3.820884897233435e-07,8.415605026852969e-08
3-12B-rep2,2.2784751140311725e-06,8.413087849490852e-07,0.009340995382546962,0.48209569711385525,7.367828551222682e-07,0.001494583209350837,0.02474379704082409,1.784342604293188e-06,0.03060702567034013,5.169137587190429e-07,0.014808783051405545,0.34260630317498253,0.09429590800933275,7.49524244780389e-07
3-12C-rep2,5.933985219771295e-07,2.1910767707789487e-07,3.04386794178406e-07,0.42285571810401773,1.9188528966380536e-07,1.090016969776363e-06,0.005098591114265858,4.647082856284002e-07,1.0910963502323713e-06,1.3462330947772908e-07,1.0845231890969598e-06,0.39219461438687414,0.17984570744484024,1.9520361504050296e-07
3-1A-rep1,2.7587065276130113e-06,1.018630408769722e-06,1.4150925641360641e-06,2.0188133975322275e-06,8.920736765314282e-07,5.067483012448257e-06,0.09275656350613544,0.21028973033602494,0.03272716575930817,6.258630395432491e-07,5.0419424557056355e-06,1.63619698361811e-05,4.120268414805767e-06,0.6641872195551982
3-1A-rep2,1.4714398016007753e-06,5.433174248808296e-07,7.547825406498602e-07,1.0767953587669605e-06,4.758145531139345e-07,2.7028957679322068e-06,0.1892935939725393,0.6144607160897384,0.04273767523234666,3.338230353670887e-07,2.689272937315768e-06,0.15349528485087816,2.1976701320490057e-06,4.840429457591775e-07
3-1B-rep1,2.044096411567987e-06,7.547663161843603e-07,1.0485296654189232e-06,1.4958637971149517e-06,6.609926002639851e-07,0.0010734235252382613,0.13469198290001744,0.09029946801907543,3.7585299787296695e-06,4.6374066268307724e-07,9.28749466801601e-05,1.2123596146800115e-05,0.02826013480836588,0.7455597656850441
3-1B-rep2,1.3246479404250327e-06,4.891156995226438e-07,6.794849078113208e-07,9.693735025368616e-07,4.283469613374216e-07,0.03980273475231253,0.5116870094014506,0.3050596617808635,0.021606663181729668,3.005206164631274e-07,2.4209891928848538e-06,0.05829305857654712,0.0635438240737918,4.35754483791736e-07
3-1C-rep1,2.275987554235611e-06,8.403902733111022e-07,1.1674794081310998e-06,1.6655610595459511e-06,7.359784612549951e-07,4.180773906970117e-06,0.060348028081518144,0.10778878118569876,4.1849138843936775e-06,5.163494102756285e-07,0.0008974221233628844,1.3498949358034287e-05,0.001988426905140547,0.8289482753209635
3-1C-rep2,1.930195466385153e-06,7.127092995392307e-07,9.901035954607822e-07,1.4125114173583234e-06,6.241608336688002e-07,0.01490200043453519,0.3272636787639638,0.3982195335483018,3.5490975299211812e-06,4.379001497305601e-07,3.5277164759523957e-06,0.2595980850587772,2.8828450344188487e-06,6.349546195662637e-07
3-2A-rep1,3.132114375571697e-06,1.1565082819674526e-06,1.6066340216080168e-06,2.2920721724896845e-06,1.012821319834544e-06,5.753397917605919e-06,0.01871658856977016,2.4528532646397264e-06,5.759095173190092e-06,7.105774404313127e-07,0.4116741251962662,1.8576662803243367e-05,0.037838834249548134,0.5317279992476448
3-2A-rep2,1.2501914874846698e-06,4.616232474132816e-07,6.412920910498293e-07,9.148864872548149e-07,4.0427022789326304e-07,5.6814897003298166e-05,0.06455155323808248,9.790626726209003e-07,2.2987576115645873e-06,2.836288081158347e-07,0.8951401156059109,0.001261338432326659,0.03898253285265851,4.112613847381255e-07
3-2B-rep2,1.7883935922816693e-06,6.60350087155982e-07,9.173656019062367e-07,1.3087412191259694e-06,5.783068372743398e-07,3.285109908483159e-06,2.5057914270426677e-06,1.4005449786578031e-06,3.288362961902853e-06,4.0572980067348747e-07,0.8127199473481658,0.1771221680500675,0.010141157597694902,5.883076573320283e-07
3-2C-rep2,2.059147550594589e-06,7.603238293687667e-07,1.056250223841914e-06,9.13022884595057e-05,6.658596366062175e-07,0.024068952415092933,2.88515587483897e-06,1.6125805721666618e-06,3.7862048755326616e-06,4.6715528889485036e-07,0.9144802217145485,0.06125268267770676,9.287085180910117e-05,6.77374531433957e-07
3-3A-rep2,8.503108451492543e-07,0.4914639122244757,4.3617127886962945e-07,6.222549985190275e-07,2.749621658680645e-07,0.07976149855177046,1.1914053121706915e-06,6.659040770508956e-07,1.5634873113841563e-06,1.9290856956871446e-07,1.554068295337855e-06,0.4287656880512716,1.269982465683548e-06,2.7971716263842837e-07
3-3B-rep1,2.7066089335326005e-06,0.09902811816293385,1.388368837906164e-06,1.9806885300060928e-06,8.752270522803279e-07,0.06987869563607096,3.79234050673947e-06,2.1196271153114267e-06,4.9767079281629404e-06,6.140437473286949e-07,4.946726430077342e-06,1.605297746807341e-05,0.20384174700427507,0.6272119858801707
3-3B-rep2,1.6762302993095402e-06,0.2926815493493378,0.0027785509786609126,1.226660448193299e-06,5.420369694460664e-07,0.31819490976959924,2.3486348485515443e-06,1.3127065199204167e-06,3.082125576639108e-06,3.802835059110443e-07,0.00014925782866789762,0.030564544397083275,0.3556200675879182,5.514105646495991e-07
3-3C-rep1,2.8145752818448596e-06,1.0392595012052571e-06,1.443750726173126e-06,0.01608075615627541,9.10139768191406e-07,5.170108630709111e-06,3.943616574366619e-06,2.2041788200621886e-06,0.008474106950592307,6.385378884222613e-07,0.4067593430032055,0.014254317673808557,4.203711238872744e-06,0.5544091083376884
3-3C-rep2,9.815986840548006e-07,3.624474944247589e-07,5.035160445187264e-07,0.06446595937343995,3.174162739669329e-07,1.8031039571263328e-06,1.375358074372639e-06,7.687195447038559e-07,0.016353545977242083,2.226936174127076e-07,0.8371938154683052,0.0819785553543548,1.4660675260102376e-06,3.2290544136859613e-07
3-4A-rep1,2.656750336808227e-06,9.80983897523764e-07,1.3627936167738286e-06,0.007184997771821782,8.591044450941643e-07,0.00012073590186806324,3.722481587105947e-06,2.0805813439629865e-06,4.885031709064153e-06,6.027324126213103e-07,0.1383365646699707,1.5757264659366503e-05,3.967991661747026e-06,0.8543208259406694
3-4A-rep2,1.7711276748834582e-06,6.539747847013415e-07,9.085089616370969e-07,0.02587516348454373,5.727236154789293e-07,3.2533940509847265e-06,2.481599443810796e-06,1.3870235178237068e-06,0.00015772746571876615,4.0181271147418896e-07,0.7011464252407643,0.2728060257471261,2.645269202927837e-06,5.826278833381669e-07
3-4A2-rep1,1.4880539117299554e-06,5.494520526938414e-07,7.633048330605297e-07,0.04386749287677576,4.81187002179062e-07,2.7334143171159843e-06,2.0849732134373223e-06,1.1653399134508027e-06,0.002273925673298228,3.375922501641958e-07,0.7108201583586553,0.24302610778132483,2.2224841499665246e-06,4.895083020716457e-07
3-4B-rep1,2.771710759008995e-06,0.6300906128337046,1.421763150864506e-06,2.0283298561711015e-06,8.962788112189218e-07,0.1849345123919308,3.883557337792555e-06,2.170610318989815e-06,0.005444197030519869,6.288132873158733e-07,5.065709603723356e-06,0.1795067595014157,4.139690895357209e-06,9.117784085516562e-07
3-4B-rep2,2.7126923328302397e-06,0.616910595434761,1.3914893485601946e-06,1.985140343883968e-06,8.771942207061587e-07,0.1160525978226873,3.800864206373091e-06,2.124391208839971e-06,4.987893622978197e-06,6.154238777401998e-07,4.957844738199923e-06,0.2670084099009924,4.051543876150249e-06,8.923637829376441e-07
3-4B2-rep1,0.00018583851703272468,0.6664882049599663,1.0806056133678626e-06,0.021130708851595025,6.81213262530351e-07,0.15020468887930175,2.95168281475212e-06,1.6497640227265495e-06,0.045201918186029366,4.779271200133865e-07,3.850173096796363e-06,0.1166822439458664,9.501230060632845e-05,6.929936718569749e-07
3-4C-rep2,2.3336606963927136e-06,8.616856216138287e-07,1.1970631401446295e-06,0.0453895192204977,7.546280317860522e-07,0.039387880958080476,3.269787474012759e-06,1.827560098811358e-06,4.290958898972384e-06,5.29433617562326e-07,0.2960427034961627,0.07878102949859686,3.485440862221847e-06,0.5403803166082207
3-4C2-rep1,1.6070404383149607e-06,5.933868797586996e-07,8.243395779010793e-07,0.2621700838687093,5.196632761741188e-07,0.011846455169008289,2.2516901036884766e-06,1.258521852290089e-06,0.04625568924696306,3.6458652028600537e-07,0.4584656462977058,0.22125177734243306,2.4001965751079695e-06,5.286499569128438e-07
3-5A-rep1,1.5409507567630147e-06,5.689837913327012e-07,7.9043853913738e-07,1.1276632731870608e-06,4.982920775298584e-07,2.830580819219081e-06,0.9460136089567673,1.206765028714928e-06,0.0539627136397598,3.495928670776897e-07,2.816314444798042e-06,9.139424418230012e-06,2.301488276592915e-06,5.069091802205946e-07
3-5A-rep2,1.1786103414599115e-06,4.35192479477087e-07,6.045741776153696e-07,8.625036131944376e-07,0.007864106706743007,2.1649957412511585e-06,0.9440598966094992,9.230053175374246e-07,0.048058267927484195,2.6738931573901853e-07,2.154083973724533e-06,6.99037272089399e-06,1.7603144497876565e-06,3.877141429515787e-07
3-5B-rep1,2.4265090358872944e-06,8.959691313189327e-07,1.2446901687886828e-06,1.7757122411715477e-06,0.21882688392588587,4.457267634607915e-06,0.3015770860176014,1.90027243474069e-06,0.08804281496757788,5.50497961808795e-07,0.16422982458643406,0.20169840775853556,0.025610933604063423,7.982212934327145e-07
3-5B-rep2,1.6822557350018656e-06,6.211595288763319e-07,7.422281461931284e-05,1.2310698444737219e-06,0.21443151114221565,3.09014470165181e-06,0.2791367498353573,1.3174252204008548e-06,0.10109302571995055,3.816504862183821e-07,0.13527871721025944,0.2428312232453556,0.02714567293404128,5.533926842299059e-07
3-6A-rep2,2.6775342467964042e-06,9.88658190717034e-07,0.5881318119105703,1.959411758981495e-06,8.658252683532785e-07,0.02499199676305912,0.016583962494319288,2.096857850933513e-06,0.07835225781257141,6.074476227926688e-07,4.893588158219041e-06,0.04566984151065935,0.24625515938749956,8.807982241478393e-07
3-6C-rep2,2.013760120128906e-06,7.435648822370218e-07,0.6667012659743236,1.4736637874453295e-06,6.511828554558609e-07,3.6990869082144343e-06,0.11433945266990427,1.5770363060122564e-06,0.05199086528143766,4.5685832004224505e-07,3.6804431872896565e-06,0.16695045038093495,3.0076530920966915e-06,6.624439406485586e-07
3-7A-rep2,2.9896049732733116e-06,1.1038878204345842e-06,1.5335330978622746e-06,0.24509937547816413,9.66738532420902e-07,0.28942876645172017,4.1888578356595425e-06,0.2733900022042286,5.4970596558054395e-06,6.782465756607376e-07,0.13845930082155178,0.015792603622017697,0.037812010037217236,9.834566091967933e-07
3-7B-rep2,2.7838239578974516e-06,1.0279048198104726e-06,1.4279766779299557e-06,0.06628487324095689,9.001958157131736e-07,0.08777524267220276,3.900529636317755e-06,0.8358214588172435,5.1186850786736725e-06,6.315613880649157e-07,5.087848258610638e-06,1.6510942056517992e-05,0.010080120038756458,9.157631508878066e-07
3-7C-rep2,1.6973220944314084e-06,6.267226620732747e-07,8.706500132335455e-07,1.2420953623981367e-06,5.488573524881484e-07,3.117820179164349e-06,2.378187425582358e-06,1.3292241410281528e-06,3.120907575287575e-06,3.8506856545698224e-07,0.09393055776683762,0.540555542588805,0.36549802444009183,5.583488944616862e-07
3-8A-rep1,1.910894197959665e-06,7.055824599318874e-07,0.028749958060165226,1.3983868053719746e-06,6.1791944723871e-07,0.0052533234797830985,2.677432037275356e-06,1.4964788988559663e-06,3.5136078164252026e-06,4.335213039189803e-07,0.06341790446772502,0.5971567692947564,0.3054086622693042,6.286052991146911e-07
3-8A-rep2,0.00018973453399891916,5.314501514247551e-07,7.38296393878979e-07,1.0532757284486024e-06,4.654216940639574e-07,0.00012817401428336298,2.016662463203576e-06,1.1271594499071417e-06,2.646476510012218e-06,3.26531590135957e-07,0.04870833099626852,0.6702140385231523,0.28075034318795566,4.7347036012368465e-07
3-8B-rep1,1.558969374109146e-06,5.756370222469138e-07,7.996812806784985e-07,0.01101448649958185,5.041186973827081e-07,0.1675144913486386,2.1843357689963756e-06,0.8090742244849678,0.012375884467898278,3.5368072002896905e-07,2.8492461216115164e-06,9.246293369514289e-06,2.3283999974253498e-06,5.128365614218102e-07
