,14_1,14_2,14_3,14_4,14_5,14_6,14_7,14_8,14_9,14_10,14_11,14_12,14_13,14_14
3-9A-rep2,0.16607818898301643,1.6768762647629404e-07,0.5157799284278618,0.007644740357666939,1.4685377166405963e-07,8.34212479080319e-07,0.1499379759870447,3.556508400807461e-07,0.05555152025609078,1.030299966471666e-07,8.300079753641715e-07,0.10500438087090387,6.7828137170821e-07,1.4939335454730405e-07
4-10A-rep1,0.9999744877254664,5.350772412162657e-07,7.433351868987355e-07,1.0604642213525184e-06,4.685981467769001e-07,2.6619024985578278e-06,2.0304259663535867e-06,1.1348521912173148e-06,2.6645384258987867e-06,3.2876013291464046e-07,2.6484862775974947e-06,8.594793170745335e-06,2.1643393300299425e-06,4.767017441117851e-07
4-10A-rep2,0.9999785729008462,4.4939752773957646e-07,6.243079868521475e-07,8.906564559703974e-07,3.9356345671927357e-07,2.235663021691091e-06,1.7053022241488758e-06,9.531329867882988e-07,2.2378768688501205e-06,2.7611712771663055e-07,2.2243950849022326e-06,7.218544361158553e-06,1.8177725927832267e-06,4.003694584094528e-07
4-10B-rep1,0.8102847182989881,4.491591386053666e-07,6.239768140457136e-07,8.901839949346521e-07,3.9335468554027786e-07,2.2344770833197638e-06,1.7043976229980286e-06,9.526273842126678e-07,2.2366897561129483e-06,2.759706575672553e-07,0.03522502159399898,0.15447828230446853,1.8168083301697592e-06,4.001570768927266e-07
4-10B-rep2,0.9078975758022015,5.529324526287546e-07,7.681398429185837e-07,6.639802191974591e-05,4.842349900842018e-07,2.7507286122664696e-06,2.09818008126276e-06,1.1727215383606397e-06,2.753452498945474e-06,3.397306643165101e-07,2.736864699939075e-06,0.09201964001944352,2.2365620547681633e-06,4.926089996744972e-07
4-10C-rep1,0.9918312346402132,6.689054485211342e-07,9.292508039845312e-07,1.32569700406622e-06,5.857992629876896e-07,3.327671124023177e-06,2.5382559509081523e-06,1.4186901544268743e-06,3.3309663233410653e-06,4.109863534155679e-07,3.310899371073021e-06,0.008147616645942888,2.7056623956100342e-06,5.959296516351392e-07
4-10C-rep2,0.9999745840925878,5.330561021985928e-07,7.40527398352104e-07,1.0564585461910224e-06,4.66828118218206e-07,2.651847735270107e-06,2.022756469639869e-06,1.1305655315235718e-06,2.6544737059633407e-06,3.275183123307959e-07,2.6384821911944624e-06,8.562328190947772e-06,2.156164004431223e-06,4.749011059597549e-07
4-11A-rep1,0.8921186381762888,3.3864520547420473e-07,4.704496429923592e-07,0.016638390692762732,2.9657123023843335e-07,1.684692319425474e-06,1.2850369360001647e-06,7.182369644503512e-07,1.6863605723191406e-06,2.080691051436573e-07,1.6762013230723643e-06,0.0622769042641352,0.028957400903595623,3.016999185345651e-07
4-11A-rep2,0.9678886107910867,3.409771696819479e-07,4.73689233310691e-07,6.75779235020023e-07,2.98613466427763e-07,1.696293376007565e-06,1.2938859026825191e-06,7.231828572806689e-07,1.6979731167533392e-06,2.0950190176409882e-07,1.687743909316581e-06,0.00028736650570052903,0.03181462128557291,3.0377747167906173e-07
4-11B-rep1,0.9124249193890797,7.555745306204306e-07,1.0496524458001726e-06,1.4974655892051648e-06,6.617004004800437e-07,3.758832512355493e-06,2.8671339917204267e-06,1.6025077234709415e-06,3.762554665738185e-06,4.6423724273724295e-07,0.03194969476015422,1.2136578264858146e-05,0.05559615647003071,6.731433684872888e-07
4-11B-rep2,0.9211168662902977,3.567213667130739e-07,4.95561244940452e-07,7.06982501313843e-07,3.1240157211229185e-07,0.0001281626390468389,1.353629476150008e-06,7.56574926917413e-07,1.7763749151161314e-06,2.1917539170140532e-07,0.028312682474246547,4.785925408679366e-05,0.05038813411690834,3.1780401888805413e-07
4-11C-rep1,0.9490486145435323,5.930959310317855e-07,8.239353887305457e-07,1.1754508811836374e-06,5.194084755140699e-07,2.9505339025621007e-06,2.2505860577592175e-06,1.2579047753994335e-06,2.953455644807883e-06,3.6440775667065483e-07,0.013731861312452026,0.024665556468717417,0.012540550505734705,5.2839074991452e-07
4-11C-rep2,0.969174394005331,6.990004398078702e-07,9.710590967872519e-07,1.3853419656589709e-06,6.121551908013555e-07,3.4773877001162724e-06,2.6524556347274016e-06,1.4825190078626616e-06,3.4808311550582986e-06,4.2947720403183126e-07,3.459861362553277e-06,0.026015430382688824,0.004790902781862964,6.227413597967606e-07
4-12A-rep1,6.360610862464829e-07,2.3486048907361585e-07,3.2627077381170746e-07,0.8200007469493018,2.0568093997204981e-07,1.168384065927577e-06,8.912112098089293e-07,4.981186268541688e-07,1.1695410487643969e-06,1.4430209258896848e-07,0.05697374911247544,0.1097328633722036,0.01328715689784894,2.0923783734447517e-07
4-12C-rep1,1.3019355127987631e-06,4.807293165545657e-07,6.678344523802307e-07,0.9299165408272162,4.2100251979834587e-07,2.39153241868007e-06,1.8241951104126523e-06,1.0195849799820765e-06,2.393900614244184e-06,2.9536788678807833e-07,2.379478886523954e-06,0.05468192117785437,0.015387934150198415,4.282830327941474e-07
4-12C-rep2,1.4015258626835992e-07,5.1750225988771774e-08,7.189198295927465e-08,0.9675867200531615,4.5320671719287194e-08,2.5744704735959206e-07,1.963735223973011e-07,1.0975771876571377e-07,2.577019822083898e-07,3.179617794200831e-08,2.56149491767367e-07,0.015848679520933932,0.016563135980082605,4.6104414627972803e-08
4-1A-rep1,1.2648158989519662e-07,4.6702319484583376e-08,6.487937573978418e-08,9.255885889483746e-08,4.089992747759801e-08,2.3233471982825818e-07,1.7721853008529072e-07,0.8204589439263226,2.3256478739856967e-07,2.8694662337484768e-08,2.3116373255894166e-07,0.17953955206126931,1.8890668314418827e-07,4.1607221233632106e-08
4-1A-rep2,9.731838241477283e-07,3.5934037443896696e-07,8.537649821209798e-05,7.121730864757951e-07,3.146951889440566e-07,1.7876466552334355e-06,1.363567669896852e-06,0.8041707278368493,1.7894168578223945e-06,2.2078455251361237e-07,1.7786367600405777e-06,0.1957328225831642,1.453499505039872e-06,3.2013729986995043e-07
4-1B-rep1,1.6822290768428813e-07,6.211496855634925e-08,8.629079729889169e-08,1.2310503361106638e-07,5.43976774015816e-08,3.0900957331347014e-07,0.04180004032098556,0.7236326566322372,3.093155675350302e-07,3.81644438327371e-08,3.074521380893483e-07,0.2281613212165228,0.0064044684187555745,5.533839147961926e-08
4-1B-rep2,1.775790909715266e-06,6.556966470144827e-07,9.109009916951188e-07,1.2995186127503956e-06,5.742315500849852e-07,0.00015813951915278872,0.049718184630201195,0.6394133937517176,0.000622775426823371,4.0287065159820224e-07,3.245519409379348e-06,0.31007540574745657,2.6522339811657543e-06,5.841618950743584e-07
4-1C-rep1,6.233044619185057e-05,5.159387258806996e-07,7.167477509584778e-07,1.0225337896319673e-06,4.518374398592931e-07,2.566692203919563e-06,0.04271609929682112,0.9077223008883993,2.5692338500391347e-06,3.1700111877453706e-07,2.5537558511554755e-06,0.049486009050911536,2.0869257563092747e-06,4.5965118965456974e-07
4-1C-rep2,4.2539539497632263e-07,1.5707386078809276e-07,2.1820873450050518e-07,3.113031103637511e-07,1.3755868200464881e-07,0.0017445438128139657,0.03151817391644751,0.9076101125615799,7.821848988060213e-07,9.650872691338703e-08,7.774727325739166e-07,0.059123488715851644,6.353496438206998e-07,1.399375223320176e-07
4-2A-rep1,1.3351368862650962e-06,4.929886592165014e-07,6.848652660028616e-07,9.77049282535915e-07,4.3173873657151313e-07,2.4525202020294535e-06,1.870714913076358e-06,1.0455859772421312e-06,0.00017712309889606457,3.0290022569642516e-07,0.8711889501703826,0.12862189993085862,1.9940948001743697e-06,4.3920491393288714e-07
4-2A-rep2,0.00010961045654750011,9.072978415757429e-07,1.2604281376414154e-06,1.7981644984832373e-06,7.945732959425865e-07,4.513625707452678e-06,3.442869467900573e-06,1.924299641783516e-06,4.5180952886697115e-06,5.57458505077865e-07,0.9969584826161059,0.002907711862699666,3.6699381908115474e-06,8.083140716747549e-07
4-2B-rep1,1.1396580399777035e-06,4.2080965245863115e-07,5.845933961760505e-07,8.339984324838828e-07,3.685273977262025e-07,2.093444046976652e-06,1.5968215043160383e-06,8.925005950403653e-07,2.0955170629504463e-06,2.585522736111799e-07,0.7310138673370086,0.26897377120293814,1.7021372077089197e-06,3.749004439249276e-07
4-2B-rep2,3.165405182231123e-06,1.1688006471234905e-06,1.6237107104425507e-06,0.002486985114496298,1.0235864563193831e-06,5.8145499812737084e-06,4.435178700585461e-06,2.4789242997315267e-06,5.820307792192522e-06,7.18130068895473e-07,0.7575536584099366,0.23468192724236386,0.005250139351744575,1.0412876199635563e-06
4-2C-rep1,1.1262248982674386e-06,4.158495718939078e-07,5.777027977173483e-07,8.241680985269409e-07,3.6418356774903843e-07,2.0687686359681903e-06,0.23726393114227454,8.819806964838584e-07,2.070817217316538e-06,2.555047196879012e-07,0.7426317503037041,0.020044568326006634,1.6820741278030245e-06,4.948295368336394e-05
4-2C-rep2,9.626436734534284e-07,3.5544850776059324e-07,4.937929752880421e-07,7.044598349136317e-07,3.1128685576800287e-07,1.7682853951438297e-06,0.22559656940733525,7.538753040217545e-07,1.7700364254021516e-06,2.183933265224642e-07,0.7743466494611647,4.7688481921995306e-05,1.4377572542573673e-06,3.1667002544576795e-07
4-3A-rep1,9.036910383210664e-07,0.7190030228812767,4.6355292083606863e-07,0.07917174394954121,0.00019733324551866294,1.6599949792978232e-06,1.2661984846586084e-06,7.077077168252827e-07,1.6616387758509111e-06,2.0501884284915042e-07,0.023331308630746977,0.17828807650461806,1.3497084973221336e-06,2.972770423698102e-07
4-3B-rep1,1.9462498125182744e-06,0.6255934101764333,9.983387540786523e-07,1.424259941073243e-06,6.293522737280926e-07,3.5750768572874e-06,2.726970235265519e-06,1.5241669473096886e-06,0.003058976377923311,4.4154237182565505e-07,3.557058157844604e-06,0.3072487625530848,0.06408138764137096,6.402358366341041e-07
4-3B-rep2,0.03298380537138494,0.6777843880293837,4.7487487023498875e-07,6.774707001354816e-07,2.993608913785367e-07,1.700539172448788e-06,1.2971244793572027e-06,7.249929729394488e-07,0.002666169853656468,2.1002628182801972e-07,1.6919683065731085e-06,0.23976720675478325,0.04679104909529472,3.045378220561966e-07
4-3C-rep1,1.2304690211422893e-06,0.8351390940283836,6.311753514879466e-07,9.00453643860332e-07,3.978926401055769e-07,0.0004315270965000912,1.7240604851900611e-06,9.636174141935718e-07,2.2624934311752375e-06,2.7915440585202737e-07,2.248863348105344e-06,0.1586213957967217,1.837768023696336e-06,0.005795507130629765
4-4B-rep1,2.1390284403346547e-07,7.898192115539886e-08,1.0972255330878553e-07,0.9111014230776044,6.916904519835531e-08,3.9291929663567704e-07,2.997080257457577e-07,1.6751377069601453e-07,3.93308381779612e-07,4.852777299568922e-08,0.08889514466472871,1.2686640811254393e-06,3.1947476952932537e-07,7.036520462446758e-08
4-4C-rep1,1.9671190175235397e-06,7.263430266547671e-07,1.0090437190782947e-06,0.41861869933345214,6.361006785507845e-07,0.09753800365634523,2.7562109321775854e-06,0.3069303428810962,3.6169897648908275e-06,4.462769327319026e-07,0.03131410745944583,0.14558410349241074,2.9379922347445014e-06,6.471009434875488e-07
4-4C-rep2,2.636892896635476e-06,9.736516959293481e-07,1.3526076416982013e-06,0.38843733382811424,8.526832112716829e-07,0.10050589263755194,3.694658515292986e-06,0.3159939213432968,4.848519348997505e-06,5.98227389075069e-07,0.08015268097316978,0.11489040821470495,3.938333565561829e-06,8.674288978389244e-07
4-5A-rep1,2.1793020204977616e-06,8.046899101997274e-07,1.1178840711561512e-06,1.5948068677159074e-06,0.8846825666853309,4.003171724620558e-06,3.05350921825489e-06,1.7066771626557169e-06,4.00713583292475e-06,4.944145283230381e-07,3.982995389676372e-06,0.11529051692921748,3.2548983342380837e-06,7.169003914078357e-07
4-5A-rep2,1.2128765944745678e-07,4.4784502042914236e-08,6.221512266260165e-08,8.875795572924397e-08,0.9397071222926793,2.227939607629824e-07,1.6994110164628717e-07,9.498402540996085e-08,2.2301458067407748e-07,2.7516324205225605e-08,2.2167105975220404e-07,0.06029137969311184,1.8114928403039517e-07,3.9898632549774835e-08
4-5B-rep1,1.1511573552321233e-06,4.250556830098826e-07,5.904920285047549e-07,8.424135978759612e-07,0.7491309136342643,2.1145672016592127e-06,1.6129336653670203e-06,9.01506055754991e-07,2.116661134665462e-06,2.61161103628349e-07,2.10390959837423e-06,0.25085486851304817,1.7193120195130867e-06,3.7868324388990574e-07
4-5B-rep2,2.7808821255425497e-05,2.3018682976545487e-07,3.1977807491194486e-07,4.562049707776045e-07,0.7942221770733826,1.145133543514172e-06,8.734763512012078e-07,4.882062028183165e-07,1.1462675027099102e-06,1.4143052052984642e-07,1.1393619704917945e-06,0.2057429379003041,9.310850294881429e-07,2.050740617771938e-07
4-5C-rep1,1.074911500792937e-06,3.969025086519032e-07,5.51381329130563e-07,7.866171037917183e-07,0.8420591642938489,1.9745107772904734e-06,1.506102479421256e-06,8.417956267760788e-07,1.9764660205594128e-06,2.4386333681834663e-07,1.9645590706103675e-06,0.157927559559931,1.6054349605866771e-06,3.5360150561932275e-07
4-5C-rep2,3.4525359240558474e-07,1.274821386186425e-07,1.77099588689175e-07,1.5308491650534246e-05,0.8704532744782598,6.341982001310807e-07,4.837489329750072e-07,2.703785046502516e-07,6.348262097505984e-07,7.832709300294845e-08,6.31001785840845e-07,0.12952740548607722,5.156537883418195e-07,1.1357417797189589e-07
4-6A-rep1,1.8576436402134823e-06,6.859201156914714e-07,0.7409831191993101,1.3594182023951752e-06,6.006999929943004e-07,3.4123156978605923e-06,0.019687599695292386,1.4547767804945417e-06,3.415694715780612e-06,4.214404408062098e-07,0.00016541155251232698,0.23914727607004033,2.774485194465062e-06,6.110880640862922e-07
4-6A-rep2,1.008803627260198e-06,3.7249270298191874e-07,0.7728072696170458,7.382395545908846e-07,3.26213445199955e-07,1.8530768651424876e-06,0.012539121927199377,7.900245565118993e-07,1.8549118594656732e-06,2.2886555642641045e-07,1.8437371959800361e-06,0.2146427535361553,1.5066994914236707e-06,3.318547445164557e-07
4-6B-rep1,1.5288281474421946e-06,5.64507614412749e-07,0.6527590682091908,1.1187919830135837e-06,4.943720300156579e-07,2.8083127322787288e-06,2.1421036632068235e-06,1.1972714476118759e-06,2.8110936411651314e-06,3.46842631399925e-07,2.7941585909597355e-06,0.3365552648056839,0.010669357781301559,5.0292134224071e-07
4-6B-rep2,5.997146687373126e-07,2.2143986395307576e-07,0.7583933937109593,4.388694469038231e-07,1.9392772085591332e-07,1.1016191340845226e-06,8.402847572700365e-07,4.6965465071694553e-07,1.1027100034895552e-06,1.3605624290865472e-07,1.096066877484209e-06,0.24063167462122872,0.0009685340430791292,1.972813665600149e-07
4-6C-rep1,1.0539640567915934e-06,3.8916783182702455e-07,0.8300159781976403,7.71287825316215e-07,3.4081682181960164e-07,1.9360323035679103e-06,1.4767521586509519e-06,8.253910513859559e-07,1.9379494438405985e-06,2.391110259646486e-07,0.04564151481755625,0.12433161565273461,1.5741488882822307e-06,3.4671066136629577e-07
4-7A-rep1,0.11165280750402849,2.9115801839057815e-07,4.0447992055403224e-07,0.009250467127638507,2.549839487228634e-07,0.019670359710744812,1.1048401152486058e-06,0.38364754567150255,1.4498873587798143e-06,1.7889220742722928e-07,0.12251950201145585,0.3324505404936416,0.02080483384596244,2.593934566595066e-07
4-7B-rep1,1.9452592224061975e-06,7.182714714483249e-07,9.97830625835334e-07,1.4235350301159857e-06,6.290319499262054e-07,0.07948831095175349,2.725582278933497e-06,0.8602520302856286,0.0045843407609448905,4.4131763833831946e-07,3.5552477085299374e-06,0.05565933667225445,2.9053435196765586e-06,6.399099733841308e-07
4-7B-rep2,8.216121503491524e-07,3.0337374134699177e-07,4.214501372021345e-07,6.012533772975543e-07,2.656819651922312e-07,0.0783951514114771,1.1511943967951442e-06,0.8891307277660098,0.011144299895816065,1.8639774568123956e-07,1.501617204115342e-06,0.021323070949995932,1.2271195063410319e-06,2.7027647688602964e-07
4-7C-rep1,1.210911391574389e-06,4.4711938491355286e-07,6.211431657890894e-07,8.861414275370492e-07,0.003432748097355252,0.010193682946593317,1.6966574902810959e-06,0.9342883954951041,0.004068248882078909,2.7471739982579445e-07,2.2131188998052625e-06,0.04800736787214399,1.8085577098878512e-06,3.983398548777595e-07
4-7C-rep2,3.752292567033111e-07,1.3855041386688242e-07,1.9247575836440835e-07,2.74591676568856e-07,0.020502980834317546,0.012682026938801912,5.257490625557229e-07,0.9170491826710828,0.0008352037774990341,8.51276207799773e-08,0.0018333436189227601,0.047094986576686634,5.604239665331216e-07,1.2343493396882817e-07
4-8A-rep1,2.176199789621344e-06,8.035444361617632e-07,1.1162927660276387e-06,1.5925366642010128e-06,7.037104265215849e-07,3.997473219864947e-06,3.0491625556587013e-06,1.7042477120608616e-06,4.0014316852710615e-06,4.93710730501035e-07,0.18790564117740496,0.31659874074639394,0.4954752638863296,7.158798855263089e-07
4-8A-rep2,0.001236527258576931,9.498412953194064e-07,1.3195299713654219e-06,1.8824809430499504e-06,8.318310636930034e-07,0.00011690298455601292,3.604306596086303e-06,2.0145305990808286e-06,4.729950061286777e-06,5.835978928709661e-07,0.1626623862561442,0.3181512529579868,0.5178161682581649,8.462161483058679e-07
4-8B-rep1,1.2755744247564986e-06,4.7099569479402967e-07,6.543123980051966e-07,9.334616467798211e-07,4.124782231789519e-07,5.7968423467985285e-05,1.7872595114992448e-06,9.989408166117263e-07,2.34542983805277e-06,2.893873917543879e-07,2.331300115912246e-06,0.16610475270086725,0.8338253601242802,4.196113231560682e-07
4-8B-rep2,1.467643093254508e-07,5.419155205695059e-08,7.528349997660372e-08,1.074016938663464e-07,4.7458682427098906e-08,2.6959215737381704e-07,2.0563747806452164e-07,1.1493555857002136e-07,2.698591188192174e-07,3.3296168262729215e-08,2.6823338936692734e-07,0.1409567919297479,0.8590415671372454,4.82793985461844e-08
4-8C-rep1,0.016942663550188152,1.0546637498900262e-06,1.4651504778222515e-06,0.048330363870599566,9.236301614097109e-07,5.246741693945338e-06,4.002070165946459e-06,2.236849888886252e-06,5.2519372373168606e-06,6.480025085835362e-07,0.30193237316063887,0.23841981641483148,0.3943530143551049,9.396027532048351e-07
4-8C-rep2,2.4451378162924594e-06,9.028476600819808e-07,1.2542458965786491e-06,1.7893447283843772e-06,7.906760141294829e-07,4.491486942570145e-06,3.4259826273401672e-06,1.914861194713648e-06,4.495934601054967e-06,5.547242414114494e-07,0.37597371530113066,0.1807484422683856,0.44325497283936804,8.043493930895318e-07
4-9A-rep1,0.9743309578042493,8.966332741298603e-07,1.2456128032841554e-06,1.777028499151903e-06,0.01016658665004801,0.015464950225617129,3.4024012644448835e-06,1.9016810237558935e-06,4.464988657390549e-06,5.509060219204503e-07,4.438089942252732e-06,1.4402364644845018e-05,3.6268009743819827e-06,7.988129800377902e-07
4-9B-rep1,0.8258038079441455,1.1351127846419145e-06,1.5769111614708163e-06,0.006705177702531797,9.940840430007775e-07,0.00027376408094319655,4.307345360901529e-06,0.0045603985383187344,0.016092679832758278,6.974316999611518e-07,5.618498418688121e-06,0.14654423981366868,4.591429151865824e-06,1.0112750132530522e-06
4-9C-rep1,0.7930769976433343,2.0852094739231224e-07,2.8967959289361376e-07,4.132655756567726e-07,1.8261387699856941e-07,1.037350102208698e-06,0.030734842568765488,4.4225475470602464e-07,0.04565883575116145,1.2811865110232872e-07,1.0321217671393269e-06,0.13052456089111816,8.434484833449999e-07,1.8577186927219905e-07
5-10A-rep1,0.872577314421363,5.907373555914901e-07,8.206588297953505e-07,1.1707764441582302e-06,5.173429343263272e-07,2.938800460408425e-06,2.2416361110063075e-06,1.252902442464311e-06,2.9417105837083615e-06,3.629586096774503e-07,2.9239886495488876e-06,0.10521810622408312,0.02218829155264448,5.262894887518282e-07
5-10B-rep1,0.8197378821432738,5.300860448565355e-07,7.364013620354784e-07,1.0505722193133218e-06,4.6422706689495105e-07,2.63707229267847e-06,2.011486168673293e-06,1.124266298771655e-06,2.639683632109618e-06,3.2569346094238816e-07,2.623781218123292e-06,0.18024535818149834,2.1441503895309754e-06,4.722550739366913e-07
5-10B-rep2,0.8383074746236231,9.394086050782789e-07,1.3050367633705956e-06,1.8618044988266429e-06,8.226945522955511e-07,4.67337034806514e-06,3.56471828334783e-06,0.014979647990510908,0.0020016987430135844,5.771878788278831e-07,0.0015578881732968076,0.14313490950364718,3.799823341986832e-06,8.36921636690276e-07
5-10C-rep1,0.7718530593857431,0.024396635151313042,7.862119981385881e-07,1.121633563322258e-06,4.956276681029705e-07,2.8154454667653914e-06,2.1475443167697065e-06,1.2003123551454711e-06,2.818233438784219e-06,3.477235647696297e-07,2.801255375841942e-06,0.20139362899215388,0.002341638284347867,5.041986944246915e-07
5-11A-rep1,0.8303622658154337,8.248357174807402e-07,1.1458708481426256e-06,1.6347336412471745e-06,7.223564353592992e-07,4.103393095678868e-06,3.129955321855829e-06,1.7494046639875451e-06,4.107456447382193e-06,5.067924389669736e-07,0.0596216729926724,0.10054487192780771,0.009452529617131129,7.348483449510833e-07
5-11B-rep1,0.7299084035526029,0.014739993105027115,7.989751568242652e-07,0.035321404116862846,5.036735572422701e-07,0.07573765858647505,0.012296351318090253,0.055426865275595164,0.029277929181058468,3.533684176164592e-07,2.8467302184615206e-06,0.020522160842386408,0.026764218890828292,5.123837233498278e-07
5-11C-rep1,0.839045840082269,7.255339337543294e-07,1.007919718324687e-06,1.4379284313694812e-06,6.353921090125742e-07,3.609386537650463e-06,2.753140715192638e-06,1.538794235860296e-06,3.6129607033698445e-06,4.457798129349859e-07,3.5911949144236143e-06,0.15810356066849793,0.0028305948380007474,6.463801204603716e-07
5-11C-rep2,0.9610381601575543,6.476223227625562e-07,8.996840516637243e-07,0.0002307390847301822,5.671603964468148e-07,3.2217918204947704e-06,2.457494132133805e-06,1.3735504997329573e-06,3.2249821736918244e-06,3.9790965585817526e-07,3.205553708477005e-06,0.03450522304320215,0.0042093049972941,5.769684580209185e-07
5-12A-rep1,0.05522332793645113,3.7227979785075995e-07,5.171751885484714e-07,0.4078808810853784,3.2602699183917757e-07,1.8520177046009195e-06,0.004486027803772731,7.895730032855506e-07,1.8538516500989767e-06,2.2873474406171544e-07,0.017192867369985897,0.5037337799125289,0.011476844567735867,3.316650667661499e-07
5-12A-rep2,0.08019509587069604,6.18979930406905e-07,0.021492988734427988,0.4185860217904731,5.420765936922697e-07,0.011260861075335638,0.018424173527141912,1.3128024820212881e-06,3.082350887659504e-06,3.8031130557806824e-07,0.017182146358437348,0.4328497209532507,2.503718163818133e-06,5.514508741288494e-07
5-12B-rep1,0.12339749721145282,7.083567585988315e-07,9.840569977283467e-07,0.5588369743320123,0.008366422301858537,3.5239335190158975e-06,2.6879595043733382e-06,1.5023629445203197e-06,3.527423065577249e-06,4.3522587800330543e-07,0.004437381207568973,0.30494485931211257,2.865239397667305e-06,6.310769292109611e-07
5-12B-rep2,0.11536648507830156,7.022469057221855e-07,9.755691229316878e-07,0.6512182914344486,6.149983091286545e-07,3.4935382201966173e-06,2.66477480695817e-06,1.4894044791045301e-06,0.006555475483787423,4.314718853288102e-07,3.475930482602577e-06,0.2240225950678859,0.00282267936771946,6.256336449555085e-07
5-12C-rep1,0.20306744243629252,6.919175736935595e-07,9.61219501302136e-07,0.682824667402722,6.05952314507289e-07,3.4421518546077287e-06,2.6255787015167626e-06,0.019940299982261718,3.44556041753977e-06,4.251253762473708e-07,3.4248031087819673e-06,0.0847511521376459,0.009400199301014172,6.16431215447643e-07
5-12C-rep2,0.17391541425408552,0.0095664907832363,7.814070121698169e-07,0.6957895385346562,4.925986072432941e-07,0.00013565835397455784,2.1344194594362857e-06,0.05480599053229861,2.801009621083471e-06,3.45598429496084e-07,2.7841353206815875e-06,0.0594639365883923,0.006313130667655242,5.011172511779346e-07
5-1A-rep1,9.224486944152288e-07,3.4060683195407004e-07,4.731747560671028e-07,6.750452663889917e-07,2.982891402191381e-07,0.008610098941777042,1.2924806040058376e-06,0.9858641675351631,1.696128936080942e-06,2.0927436025931777e-07,1.6859108386590966e-06,0.005516458992084932,1.3777240100876175e-06,3.034475368076243e-07
5-1A-rep2,4.883059841331087e-07,1.8030309467262957e-07,2.504790416281777e-07,3.5734089617573347e-07,1.5790186820445504e-07,0.01565203988754389,4.327232947953835e-05,0.9842336840442116,8.978601350557385e-07,1.1078114485818045e-07,8.92451099141058e-07,2.896157203834851e-06,6.461152578841603e-05,1.6063250887633157e-07
5-1B-rep1,0.04276883028676875,3.3623807082329923e-07,4.671056250678553e-07,6.663868624914776e-07,2.9446316293605133e-07,1.6727173048891694e-06,0.008102163193935303,0.6160652495818606,1.6743736996218996e-06,2.0659012258409954e-07,1.6642866636546672e-06,0.33305511516776326,1.3600527641244358e-06,2.9955539584137364e-07
5-1B-rep2,0.046364701387124466,2.878129018663413e-07,3.998328478975881e-07,5.704135054952514e-07,2.520544363398529e-07,1.4318117527363512e-06,0.013767505912464206,0.6467161371158177,1.433229592701635e-06,1.7683691359596244e-07,1.4245952965142618e-06,0.29314425840675334,1.1641773097719905e-06,2.5641328340875094e-07
5-1C-rep1,1.3011229308676583e-06,4.804292771497375e-07,6.674176343399831e-07,9.521579690989519e-07,4.2073975790486133e-07,2.3900397825149394e-06,0.07189068646513462,0.7613307499795132,2.3924065000082074e-06,2.951835377128183e-07,2.3779937733753937e-06,0.16676491475523336,1.943293228972833e-06,4.280157268865766e-07
5-1C-rep2,1.6346484342316535e-06,6.035809123186859e-07,8.385012400211218e-07,1.1962309605064553e-06,5.28590781210466e-07,3.0026945921505626e-06,0.0696465936484696,0.8109261461241447,3.0056679860957905e-06,3.7084989918012417e-07,2.987560749289483e-06,0.11941011273946273,2.441430520231542e-06,5.377318477625309e-07
5-2A-rep1,6.662190997815822e-07,2.4599609532511573e-07,3.417404804570025e-07,4.875371957359538e-07,2.1543303565234633e-07,1.223781484880485e-06,9.334668363662103e-07,5.217362771327016e-07,1.2249933245617292e-06,1.5114398962612642e-07,0.999988822396371,3.9513651437022685e-06,9.950320872099126e-07,2.1915857871214357e-07
5-2A-rep2,2.562348020294323e-06,9.461265941836474e-07,1.3143694677029117e-06,1.8751188141009863e-06,8.285778846490023e-07,4.706791003266651e-06,3.5902106393490217e-06,2.0066520417457212e-06,4.711451864849827e-06,5.813155202618183e-07,0.9999570097727007,1.519736173391738e-05,3.826997003879853e-06,8.429067111370487e-07
5-2B-rep1,1.0446494445666048e-06,3.8572848546549586e-07,5.35858253256884e-07,7.644714192344507e-07,3.378047869076461e-07,1.9189222417526316e-06,1.4637010743928024e-06,8.180964975270325e-07,1.9208224389254993e-06,2.3699783579347728e-07,0.9999824732172544,6.195846687676324e-06,1.5602370414936594e-06,3.436465385016819e-07
5-2C-rep1,1.093779107873904e-06,4.0386922226243766e-07,5.61059564280287e-07,8.004243636699149e-07,3.536916813397318e-07,2.00916878727136e-06,1.5325386555942975e-06,0.10064273881685355,2.011158350353343e-06,2.4814379862115357e-07,0.8469201322888152,6.4872361707727025e-06,0.052421268016459674,3.5980816939242615e-07
5-3A-rep1,1.480214465712483e-07,0.9131204420712309,7.592835492975664e-08,1.0832166323929334e-07,4.7865198681560206e-08,2.719013996123914e-07,2.0739890449029876e-07,1.1592006067553331e-07,2.72170647766173e-07,3.358137284317389e-08,2.705309928230368e-07,0.08687773651822871,2.2107755388866375e-07,4.86929447986491e-08
5-3B-rep1,6.890400143620604e-07,0.9999874346150515,3.5344658482380564e-07,5.042374745216322e-07,2.228125582539156e-07,1.2657013468910226e-06,9.654421534104178e-07,5.396080238566932e-07,1.2669546973753345e-06,1.5632133155123985e-07,1.2593221016148032e-06,4.08671666161923e-06,1.0291162830465331e-06,2.266657174387405e-07
