,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,18_11,18_12,18_13,18_14,18_15,18_16,18_17,18_18
1-9A-rep1,1.7668273886957145e-06,1.8990854492282015e-06,3.963410933986341e-07,1.6604741108738857e-06,0.27388808554525745,1.5571694751135209e-06,1.475511610213808e-06,2.0277399934425622e-06,0.00031950457138216665,5.763899765533198e-07,6.704413478305459e-07,0.7226457874555764,0.0031311712053480084,7.593145791603261e-07,6.262291627189238e-07,1.112231704954671e-06,3.188794280031022e-07,6.045871157550782e-07
1-9A-rep2,7.334429218867936e-07,7.883457035510718e-07,1.6452856202364678e-07,6.89293697499083e-07,0.23356638076796002,6.46410021152824e-07,6.125123221414368e-07,8.417525985462033e-07,1.203082724742501e-07,2.392702033341265e-07,2.7831267743112974e-07,0.7657898373286477,1.189982610274533e-06,2.681760238418896e-05,0.0006098150851993896,4.617080744369054e-07,1.3237278349914908e-07,2.5097536044075994e-07
1-9B-rep2,0.05586149902057,1.279162548719545e-06,2.669625442078603e-07,0.012557862253283725,0.5311686941592763,1.0488590049405072e-06,9.938569076780784e-07,0.052722488809959375,1.9521110568244184e-07,3.882376497402919e-07,4.5158761213531643e-07,0.34497143610672976,1.9308549305642233e-06,5.114497469049472e-07,0.0027095822876175065,7.491633107160635e-07,2.1478687124081285e-07,4.072303309082612e-07
1-9C-rep1,2.8874507910128908e-06,3.103594509378199e-06,6.477233774882877e-07,2.713642156316465e-06,0.6673348700904028,2.544815787566453e-06,2.411365814973965e-06,3.313849154419326e-06,4.73634970295325e-07,9.41969602904663e-07,1.095673755402971e-06,0.3273135935522204,4.684776588326162e-06,1.2409154942083006e-06,0.005322150090382249,1.8176729299129473e-06,5.21131075121605e-07,9.880509872058882e-07
1-9C-rep2,9.0548026229253e-07,9.732611129333291e-07,2.0312059882252024e-07,8.50975337525165e-07,0.5806293633071118,7.980328094192465e-07,7.561840213595239e-07,1.0391951997522696e-06,1.4852793975528944e-07,2.9539373822904285e-07,3.4359406661309727e-07,0.41422424353882153,1.4691065029341788e-06,3.89140653297312e-07,0.005137177868102696,5.700069301483237e-07,1.6342231841962235e-07,3.0984447244544806e-07
2-10A-rep1,0.8600787478743366,1.4710233017836316e-06,3.070040814017814e-07,0.005935582741291634,0.04643728484911755,1.206176680280027e-06,0.0017814318884418533,0.032244581907966335,2.2449069159605186e-07,4.4646916059992916e-07,5.193209423719027e-07,5.751862231261485e-06,0.04881180954761812,5.881617595368412e-07,4.850743767166296e-07,0.004698846294847399,2.4700261341196393e-07,4.6831054157953713e-07
2-10A-rep2,0.7586813136199989,1.5750869353967052e-06,3.2872226914631e-07,0.004872855830307384,0.04125023036359862,1.2915044435976448e-06,0.006461228069191275,1.681792029606032e-06,2.403716888932879e-07,4.780534346844205e-07,5.560589221231812e-07,0.16002364210565645,0.02870174086960414,6.297696999246308e-07,5.193896742054753e-07,9.224764627205539e-07,2.6447615678303625e-07,5.014399261086486e-07
2-10C-rep1,0.008020744364676232,3.6690024731689114e-06,7.657246031183295e-07,3.208009214069421e-06,3.527729188166812e-06,3.00842632313177e-06,2.8506646445340536e-06,3.917560978579368e-06,5.599210438547239e-07,1.1135761428446296e-06,1.2952818759707037e-06,0.6375771666997879,0.3456141710597878,1.4669835261939706e-06,1.2098646470699882e-06,2.1488137239290706e-06,0.008758008264802277,1.1680525612225304e-06
2-10C-rep2,3.5010102354418854e-07,3.7630827087386386e-07,0.9325666914945802,3.290268701430527e-07,3.618186906709117e-07,3.0855681237285817e-07,2.923761134179213e-07,4.0180147292701356e-07,5.742784895341766e-08,1.1421303634017951e-07,1.3284953787992452e-07,0.06742933807326312,5.6802529198203e-07,1.5045997874885657e-07,1.2408878889010353e-07,2.203913414600062e-07,6.318671243458875e-08,1.1980036612616445e-07
2-11B-rep1,4.475088226599452e-07,4.810076518805365e-07,1.0038679342044339e-07,4.2057125623518713e-07,4.624866692458155e-07,3.944058615734242e-07,3.7372324412250765e-07,5.135937686566195e-07,7.34058667206193e-08,1.4599026563131476e-07,1.6981195794778668e-07,0.2875598846717967,0.7124356658907419,1.9232211110300495e-07,1.586137260021458e-07,2.817103153334968e-07,8.076700548630745e-08,1.5313214527801442e-07
2-11B-rep2,1.6370230128403645e-06,1.7595644054577519e-06,3.672229075568269e-07,1.5384832435345113e-06,1.6918131718323666e-06,1.4427681402059125e-06,1.3671094737875024e-06,1.8787670230608617e-06,2.6852452290188587e-07,5.340440509499054e-07,6.211857039235273e-07,0.23880580318713046,0.7611779204152892,7.035296419013824e-07,5.80221677138142e-07,1.0305188318172732e-06,2.9545215639191807e-07,5.601696170719117e-07
2-11C-rep2,2.0848032720762075e-06,2.240863812636499e-06,4.6767059060914266e-07,1.959309597358691e-06,2.1545803624702572e-06,1.837413228742379e-06,1.7410593998268381e-06,2.392672312132069e-06,3.41974913967288e-07,6.801228670093031e-07,7.911006613521687e-07,0.08634011108599857,0.9136391603801525,8.959684060236439e-07,7.389316103310657e-07,1.31240001860518e-06,3.7626815112336356e-07,7.133946446866968e-07
2-12A-rep2,2.0205685356122588e-06,2.1718207051240303e-06,4.5326122280831386e-07,1.8989414382506694e-06,2.088195728664571e-06,1.7808008106286542e-06,1.6874157331970452e-06,0.7777958786106145,3.314383473903878e-07,7.367086009505688e-05,7.667261109190214e-07,8.492056836712168e-06,0.011320090623438944,0.2107856244629301,7.161644370969083e-07,1.2719637479701906e-06,3.6467497787248094e-07,6.914142892210195e-07
2-12B-rep2,1.9683995610496654e-06,2.1157465571190493e-06,4.415584902426343e-07,1.8499127486309256e-06,0.15299536510624084,0.0811571929683457,1.6438484169144516e-06,0.7337443329033657,3.2288095455301104e-07,6.42148624194991e-07,7.469300415098288e-07,8.27280077620725e-06,3.1936517182487274e-06,0.03207894552523006,6.976738174306857e-07,1.2391229691285609e-06,3.552594498619554e-07,6.735626925882652e-07
2-12C-rep2,2.1307097783531165e-06,2.290206707507366e-06,4.779685036980567e-07,2.0024527847923817e-06,2.2020233314345875e-06,0.3448470826300484,1.7793968081267713e-06,0.17869986001363028,3.4950506021410895e-07,6.95098891405283e-07,8.085203709058011e-07,0.1596894538801607,0.04242580747855336,0.27432184995754727,7.552025789458107e-07,1.3412985245212394e-06,3.8455342027691e-07,7.29103299873912e-07
2-1A-rep1,0.3033148810289118,4.075137118017708e-06,8.504853226909302e-07,0.05192538018584308,0.03973301308218723,0.03767748311365505,3.16621462888468e-06,4.351209428899067e-06,6.219006516506539e-07,1.2368417592059289e-06,1.4386611319192802e-06,0.3393572030575397,0.22796895763742767,1.6293690349982858e-06,1.3437887728633653e-06,2.3866733887824437e-06,6.842648358744532e-07,1.2973483618075634e-06
2-1A-rep2,0.29711673614208944,2.6225586041458594e-06,5.473306875641612e-07,0.014196774260573933,0.01675377270072529,0.020544474131789944,2.037620619154323e-06,2.800225218372701e-06,4.002247918724515e-07,7.959707621200868e-07,9.258518230671064e-07,0.4744233191781257,0.17695006921024187,1.048582086519382e-06,8.647966206697122e-07,1.5359460675232558e-06,4.403593255556323e-07,8.34909847276009e-07
2-1B-rep1,0.863601480873807,2.97151922195475e-06,6.201591286812512e-07,2.5981615203387667e-06,2.8571022148792947e-06,0.02757366216440527,2.308748726261698e-06,0.061239264566323594,4.5347915591734273e-07,9.018835331323874e-07,1.0490467151340506e-06,0.04756199362831055,4.485413168733765e-06,1.1881076064283314e-06,9.79867438363119e-07,1.7403207906645203e-06,4.98954036103139e-07,9.460038970560911e-07
2-1B-rep2,0.8503708499199808,1.552237475646765e-06,3.239535633123835e-07,1.3572059873804922e-06,1.4924692719206483e-06,0.013516594080731647,1.2060249411402646e-06,0.04785320041774744,2.3688466661727044e-07,4.7111841257950326e-07,5.479922905778889e-07,0.08824702825399523,2.343052793610392e-06,6.206337614016339e-07,5.118549958403706e-07,9.090942878503828e-07,2.60639455986765e-07,4.941656410192692e-07
2-1C-rep1,0.9607781620114016,2.350282751393372e-06,4.905064360646706e-07,2.054980550510863e-06,2.2597861743533626e-06,0.03626805975653448,1.8260734335969633e-06,2.5095038945379703e-06,3.5867317646622515e-07,7.133325256743168e-07,8.297292448148871e-07,9.189862984585991e-06,3.5476765977010354e-06,9.397175672149477e-07,0.0029241887538021412,1.3764830817750582e-06,3.946409150333172e-07,7.482289280091688e-07
2-1C-rep2,0.9746579117158273,1.2189850081012104e-06,2.5440342936844927e-07,1.0658251572187318e-06,1.172048540295008e-06,0.025326339600570916,9.471014234040286e-07,1.3015657896479993e-06,1.860275001640389e-07,3.699732102754248e-07,4.303429064493872e-07,4.7663648971908796e-06,1.8400188588480432e-06,4.873888580449517e-07,4.019639881398579e-07,7.139193101740602e-07,2.0468233395482252e-07,3.88072390579426e-07
2-2A-rep1,2.969874695602889e-06,3.192188357807836e-06,6.662130050978644e-07,2.7911045958080013e-06,3.0692745852086403e-06,2.6174589835392986e-06,2.4801996065258813e-06,0.0001107225864121216,4.871551465433898e-07,9.688586542845678e-07,1.1269503781451441e-06,1.2481806119647848e-05,0.9998506755356468,1.2763381239608916e-06,1.0526337524009353e-06,1.8695594246082949e-06,5.360070543585147e-07,1.0162554575826608e-06
2-2A-rep2,2.0729351170384836e-06,2.2281072521000655e-06,4.650082832584804e-07,1.9481558398891934e-06,2.142314987542307e-06,1.8269533904645145e-06,1.7311480747805887e-06,2.379051551681816e-06,3.400281541207657e-07,6.762511330483671e-07,7.865971643435404e-07,0.049220586700876645,0.9507588027665538,8.90867928633755e-07,7.347250959653478e-07,1.3049289218830386e-06,3.741261702405138e-07,7.093335045495787e-07
2-2B-rep1,3.531527223646301e-06,3.795884084030911e-06,7.92204926266328e-07,3.318948735020386e-06,3.6497252798437146e-06,3.1124638594458067e-06,2.949246459283672e-06,4.053038251011661e-06,5.792842589300355e-07,1.152085883804162e-06,1.340075372880388e-06,0.00014245134691478163,0.9998224358045137,1.5177148174025983e-06,1.251704241474142e-06,2.2231240981325004e-06,6.373748721911284e-07,1.2084462081669532e-06
2-2B-rep2,1.950640528535437e-06,2.096658150149629e-06,4.3757472000598025e-07,1.8332227120644148e-06,2.0159272739607575e-06,1.7191707052928226e-06,1.6290175065331877e-06,2.2386973610711024e-06,3.19967900982183e-07,6.363551163515099e-07,7.401911887100683e-07,8.198163014202236e-06,0.9999724072404959,8.383104096611031e-07,6.913793575795209e-07,1.2279435188109909e-06,3.520542753405178e-07,6.674857649183223e-07
2-2C-rep1,2.743742919996178e-06,2.949129207032581e-06,6.154863094570975e-07,2.5785847076495585e-06,2.835574317380712e-06,2.4181607948305915e-06,2.2913526017303102e-06,3.148919518792504e-06,4.500622488373331e-07,8.950879567767989e-07,1.0411422831410272e-06,0.63621244159848,0.363760278240964,1.1791553685156406e-06,9.7248426331764e-07,1.7272076974748668e-06,4.951944816532517e-07,9.388758794363423e-07
2-2C-rep2,1.8085086394348854e-06,1.9438868018056173e-06,0.9363218941255267,1.6996463798821943e-06,1.8690383174637366e-06,1.5939046829503787e-06,1.5103204261668366e-06,2.0755764372521164e-06,2.966536913403476e-07,5.899876009109538e-07,6.862577394620237e-07,0.06365759590627867,2.9342349175890514e-06,7.772275804904976e-07,6.410025440455157e-07,1.1384703793553968e-06,3.264021172477898e-07,6.188499392355666e-07
2-3A-rep1,3.4625972727172094e-06,0.012140196267378982,7.767423110193922e-07,0.5219967748040953,3.578488285616458e-06,3.051713377426683e-06,2.8916817285476246e-06,3.973929211193044e-06,5.679775258898143e-07,0.03903803718247356,1.3139191736373432e-06,0.1948237356603589,0.23172469755979233,1.4880913708700526e-06,1.227272910075976e-06,0.00025241631922702696,6.249343002002354e-07,1.184859206693016e-06
2-3A-rep2,1.0354374432911066e-06,0.015603058236044064,2.3227306246527778e-07,0.5571812351083143,0.00011331430361807825,9.125688170776823e-07,8.647137683064574e-07,1.18834354046279e-06,1.6984510497019276e-07,0.044898022076258016,3.9290769404857807e-07,0.13439808670731543,0.2477994824828992,4.449912603402794e-07,3.669974369362036e-07,6.518159953223994e-07,1.868771685124283e-07,3.543142592136911e-07
2-3B-rep1,3.7960126077665884e-06,4.080167850362582e-06,8.515352417237854e-07,0.8585255655245013,3.923062828004059e-06,3.345564483423464e-06,3.1701233018650117e-06,4.3565809708568815e-06,6.226683842772995e-07,1.2383686329437514e-06,1.4404371504629652e-06,0.05556818416273153,0.08587207528395213,1.6313804813051743e-06,1.3454476720484829e-06,2.3896197227746202e-06,6.851095567126976e-07,1.2989499305836072e-06
2-3B-rep2,1.987198134829535e-06,2.135952321507809e-06,4.4577545412598714e-07,0.7300522357294614,2.0537084409778932e-06,1.7513902582432728e-06,1.659547468245173e-06,2.2806535367684876e-06,3.2596452638790964e-07,6.482812603367782e-07,7.540633592424522e-07,0.22978716346082517,0.040142710312358276,8.540214653170852e-07,7.043367292656488e-07,1.250956818829824e-06,3.586522422153862e-07,6.7999533879615e-07
2-3C-rep1,2.753570826115789e-06,2.9596927932818932e-06,6.176909408105549e-07,0.49082704734466664,2.845731157507132e-06,2.4268224872583037e-06,2.299560075576571e-06,3.160198740757274e-06,4.5167434211958585e-07,0.021691498775788014,1.044871586109354e-06,0.45601167367512285,0.010949265969742925,0.02049780585254432,9.759676377887068e-07,1.7333944414938277e-06,4.969682356158294e-07,9.422388708936763e-07
2-3C-rep2,0.0071875086854414185,1.58338726460875e-06,3.3045455642006456e-07,0.49482647080696435,1.5224196523115126e-06,1.2983103613027392e-06,1.2302270513127153e-06,0.0159706585881355,2.4163838986466443e-07,0.01362733320921936,5.589892188650272e-07,0.43436211900792215,0.012990483991622595,0.021026440867498965,5.221267328327544e-07,9.273376917478994e-07,2.658698825010917e-07,5.040823938818429e-07
2-4A-rep1,2.5087021717121406e-06,0.009067699149574372,5.62761120927562e-07,2.357692117901911e-06,2.592666899008917e-06,2.211010803282223e-06,2.095065542119777e-06,0.1422327708325704,4.1150799254379127e-07,8.184108958147092e-07,9.519535841866954e-07,0.8139571320144763,4.070271686603287e-06,0.0347200383139956,8.891771038608249e-07,1.5792477021349945e-06,4.5277400535218907e-07,8.584477578217783e-07
2-4A-rep2,9.786117381787714e-07,0.01216536785546625,2.1952571530421898e-07,9.197047013419351e-07,1.0113652745100796e-06,8.624862487584009e-07,8.172575265771884e-07,0.15403531046934466,0.0003184129770465538,3.192513317557639e-07,3.71344578958394e-07,0.7765754600780281,0.023057209923784447,0.033841264758774615,3.4685629923305767e-07,6.160437680597232e-07,1.7662118739167425e-07,3.3486918530639944e-07
2-4B-rep2,1.63364082101289e-06,0.09067238366962167,3.66464202085335e-07,0.02491234579066146,1.6883177801130672e-06,1.4397872910825528e-06,1.3642849401961974e-06,0.35748971446674677,2.679697344598716e-07,5.329406825730003e-07,6.19902295446875e-07,0.2052554157798155,0.29781079957549267,0.02384896614329114,5.790229029003045e-07,1.0283897155228214e-06,2.948417337766461e-07,5.590122716430452e-07
2-4C-rep2,2.4089081827477e-06,0.3151890848434935,5.403749733311204e-07,2.2639051774478052e-06,2.4895328662705525e-06,2.123058717860931e-06,2.011725658275617e-06,0.012275975321296626,3.9513856275266247e-07,8.782990261662608e-05,9.140856991319494e-07,0.04727504190781082,0.5563024152545581,1.0352562535094078e-06,8.538064125564996e-07,0.06885335791521775,4.347630494870436e-07,8.242994531578776e-07
2-5A-rep1,1.9663017155206175e-06,0.0014231295431986139,4.4108789396589324e-07,1.8479411818486331e-06,0.7587535528237956,1.7329734810893709e-06,1.6420964656744209e-06,0.12078862105080966,3.225368402886477e-07,6.414642465681572e-07,7.461339918260657e-07,0.11901835829906235,3.190248045482771e-06,8.450409865589301e-07,6.96930263160713e-07,1.237802358906853e-06,3.5488082782642336e-07,6.728448350398586e-07
2-5A-rep2,1.3200730938736008e-06,1.4188888063047545e-06,2.9612355838461974e-07,1.2406119640563296e-06,0.7436416760558039,1.1634286064673694e-06,1.1024184868331865e-06,0.16723711046908118,2.1653452330702918e-07,4.3064585963213886e-07,5.009157034546497e-07,0.08910882590953097,2.1417672447636597e-06,5.673167351539903e-07,4.678828693698806e-07,8.309963708156455e-07,2.3824860073481398e-07,4.5171316084254594e-07
2-5B-rep1,0.09345866724287967,1.4411615899305086e-06,3.007719113162112e-07,1.2600862750214792e-06,0.41811270098783626,1.181691343829676e-06,1.1197235274488874e-06,0.14181055616746682,2.1993353989218606e-07,4.374058552063469e-07,5.087787488379196e-07,0.34660683437910644,2.1753872988562582e-06,5.762221002771824e-07,4.7522738704129153e-07,8.44040805501945e-07,2.4198847063140225e-07,4.5880385706035133e-07
2-5B-rep2,0.01654083317140929,1.9068768505235038e-06,0.91432830446078,6.577216677258169e-05,0.042567473915575624,1.5635580935247334e-06,1.4815652098955525e-06,0.026477351587647868,2.9100565738386043e-07,5.787547388191474e-07,6.73191975817314e-07,7.456097345904761e-06,2.8783695805491704e-06,7.62429828449407e-07,6.287984008285345e-07,1.116794871688523e-06,3.201876985653344e-07,6.070675627716838e-07
2-5C-rep1,1.4957267154760752e-06,1.6076911981081484e-06,3.3552681242674083e-07,1.4056922050681346e-06,0.7744400960589277,1.3182385553636396e-06,1.2491102121872303e-06,0.003136438910600445,2.453473772295613e-07,4.879491295976876e-07,5.675693288013877e-07,0.22240942913134654,2.426758412993858e-06,6.42805917978765e-07,5.301410283097115e-07,9.415717039162969e-07,2.6995080704067115e-07,5.118197208472389e-07
2-5C-rep2,3.632581153510266e-06,3.904502531435472e-06,8.148737083503999e-07,3.4139197748711145e-06,0.7647276050848222,3.2015263767755795e-06,3.033638544060037e-06,4.169015112356882e-06,5.95860359626995e-07,1.185052585949248e-06,1.3784213558411707e-06,0.2352341377594261,5.893721616356981e-06,1.5611439167691174e-06,1.2875215025677025e-06,2.2867383399220956e-06,6.556132239161799e-07,1.2430256494768776e-06
2-6A-rep2,0.08375235043655097,2.6758758925943845e-06,5.584580606949105e-07,0.04309168808452804,0.11730635225759144,2.1941046732960484e-06,2.0790459684785933e-06,0.28552601349155815,4.083614644481495e-07,8.121530516801598e-07,9.446746278780362e-07,0.32394520965015217,4.039149024465857e-06,1.0699000290357206e-06,8.823781575706098e-07,0.1463614207829472,4.4931194348551627e-07,8.518837784153771e-07
2-6B-rep2,1.7342753395955544e-06,1.8640966760270393e-06,3.890389003178218e-07,0.03070831663204425,0.08153117897851012,1.5284801659396435e-06,1.448326766526846e-06,0.210374127975834,2.844770381922633e-07,5.657705606796195e-07,6.580891283590852e-07,0.4998996157792495,2.8137942762302765e-06,0.10427814686144651,6.146915090787304e-07,0.07319580627996967,3.1300438957897486e-07,5.934481954489401e-07
2-6C-rep2,1.543528073545083e-06,1.6590707862575112e-06,3.462497855050538e-07,1.4506161846521243e-06,0.02019185619332383,1.3603676372027993e-06,1.2890300477444974e-06,0.6406242518397244,2.531883402269424e-07,5.035433092175493e-07,5.857080599173766e-07,0.3082147255733973,2.5043142570168583e-06,6.633491064745324e-07,5.470836026844954e-07,0.030955653589530865,2.7857806164196474e-07,5.281767715636936e-07
2-7A-rep1,0.8070828166986006,0.012708814152961798,7.105944842823836e-07,0.006641839562881835,0.013395461932533086,2.7918276922036057e-06,2.6454244315716057e-06,0.00046148809479511444,5.196082296121763e-07,1.033401645593414e-06,1.2020250530117623e-06,1.331331348177594e-05,0.15968122946559354,1.361364644679528e-06,1.122757635623902e-06,1.994104895880334e-06,5.717145319125943e-07,1.0839559078766826e-06
2-7A-rep2,0.8072210022056937,0.00892260970275881,4.102216671391354e-07,1.7186268831300714e-06,0.01586081276903839,1.6117043343188255e-06,1.5271866649877504e-06,2.098755073570108e-06,0.002445217240547923,5.965761841055791e-07,6.939214025668411e-07,7.685691026937019e-06,0.1655304743387222,7.859071333612905e-07,6.48160827682137e-07,1.1511840479094783e-06,3.3004715572159576e-07,6.257608375380849e-07
2-7B-rep1,0.7214082651414625,3.1091091639430106e-06,6.488742915879251e-07,0.00042080329298981685,0.06710560446003361,0.04640996536432672,2.4156504756984227e-06,0.045888129727821254,4.7447655357661407e-07,9.436433515064454e-07,1.0976206148456331e-06,1.2156957371966333e-05,0.0421267396295731,1.243120427963017e-06,0.07661507016519241,1.8209026811868295e-06,5.220570523565821e-07,9.89806616000306e-07
2-7B-rep2,0.7823458679506469,1.7591481729194687e-06,3.6713603939647195e-07,1.5381193086972435e-06,0.06055959396542181,0.0560056745725264,1.3667860781535487e-06,0.024840080541373273,2.684610022694998e-07,5.33917720529608e-07,6.210387597699133e-07,6.8784620357403575e-06,0.017034565470747588,7.033632189345971e-07,0.05919829537251707,1.0302750581493214e-06,2.9538226591185675e-07,5.600371065364293e-07
2-7C-rep2,0.39834585747070506,1.5597254196577984e-06,3.2551630495618204e-07,0.0029901265756737475,0.037492121039705485,0.0519113700374657,1.2118427669413106e-06,0.04703535401867358,2.3802739068400087e-07,4.7339107275638274e-07,5.506357878872265e-07,0.46221564748559885,2.3543556054601965e-06,6.236276788463832e-07,5.143241679939572e-07,9.134797296625886e-07,2.618967723987927e-07,4.965494802901172e-07
2-8A-rep2,1.685374721848987e-06,1.811535541750458e-06,0.9837135775597187,0.011694330429872397,1.7417831829682884e-06,1.4853822664185355e-06,1.4074889180231777e-06,0.0001237337017362193,2.7645576118698703e-07,5.498177708956701e-07,6.395332715269375e-07,0.004452762963303204,2.734454926140974e-06,7.243093501017784e-07,5.97359316299855e-07,1.0609566120397272e-06,3.0417873908487936e-07,5.767149912711038e-07
2-8B-rep2,1.2889025169724936e-06,0.00042054690929290345,2.89131262130954e-07,0.051790946329447494,0.048810362879720286,0.05174429746589404,1.0763873372093411e-06,9.462624396500629e-05,2.1142154430472205e-07,4.204771197743955e-07,4.890876982267813e-07,0.5719280302661676,0.2752049186982513,5.539208179108684e-07,4.5683486071938307e-07,8.113742480701225e-07,2.3262289230605268e-07,4.4104696373374175e-07
2-8C-rep1,3.2480247695860363e-06,3.4911597013486938e-06,7.286086330786902e-07,0.004815012628694537,3.356734172043859e-06,2.862602797518129e-06,2.7124880950165053e-06,3.7276701544929154e-06,5.327807213371465e-07,1.0595992187829493e-06,1.2324973668852784e-06,0.8093618695414433,0.1453029923549046,1.3958763469481632e-06,1.1512204559211124e-06,0.040492928569491056,5.862079608297705e-07,1.1114350727802008e-06
2-8C-rep2,0.0014898310164071487,1.6396829605371694e-06,3.4220352626603676e-07,1.4336643499214409e-06,1.5765477078653488e-06,1.344470442891292e-06,1.2739665012575333e-06,1.7507641464994415e-06,2.502295928031416e-07,4.976589250172969e-07,5.788635021789492e-07,0.7917849511360285,0.14502958018703793,6.555972389987125e-07,5.406904085958754e-07,0.0616829559940906,2.7532261108894254e-07,5.220045218432889e-07
2-9A-rep1,2.169971102386017e-06,0.005177408212256123,4.867757455344903e-07,2.03935079335415e-06,0.9644481881261806,1.9124747466182053e-06,1.812184696640134e-06,2.4904171268088538e-06,3.5594518244925e-07,7.079070659805488e-07,8.234184957428068e-07,9.119966786922788e-06,0.030348283370055247,9.325702697050928e-07,7.691182484864043e-07,1.3660138360719202e-06,3.9163935783388766e-07,7.425380534948074e-07
2-9A-rep2,8.419806792580179e-07,9.050081896741301e-07,1.8887614329093905e-07,7.912980796590583e-07,0.9419988298476478,7.420683088594197e-07,7.031542955296996e-07,9.663184462505826e-07,1.3811196202921836e-07,2.7467834553670586e-07,3.194984779275701e-07,0.04004195076522739,0.017951718003093545,3.6185097040174614e-07,2.9842918395469074e-07,5.300334443656957e-07,1.519618266669852e-07,2.881156776553547e-07
2-9B-rep1,0.01455792465838913,3.3049735446462716e-06,6.89751390002494e-07,2.8897188434772708e-06,0.6647487248296013,2.7099380503770557e-06,2.5678290771786512e-06,3.5288707185200377e-06,5.043671271860149e-07,1.0030900003378943e-06,1.1667673609512686e-06,0.3206640424754235,4.98875179737903e-06,1.321433217872832e-06,1.0898250084076804e-06,1.935613988241503e-06,5.549450520567645e-07,1.0521614094913858e-06
2-9B-rep2,0.011910594129440281,1.2258167471569178e-06,2.5582922036076807e-07,1.0717985197332297e-06,0.6051580205699005,1.0051177115444962e-06,9.524094048320071e-07,1.3088603484650613e-06,1.8707008176254927e-07,3.720467061867004e-07,4.32754741231438e-07,0.38292051493162654,1.8503311503181502e-06,4.901204039414915e-07,4.042167747274802e-07,7.179204343893097e-07,2.0582946561403028e-07,3.902473224198864e-07
2-9C-rep1,2.2940883119887715e-06,2.465815144374963e-06,5.146181657269108e-07,2.155996830526701e-06,0.9999661978054661,2.0218637742992573e-06,1.9158373709013123e-06,2.63286309034567e-06,3.7630440417739505e-07,7.483976741692787e-07,8.705160842381186e-07,9.64160729541528e-06,3.7220690475516742e-06,9.859110812518513e-07,8.131099913956649e-07,1.4441465934278016e-06,4.140402018872983e-07,7.850094721797376e-07
2-9C-rep2,6.61384216547455e-07,7.108929542470321e-07,1.4836409330088914e-07,0.0009326673933787559,0.99905820902774,5.829020536577931e-07,5.523347082865493e-07,7.590527719377115e-07,1.0848832289479948e-07,2.157625784542198e-07,2.509692392210769e-07,2.7796693152620335e-06,1.0730701639015827e-06,2.842375442355689e-07,2.3441909878348307e-07,4.1634655400249376e-07,1.1936752962530296e-07,2.2631773677876977e-07
3-10A-rep2,0.49625722732361344,0.024033887888743707,4.923737817241525e-07,2.06280380975717e-06,2.268389123456113e-06,1.9344686584792575e-06,0.37982688499117767,2.5190575127178153e-06,3.6003863622373683e-07,7.160481646499684e-07,8.328880031714154e-07,9.224848561723733e-06,3.561182513238276e-06,9.432950483472163e-07,7.779632902302752e-07,0.09985515921864167,3.961433030664974e-07,7.510774167104108e-07
3-10B-rep1,3.5642752491226985e-06,3.831083503663573e-06,7.995510814748135e-07,3.349725509726113e-06,3.683569361703225e-06,3.1413258897541157e-06,0.34761352691382763,0.19705638480080567,5.846559903278554e-07,1.162769232815659e-06,1.3525019576614812e-06,1.4979956118174813e-05,0.44111957868975493,1.5317886614815598e-06,1.2633113564113412e-06,2.24373923713394e-06,6.432852807001641e-07,0.014168378057181718
3-10B-rep2,2.374596891700175e-06,2.552350293901269e-06,5.326781407504724e-07,8.80358944765809e-05,2.4540731972973857e-06,2.09281892453829e-06,0.364584178603986,0.17478595244333298,3.8951040542902276e-07,7.746618914148882e-07,9.010659166886345e-07,9.979969208264254e-06,0.46051518322112006,1.020510577905278e-06,8.416452183153587e-07,1.4948273760830876e-06,4.285705006657581e-07,8.125585413829196e-07
3-10C-rep1,3.0007892998673426e-06,3.2254171132045993e-06,6.731478806462928e-07,0.0001112513753694117,3.1012238823696126e-06,2.6447051528050797e-06,0.7975141074804223,0.03990613180213098,4.922261377852353e-07,9.789438884965513e-07,1.1386812518475315e-06,0.05054155888333762,0.11190588466802487,1.2896240339921483e-06,1.0635910348543203e-06,1.889020410570503e-06,5.415865644950813e-07,1.0268340639290076e-06
3-10C-rep2,2.25428516426184e-06,2.423032482545447e-06,5.05689380044884e-07,2.1185896130731344e-06,2.3297347099276115e-06,1.9867838072066227e-06,0.7744937393789638,0.04472240516414134,3.697754053975778e-07,7.354127411011932e-07,8.55412358667257e-07,0.05678490808102938,0.12398100351671949,9.688052164917164e-07,7.990022794402745e-07,1.4190901996101985e-06,4.068564752476199e-07,7.713893129971458e-07
3-11A-rep2,0.009864358980963673,0.03893000708605367,6.444287644059877e-07,2.6998393490385344e-06,2.968913565831927e-06,0.05148987043651053,0.3524207749624306,3.296993423784351e-06,4.7122584932856175e-07,9.371783208779234e-07,1.0901006647690011e-06,1.2073668381868614e-05,0.5245319225766356,1.2346036386178771e-06,1.0182140895495222e-06,0.022735129285675823,5.184803675551335e-07,9.830253144857667e-07
