,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,18_11,18_12,18_13,18_14,18_15,18_16,18_17,18_18
4-3A-rep1,1.0906054176595755e-06,1.1722440419353505e-06,2.44648541485856e-07,1.0249569781343286e-06,1.127107313944728e-06,9.611903667774757e-07,9.107856071365902e-07,1.251658332105645e-06,1.7889443041067827e-07,0.7372093529506959,4.138417656671878e-07,0.18065172333632862,1.7694648662604495e-06,0.08196950243641005,3.8655101337423287e-07,6.865446680740901e-07,1.9683396011712127e-07,0.00015800594926232154
4-3B-rep1,2.348800155562157e-06,0.0133274427506712,5.268913238421121e-07,2.2074153224478912e-06,2.4274130601788127e-06,0.07231309075333507,1.961528286111952e-06,0.002803474624006304,3.852789094698619e-07,0.6069210817524539,8.912770722001134e-07,0.3046158025184823,3.8108368854918135e-06,1.009424131108226e-06,8.32501898160854e-07,1.4785881282648643e-06,4.239146703811082e-07,8.037312080523599e-07
4-3B-rep2,1.1172426665069228e-06,0.014575025679403325,2.5062390523719716e-07,1.0499908113083642e-06,1.1546360952189308e-06,0.06140482823214646,0.02789709075849483,0.0014142569331852364,1.832637975374984e-07,0.6530772726670513,4.2394955159691385e-07,0.24162336993834135,1.812682766342375e-06,4.801480045908247e-07,3.9599224240969853e-07,7.033130252380901e-07,2.0164148728721388e-07,3.823070242535523e-07
4-3C-rep1,1.4849721175540874e-06,1.5961315513896174e-06,3.331143022252718e-07,0.00010871223930367213,1.5346732260793178e-06,1.308760135621912e-06,1.2401288401536052e-06,1.7042623241958893e-06,2.435832766314929e-07,0.8285387141874297,5.634883828231189e-07,0.17133727968537996,2.409309496212798e-06,6.381840046852422e-07,5.263291998905037e-07,9.34801600136264e-07,2.680098024718556e-07,5.08139626583158e-07
4-4B-rep1,2.5814538253733557e-07,0.9334604021335092,5.7908103431759085e-08,2.426064522699693e-07,9.594670519923549e-06,2.2751294914291755e-07,2.155821850475751e-07,0.004281795559190086,4.234416079764817e-08,8.421445803932342e-08,9.795599689697233e-08,0.06224606266975141,4.188308414673211e-07,1.109409746292291e-07,9.149629884640245e-08,1.6250454389753876e-07,4.659043234886392e-08,8.833425000783586e-08
4-4C-rep1,2.37398579759268e-06,0.677081091819298,5.325410579158482e-07,0.05232934491702736,0.03397218635560357,2.092280344993564e-06,1.9825613012579076e-06,0.01407099778626376,3.8941016630448014e-07,7.744625349182974e-07,0.024620378981264412,0.1690866025862571,3.85169960998007e-06,1.0202479531191623e-06,0.028823645113190355,1.494442687547345e-06,4.2846020956392164e-07,8.12349432317558e-07
4-4C-rep2,3.1822906763288255e-06,0.6916660444894691,7.138629241532907e-07,0.04990849012071491,0.02403612145382331,2.804668941528973e-06,2.6575922866265913e-06,0.014262366339317066,5.2199821193329e-07,1.038154864504942e-06,0.0647403692002962,0.13915082675555326,5.163142833157759e-06,1.3676263573467847e-06,0.01621466574094231,2.0032769512404988e-06,5.743441816104344e-07,1.088941655424649e-06
4-5A-rep1,2.630055189238057e-06,2.826931239862793e-06,5.899834675818954e-07,2.471740352136587e-06,2.718081527808623e-06,2.3179636475800296e-06,2.1964097862941622e-06,3.01844318596174e-06,4.314137977024562e-07,8.579997449427911e-07,9.980022707499255e-07,0.13904729468206933,4.267162236979981e-06,1.1302967465650149e-06,9.321891145670715e-07,1.6556403788887108e-06,0.8609227630319407,8.999733031713613e-07
4-5A-rep2,1.463741663467669e-07,1.5733118652708802e-07,3.283518101789083e-08,1.3756324770297778e-07,1.5127322016797498e-07,1.2900489614247685e-07,1.2223988787012042e-07,1.6798967064194092e-07,2.4010079806532153e-08,4.775146845041057e-08,5.5543226237591414e-08,0.08726577472865359,2.3748639103094288e-07,6.290599706040683e-08,5.1880433947021396e-08,9.214368626997846e-08,0.9127325588511251,5.008748201372076e-08
4-5B-rep1,1.3892561320513347e-06,1.493250626807052e-06,3.1164294707614567e-07,1.305630564368231e-06,1.4357536850842862e-06,1.224402143517589e-06,1.160194575609164e-06,1.594411677178822e-06,2.2788277081110418e-07,4.5321535906840726e-07,5.271679393321637e-07,0.2661646668800737,2.2540140330286224e-06,5.970489488694105e-07,4.924039042766216e-07,8.745476362073194e-07,0.7127356414283693,0.02108435086861374
4-5B-rep2,7.523450435049487e-07,8.086627669802727e-07,1.687687541316172e-07,7.070580155011407e-07,7.775255719563839e-07,6.630691509506718e-07,6.282978482679307e-07,8.634460521406389e-07,1.234088294911865e-07,2.454366197628073e-07,2.8548528748665304e-07,0.22278760039052375,1.2206505673188723e-06,3.23329015469944e-07,2.666589898278834e-07,4.736071083148786e-07,0.7397423388511595,0.037461753008695496
4-5C-rep1,1.297240064859534e-06,1.3943465825199911e-06,2.91001570949436e-07,1.2191533576337304e-06,1.3406578964031033e-06,1.1433050244850159e-06,1.083350184166974e-06,1.4888073263079366e-06,2.1278917081392708e-07,4.2319706800582466e-07,4.922514689939503e-07,5.452047860534104e-06,2.104721543379378e-06,5.575039758953905e-07,4.597899969516127e-07,8.166227998872809e-07,2.341276643727403e-07,0.9999799890864439
4-5C-rep2,4.1666400520802467e-07,4.478539072749107e-07,9.346757270154786e-08,3.9158312691297084e-07,4.306094946193078e-07,3.672211979730733e-07,3.479641424941185e-07,4.781940061569755e-07,6.83463227647272e-08,1.359277978873501e-07,1.5810756558984467e-07,1.7511578309154054e-06,6.760211404718098e-07,1.5234900066561867e-05,1.4768117858369458e-07,2.622932607173746e-07,7.520009056928808e-08,0.9999785168072927
4-6A-rep1,0.02948920984597714,2.4096850761629256e-06,5.029037625563006e-07,0.003971506454836399,2.3169012394063244e-06,0.008183799372042203,1.8722266069082478e-06,2.572930461092751e-06,3.677384774398816e-07,7.31361679968059e-07,8.507002731058747e-07,0.20050460275674847,3.6373425059025253e-06,9.634685001979106e-07,7.946009318722688e-07,0.7578326899555241,4.0461528419731037e-07,7.671400729585268e-07
4-6A-rep2,0.027452188431514514,1.30859324557688e-06,2.7310476101893663e-07,0.0048842495879391256,1.2582064530123784e-06,1.072990927385696e-06,1.0167233536967812e-06,1.3972445843779356e-06,1.9970248082493343e-07,3.9717013810117176e-07,4.61977642808577e-07,0.18653094514692342,1.975279625606937e-06,5.232170727025854e-07,4.315125750925475e-07,0.7811216647823225,2.197286413878137e-07,4.16599798793379e-07
4-6B-rep1,1.8450418866968509e-06,0.015135885148060108,4.138864517373905e-07,1.733980526869484e-06,1.9067943101668329e-06,0.061137256621833655,1.5408300451815356e-06,2.1175046567473435e-06,3.0264632107989815e-07,6.019057982784316e-07,7.001206667019166e-07,0.3159529594013617,2.993508690150331e-06,7.929281675696673e-07,6.539512819871167e-07,0.6077573313830759,3.3299568777116236e-07,6.313511777451099e-07
4-6B-rep2,7.237563761687534e-07,0.00572814934757401,1.6235564114540636e-07,6.801902284836542e-07,7.47980059410052e-07,0.058294294862522286,6.044229010914347e-07,8.306356120898863e-07,1.1871936685282515e-07,2.3611017316081938e-07,2.746370151629445e-07,0.21725086980767974,1.174266566647792e-06,3.1104270383247126e-07,2.565261056968469e-07,0.7187201870541908,1.3062454245553768e-07,2.4766074081534033e-07
4-6C-rep1,1.2719599823116719e-06,1.3671741279672158e-06,2.853306516381704e-07,1.1953949968226794e-06,1.3145317049543496e-06,1.1210247648944392e-06,1.0622382999245238e-06,1.4597940595067744e-06,2.0864242269136604e-07,4.149499770447858e-07,4.826586741770396e-07,0.08098915151728639,0.11292897099613217,5.466395669758872e-07,4.5082979799346787e-07,0.7878233965033091,2.2956508043595608e-07,0.01824707024916488
4-7A-rep1,9.516238478973432e-07,0.07379380161256267,2.1347169440149809e-07,8.943413334169578e-07,9.834741160474592e-07,0.028988402768586694,0.07874518584059284,1.092152944561055e-06,1.560969746511496e-07,3.1044710472936536e-07,0.09060799018858234,0.3529783116555103,0.06595426981128308,0.00818432385647751,0.30074201621908014,5.9905467936159e-07,1.7175037597511293e-07,3.256342533317439e-07
4-7B-rep1,2.3476046788687856e-06,2.523337545424235e-06,5.266231501977511e-07,2.2062918068672542e-06,2.4261775716117003e-06,2.069029702028084e-06,1.960529920480937e-06,2.6942823767573764e-06,3.8508281277103126e-07,7.658562542482083e-07,8.908234359192114e-07,0.14506727245488857,0.00017346668198299538,1.0089103611224701e-06,0.8547367514569065,1.4778355663058358e-06,4.2369890910945696e-07,8.033221302835738e-07
4-7B-rep2,9.915498279521431e-07,0.0021866281627362146,2.224280342744118e-07,9.318639893687666e-07,1.0247363942348788e-06,8.738890595764091e-07,8.280623747455719e-07,1.13797491169406e-06,1.6264612189068863e-07,3.2347210924021505e-07,3.762540740236789e-07,0.11358175374704713,1.608751025162768e-06,4.2613004821244627e-07,0.8842215678911333,6.241883970934155e-07,1.7895627156162883e-07,3.392964442619205e-07
4-7C-rep1,1.4613693131081098e-06,1.570761929676076e-06,3.278196359883517e-07,1.3734029290959085e-06,1.5102804502046501e-06,1.2879581224510149e-06,1.2204176831857733e-06,1.6771740240944044e-06,2.3971165616355226e-07,4.767407554961725e-07,5.545320489296174e-07,0.1201385586881513,0.0012697020056716304,6.280404254994277e-07,0.8785777273407872,9.199434495333121e-07,2.6374993598509116e-07,5.000630303321462e-07
4-7C-rep2,4.528396703791968e-07,0.03385556219794306,1.0158262841106434e-07,4.25581216281914e-07,1.6831009692806655e-05,0.0007203717093799415,3.7817513781193254e-07,5.197118383607903e-07,7.428029751923766e-08,1.477293416789059e-07,1.7183480452173117e-07,0.09945630080383307,7.347147500005052e-07,1.946131047894337e-07,0.8628546018650001,2.850661258023473e-07,8.172912418695849e-08,0.003092764556111218
4-8A-rep1,2.626311315828258e-06,2.8229071141548765e-06,5.89143628393144e-07,2.4682218392863023e-06,2.7142123492456523e-06,0.14406012402941296,2.193283205441571e-06,3.014146443737792e-06,4.3079968182669524e-07,8.567783856177663e-07,9.965816183698276e-07,0.28148367462021917,0.05466651286295297,1.1286877735092543e-06,9.308621469607594e-07,0.519767543859453,4.7400026482927754e-07,8.986921946482172e-07
4-8A-rep2,0.00011528205997094876,3.3368575262011183e-06,6.964056098621035e-07,2.917596749626739e-06,3.208373332538731e-06,0.11868662768315501,0.0040409858886356455,3.5629146972021042e-06,5.092328944797108e-07,1.012767083266571e-06,1.1780234840375274e-06,0.2686783786559325,0.0915419513852235,1.3341814446817485e-06,1.1003388476250532e-06,0.5169162950247568,5.602987583919918e-07,1.0623118976934134e-06
4-8B-rep1,1.5394068325628164e-06,1.6546410446583824e-06,3.453252938611493e-07,1.4467430196788454e-06,1.590929837705638e-06,0.882552109365853,1.285588319957884e-06,1.766735573909508e-06,2.525123239096111e-07,5.021988417226839e-07,5.841442114188965e-07,0.11732019334325693,2.4976277038369162e-06,0.00011191214553762791,5.456228820129685e-07,9.690686803673297e-07,2.7783425442259725e-07,5.267665323888077e-07
4-8B-rep2,1.7712027169776832e-07,1.9037882981477087e-07,3.973225828221898e-08,1.6645860684908358e-07,1.8304837885992077e-07,0.9081430562053096,1.4791655312022683e-07,2.032761439339627e-07,2.905343179713357e-08,5.7781733464273606e-08,6.721016124434516e-08,0.09185505147614315,2.873707509580098e-07,7.611949272771639e-08,6.277799413542156e-08,1.1149860084400743e-07,3.1966909324646816e-08,6.060843005527566e-08
4-8C-rep1,3.4470707746483077e-06,0.07560995916487383,7.732593509630489e-07,3.239576099099775e-06,3.562442125153618e-06,0.18260397452186083,0.054808071114106995,3.95610986942041e-06,5.654306799056183e-07,1.1245337579036994e-06,1.308027479655801e-06,0.21574765381126249,0.08856580136457656,1.4814186780974299e-06,1.2217697432426708e-06,0.38264205870647916,6.221320565544892e-07,1.1795462255012406e-06
4-8C-rep2,2.950874462016149e-06,0.007467102556369352,6.619508041591768e-07,2.773248071637506e-06,3.0496384254248115e-06,0.20696673877654304,0.0567283383401826,3.3866387857365022e-06,4.840384960022033e-07,9.62660230906236e-07,1.119740538464997e-06,0.12476667373642428,0.1793523818172208,1.2681725530272684e-06,1.0458993648503373e-06,0.42469951957985574,5.325778661668275e-07,1.0097538058104637e-06
4-9A-rep1,2.9305633345318077e-06,3.149934295935636e-06,6.573945387725248e-07,2.7541595621621665e-06,0.013769203892013497,2.5828124459789755e-06,0.9682940353380812,0.009004324065053524,4.80706816621674e-07,9.56034156186445e-07,0.00021289934472032564,1.2316588109637126e-05,4.7547250131336935e-06,1.2594436102246386e-06,1.038700347878008e-06,1.844812614349453e-06,0.00868380868170419,1.0028035818881616e-06
4-9B-rep1,3.7100106501432485e-06,3.987728109291898e-06,8.322429723504766e-07,3.4866884422574487e-06,0.020916942389486375,3.269767818696678e-06,0.8028787717117678,4.257878850829223e-06,6.085612920383418e-07,1.2103123176210363e-06,0.011932604151690927,0.15766825432220605,6.019347962683329e-06,0.006570455331330168,1.3149653882333048e-06,2.335480815618863e-06,6.695878055617136e-07,1.2695210934252872e-06
4-9C-rep1,6.815320637602719e-07,7.325489936088506e-07,1.5288373106802343e-07,0.004261048843285841,0.10481167472826917,6.006590868970217e-07,0.7440698030033438,7.821759110947052e-07,1.1179321904951792e-07,2.2233538644717726e-07,2.5861455303479157e-07,0.13650831755361023,1.1057592622652872e-06,0.010343480763329664,2.415602431710993e-07,4.290297819171459e-07,1.2300384069667463e-07,2.3321208815288057e-07
5-10A-rep1,1.930771356217961e-06,2.0753016462388642e-06,4.3311759559664695e-07,1.8145495544890073e-06,1.9953930925983414e-06,0.025885236520370128,0.8307165708907364,2.215894049552092e-06,3.16708716489872e-07,0.028605075407041165,7.326516210341111e-07,0.11477473149366083,3.132601419623734e-06,8.297714022215333e-07,6.843369859115811e-07,1.215435718929635e-06,3.4846825989609514e-07,6.606867727469754e-07
5-10B-rep1,1.7325381801773657e-06,1.8622294793811306e-06,3.8864921445059e-07,1.6282489238571133e-06,1.790525173400465e-06,0.00763920723051139,0.7748503718144333,1.9883871965021237e-06,2.8419208807224986e-07,5.65203849249445e-07,0.022412866780187054,0.19101189249215353,2.8109758026487175e-06,7.445783937794378e-07,6.140757953452203e-07,1.0906463791351168e-06,3.126908646669396e-07,0.004069848741374167
5-10B-rep2,3.0703704160837857e-06,3.300206810372046e-06,6.887565676394692e-07,2.8855510274061284e-06,3.1731338359881183e-06,0.0075469984833267875,0.7900453077061509,0.002555269758078632,5.036396829146849e-07,0.0002228925977758715,0.020747969332482265,0.15988533690422335,4.981556564540724e-06,1.319527326365489e-06,1.0882531633837166e-06,1.9328222692111443e-06,5.541446596892565e-07,0.018972727255638613
5-10C-rep1,1.8497280404827405e-06,1.9881917323589463e-06,4.149376666592425e-07,0.0001354153892901952,0.011030264524247187,0.002207300810233901,0.735158232037233,2.1228828286660423e-06,3.03415001299865e-07,0.03281830808599782,7.018988773411984e-07,0.2088780938758595,3.0011117923793847e-06,7.94942096554796e-07,0.009759076954612455,1.1644183157514415e-06,3.3384145122736635e-07,6.329547232977331e-07
5-11A-rep1,2.6958998507970334e-06,0.09468956905780092,0.00019543329585822037,2.5336215277157382e-06,2.7861299699175934e-06,2.3759949514497912e-06,0.7340187829256812,3.0940113226411177e-06,4.4221444387057724e-07,8.794801697850595e-07,1.0229877242953533e-06,0.10044544368153195,0.0706297204236434,1.158594254177525e-06,9.555269049711628e-07,1.697090110003625e-06,4.865596989700388e-07,9.22504555672036e-07
5-11B-rep1,1.8797560189043206e-06,0.002718962078972828,4.21673651100227e-07,1.7666050595096017e-06,0.06011427582430689,0.006386469484578268,0.6606938461922313,0.010122764847891581,3.0834055733427443e-07,0.04204528466820704,0.04944905062225468,0.020113268174152283,0.10942787323339222,0.034709736933630886,6.662552580777556e-07,1.1833211637884708e-06,3.392609419169642e-07,0.00421190272773154
5-11C-rep1,2.3713413535987803e-06,0.11019551499794455,5.31947846699699e-07,2.2285996645106014e-06,2.4507086983269125e-06,0.0030868075090218178,0.7054597488500084,2.7215243161620398e-06,3.8897639227917144e-07,7.735998411308949e-07,8.998305683084941e-07,0.1812371228969731,3.847409102467243e-06,1.0191114726167724e-06,8.404913348559558e-07,1.4927779893030172e-06,4.279829366885088e-07,8.11444535338217e-07
5-11C-rep2,2.116694563032759e-06,0.12092526983839656,4.748245600395941e-07,1.9892812082441163e-06,2.187539035429544e-06,0.0039026072845757317,0.811356054685154,2.4292730839612003e-06,3.4720611329781825e-07,6.905267245475719e-07,8.032021491544096e-07,0.06364452640821724,3.4342545903802637e-06,9.096740584979523e-07,7.502350667759478e-07,0.00015430274110662495,3.820239350123675e-07,7.243074614906976e-07
5-12A-rep1,0.010817048643028558,1.3078452950928732e-06,2.7294866298092586e-07,1.1435205584943534e-06,1.2574873020243292e-06,0.006024523465304044,0.03227264459730422,0.010465493955920576,1.9958833720720097e-07,3.969431282201182e-07,4.6171359100890054e-07,0.4944996713582101,1.974150618287806e-06,0.23706948835368247,4.312659361614003e-07,0.20884304819838553,2.1960305145050377e-07,4.1636168353319567e-07
5-12A-rep2,0.01769281043576354,2.1745197163248228e-06,4.538245092317089e-07,0.010821060510898225,2.090790815656704e-06,1.7830138852728583e-06,0.0320936550059973,0.028439165972359536,3.3185023950002114e-07,0.017983857051371645,7.676789530926079e-07,0.41910471712680786,3.2823679211667233e-06,0.19591537404760714,7.170544441922332e-07,0.27793670134699755,3.651281745141763e-07,6.922735382863741e-07
5-12B-rep1,0.007698846735662134,2.4885064991830908e-06,5.193538748962928e-07,2.175837121133352e-06,2.3926876790924548e-06,2.040469722267816e-06,0.09051983697051295,2.6570916829392973e-06,3.7976729829195564e-07,8.441323619137679e-05,8.785268993954066e-07,0.29866861712162224,3.7563209214486343e-06,0.3290277181602014,8.205925341786802e-07,0.26494618977780615,4.178503549505909e-07,0.009035850993416052
5-12B-rep2,2.2952298921263626e-06,2.4670421789128573e-06,5.148742491014555e-07,2.1570696938273756e-06,2.372049832790851e-06,2.022869890547526e-06,0.07431290400195655,2.6341732509847477e-06,3.764916601044019e-07,7.487700904862035e-07,8.709492689006386e-07,0.22335728988710202,3.723921216918138e-06,0.36384284007988754,8.135146097405662e-07,0.3349814419033501,4.142462358347138e-07,0.0034841129256336033
5-12C-rep1,2.261469440342019e-06,0.0003292966011651857,5.073009827713947e-07,2.1253414353014017e-06,0.012913538100875744,1.993115571975733e-06,0.14316912941568816,2.5954272938426986e-06,3.709538581692821e-07,7.377564588564764e-07,0.023044900325122596,0.08172596617117851,3.6691461971592294e-06,0.2888686638419685,8.015486533663393e-07,0.4499322614833202,4.081531032384023e-07,7.738476860005834e-07
5-12C-rep2,0.00013469845278823485,1.9760407765995175e-06,4.1240174965061724e-07,0.002459638305627881,0.01913374419849745,1.620269577733275e-06,0.1122682602084154,2.109908700007451e-06,3.0156066190314726e-07,0.014615202988787221,0.03886225623037199,0.04863449732341608,2.982770313524609e-06,0.30159305699010935,6.516054143489309e-07,0.4622876298572522,3.3180115871507714e-07,6.290863816708484e-07
5-1A-rep1,1.1132427931456241e-06,1.1965759663040382e-06,2.497266392158438e-07,1.046231708293715e-06,1.1505023485426606e-06,9.811415121633188e-07,9.296905157700768e-07,1.2776386355089801e-06,1.8260768942076086e-07,3.6317185908751297e-07,0.999902416530638,8.513109004177862e-05,1.806193127406326e-06,4.78429012584327e-07,3.9457453892487937e-07,7.00795073571332e-07,2.009195846623755e-07,3.809383156211384e-07
5-1A-rep2,5.893045554077285e-07,6.33417680470116e-07,1.3219492369739352e-07,5.538316668256614e-07,0.010136585198854724,5.193756170508957e-07,4.921395938388075e-07,6.763288949240623e-07,9.666493588883923e-08,1.922481171887264e-07,0.9879171951735207,2.476732508922012e-06,9.561237175576712e-07,2.532604731789937e-07,0.0019379690216619568,3.7097184172730394e-07,1.0635849361988936e-07,2.0165294229353113e-07
5-1B-rep1,0.014018805384074679,1.181228204418926e-06,2.465235454691988e-07,4.0743028809747034e-05,1.1357455453049727e-06,9.685569987447571e-07,0.014256885485038773,1.261251131409613e-06,1.802654901667703e-07,3.5851367158115246e-07,0.6509699958973066,0.32070432708679836,1.7830261720114398e-06,4.7229249073293627e-07,3.895135680881909e-07,6.918063956918537e-07,1.9834250971662128e-07,3.7605224843801777e-07
5-1B-rep2,0.018050232774122193,1.011107205534741e-06,2.1101911741135236e-07,8.840662429333021e-07,9.721749787347374e-07,8.290649992426106e-07,0.02131322652362027,1.079605195834648e-06,1.5430357600251786e-07,3.068803769350726e-07,0.6845817930404462,0.2759779694077259,6.950850170293888e-05,4.0427272115038443e-07,3.3341565488715704e-07,5.92172138205206e-07,1.6977713534784182e-07,3.21893040337844e-07
5-1C-rep1,0.06984777547732732,1.6877818655308247e-06,3.5224181738359016e-07,1.4757198490754181e-06,0.004086859819049642,1.3839095037681704e-06,1.3113373803749274e-06,1.8021215371508557e-06,2.575698955936861e-07,5.12257386994245e-07,0.7789191218417335,0.1471318716957578,2.547652712346238e-06,6.748287063443091e-07,5.565511677913687e-07,9.884781659792248e-07,2.833989992884233e-07,5.373171441652123e-07
5-1C-rep2,0.049259066106190776,2.1204219280252547e-06,4.4253424497645246e-07,1.8540006807203648e-06,0.013118254662671153,1.7386559946653154e-06,1.6474809886120365e-06,2.2640710285978977e-06,3.235944559958023e-07,6.435676424535433e-07,0.8350189708415693,0.10258565336929663,3.200709041006886e-06,8.478119215621202e-07,6.992155351080989e-07,1.2418611796479546e-06,3.5604450121437295e-07,6.750511295685057e-07
5-2A-rep1,8.040161979218127e-07,0.9999591340085399,1.803598138863947e-07,7.55618851006134e-07,8.309261283080979e-07,7.08608825576847e-07,6.714494253506899e-07,9.227476381296174e-07,1.3188456378370805e-07,2.6229323839650697e-07,3.0509245377400377e-07,3.379123810972517e-06,3.0356992916906524e-05,3.4553529386578237e-07,2.8497316356903184e-07,5.061345054685246e-07,1.4510994505682947e-07,2.7512468803234586e-07
5-2A-rep2,0.0012322200114798486,0.9987254364648954,6.936820644528199e-07,2.906186434831658e-06,3.1958258310003187e-06,2.7253811280003493e-06,2.5824623208266757e-06,3.5489806337341846e-06,5.072413555082039e-07,1.008806292168334e-06,1.1734163981574842e-06,1.2996451541658618e-05,5.017181111930908e-06,1.3289636467528462e-06,1.0960355755452963e-06,1.946644438574118e-06,5.581075079344489e-07,1.0581573437219669e-06
5-2B-rep1,1.260718793699101e-06,0.8944758517820657,2.828089876576864e-07,1.1848304658526203e-06,1.3029142806343324e-06,1.1111174950142667e-06,1.0528505666255194e-06,1.4468928514604309e-06,2.0679850554092639e-07,4.1128277758756307e-07,4.783930862125056e-07,5.298556056134904e-06,0.10541655961754776,5.418085356848695e-07,4.4684550378461906e-07,9.19038433932984e-05,2.2753625531258182e-07,4.314028320692001e-07
5-2C-rep1,1.3200101296180288e-06,0.7460865335240645,2.9610943401567565e-07,4.8938105193874524e-05,1.3641900613022743e-06,0.061101728002602364,1.1023659041696397e-06,1.5149399135994212e-06,2.1652419514025649e-07,4.306253188786815e-07,0.07073597110690201,0.06644823824475062,0.055569790215715516,5.672896755342856e-07,4.6786055250219996e-07,8.309567343227011e-07,2.3823723685969527e-07,4.516916152303851e-07
5-3A-rep1,1.7863742854323042e-07,1.9200955532188502e-07,4.0072592378710184e-08,1.6788443920834112e-07,1.8461631401706612e-07,1.5743968687605498e-07,1.491835600470592e-07,2.0501734379963813e-07,2.9302294406210867e-08,0.9088472271704986,6.778586246272667e-08,0.09115076513893233,2.898322789232869e-07,7.677150849281196e-08,6.331573079669687e-08,1.124536629829058e-07,3.224072787091073e-08,6.112758290926391e-08
5-3B-rep1,3.087924019119524e-05,8.9380450923004e-07,1.865379236183571e-07,7.815020900518103e-07,8.593889698315186e-07,7.32881766356262e-07,6.944494947114432e-07,9.543557665726017e-07,1.364021849180976e-07,0.999957111643632,3.155432000749326e-07,3.4948735295612976e-06,1.3491693024744267e-06,3.5737138371179055e-07,2.9473473648961e-07,5.234718182908069e-07,1.50080593143242e-07,2.845489077407693e-07
5-3B-rep2,1.2330266585522407e-06,1.3253264018595692e-06,2.765969880062934e-07,1.1588052447244112e-06,1.2742953066613692e-06,1.0867114054170018e-06,1.0297243307621704e-06,1.4151113371481826e-06,2.0225610307002703e-07,0.9999809599489108,4.67885012514445e-07,5.182171394366529e-06,2.000537789508526e-06,5.299075191624737e-07,4.370303839161642e-07,7.761999567532774e-07,2.225383408177572e-07,4.219269159584026e-07
5-3C-rep1,7.27083997254105e-07,7.815107737101933e-07,1.631021051111694e-07,6.833175451068718e-07,7.514190539378668e-07,6.408056687435714e-07,6.072018616040704e-07,8.344546327825479e-07,1.1926520393473148e-07,0.9999624999513628,2.758997161940732e-07,3.0557927241378117e-06,1.179665502416324e-06,2.6585094703902432e-05,2.5770553803950706e-07,4.5770508148403146e-07,1.3122511606849898e-07,2.487994127915562e-07
5-3C-rep2,9.61676642247283e-07,1.0336641427675869e-06,2.1572677349403356e-07,9.037890049137963e-07,9.938633712757293e-07,8.475607305038417e-07,8.031147015186285e-07,1.1036902646635435e-06,1.5774595684961279e-07,0.999985150059593,3.6491837761320866e-07,4.041740015528774e-06,1.5602829434055183e-06,4.1329169989568794e-07,3.408538730687398e-07,6.053829922861741e-07,1.7356471807364019e-07,3.2907419884096295e-07
5-4B-rep1,1.1623858009996992e-06,0.8348733800103295,2.6075057601374467e-07,1.0924165777349807e-06,0.015121891888350286,1.024453038934545e-06,9.70730788924912e-07,1.3340387360854897e-06,1.906687262140573e-07,0.07228568064682091,4.4107959164965217e-07,0.02957423578476114,1.8859257460162315e-06,0.01579322084025179,4.119926437487271e-07,0.015079420410861747,0.01726299822193559,3.9775446278306207e-07
5-4C-rep1,1.5380379717842235e-06,0.8758765930447323,3.450182260733341e-07,0.004947693530724067,0.035959145739726424,1.3555290101065845e-06,0.01978627674182708,1.765164569427708e-06,2.5228778663395425e-07,5.017522799152736e-07,5.836247827122418e-07,0.06341847590190754,2.4954067804715067e-06,6.609896715151435e-07,5.451377069784735e-07,9.682069717661607e-07,2.775872005536758e-07,5.26298124668113e-07
5-4C-rep2,1.917394282965777e-06,0.8943836667841077,4.301168022689195e-07,0.006306606852859682,0.027992543871170884,1.6898695754289597e-06,0.02113309012019473,2.2005415444900732e-06,3.1451444543522523e-07,6.255092335974916e-07,7.2757554904281e-07,0.05016936315649784,3.1108976386321376e-06,8.240224497138539e-07,6.79595654961007e-07,1.2070147463514572e-06,3.460539473863932e-07,6.561092989164657e-07
5-5A-rep1,1.8478754021167733e-06,1.986200412445071e-06,4.1452207613787197e-07,1.7366434802669952e-06,0.012888820547973506,1.6286000479727233e-06,1.543196368528437e-06,2.1207566057355546e-06,3.0311110891140805e-07,6.028301726100171e-07,7.011958741100572e-07,0.025380958559702876,2.9981059586971165e-06,7.941459037120819e-07,6.549555849543008e-07,1.163252065362961e-06,0.9617110931804894,6.323207726960028e-07
5-5A-rep2,1.6569192521802953e-06,1.7809500025265846e-06,3.7168610373827753e-07,1.5571818388466963e-06,0.020896867563361277,1.4603034222419037e-06,1.3837252067863737e-06,1.90160139866926e-06,2.717881472580437e-07,0.02251222635340533,6.287355424675571e-07,0.011981264676932845,2.6882870335041096e-06,6.0583585118484954e-05,5.872736423628254e-07,1.0430436706016513e-06,0.9445331593480497,5.669778712533128e-07
5-5B-rep1,9.740650919708611e-07,0.04216716573356448,2.1850579522551213e-07,9.154317381946345e-07,1.006666454834443e-06,8.584791234815366e-07,0.10766872436814827,1.1179081532484584e-06,1.59778061789754e-07,3.177680848251691e-07,3.696193059457369e-07,4.09380626189319e-06,1.5803827211788098e-06,4.1861577996626667e-07,0.028509991480551704,6.131816185956587e-07,0.7923923556839317,0.02924911852561258
5-5B-rep2,2.0378276238860017e-06,0.06318130896052125,4.571328437494678e-07,1.915161624466479e-06,2.1060324680667084e-06,1.7960118751616764e-06,0.08394598526876475,2.3387596316050332e-06,3.342693939963772e-07,6.64798057731291e-07,7.732752545867093e-07,8.564593430243772e-06,3.3062960494909606e-06,8.757800759329149e-07,7.222816981650291e-07,1.2828284794654606e-06,0.8122717630729089,0.04057376764929853
