,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12,15_13,15_14,15_15
2-10C-rep2,5.863008683978917e-07,2.7299417950645654e-07,0.8210889105106307,3.662571541645872e-07,0.17890699099462826,2.295347984408097e-07,1.7458047770420999e-07,1.1369084601139443e-07,5.813463300289218e-07,3.0254018325431697e-07,2.0186348954423382e-07,4.697059774359145e-08,5.450241053485624e-07,3.4992805627904696e-07,3.27463654662927e-07
2-11B-rep1,7.494258997324115e-07,3.4894867059875113e-07,9.872681742451996e-08,4.681599705681339e-07,0.3483446294891885,2.933976941079013e-07,2.2315356949190264e-07,1.453227671250959e-07,0.11992026081153906,3.8671518543053633e-07,2.580274658098318e-07,6.00391102458186e-08,0.0043343577689861435,4.4728766842038286e-07,0.5273972727254673
2-11B-rep2,6.189388527299797e-05,1.2764799204489029e-06,3.611499646523532e-07,1.7125636299538635e-06,0.3420279940949137,1.073270359769887e-06,8.163121818006779e-07,5.316013782226478e-07,0.11049945785039472,1.4146326114031066e-06,9.438834613280366e-07,2.196274842913235e-07,0.016683533759741433,1.6362112124495053e-06,0.530717134677473
2-11C-rep2,0.12844547090930372,1.6256386009106098e-06,4.599361994271722e-07,0.0027141524216503375,0.30804576030248076,1.3668446311647153e-06,1.0396000531383697e-06,6.770116058168033e-07,0.3031416001387433,1.801580535943827e-06,1.202066217349006e-06,2.7970272823351946e-07,0.03533420648638614,0.01552058687242542,0.2067897704884383
2-12A-rep2,0.0008795215232544764,0.19727859498672898,4.457651766449531e-07,0.06615051484615275,0.027243949907717575,1.324730993594737e-06,1.0075690974193628e-06,6.561523064143961e-07,3.3551666528701136e-06,1.7460723179547687e-06,1.1650295418861824e-06,2.7108485093014e-07,3.1455375372970696e-06,2.0195654202765936e-06,0.708432282062251
2-12B-rep2,3.296396202967106e-06,1.5348723245391664e-06,4.342560167795325e-07,0.23137625521695745,1.0392371330843456e-05,1.2905279163182388e-06,9.815547866898073e-07,6.392111854245825e-07,0.11032032294356635,1.7009906774480381e-06,1.1349497780373667e-06,2.640857423188953e-07,3.0643232651282315e-06,0.056618585930066134,0.6016601023701835
2-12C-rep2,3.5682094843010915e-06,0.09855055824426595,4.7006377336947926e-07,2.2290300451956593e-06,0.18440547419284004,1.3969418926696948e-06,1.0624915463969955e-06,6.919190758229674e-07,0.43200186618151837,0.06351968489746908,1.2285351374186016e-06,2.8586164780883874e-07,3.3170003435124548e-06,2.1296516456642373e-06,0.22150603677931438
2-1A-rep1,0.6499159967888661,2.95630814273162e-06,8.364178426508409e-07,0.01932042080649487,0.2501749527185136,2.4856778811094687e-06,1.8905666367393211e-06,1.2311807322235707e-06,0.058366647514411174,0.019319730802772907,2.1860197859849375e-06,5.086539237920518e-07,5.902174191185873e-06,0.002880708200906721,3.546168898101985e-06
2-1A-rep2,0.5527934323387901,1.9025387877561141e-06,5.382785932944536e-07,0.009171626189844559,0.38035311144823347,1.5996636190666246e-06,1.2166784325502276e-06,7.923291432093324e-07,0.040383241383227096,0.01728228578250947,1.4068179745957642e-06,3.2734538242841556e-07,3.798357542136499e-06,2.4387029100715525e-06,2.282145010208385e-06
2-1B-rep1,0.7507181677659082,2.155691746375751e-06,6.099022675822311e-07,2.892140505380256e-06,1.4595838849265503e-05,1.8125158250605575e-06,1.3785703986278598e-06,8.977569368999789e-07,0.026277067035087455,0.20119161929300003,1.5940100228210939e-06,3.709021564534888e-07,4.303769287681594e-06,2.763198190195151e-06,0.02177977160981798
2-1B-rep2,0.7788277134992121,1.126074449570896e-06,3.1859627491471103e-07,1.5107751528729423e-06,0.00011198966595435564,9.468087278596657e-07,7.201274975605948e-07,4.6896368660674173e-07,0.016335551588742683,0.20471358513748633,8.326672689063955e-07,1.9374914914213312e-07,2.2481714465224964e-06,1.4434192116338578e-06,1.3507557389893303e-06
2-1C-rep1,0.7958807959258518,1.7050165130634426e-06,4.823943123272887e-07,2.287501136497582e-06,1.1544390009309236e-05,1.4335859554654477e-06,1.0903624314713357e-06,7.100692409780698e-07,0.03508448538209276,0.099555665880923,1.2607616165288539e-06,2.933602647722011e-07,3.404010669080767e-06,0.06945279614710465,2.0452118782817867e-06
2-1C-rep2,0.7887333315632166,8.843160314991532e-07,2.5019641782153104e-07,1.1864248302456612e-06,5.987560285130769e-06,7.435371054983763e-07,5.655223693769707e-07,3.6828125033412966e-07,0.028400640512733704,0.12453752197441108,6.539008278530192e-07,1.5215288717455415e-07,1.765508534960607e-06,0.058314887788902106,1.0607601967018493e-06
2-2A-rep1,0.5861523099746073,2.3157757190871555e-06,6.551942617295424e-07,3.106913949922702e-06,0.024912454193666136,1.9471151871288148e-06,1.4809445096044045e-06,9.644253263994487e-07,4.931488714870439e-06,2.5664107992894244e-06,1.7123829105143414e-06,3.9844574694694705e-07,0.3677686149570529,0.021143763944036355,2.7778335117727766e-06
2-2A-rep2,0.5332428778585413,1.616384359197511e-06,4.573179294379392e-07,2.1685895886356387e-06,0.13633566960981364,1.3590636209242078e-06,1.0336819418365689e-06,6.731575948211907e-07,3.4421214285024687e-06,0.003222650219960396,1.195223238027362e-06,2.7811046987213694e-07,0.3044867482031638,0.022697891563056852,1.938895292785141e-06
2-2B-rep1,0.3603719677412924,2.7537250641035505e-06,7.791017262641744e-07,3.694479886544278e-06,0.06535413350654208,2.3153450696023543e-06,1.761014238568717e-06,1.1468132133319333e-06,0.046710529704199776,0.0002582685110308066,2.0362212545715278e-06,4.737980586849631e-07,0.524475922836232,0.0028109140369916826,3.3031651995603255e-06
2-2B-rep2,0.3816779159435182,1.521024642620475e-06,4.303381409435431e-07,2.040652141476181e-06,0.06126150271634872,1.278884719808241e-06,9.726991585997442e-07,6.334441955368166e-07,0.055192758975767114,1.6856442688436407e-06,1.1247102139585307e-06,2.617031497732961e-07,0.501783614382813,1.9496723252743447e-06,7.230920859604333e-05
2-2C-rep1,0.06930530864013694,2.1394489506163746e-06,6.053067506294135e-07,2.870348684905325e-06,0.7197901400675266,1.7988588054952172e-06,1.3681830890960212e-06,8.909924806217815e-07,4.555997486736311e-06,2.371000285621202e-06,1.5819994098553897e-06,3.6810746747065306e-07,0.2083029833915953,0.0025804513323864227,2.5663249436313807e-06
2-2C-rep2,3.028634278114067e-06,1.4101966658145445e-06,0.7671311464782133,1.89196201386927e-06,0.23278233316724878,1.1857000322674933e-06,9.018243832885994e-07,5.872889021617818e-07,3.003040789266784e-06,1.5628214435614686e-06,1.0427593013873584e-06,2.4263440505976886e-07,2.8154123195616333e-06,1.807611353223029e-06,6.704046865023228e-05
2-3A-rep1,0.7639742926515453,2.6999768764755425e-06,7.638949409861445e-07,3.6223697108704672e-06,0.18594313896300896,2.270153339009205e-06,0.03853796905144497,1.1244293041436318e-06,0.00013086732259276056,2.9921938279713753e-06,1.9964775621203435e-06,4.6455029924523286e-07,0.003633802851699438,0.007760756421004324,3.2386928434683525e-06
2-3A-rep2,0.8176995907993353,8.073901460007649e-07,2.284320481800377e-07,1.0832187620607377e-06,0.13091943609309364,6.788574568162118e-07,0.03995939580897837,3.362447834090882e-07,0.0023214295848062003,8.947735192391676e-07,5.970185613114442e-07,1.389172393290699e-07,1.6119284769619219e-06,0.009092802447207164,9.684855861258085e-07
2-3B-rep1,0.9928084468850185,2.959957667479045e-06,8.3745038982406e-07,3.971167713899499e-06,2.0041392832628758e-05,2.4887464187933836e-06,1.8929005171720493e-06,1.232700609155835e-06,0.007138896361065856,3.2803121911357506e-06,2.1887183995671947e-06,5.092818505821998e-07,5.90946035004834e-06,3.7941183768890834e-06,3.5505465984388024e-06
2-3B-rep2,0.7889322606690425,1.5495305924558902e-06,4.3840322885485277e-07,2.078896576146374e-06,0.2045848549152216,1.3028526573725697e-06,9.909287866038144e-07,6.453157510366659e-07,0.006465810354056749,1.7172354013089426e-06,1.1457887238262245e-06,2.6660780197298383e-07,3.0935880259070706e-06,1.986211681667688e-06,1.85870245195325e-06
2-3C-rep1,0.5574906341109342,2.1471122852433074e-06,6.074749108842671e-07,0.03542408786299957,0.40705992760832344,1.8053021735265708e-06,1.3730838112374086e-06,8.941839442587702e-07,4.572316704491082e-06,2.3794930185672407e-06,1.587666004916627e-06,3.694259989088945e-07,4.28664066927465e-06,2.7522009075299115e-06,2.575517313843732e-06
2-3C-rep2,0.562907393452326,1.148672091786552e-06,3.249897461763198e-07,0.028266554422761266,0.3975810064012378,9.658089324082959e-07,0.011232218218326739,4.783746750241705e-07,2.446119203618271e-06,1.2729922146197404e-06,8.493769252125166e-07,1.9763723483093468e-07,2.2932869129175722e-06,1.4723852102178196e-06,1.3778622015523129e-06
2-4A-rep1,0.042790859298615036,0.0514909853944596,5.534537738047726e-07,2.624463233136827e-06,0.8295486435099858,9.229446075574413e-05,1.2509790996526654e-06,8.146665311745466e-07,4.165712673544965e-06,2.1678909980844384e-06,1.4464790664088166e-06,3.36573921942067e-07,3.905441052539302e-06,2.5074549602782594e-06,0.07605744422087325
2-4A-rep2,0.024896017904100034,0.07786642031561547,2.158955168679404e-07,1.0237708604347678e-06,0.801823412748051,6.416012231500859e-07,4.879915759789765e-07,3.177914039935383e-07,1.62499332978722e-06,8.456676414494783e-07,5.642537109000636e-07,0.0004951899678743961,1.5234645683935077e-06,9.78127370874723e-07,0.09491073550715727
2-4B-rep2,0.14462676950643977,0.22112846988250723,3.604038080142935e-07,1.7090253748087475e-06,0.26753357224617313,1.0710529213599293e-06,8.146256337934923e-07,5.305030591419737e-07,2.7126722803205555e-06,1.4117098989104438e-06,9.419333437061157e-07,2.1917372125285256e-07,0.01806578984584537,0.04527780991628472,0.30335781750270857
2-4C-rep2,0.08739595476294224,0.568049362702456,5.314379406870042e-07,8.956381041700244e-05,0.1756669968674162,8.862308016017221e-05,1.2012164123329395e-06,7.82259917929017e-07,4.000004823353868e-06,2.0816544798957035e-06,1.3889395875188683e-06,3.2318535066839247e-07,0.16408121070321982,2.407710930029259e-06,0.004615571663946172
2-5A-rep1,3.2928830389694795e-06,0.0001436344396248593,4.3379320451123494e-07,0.03993249510828425,0.10147064031207295,1.2891525245466245e-06,9.805086858190464e-07,6.385299403359331e-07,3.265056514670299e-06,1.6991778312850284e-06,1.1337401950704508e-06,2.6380429055609864e-07,3.061057434958166e-06,0.8584353332790705,1.8391572867102185e-06
2-5A-rep2,2.210673117275769e-06,1.0293365170288553e-06,2.912265526351679e-07,1.380988649964093e-06,0.05481396724404066,8.654710162360638e-07,6.582633416806424e-07,4.2867631706655083e-07,2.191991813236901e-06,1.1407410189304236e-06,7.611351334244769e-07,1.7710469714614684e-07,2.0550372733605796e-06,0.9446469102878285,0.0005259318226827969
2-5B-rep1,2.2453747435038475e-06,1.045494333757936e-06,2.957980267704717e-07,1.402666460030978e-06,0.3387105048419381,8.79056585030454e-07,6.685963069047354e-07,4.354053830742853e-07,2.226400193202046e-06,0.01613450735991063,7.730829092863843e-07,1.7988476488007585e-07,2.0872958351477735e-06,0.6451414946448262,1.2540977836256711e-06
2-5B-rep2,6.707568837777446e-05,1.3833477893149834e-06,0.7861806354374148,1.8559407583354565e-06,0.09276889130448365,1.163125369808277e-06,8.846544579312572e-07,5.761074495417695e-07,2.9458655929067807e-06,1.5330667285304192e-06,1.0229061019149667e-06,2.380148641589035e-07,2.76180940055346e-06,0.12096737336937538,1.6593618353985878e-06
2-5C-rep1,2.50483251292336e-06,1.1663034007354495e-06,3.299781102717219e-07,1.5647475166617716e-06,0.18257805475190847,9.806334204363898e-07,7.458540149703953e-07,4.857173899286141e-07,2.4836654134663283e-06,1.292531750041545e-06,8.624142637964065e-07,2.006708274219154e-07,2.328487254563573e-06,0.8174056004007989,1.3990114175368265e-06
2-5C-rep2,6.083316763874241e-06,2.8325219322456873e-06,8.013954464303648e-07,3.8001961209892646e-06,0.15674343282617217,2.381597849348322e-06,1.8114050377671464e-06,1.1796288675642827e-06,6.031909665672983e-06,3.1390841592401592e-06,2.0944870051347276e-06,4.873556224529906e-07,5.655039000440942e-06,0.843216871552254,3.3976841027269277e-06
2-6A-rep2,0.9444581325875114,1.941217750279131e-06,5.492218958283978e-07,2.6043957791202707e-06,0.05551634354424521,1.6321850738561413e-06,1.241413728249863e-06,8.084373400215682e-07,4.1338603517189e-06,2.151314635966776e-06,1.4354188420610071e-06,3.3400037409561015e-07,3.875578847671401e-06,2.4882821875456695e-06,2.328541436862083e-06
2-6B-rep2,0.5776005074040589,1.35231289992493e-06,3.8260512224513265e-07,1.8143034227396447e-06,0.3545765033947528,1.1370310878948038e-06,8.648075665982327e-07,5.631826947466155e-07,2.8797762019813807e-06,0.036097432206302106,0.01698363535261833,2.3267508985238732e-07,6.536640051452722e-05,0.014665706412993121,1.6221346742917108e-06
2-6C-rep2,0.7325950967374073,1.2035767622910774e-06,3.40523731078319e-07,1.6147545730546686e-06,0.23046663867707626,1.0119730392786302e-06,7.696904252476678e-07,5.01240211758036e-07,2.563039750264937e-06,1.3338391861778431e-06,8.899757702148427e-07,2.0708397540677724e-07,2.4029023229431137e-06,1.542762844880304e-06,0.036923883222923934
2-7A-rep1,0.025187082384084108,2.470046324172196e-06,6.988415002648466e-07,3.313888006629136e-06,0.0842612164318387,2.076826642177251e-06,1.5796009570794204e-06,1.028672687418342e-06,5.260010920947027e-06,2.737378023636706e-06,1.82645714730894e-06,4.249891060332476e-07,0.017861100899717937,0.8726662206879082,2.9628851353624784e-06
2-7A-rep2,0.07790981600103258,1.4259447486405338e-06,4.0343752167024544e-07,1.9130901126801044e-06,0.07011912516385185,1.198941094856548e-06,9.118953226311785e-07,5.93847330853489e-07,3.0365766330434965e-06,1.5802739323753053e-06,1.0544041026011904e-06,2.4534397515019934e-07,0.023857247217391173,0.8280997374049482,1.710458001637337e-06
2-7B-rep1,0.00010936485055172315,2.255506099131136e-06,6.381423905892015e-07,0.030314050003575815,0.00022431321010432426,1.8964402053628319e-06,1.4424019331216548e-06,9.39325508908933e-07,0.06428507807005175,2.499618232872341e-06,1.6678169940547958e-06,3.880759285126079e-07,0.00010902381767337217,0.9049437371822233,2.7055385271264936e-06
2-7B-rep2,2.74080659915119e-06,1.276177964337211e-06,3.6106453327398436e-07,0.011829399647156095,8.640793815612099e-06,1.0730164736417635e-06,8.161190800930877e-07,5.31475625923245e-07,0.06357653789683677,1.4142979747543282e-06,9.43660182155911e-07,2.1957553058636123e-07,2.547848289424748e-06,0.9245719668111094,1.5308088288097513e-06
2-7C-rep2,0.0227589275851376,1.1315065854116414e-06,3.2013316996135e-07,0.011956544391400802,0.4805158247247419,9.513760933894465e-07,7.236013623578077e-07,4.712259477307689e-07,0.05437680562843954,1.2539688953178145e-06,8.366840208330248e-07,1.9468378689860647e-07,2.2590165311396357e-06,0.4303823982021593,1.3572717279318486e-06
2-8A-rep2,2.8224275223986713e-06,1.3141824056974855e-06,0.8060671292564868,0.0057263230738300915,0.18818858083617965,1.104970787844568e-06,8.404230177797938e-07,5.473029124179662e-07,2.7985765847536822e-06,1.4564156150439573e-06,9.717622800285977e-07,2.261144660714716e-07,2.623722935137353e-06,1.6845388266271326e-06,1.5763961496960709e-06
2-8B-rep2,0.4285707355729844,1.0050310799243974e-06,2.843499009851773e-07,0.05244301517114864,0.5189743831052723,8.45034889660495e-07,6.427199523374074e-07,4.185541023289389e-07,2.1402329197470453e-06,1.1138050182839886e-06,7.431626610528171e-07,1.7292277315318987e-07,2.0065122493585584e-06,1.2882639949825678e-06,1.2055610529018177e-06
2-8C-rep1,0.07617489104479593,2.5326637171412244e-06,7.165576185485047e-07,3.39789737339111e-06,0.8158166227279626,2.1294756426065625e-06,1.6196449404232733e-06,1.0547502557919507e-06,0.10798057915865598,2.806772461195802e-06,1.8727591068369515e-06,4.357628755774114e-07,5.056381711431373e-06,3.246406547384774e-06,3.0379963351110353e-06
2-8C-rep2,0.085387006502537,1.1895118498826288e-06,3.365443949855403e-07,1.5958846660053474e-06,0.7975726979361731,1.0001471943445093e-06,7.606958777024635e-07,4.953827543071716e-07,0.11702718849596846,1.318252036352155e-06,8.795755766867742e-07,2.0466400680440467e-07,2.374822177366093e-06,1.524734228044145e-06,1.4268505589812846e-06
2-9A-rep1,3.6339585566451556e-06,1.6920485505038673e-06,4.787253323888055e-07,0.9747169135843905,0.020554875184072646,1.4226824311570487e-06,1.0820693861668753e-06,7.046686180156768e-07,3.6032497720081076e-06,1.8751779963592015e-06,1.2511725543031043e-06,2.9112903422347305e-07,0.0047079777994873725,2.1688933495873072e-06,2.029656468195873e-06
2-9A-rep2,3.18343204538028e-05,6.565409597600916e-07,1.8575281961881087e-07,0.9541978389305287,0.045762575134111395,5.520227469285814e-07,4.1985962702397635e-07,2.7342230259708634e-07,1.3981165391885883e-06,7.27598011938879e-07,4.854742669074305e-07,1.1296255978363587e-07,1.3107629249270034e-06,8.415641034243928e-07,7.875380438792854e-07
2-9B-rep1,5.14923910087274e-06,2.3975954653905344e-06,6.783432341590798e-07,0.6606349291542014,0.3236657760136391,2.0159096171425875e-06,1.5332684471370847e-06,9.9849988503834e-07,5.1057254305519235e-06,0.015668494868905574,1.7728839055622352e-06,4.1252341848575656e-07,4.78672228790629e-06,3.073274025345013e-06,2.875978436314892e-06
2-9B-rep2,1.909861306966932e-06,8.892721272804465e-07,2.5159862853205935e-07,0.6061460607257676,0.3820969323189509,7.477042142926705e-07,5.686918053356798e-07,3.7034526035554265e-07,1.8937220146090072e-06,0.011704374083253997,6.575655755437431e-07,1.5300561883990578e-07,1.7754032208989836e-06,1.1398824237387093e-06,4.227581983115426e-05
2-9C-rep1,3.841811696494684e-06,1.7888294021613382e-06,5.061071976223992e-07,0.9999629260534773,1.211187347480051e-05,1.5040562293760766e-06,1.1439609889311826e-06,7.449738616019448e-07,3.8093464478781277e-06,1.982433384180639e-06,1.3227364260016139e-06,3.077808707597086e-07,3.5713404084174933e-06,2.2929485047805653e-06,2.145747629708701e-06
2-9C-rep2,1.1075944962884462e-06,5.15719602405451e-07,1.4591072933897347e-07,0.9999893115794399,3.491853703467849e-06,4.33619483038502e-07,3.2980400795409445e-07,2.1477600001632629e-07,1.0982347635558026e-06,5.715356397036241e-07,3.813449750325795e-07,8.873323979604645e-08,1.0296176109685131e-06,6.610571638596941e-07,6.186191445191839e-07
3-10A-rep2,0.00024161092565480325,1.711507447525177e-06,4.842307695357906e-07,2.2962095682601993e-06,0.015080816142739034,1.4390435638879434e-06,0.010073683624272356,7.127724481735245e-07,3.6446878656341354e-06,0.16338405082477384,0.061388540929908496,2.944770763911644e-07,0.37538581273146576,0.37443284889452244,2.052997923848252e-06
3-10B-rep1,0.02344605625588943,2.779260360973952e-06,7.863263378028264e-07,3.7287388043695932e-06,0.1003475433490887,2.336815268091092e-06,1.7773441263854204e-06,1.15744761407116e-06,5.918488130289424e-06,3.0800581186040707e-06,2.0551031374824605e-06,4.78191588831764e-07,0.6212966545660138,3.56249784433963e-06,0.2548820855576768
3-10B-rep2,0.02154076609364791,1.85160624544518e-06,5.23868428621609e-07,2.4841703047155575e-06,0.13206480376220722,0.00034477260755348183,1.1841069411601613e-06,7.711178344726043e-07,3.9430309371219694e-06,2.0520045292708293e-06,1.3691562898637594e-06,3.1858207486900016e-07,0.6244847870161463,2.3734168092307325e-06,0.22154799946005033
3-10C-rep1,0.5893261454117498,2.3398814434495754e-06,6.620144093573607e-07,3.13925491052493e-06,1.584295738590435e-05,1.967383394285469e-06,1.4963601821370772e-06,9.744643689952858e-07,4.98282231625387e-06,2.593125472398094e-06,1.7302077068033567e-06,4.0259330893670117e-07,0.38493382999623765,0.00011143004419435923,0.025592463482919124
3-10C-rep2,0.6079958311033878,1.7577927547806327e-06,4.973261083746126e-07,2.358307320474787e-06,1.1901729374025495e-05,1.4779604693357413e-06,1.1241129733586288e-06,7.320483746760001e-07,3.7432533132779883e-06,1.948037658223646e-06,1.2997866108980472e-06,3.0244079397834875e-07,0.3720157976290172,0.00244595113933006,0.0175152773325135
3-11A-rep2,0.12394760953985107,2.240053379928852e-06,6.337704072118799e-07,3.005322595495492e-06,0.00043038579371691856,1.883447485906794e-06,1.4325198795736965e-06,9.328900870165677e-07,0.13297857682714329,2.482493074718096e-06,0.0002092657685685182,3.8541717784251175e-07,0.7424156078198417,2.871334204329708e-06,2.6870025864935904e-06
3-11B-rep2,4.330767372941835e-06,2.016497585685377e-06,5.705205543191945e-07,2.705393457282189e-06,1.365337778468557e-05,1.6954807158286883e-06,1.289555375996627e-06,8.397882947943317e-07,0.5544137880891272,2.234741964858313e-06,1.4910839492618032e-06,3.4695280727005775e-07,0.3959307114843651,2.584777015854238e-06,0.0496217414896289
3-12A-rep2,5.170337888227325e-07,0.9158783253034578,6.81122716597275e-08,3.2298660006867744e-07,0.023953665392020013,2.0241697207239e-07,1.5395509491320216e-07,1.0025911956835246e-07,5.126645922500308e-07,0.04133342517460464,1.7801482216670134e-07,4.1421371557915476e-08,4.80633567809842e-07,3.085866634441789e-07,0.018831698045053163
3-12B-rep2,0.024447009551311467,0.16811819583644322,6.066298943538665e-07,0.0071567511638852095,0.32869530893258414,1.802790941948665e-06,1.371173808869686e-06,8.929401065288834e-07,0.10194727816411746,0.3554108377491094,1.5854575120309592e-06,3.6891211583282914e-07,4.280677818528844e-06,2.748372510306953e-06,0.014210961647840721
3-12C-rep2,1.1992814627772262e-06,0.19177440891185382,1.579892582555454e-07,0.007556809678307801,0.37822083649257165,4.6951461897810806e-07,3.5710527130135966e-07,2.325552143245227e-07,0.27569388962405894,0.1467486293980847,4.129128133196444e-07,9.607860094661526e-08,1.1148496301862604e-06,7.157796514064247e-07,6.698286015568586e-07
3-1A-rep1,0.021659772784563762,2.596037619330395e-06,0.5850249664321443,3.482921695543596e-06,0.10624344549791605,0.24722093592660122,1.6601727133529652e-06,1.0811428791363608e-06,5.5283117953034985e-06,2.877005284534804e-06,1.9196204614089393e-06,4.466668079343239e-07,5.182905670314105e-06,0.0398229905588604,3.114014987445071e-06
3-1A-rep2,0.10741755609489172,1.3846792563841093e-06,3.917624213956334e-07,0.024449262650874465,0.13790300583530882,0.5940538539675931,8.855059345356144e-07,5.766619508054921e-07,2.948700977513112e-06,0.13616267167684376,1.0238906452091603e-06,2.3824395257472915e-07,2.7644676317636027e-06,1.7749027529905552e-06,1.660958964953905e-06
3-1B-rep1,0.05277422133376229,1.9235679191315593e-06,0.7014327053401975,2.580716237896051e-06,0.06116214889894541,0.08076124855194923,1.2301266159798784e-06,8.010869113832967e-07,0.02835019199633862,0.07550258167982273,1.4223678073768368e-06,3.309635946281003e-07,3.8403415270510505e-06,2.465658367806036e-06,2.30737000301607e-06
3-1B-rep2,0.14089187533748565,1.2465430830617755e-06,3.526800407695222e-07,1.672399473758592e-06,0.08365237575378844,0.2557851274460869,7.971674975387399e-07,5.191339169177904e-07,0.06077159118432497,0.41435079454387586,9.21746892439245e-07,2.1447663767192583e-07,2.4886832014237676e-06,0.044538527642680646,1.4952610140339914e-06
3-1C-rep1,0.009830438156252529,2.1417847150018424e-06,0.7497418445719697,2.8734824162477557e-06,0.10343393120079045,0.11771335880323854,1.3696768164090237e-06,8.919652304054848e-07,0.005264858250603333,0.013996749368993549,1.5837265732346829e-06,3.6850935241036855e-07,4.276004346515734e-06,2.745371947650048e-06,2.5691267540710016e-06
3-1C-rep2,0.05395796727536652,1.816383498082647e-06,5.139029808608137e-07,2.4369144136405814e-06,0.2807249522067021,0.366906012314911,1.161581903916793e-06,7.56449009101559e-07,3.868023422493767e-06,0.2813880404207655,1.3431110946629302e-06,3.125217496973034e-07,3.626351275335426e-06,0.017005013743419017,2.1787994880583445e-06
3-2A-rep1,0.06269860524603206,2.9474248550678795e-06,0.4821440393521353,3.954353318018639e-06,0.049736706332058456,2.4782087707897e-06,1.8848857515031467e-06,1.2274812083301342e-06,0.05518640549305943,3.2664229596128624e-06,2.179451105840658e-06,5.071254907234475e-07,0.35020848465646365,3.778053628934831e-06,3.535513162331172e-06
3-2A-rep2,0.16350280704470316,1.1764769750206512e-06,3.3285648378518586e-07,1.5783966881280517e-06,0.0014799589222633494,9.891874098554981e-07,7.523600418090657e-07,4.899542651232994e-07,0.07943561919768971,0.0742551823839431,8.699370366630703e-07,2.0242126351629907e-07,0.6812626033542125,1.5080259288689076e-06,5.592948109548608e-05
3-2B-rep2,0.07565202937797537,0.00039162322671274343,4.7614922716238515e-07,2.257887106963691e-06,0.20020673641990486,1.4150267267301447e-06,1.0762465804524913e-06,7.008766722234907e-07,0.045236656731335256,1.8650873336972013e-06,1.244439774693948e-06,2.895624176776482e-07,0.6756918829712629,2.157222152941957e-06,0.002809588774816303
3-2C-rep2,0.30916838379822276,1.937731516901991e-06,5.482355481070162e-07,2.5997185441778504e-06,0.026233263219952768,0.11466985804907331,1.239184273067083e-06,8.06985467227955e-07,0.021195748985823902,2.1474510895472368e-06,1.4328409730524173e-06,3.334005427516087e-07,0.5218026763940631,0.006916699645300569,2.3243596087925244e-06
3-3A-rep2,0.1286333836905764,0.019764616128055922,2.2639069726281555e-07,1.0735387297224462e-06,0.41018802962345463,6.727909424931308e-07,0.4371034431481564,3.332399791248735e-07,0.0042288616214967295,8.867775013478189e-07,5.916833887844647e-07,1.3767582492955068e-07,1.5975237045091995e-06,1.0256764045713071e-06,7.512049108724343e-05
3-3B-rep1,0.18625562465718729,2.5470122801424625e-06,0.5545021312234857,3.417147834557299e-06,1.7245406654528094e-05,2.141539982301858e-06,0.04024960264309292,1.0607258420466018e-06,0.218949680334268,2.822673960955536e-06,1.8833690436590906e-06,4.382316482895189e-07,5.085028156300364e-06,3.2647987518284654e-06,3.0552078115170205e-06
3-3B-rep2,0.47886098798631693,1.5773939884652055e-06,4.462865212769692e-07,2.11627894139014e-06,8.377714936173944e-05,1.3262803326381639e-06,0.1311367948687404,6.569197092997198e-07,0.3899020676585236,1.7481144367154334e-06,1.1663921021076292e-06,2.7140189819910125e-07,3.149216400509799e-06,2.021927402876471e-06,1.8921253238438755e-06
3-3C-rep1,5.688338675923371e-06,0.39300778595678815,0.49941920778120796,3.5534566767077662e-06,0.10373103171363261,2.226965269570507e-06,1.6937939834537118e-06,1.103037828056181e-06,5.640269341994922e-06,2.93526944643472e-06,1.958495981711644e-06,4.5571255677347216e-07,0.0038101470991771086,3.395030441899224e-06,3.1770789916589533e-06
3-3C-rep2,1.9838474056437453e-06,0.8118074998056422,2.613453053664553e-07,1.2392925616388021e-06,0.14220617241566455,7.766695206099028e-07,5.907223516757597e-07,3.846920618102881e-07,1.9670828933954486e-06,1.0236954949293031e-06,6.830390020073209e-07,1.5893290202654408e-07,0.045974966390632255,1.1840403179140884e-06,1.1080282441348728e-06
3-4A-rep1,5.369371693012724e-06,0.11805878354864886,0.7503937867700952,3.3542007217361356e-06,0.10637185237310895,2.1020907792226908e-06,1.5988164535711862e-06,1.0411862632855087e-06,5.3239977911404875e-06,2.7706776222309494e-06,1.8486755947903632e-06,0.010427383555401177,0.014718581149794787,3.2046580539951906e-06,2.9989279781253294e-06
3-4A-rep2,3.5795087202821163e-06,0.5658262251770257,4.7155229626164713e-07,2.2360885815849246e-06,0.32532565024355453,1.4013655051752106e-06,1.0658560749549188e-06,6.941101346584685e-07,3.5492600642547736e-06,7.908221051883775e-05,1.2324254663047691e-06,2.8676686882535355e-07,0.1087503897948253,2.1363954864077836e-06,1.999244876857177e-06
3-4A2-rep1,3.0074089442598045e-06,0.6115334439933727,3.961858188605715e-07,1.8787027287604175e-06,0.28079249838096354,1.1773903861614079e-06,8.955042000457635e-07,5.831730526162072e-07,6.787291626328996e-05,1.5518688478209065e-06,1.0354514153010375e-06,2.4093396988701145e-07,0.10759194343393427,1.7949432160602927e-06,1.6797128863963184e-06
