,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12,15_13,15_14,15_15
3-4B-rep1,0.7498717831957717,0.1034657693570015,7.379500451012758e-07,0.006651249175575134,1.7660206412749913e-05,2.1930499457765626e-06,0.0953666610986727,1.0862392341999287e-06,0.044605912361276465,2.8905670817150837e-06,1.9286692815486462e-06,4.487723322755305e-07,5.207337156722266e-06,3.3433261974277706e-06,3.128694014940465e-06
3-4B-rep2,0.7421853688146857,0.10078949299809165,7.2223686331719e-07,0.015736597427655517,1.7284167363020014e-05,2.1463532991833128e-06,0.09854097665733523,1.063109925297119e-06,0.04270976172924558,2.8290181919012066e-06,1.887602096549427e-06,4.392166160268163e-07,5.096457245679814e-06,3.272136700723465e-06,3.062074684634991e-06
3-4B2-rep1,0.6996521062568533,0.0987574232401463,5.608768988520809e-07,0.018375764933810705,1.3422591233138849e-05,1.6668215698070372e-06,0.13384933965192708,8.255931375489007e-07,0.04933600923553295,2.1969675474357692e-06,1.4658797742844738e-06,3.4108817485439836e-07,3.957822260636579e-06,2.5410858660586667e-06,2.3779552670344297e-06
3-4C-rep2,0.019849063060396684,0.316494083801292,0.44675283585571207,2.946295610686765e-06,0.20212190742786376,1.8464550424648527e-06,1.4043840217804153e-06,9.145673654967303e-07,4.676545211410048e-06,2.433734887750485e-06,1.6238577361271793e-06,3.7784727039376366e-07,0.014760437001062648,2.81493886071043e-06,2.6342276660601926e-06
3-4C2-rep1,0.027404393849642304,0.683208090336941,4.27865189092919e-07,2.028925468867801e-06,0.23365581653788772,1.2715355679816089e-06,9.671095118650029e-07,6.298040882663217e-07,3.2204377766187274e-06,1.6759576602967172e-06,1.1182470308464636e-06,2.601992642772834e-07,0.011426003350222213,1.938468471081159e-06,0.04429215737527756
3-5A-rep1,3.114314960232105e-06,1.45009141742609e-06,4.1026925355938386e-07,1.945486005544712e-06,9.818333572524129e-06,1.2192437282779997e-06,9.273371792274215e-07,6.039034251172932e-07,3.0879974263596228e-06,1.6070339812985852e-06,1.0722591749354556e-06,2.4949858192029446e-07,2.895060908936307e-06,0.9999698597478226,1.7394225620640417e-06
3-5A-rep2,2.3820142701078706e-06,1.1091166093915125e-06,3.1379845296447556e-07,1.4880240074232204e-06,7.509648502824724e-06,9.325504955610749e-07,7.092829152889116e-07,0.006219470873244119,2.3618850468151735e-06,1.229155665012187e-06,8.201279217308166e-07,1.908314316614676e-07,2.2143156636295364e-06,0.9937579379614071,1.330414366399006e-06
3-5B-rep1,0.07862528093594492,0.09714024572027476,6.46042803031823e-07,3.06351797356749e-06,0.17587961468422159,1.9199187581373973e-06,1.4602593429219565e-06,0.184965175446378,0.03407721975110888,2.5305643277878574e-06,1.6884651163644267e-06,3.9288043600108876e-07,4.5587946167804894e-06,0.4246376139403006,0.004658589078396706
3-5B-rep2,0.04724699926220749,0.029712231733747492,4.4789075248670455e-07,2.123886163576841e-06,0.21818224741946643,1.3310478086900695e-06,1.012373565432071e-06,0.20694816519963127,0.03895733275441113,1.7543982467878136e-06,1.1705848404579512e-06,2.723774853493172e-07,3.1605366420923874e-06,0.4351713326725332,0.02377041786249808
3-6A-rep2,0.45362334582269676,0.03608178393630566,7.128763034852199e-07,3.3804406742222435e-06,1.70601556973675e-05,2.1185354606070948e-06,1.6113240138682936e-06,1.049331475914185e-06,0.2825678885201162,2.7923526665091678e-06,0.21087290293448527,4.335241436229135e-07,5.030404548286118e-06,0.016816867452784552,3.0223886276760034e-06
3-6C-rep2,0.5033640684528616,1.895020506795285e-06,5.361514725620765e-07,2.542416175894914e-06,0.0001884624179276314,1.5933422128443926e-06,1.211870472600206e-06,0.017212680286935893,0.035130343827024166,2.100117491270449e-06,0.3382677506170073,3.260518085091004e-07,3.7833475358358407e-06,0.10582043295393129,2.2731266356603757e-06
3-7A-rep2,0.16283817513775642,0.3563040300180784,7.959625942619682e-07,3.7744336789536733e-06,0.010187908721363615,0.1636167185283891,1.7991250880480499e-06,1.1716318802097922e-06,0.05202362199583741,3.117803553944395e-06,2.080287974783095e-06,4.840517216609188e-07,0.06714616796438107,0.18786677968731577,3.3746503863173217e-06
3-7B-rep2,5.626189727765318e-06,0.08194519337436687,7.411750864857034e-07,3.514632758624733e-06,1.7737386293578888e-05,0.7844657748605256,1.6752881383440237e-06,1.090986393586853e-06,0.02671278785168083,2.9031996420420033e-06,1.937098088201832e-06,4.507335888041835e-07,5.230094629188836e-06,0.10671079835634334,0.0001245387727366612
3-7C-rep2,3.4303457018345346e-06,1.5972420659290056e-06,4.5190206787479413e-07,2.1429077156031006e-06,0.529599846031745,1.3429686901274239e-06,1.0214403962138325e-06,6.651856171027313e-07,0.38807262448079155,1.7701106602393198e-06,1.1810686134707303e-06,2.748169016406444e-07,0.08230968819645386,2.047368967895696e-06,1.9159336116105937e-06
3-8A-rep1,0.030086001573282964,1.7982203838631953e-06,5.087641549746808e-07,0.015668457541972172,0.5638231352516254,1.5119522112464377e-06,1.149966545806372e-06,0.0005007290442575505,0.36065618435293584,1.9928407464553742e-06,0.029250169007661468,3.0939665621247107e-07,3.5900892015589908e-06,2.304986006750109e-06,2.1570123577498716e-06
3-8A-rep2,0.017577076044084285,6.411931758568133e-05,3.832054763859853e-07,0.005650656597043019,0.6403365043896901,1.1388152284674398e-06,8.661645552360254e-07,5.640663971415642e-07,0.33635989090791535,1.5010245516310772e-06,1.0015266422613126e-06,2.3304018547067504e-07,2.704085634374261e-06,1.736135009007588e-06,1.6246800016072916e-06
3-8B-rep1,0.006733505959599013,0.04167528275539023,4.150665903706562e-07,0.08865230376997761,9.933140745287327e-06,0.79771828654437,9.381806649329016e-07,6.109649538734306e-07,0.0025185093932431363,1.6258252585112057e-06,1.084797254176136e-06,2.5241600437158043e-07,2.9289132684509966e-06,0.04894991850919514,0.013734403763484924
3-9A-rep2,9.178351263548636e-07,4.273635956333027e-07,1.209124757735256e-07,0.6538740757685,0.10787607916843532,3.5932933428095235e-07,2.7330011509379544e-07,1.7797935776455823e-07,9.100789561101566e-07,4.7361691290588596e-07,0.23305551110116185,7.353095797513874e-08,0.005189539580164266,5.478011018943696e-07,5.126338046802965e-07
4-10A-rep1,2.9287291012250317e-06,1.3636786862867358e-06,3.858208041192109e-07,1.8295521015768403e-06,0.04430769794675153,1.1465874948716665e-06,0.013713806227009524,5.679160772289622e-07,0.006006262248729647,1.5112688497427753e-06,0.016368058800214302,2.3463065454686225e-07,0.9194644363515168,0.00012813447377644,1.6357682321458883e-06
4-10A-rep2,2.4597650132640356e-06,1.1453190124204125e-06,3.2404107124993947e-07,0.005786645939546808,0.0001669779620867252,9.629896474042922e-07,0.004246684247518586,4.769782553987817e-07,0.003929944405850146,1.2692762333935761e-06,0.013853264687669021,1.970603135852363e-07,0.9720068054005043,1.4680871825189733e-06,1.3738400951997307e-06
4-10B-rep1,2.4584602003209203e-06,1.1447114637060663e-06,3.2386917963363145e-07,1.5357791283115881e-06,0.1930430314401203,9.624788175692292e-07,7.320459158821151e-07,4.767252363510788e-07,2.437684970319369e-06,1.2686029300297222e-06,8.464482686141996e-07,1.9695578049107736e-07,0.8069417443782465,1.467308417414566e-06,1.3731113246349325e-06
4-10B-rep2,3.0264587448360092e-06,1.4091836911555521e-06,3.986953747541322e-07,1.8906029767772918e-06,0.1327031227768638,1.1848483183789486e-06,0.0001315050953066891,5.868670398855341e-07,3.000883640343381e-06,1.561698835235102e-06,1.0420102649066034e-06,2.4246011553712044e-07,0.8671475317532457,1.806312907028601e-06,1.6903526750330469e-06
4-10C-rep1,3.6612308805516653e-06,1.7047471257395416e-06,4.823180955212536e-07,2.287139718408748e-06,0.03682482031906028,1.4333594533282745e-06,0.009480904203813074,7.099570522390483e-07,3.6302916310074526e-06,1.8892509311221892e-06,1.2605624201015164e-06,2.9331391475971717e-07,0.9483007986388498,0.005374079778312939,2.0448887411447095e-06
4-10C-rep2,2.917666492427276e-06,1.3585276998653843e-06,3.843634536868268e-07,1.822641384171673e-06,0.021854426113462295,1.1422565211046295e-06,0.004848368886291902,0.0029594294709578963,2.893010737398139e-06,1.5055603750101875e-06,1.0045530737436185e-06,2.3374439055538298e-07,0.9632072784448842,0.007115605170786488,1.629589489281464e-06
4-11A-rep1,1.8535664233113591e-06,0.05275352792357551,2.4418253215404144e-07,0.0009610244399137595,0.10551117336643938,7.256649585630312e-07,5.519291017296822e-07,3.5942899996110706e-07,0.03619680507609524,9.564685225778935e-07,6.381832374461496e-07,1.4849564029862602e-07,0.8045698497281314,1.1062833617590144e-06,1.0352630668902663e-06
4-11A-rep2,1.866330348098029e-06,0.05082141505841544,2.458640081645233e-07,0.0025381661987872103,0.057269605345841204,7.306619917607267e-07,0.004228889593314124,3.619040797122042e-07,0.0337479817746695,9.630549022886305e-07,6.425778589393055e-07,1.4951820261961042e-07,0.8513868258241558,1.113901387983837e-06,1.0423920371575405e-06
4-11B-rep1,4.135609012205413e-06,1.9256276937327214e-06,5.448110560803788e-07,2.5834796930913447e-06,1.303811249853276e-05,1.6190768805110284e-06,1.2314438471182268e-06,8.019447227748152e-07,0.050064439912157976,2.1340372765262814e-06,1.4238908921891827e-06,3.3131799355487795e-07,0.9346419787075194,2.468298617952983e-06,0.01526134373013838
4-11B-rep2,1.9525056525087374e-06,9.091282433963695e-07,2.5721644947739524e-07,1.2197136356496175e-06,0.00021680182246097031,7.643993307186891e-07,5.813898424994578e-07,0.0021910997467749957,0.04786076689534588,1.0075226726667547e-06,6.722480310276004e-07,1.5642200538894209e-07,0.9410850583607626,1.1653342928234551e-06,0.008637587294499436
4-11C-rep1,3.246291543637662e-06,0.03439375185335725,4.2765539948634577e-07,2.027930652073328e-06,0.0916995268059583,1.2709121123854287e-06,9.666353215611889e-07,0.0012614448223618382,0.0160435916310018,1.675135909644526e-06,1.1176987352369277e-06,2.600716841359798e-07,0.856586941903181,1.9375180068969503e-06,1.8131347747885519e-06
4-11C-rep2,3.825954102706234e-06,0.0166774240765068,5.040181721866577e-07,2.3900409109927065e-06,0.07075971403129167,1.4978480352727075e-06,1.139239136298776e-06,7.41898881927362e-07,0.0021501634664191343,1.974250624117807e-06,1.3172766537405588e-06,3.0651046387620206e-07,0.9103945810139813,2.2834840518507617e-06,2.136890768161974e-06
4-12A-rep1,1.285504043854085e-06,0.6908546710244756,1.6934792763551396e-07,8.030434170354009e-07,0.10670962212883948,5.032704665902798e-07,3.827794263378698e-07,2.4927481805750154e-07,0.01323198859947039,0.15863054411356925,4.4259926277220323e-07,1.029861912137797e-07,0.030567750101255838,7.672407728713034e-07,7.1798606308519e-07
4-12C-rep1,2.6312582155880546e-06,0.0005121975584132988,3.4663300206182495e-07,1.6437245753138578e-06,0.027033057307758356,1.0301286535889096e-06,7.834992936233242e-07,5.102328663133082e-07,0.007042673042240437,0.9626733377241233,9.059426549067833e-07,2.1079922931315098e-07,0.0027276320843917378,1.5704412573445754e-06,1.4696233249539814e-06
4-12C-rep2,2.8325409828264197e-07,0.0005135213421870313,3.7314930876931885e-08,1.7694642040347654e-07,8.929999881952348e-07,1.1089301732487987e-07,8.43434462667371e-08,5.492640349987247e-08,0.00905182585992818,0.9904200777698599,9.752443461884029e-08,2.2692469049233178e-08,2.633124387563432e-07,1.2392615900625633e-05,1.582044769528426e-07
4-1A-rep1,2.556244640730183e-07,1.1902419831319877e-07,3.3675096901226274e-08,1.5968642346047754e-07,0.17346686766185682,0.8138785931913224,7.611627997873639e-08,4.9568682477113076e-08,0.012653072087410221,1.3190611915050613e-07,8.801154682178476e-08,2.0478963144305763e-08,2.376279864931947e-07,1.5256701238542126e-07,1.4277263729003148e-07
4-1A-rep2,1.9668406969277486e-06,9.158029455847701e-07,2.5910489944107205e-07,1.2286686156892633e-06,0.18673586508942966,0.7981003308090894,5.856583316617213e-07,3.8139425482072244e-07,0.015152516167191063,1.0149197740514712e-06,6.771835892796297e-07,1.5757043555736707e-07,1.8283711469427594e-06,1.1738900267488128e-06,1.0985295732474393e-06
4-1B-rep1,3.3998534315724554e-07,7.494174801463488e-06,4.4788511996827215e-08,2.123859454322635e-07,0.21910151249176713,0.6836739090337458,1.0123608341739771e-07,6.592727962461344e-08,0.02041606437972064,0.07679940244540692,1.1705701195898513e-07,2.723740600247302e-08,3.1604968962820666e-07,2.0291699485193448e-07,1.8989029183314329e-07
4-1B-rep2,3.588933238876223e-06,1.6710838029759724e-06,4.7279385026570087e-07,2.2419759980048953e-06,0.3047317432327723,0.6122300476160575,1.0686623763728024e-06,6.959376630657553e-07,0.005037059966749351,0.07798240381103239,1.2356703296730932e-06,2.875218997244556e-07,3.336265103988827e-06,2.142020420039578e-06,2.004508705496384e-06
4-1C-rep1,2.8239753324435343e-06,1.3149030990411332e-06,3.720208991403278e-07,0.0011594905589611335,0.052411257903597304,0.9187484396529825,6.177385472648758e-05,5.476030515495118e-07,0.00743662255177797,0.020170270556876122,9.722951912925046e-07,2.262384665069467e-07,2.625161776234853e-06,1.6854626222236975e-06,1.577260640201432e-06
4-1C-rep2,8.597409292875775e-07,4.003136993815591e-07,1.1325934397045615e-07,5.370728290751718e-07,0.056971746777462764,0.9253622508384713,2.5600163708955274e-07,1.6671418868681075e-07,0.0032472156654332154,0.014414296201906875,2.960089494055009e-07,6.887683019064331e-08,7.992134347283674e-07,5.1312813694312e-07,4.801867470145872e-07
4-2A-rep1,0.00011914345669465228,1.2564135435600798e-06,3.5547265536765194e-07,0.0001181307394886012,0.16180896996213223,1.0563984550906723e-06,8.034796823335579e-07,5.232445576889711e-07,0.00768805199234037,1.3923944620324122e-06,9.290455300995732e-07,2.1617492087506237e-07,0.8302560536348198,1.610489827935142e-06,1.507100889425563e-06
4-2A-rep2,4.966056487143006e-06,2.3123017364700116e-06,6.542113800725061e-07,3.1022531509662092e-06,0.059271098033901855,1.944194246099029e-06,1.4787228888140507e-06,9.629785555434324e-07,4.9240908023995136e-06,2.5625608295226214e-06,1.7098141002379447e-06,3.978480234336725e-07,0.9406981493242813,2.9639432373116935e-06,2.7736663788100807e-06
4-2B-rep1,0.00268600300928305,5.0770604061958646e-05,3.0342764471828663e-07,1.4388459075921837e-06,0.29451845653069125,9.017303870551631e-07,6.858416362218286e-07,4.4663594049736284e-07,0.0042763241194395995,0.004026738111224528,7.930232966656999e-07,1.8452459309546982e-07,0.6944342924539064,1.3746968380105323e-06,1.286445149369561e-06
4-2B-rep2,6.397371280622279e-06,2.9787524083393086e-06,8.427679196093678e-07,3.9963833002287975e-06,0.27416007155738936,2.504549125880059e-06,1.9049198021386508e-06,1.2405278455930051e-06,0.010359058676895268,0.006905111385497428,2.202616029113698e-06,5.125156199403542e-07,0.708545786675746,3.818209759164671e-06,3.5730913814142907e-06
4-2C-rep1,2.2761416460367873e-06,1.0598200592781563e-06,2.998511537976696e-07,1.4218862817497586e-06,0.01606691519840885,8.91101722863601e-07,6.777576451035973e-07,4.413714584575238e-07,0.026621152063776753,1.1745237775043155e-06,7.836759591052218e-07,1.8234960824051627e-07,0.31181644311023093,0.6454850098664056,1.2712818658761806e-06
4-2C-rep2,1.945538704737618e-06,9.058842840353024e-07,2.562986474894321e-07,1.2153614427715203e-06,4.811252199706984e-05,0.005290106420308772,5.79315322171105e-07,3.7726354029450664e-07,0.02497939041034966,1.0039276214413363e-06,6.69849309715122e-07,1.5586385901922568e-07,0.345152542872713,0.6245216518400205,1.0866318794349726e-06
4-3A-rep1,0.031213063337189265,0.1084520171616666,2.4060285935213364e-07,1.1409324284054974e-06,0.16934248164330254,7.150268384135239e-07,0.6892486930117884,0.00173431176781887,1.810959519896397e-06,9.424468629368463e-07,6.288275838800776e-07,1.4631872043425364e-07,1.6978116849983248e-06,1.090065443030931e-06,1.020086293143695e-06
4-3B-rep1,3.933434974071399e-06,1.8314911528663926e-06,5.181773363784554e-07,2.457183295040175e-06,0.30368371239425246,1.539926431322947e-06,0.5859561001798691,7.627407258580018e-07,0.07520031778494844,0.03335664834971451,1.3542823361853318e-06,3.1512112957045403e-07,3.6565132225509746e-06,2.347632980210298e-06,0.0017845047876313852
4-3B-rep2,1.8710017351429698e-06,0.02394066124911458,2.464794007951621e-07,1.1687988333072252e-06,0.2410993662340538,7.324908239211319e-07,0.6392292855887985,3.628099182906755e-07,0.06774379066950417,0.027775966424485914,6.441862183000553e-07,1.4989244365116835e-07,0.00020359248408572067,1.1166894605876352e-06,1.045001123305172e-06
4-3C-rep1,0.022216986802115674,1.1579174454676562e-06,3.2760550150598846e-07,1.5534966683217584e-06,0.15127034114157048,9.735824695494276e-07,0.8131372928937286,4.82224984520071e-07,2.465807361226782e-06,0.013308519941093356,8.562133323458568e-07,1.9922796394295264e-07,2.3117449643961225e-06,5.514244855571077e-05,1.3889522449757262e-06
4-4B-rep1,4.3230631104222877e-07,0.9999957594248899,5.695056209956604e-08,2.7005806701664933e-07,1.362908896986975e-06,1.6924645232219953e-07,1.287261308388137e-07,8.382943448942834e-08,4.286531044367884e-07,2.2307664479861097e-07,1.4884313703549862e-07,3.4633559205646695e-08,4.018710752657915e-07,2.580178800579723e-07,2.414538544596933e-07
4-4C-rep1,0.010984053794395966,0.6453387899193543,5.237336133957462e-07,2.4835310144617186e-06,0.1455843514745844,0.17731266270983598,1.1838022164697687e-06,7.709193907043956e-07,3.942016215529048e-06,2.0514764549701637e-06,1.3688039435409527e-06,3.1850008917940195e-07,3.695721036084219e-06,0.020761583119338192,2.2204785168480254e-06
4-4C-rep2,5.329239442624705e-06,0.61737897749993,7.020558665658898e-07,3.329130447053614e-06,0.12868960789872322,0.21583663343921866,1.5868664329900631e-06,1.0334041334185982e-06,5.284204678531548e-06,2.749968769419633e-06,1.8348580540987974e-06,4.269438706833521e-07,0.01897815610933334,0.019091371867983865,2.976513115568808e-06
4-5A-rep1,4.4044389446882595e-06,2.0508006395710436e-06,5.802257964462462e-07,2.751415460088376e-06,0.11491079563320977,1.7243228859210529e-06,1.3114922669036045e-06,0.8842033773111861,4.367219211746581e-06,2.2727576186261503e-06,1.5164490840493045e-06,3.528548926125121e-07,0.0008594063426387093,2.628747187644523e-06,2.459988977175681e-06
4-5A-rep2,2.4512732104751177e-07,1.141365048065514e-07,3.2292239005164375e-08,1.602047990841203e-05,0.06011158735589905,9.596651354572441e-08,7.299058745003514e-08,0.9398708469888648,2.430558714166569e-07,1.2648943337403503e-07,8.43973786777669e-08,1.9638000578694478e-08,2.2786986349769893e-07,1.4630189313796718e-07,1.3690972115953886e-07
4-5B-rep1,2.32653092670501e-06,1.083282382248155e-06,3.0648926613734287e-07,1.4533640358052397e-06,0.2502021569747978,9.10828955083746e-07,6.92761860796247e-07,0.7497817242286406,2.3068705656783355e-06,1.2005254142562354e-06,8.010249970814169e-07,1.863864684268631e-07,2.162738459450181e-06,1.388567694398287e-06,1.2994255356076299e-06
4-5B-rep2,1.2599229004614208e-06,5.866469537947853e-07,1.6597795486817325e-07,7.870630948419925e-07,0.20427492488950877,4.932555358456509e-07,2.756054322625175e-05,0.7956891606639663,1.249275915800904e-06,6.50139417725071e-07,4.337916707147578e-07,1.0093679701895049e-07,1.1712217884114274e-06,7.519729125161731e-07,7.036983566236445e-07
4-5C-rep1,2.1724356367583497e-06,1.0115323311869152e-06,2.8618927708976074e-07,1.35710202186647e-06,0.15980265384578152,8.505011724979272e-07,6.468775191878705e-07,0.8401822949689237,2.1540774587364604e-06,1.1210098962484213e-06,7.479699623243251e-07,1.740413598513891e-07,2.0194917885538843e-06,1.296597396895339e-06,1.213359473740514e-06
4-5C-rep2,6.977712953052715e-07,3.248971859201581e-07,9.192201563926681e-08,4.3589177954757653e-07,0.13028025222955172,2.7317509193417066e-07,2.077725833760981e-07,0.8696998576090245,6.918747755460518e-07,1.5415885469608386e-05,2.402427766464292e-07,5.590088058093437e-08,6.486467894902928e-07,4.1645811264223017e-07,3.8972266765342955e-07
4-6A-rep1,0.04172281898215143,1.7481098889010003e-06,4.945865692607243e-07,2.3453164980783422e-06,0.20593389882898175,1.4698190698669727e-06,1.1179207558034115e-06,7.28015859346697e-07,0.03005765074012414,0.021063989349223895,0.701205609853753,3.007747877687673e-07,3.4900452089188547e-06,2.2407536185980856e-06,2.09690350910352e-06
4-6A-rep2,0.06123871295568949,9.493224602998822e-07,2.6858845759235853e-07,1.273639398915228e-06,0.181296897589067,7.981948185643036e-07,6.070941472602702e-07,3.953537538574495e-07,0.018258644992858244,0.00945930274031482,0.7297377353065923,1.633377073911121e-07,1.895291780753891e-06,1.2168558462138342e-06,1.138737107382352e-06
4-6B-rep1,3.089814826987838e-06,0.030735845278068365,4.070416893898686e-07,1.9301809811751957e-06,0.31868753615058437,1.2096520093345114e-06,9.200418719949955e-07,5.991525522701423e-07,0.0735389649487176,1.594391539165197e-06,0.5770212136607292,2.4753579120087184e-07,2.8722856344618458e-06,1.8441263776813503e-06,1.7257386267258263e-06
4-6B-rep2,1.212046624183137e-06,0.01778416483555761,1.5967089717403734e-07,7.571551932050778e-07,0.22208960833536293,4.7451213630803576e-07,3.609063026426655e-07,2.3503053387108197e-07,0.07346316320218711,6.254345295362708e-07,0.6866566146966363,9.710126233745963e-08,1.1267160984961194e-06,7.233984156955936e-07,6.769582625068145e-07
4-6C-rep1,0.09472819031861092,9.918200398976543e-07,2.806121479956894e-07,1.3306554224454837e-06,0.0883901282618106,8.339269846670105e-07,6.342714583694848e-07,4.130522476005845e-07,0.011124725672227075,1.0991641549590016e-06,0.7697591305497495,1.706497193906793e-07,0.02886562196952305,1.271329884642411e-06,0.007125177746018905
4-7A-rep1,1.5936468846929711e-06,0.02162963033031429,2.099416167501229e-07,9.955376227326197e-07,0.33829596703474246,0.23950015804124572,4.745338944862552e-07,3.090274504611642e-07,0.037310552833789055,8.22346079505511e-07,0.1946949294920576,1.2767258382336447e-07,0.15714618654668727,0.011417152923507874,8.900915233671265e-07
4-7B-rep1,0.002463961001399331,1.8305589758201084e-06,5.179135988124177e-07,0.010266717235426812,0.070504965844094,0.9087703931637893,1.170647158273371e-06,7.623525124637966e-07,3.898210373636749e-06,2.0286793257046425e-06,1.3535930448906378e-06,3.149607418539614e-07,3.6546521610382494e-06,0.0011899469194136573,0.006788484267984411
4-7B-rep2,0.010714483821155125,7.731684961752471e-07,2.1874983741679705e-07,0.006020282511323807,0.03275279522271467,0.9351333873435307,4.944432355742878e-07,3.219928739815585e-07,1.6464771100910224e-06,8.568480798463018e-07,5.717136201429954e-07,1.330291601363836e-07,1.5436060529694958e-06,0.0071309303201380625,0.008241560752671375
4-7C-rep1,2.4472956937583865e-06,1.1395130315138e-06,3.2239840553651566e-07,1.528804756241461e-06,0.04415298547722948,0.949071458180012,7.287215051672802e-07,0.003960875578797846,2.4266148094743944e-06,1.2628418744975978e-06,8.426043270899256e-07,1.9606135311595265e-07,2.2750011434553254e-06,1.4606449886336778e-06,0.002800050262072223
4-7C-rep2,7.583532605863056e-07,3.5310544007126866e-07,9.990287755991147e-08,4.7373681678615547e-07,0.045720621463289174,0.9317260560486823,2.2581183422681514e-07,0.02169748915608058,1.7114947886289417e-05,3.913218396831471e-07,2.611011576829345e-07,6.075431211261094e-08,7.049636622893712e-07,4.526158782179245e-07,0.0008349367169824371
4-8A-rep1,4.398169266544822e-06,2.04788134380876e-06,5.793998503859371e-07,2.7474988456023386e-06,0.26838932393923715,1.721868328224635e-06,1.3096253697790549e-06,8.528583390660265e-07,0.21181978618137498,2.269522369154929e-06,1.5142904327892239e-06,3.523526069330419e-07,0.5197680149202397,2.62500519031093e-06,2.4564872055954673e-06
4-8A-rep2,5.198914993557701e-06,2.4207256197118794e-06,6.848873671937926e-07,3.2477178747615407e-06,0.27182147991712313,2.03535756039051e-06,1.5480602401272974e-06,1.0081326428426345e-06,0.19137927087846923,2.682719367570732e-06,1.7899873239334423e-06,4.165031266844414e-07,0.5366600324618146,0.00011528001281519856,2.9037236610690556e-06
4-8B-rep1,2.5779816610692233e-06,1.2003632030588601e-06,3.3961453009165926e-07,1.6104431658984462e-06,0.1348991418676403,1.0092710634636946e-06,7.676353458796551e-07,4.999018965291947e-07,0.8650850535158287,1.3302778252698146e-06,8.875995280486352e-07,2.0653105959628426e-07,2.3964865552198227e-06,1.5386436561932033e-06,1.4398670407815599e-06
4-8B-rep2,2.9661665625363106e-07,1.3811103661363748e-07,3.9075268785719736e-08,1.8529389644966995e-07,0.10752907196152987,1.1612441338080912e-07,8.832236200721712e-08,5.7517565482540816e-08,0.8924691095955465,1.5305871503222044e-07,1.0212516562002719e-07,2.3762989952597762e-08,2.757342457088175e-07,1.7703280956490662e-07,1.656677987807334e-07
4-8C-rep1,5.772652596300663e-06,0.04683598362763209,7.604696063128451e-07,3.6061268639756615e-06,0.2148783990834744,2.2599738830021046e-06,1.7188998041849766e-06,1.119387319341134e-06,0.2422683841060027,2.9787767142843127e-06,1.9875252789579926e-06,4.6246723760662305e-07,0.49598989738077076,3.445352397511388e-06,3.2241704185933064e-06
4-8C-rep2,4.941698735017527e-06,2.300960247970622e-06,6.51002572706998e-07,3.0870370708677737e-06,0.15569118920240668,1.9346582688799085e-06,1.4714699778410773e-06,9.582552921212771e-07,0.27723543789279204,2.5499918582164e-06,1.7014277220036114e-06,3.958966393599113e-07,0.5670476710389032,2.9494055463137474e-06,2.760061966877042e-06
4-9A-rep1,0.0126061995793519,2.2851226037523993e-06,6.465216838516714e-07,0.021075814419310883,0.05020885335425057,1.9213419026482943e-06,1.461341763758545e-06,9.516595647938577e-07,4.866212319102475e-06,2.5324401148321257e-06,0.916083842492726,3.9317165959248494e-07,4.562173834524823e-06,2.9291046151094955e-06,2.7410642986251893e-06
4-9B-rep1,0.00027432832429011967,2.89289761756357e-06,8.184773262696864e-07,0.02560889622503847,0.24440672029504323,0.01796616018206596,1.8500154433207408e-06,1.2047728569149621e-06,6.16048084307313e-06,3.2059942704124937e-06,0.7115802530779908,4.977436901901375e-07,5.775577115702872e-06,3.7081597935840386e-06,0.00013752777661446225
4-9C-rep1,1.141335281512407e-06,5.314300310856756e-07,1.50355625550534e-07,0.06981716261890354,0.18805241989284519,4.468288858435489e-07,3.398508673739183e-07,2.213187473052448e-07,1.1316904221084557e-06,5.889463990850585e-07,0.7258205764314469,9.143633122185011e-08,1.0609829768952225e-06,0.016303499417021892,6.374642144076645e-07
5-10A-rep1,3.2333820012835346e-06,1.5055315692834764e-06,4.2595474031312374e-07,2.0198661710209456e-06,0.14589246064466566,1.2658580704047047e-06,0.09586047248448355,6.269919678073302e-07,0.02630526948939034,1.6684743890497847e-06,0.05023317073512261,2.590374558861965e-07,0.6816938858124291,1.9298130702220716e-06,1.8059244734788162e-06
5-10B-rep1,2.9014100235974055e-06,1.3509583415220993e-06,3.8222188181066515e-07,1.8124861066830626e-06,0.21818332273603513,1.135892168777436e-06,0.051586379209023134,5.626185768922784e-07,0.013713104857209864,1.4971717893471699e-06,9.98955968737392e-07,2.3244202840772723e-07,0.7140614194063015,0.002443279124698479,1.620509846077984e-06
5-10B-rep2,5.141812431418842e-06,2.394137449816427e-06,6.773648700012504e-07,3.212046391003322e-06,0.18240976912860762,0.00011295798921357185,0.03406164210051146,9.970597637989363e-07,0.015315506583016732,2.6532535752702894e-06,1.7703269019955306e-06,4.1192844221624007e-07,0.7621968412799285,0.001112518712611769,0.004773506276284865
5-10C-rep1,6.993598696293881e-05,1.4423376829748592e-06,4.080755168008762e-07,1.935083363556557e-06,0.24310075185969776,0.010093799716332886,0.11716850513985884,6.006743136721267e-07,3.0714857004488685e-06,1.5984410646070218e-06,1.0665257344051317e-06,2.4816449654683407e-07,0.599542649899183,0.030012256488336626,1.730121754899302e-06
