,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8
3-3B-rep1,3.102410127748989e-06,0.5785807145322458,0.0032070433554723106,0.06857858286040751,7.49063615483577e-06,0.014290732219777556,5.473182497865436e-06,0.3353268608033164
3-3B-rep2,1.9213577448679267e-06,5.752972728273481e-07,0.000378026429185561,0.22550613775158307,4.639035845503745e-06,0.15182795405135852,3.3896039364013344e-06,0.6222773564730733
3-3C-rep1,3.226164282722313e-06,0.49892884091722545,0.09354702248361497,3.682199553381532e-06,0.4074962383340691,9.5493531057199e-06,5.691506009956847e-06,5.749042138666963e-06
3-3C-rep2,1.1251465407962763e-06,3.3689391690859584e-07,0.12581278285852382,1.2841919155192097e-06,0.8565840797168228,3.3304012666944934e-06,0.01759505577381399,2.005017199482128e-06
3-4A-rep1,3.0452607432205817e-06,0.7864254526691102,0.08331970816841446,3.4757243481584666e-06,0.13022850526127297,9.013883853261726e-06,5.37236120142659e-06,5.426671056326463e-06
3-4A-rep2,2.0301322933857193e-06,6.078667936687747e-07,0.3459495565721186,2.3171021587600137e-06,0.6539550448210008,6.009132958507136e-06,3.5815008586798734e-06,8.085287181762069e-05
3-4A2-rep1,0.000261269450020473,5.107136314353054e-07,0.2989637250058753,1.9467680587792247e-06,0.6829813313905111,0.0032495960456882843,0.014538581124568338,3.039501646197984e-06
3-4B-rep1,3.1770317314345366e-06,9.512740121730296e-07,0.1827735569440182,0.6495496885262536,7.67080681554218e-06,0.1263167420711482,5.604827779577666e-06,0.04134260851824124
3-4B-rep2,3.109383097539406e-06,9.310185055166993e-07,0.2620428679816323,0.6241259349089748,7.507472091242596e-06,0.08234225536248246,5.485484010123181e-06,0.03147190838920607
3-4B2-rep1,2.4146937966207704e-06,7.230130669936926e-07,0.11062191670350906,0.7025906874185776,9.769575138127045e-05,0.14938057530680945,4.25993317490818e-06,0.037301727179684135
3-4C-rep2,2.6749256677709627e-06,0.4642570293230127,0.20100519680677956,3.0530404641649877e-06,0.27752218291709874,7.917702725152005e-06,0.05719717855229592,4.766731956018245e-06
3-4C2-rep1,1.8420499853823929e-06,5.515507644699411e-07,0.2474633974715534,0.009813258551999084,0.645858838898859,0.043665097142398177,0.053193731791439124,3.282543001362017e-06
3-5A-rep1,0.10798840853458723,5.28868256424776e-07,1.152972805465498e-05,2.0159709189991275e-06,4.264645279901928e-06,0.8543562981437626,0.03763380656061782,3.1475485224611497e-06
3-5A-rep2,0.09081946856913779,4.0451002255624324e-07,8.81862448501711e-06,5.293871909182459e-05,3.2618553626745704e-06,0.8718476484373708,0.03726505185147121,2.4074330579504667e-06
3-5B-rep1,0.3287694913249961,8.327984774155007e-07,0.22476887722808478,3.174509892512712e-06,0.0660351760338298,0.31300853143276736,4.906779730422577e-06,0.06740900989222162
3-5B-rep2,0.32652576832598074,5.773652497899024e-07,0.25339684751886277,2.200834591748023e-06,0.009981569269820433,0.34450266400512813,3.40178828557826e-06,0.06558697089208089
3-6A-rep2,3.069083871177692e-06,9.189520201966841e-07,2.0033849185370056e-05,3.5029150004118606e-06,7.41017133809685e-06,0.19336605320200312,5.414389276893798e-06,0.8065935974373047
3-6C-rep2,0.02063902523196331,6.911400914507252e-07,0.07334127454131431,2.6345281804926014e-06,0.08667978450279631,0.24360790859684417,4.072140239902057e-06,0.5757246093185701
3-7A-rep2,3.4267882757633464e-06,1.026056680422572e-06,0.07224740646077706,0.13871770190214056,0.10873694061892393,0.21551192520473236,0.3999815246957086,0.06480004827276134
3-7B-rep2,3.1909162298738302e-06,9.554313400355982e-07,2.082912595279178e-05,0.060701888761216,7.70433034135551e-06,0.06750589545282801,0.8501452738941456,0.021614262087946326
3-7C-rep2,1.945533869862173e-06,5.82536142743101e-07,0.48837468087602526,2.2205453036167517e-06,0.021321498040142443,5.758724068067157e-06,3.4322547590637545e-06,0.49028988148968894
3-8A-rep1,2.190337289317846e-06,6.558357351630117e-07,0.539743148704695,2.49995297253599e-06,0.02492097883297003,6.483335119770097e-06,3.864129893430516e-06,0.4353201788713248
3-8A-rep2,1.6497804198647635e-06,4.939809771747623e-07,0.6259024147095859,1.8829855496625712e-06,3.983324045407769e-06,4.883302397389876e-06,0.0002539701202205418,0.37383072179680416
3-8B-rep1,1.7869492929869336e-06,5.350523907804618e-07,1.1664546861623118e-05,0.0776390980767698,4.31451240478581e-06,0.17513056320666176,0.7472088533023477,3.1843532705576336e-06
3-9A-rep2,0.018596616245215376,1.5586532885292234e-07,0.04838493341834397,5.941365669626278e-07,0.6845514631130367,0.2484643912465949,9.183456226584759e-07,9.276292906108972e-07
4-10A-rep1,1.6610399617599758e-06,4.973523346238906e-07,0.02276041942834236,0.8002814520332758,0.17694516317479647,4.9166303162258325e-06,2.9303588089934595e-06,2.959982163744577e-06
4-10A-rep2,0.0030266366917944196,4.1771353911015264e-07,0.014339198387087132,0.8096517855162395,0.17297288519182447,4.129352386452654e-06,2.4611336144484482e-06,2.4860135144548737e-06
4-10B-rep1,0.029548161429884475,4.174919576980051e-07,0.18487531952254135,0.43805761072295335,0.34750941914789135,4.127161919428304e-06,2.4598280750997953e-06,2.4846947772496487e-06
4-10B-rep2,0.03356693668320339,5.139486409763535e-07,0.12284423798143303,0.511055292574796,0.3325218512194165,5.0806948983527e-06,3.0281428729879944e-06,3.058754738773264e-06
4-10C-rep1,0.027177556154749517,6.217447347152651e-07,0.05657647150015888,0.6696725478847483,0.24648029433383267,8.514481226893596e-05,3.6632685391855426e-06,3.7003009678259712e-06
4-10C-rep2,0.04514008181652413,4.954736984669911e-07,0.05270377721257476,0.6945167104664545,0.20762816888035335,4.898058855232983e-06,2.9192900401790395e-06,2.9488014993956437e-06
4-11A-rep1,0.4566176689598531,3.147697954635822e-07,0.11459095696592139,0.09526797601343549,0.057954493987540205,8.310058772641005e-05,0.1868159232048653,0.08866956551086266
4-11A-rep2,0.4813063775782811,3.169373460358838e-07,0.06029088392718468,0.11404544035257357,0.06991102573455402,8.367283045452727e-05,0.18830371409113114,0.086058568548475
4-11B-rep1,0.621964468017493,7.023029602365621e-07,1.5310735793155826e-05,0.006159834389620995,0.08540275804115761,6.942691900874333e-06,0.16107180377830096,0.1253781800427732
4-11B-rep2,0.6100328378423061,3.315715072284242e-07,0.0002178748254467254,1.2639036433382311e-06,0.08459823411306543,3.277786009929499e-06,0.1763550491549505,0.12879113080307075
4-11C-rep1,0.5190377014725912,5.512803296010005e-07,0.10648091275400766,0.20649572032840474,0.02697189560280342,5.4497413454486895e-06,0.10864354760758209,0.03236422121293584
4-11C-rep2,0.5482348301263628,6.49717798951219e-07,0.1259070730637653,0.2303245850523992,0.008755828207518706,6.422855599402746e-06,0.08676674419447288,3.866782082801173e-06
4-12A-rep1,0.00332921112935001,2.183023010194636e-07,0.08513068760827378,8.321374653508419e-07,0.8914802029738961,2.158051016500838e-06,1.286219097171196e-06,0.020055403578600133
4-12C-rep1,1.4923281488426766e-06,4.468362627864973e-07,0.02482029798728842,1.703276572924656e-06,0.944394447089667,4.41724822236235e-06,2.632722292988371e-06,0.03077456251154461
4-12C-rep2,1.606485952651419e-07,4.810176500781406e-08,3.1607551994921456e-05,1.8335711820525164e-07,0.965093141731178,4.755152024776063e-07,1.8618749898486373e-05,0.03485576434424768
4-1A-rep1,1.4497834690250019e-07,4.3409743872429566e-08,0.17693081958895027,1.6547179790978064e-07,3.500439987810842e-07,4.2913171987859723e-07,0.8230677890232468,2.583521955160433e-07
4-1A-rep2,1.1155011193377392e-06,3.3400586304398445e-07,0.19191449893468118,1.2731830630633661e-06,2.6933295957661646e-06,3.3018510977355414e-06,0.8080747953655735,1.98782900646068e-06
4-1B-rep1,1.9282392918509747e-07,5.7735776115793384e-08,0.26719567725083687,2.2008060461431611e-07,2.9809047911261213e-05,5.707532616618816e-07,0.7327731286943994,3.4361328099914273e-07
4-1B-rep2,2.0354774482380266e-06,6.094672519996534e-07,0.3548365778778239,2.3232028793325295e-06,0.0001597916096519739,6.024954462502699e-06,0.6449890101786994,3.6272317826146965e-06
4-1C-rep1,1.6016284376958875e-06,4.795632019858477e-07,0.07081459272947438,1.8280270318380985e-06,3.867063150262066e-06,0.00024847274599963366,0.9289263041321965,2.8541105076742124e-06
4-1C-rep2,4.876052409835899e-07,1.4599986187031704e-07,0.07242491604063833,5.565308035278408e-07,1.9727950791111708e-05,0.0036930224197439126,0.923860274537753,8.689151672970785e-07
4-2A-rep1,1.5303847330901245e-06,4.5823125114260174e-07,0.14806998280689057,1.7467126552933237e-06,0.8028346992711606,4.52989461266638e-06,0.01956548305149027,0.02952156964720635
4-2A-rep2,2.816518756156065e-06,8.43328403370836e-07,0.0786685156727346,3.2146484794808067e-06,0.8492996261806245,0.00011548958049311868,0.04865232472843536,0.02325716934207345
4-2B-rep1,1.3063199219353065e-06,3.911412596309989e-07,0.27642968034225246,1.4909751059126731e-06,0.7026357077164435,3.8666692426060874e-06,5.200272964922072e-05,0.020875554106124725
4-2B-rep2,3.628295323529301e-06,1.0863923755032465e-06,0.2885195904638383,4.141173929482079e-06,0.6779051219813783,1.0739649373024747e-05,6.400933997800012e-06,0.033549291109784156
4-2C-rep1,1.2909223706795481e-06,3.8653089007888503e-07,0.05314800787589058,1.4734010298928119e-06,0.13570058719413933,0.2334840143210194,0.5776619393240383,2.3004306217543528e-06
4-2C-rep2,1.1034196110931901e-06,3.30388390575208e-07,4.918165394879386e-05,4.323833088073633e-05,0.15792742556931624,0.22375100088957625,0.6020218837238985,0.016205836024377727
4-3A-rep1,7.985211940120134e-05,3.101553247592203e-07,0.14510752109161248,0.7638885048059947,0.09091707246111229,3.0660740209518274e-06,1.8274095139248e-06,1.8458830196744785e-06
4-3B-rep1,2.2308630466840025e-06,6.679700489076992e-07,0.2943501249126154,0.5851090539869114,5.3863231184404815e-06,6.603290191196158e-06,3.9356242661265355e-06,0.12052199702980189
4-3B-rep2,4.143179634976897e-05,3.1773063398255445e-07,0.22995815299695904,0.6693062286384184,2.5620907135814814e-06,0.00044721811795398993,1.8720426091534245e-06,0.10024221658636204
4-3C-rep1,1.4104107214153734e-06,4.223083617634636e-07,0.13522794554708958,0.8647576400172103,3.4053761778645097e-06,4.174775002940488e-06,2.488205929386056e-06,2.513359506727445e-06
4-4B-rep1,2.45184106247855e-07,7.341357851850632e-08,0.001036995398486509,0.6677833683078591,0.2858535427621883,8.467667789584051e-05,0.04524066133648663,4.3691939871111747e-07
4-4C-rep1,2.254784006867782e-06,6.75132516799948e-07,0.17389463940895897,0.3997462498311008,0.041695449807203966,0.015275853148167418,0.3693808598507932,4.018037252007782e-06
4-4C-rep2,0.006442416715973943,9.050036407186463e-07,0.14709089409954898,0.3600345799527304,0.07061065571119521,0.015302507775391626,0.4005126546310132,5.386110505898933e-06
4-5A-rep1,0.936189514878441,7.479552847408707e-07,0.06378460244098867,2.8510996537070066e-06,6.0313016254957544e-06,7.393992894231089e-06,4.406890658372188e-06,4.451440453749357e-06
4-5A-rep2,0.9828133103734872,4.1627135520797975e-08,0.017185249136855547,1.5867674724603294e-07,3.3566954502942336e-07,4.1150955214469665e-07,2.4526363862106094e-07,2.4774303866999806e-07
4-5B-rep1,0.7888883202134637,3.950879231555433e-07,0.2110980079337922,1.5060192285195816e-06,3.185878195870124e-06,3.905684411897274e-06,2.3278253570907523e-06,2.3513576276577933e-06
4-5B-rep2,0.8384251861058754,2.1395815025648973e-07,0.16154022457618805,8.155781776652728e-07,1.725298511497391e-06,2.9300491857547425e-05,1.2606237202730401e-06,1.2733675192776915e-06
4-5C-rep1,0.893761122485353,3.689196893981794e-07,0.10622611120271411,1.4062696262026568e-06,2.9748648986623624e-06,3.6469955057502167e-06,2.173644288724641e-06,2.1956179240589937e-06
4-5C-rep2,0.919550036882043,1.1849442911552562e-07,0.08043080684147265,4.5168398794659107e-07,1.6011332042823168e-05,1.1713894998277969e-06,6.981593731492502e-07,7.052171514391115e-07
4-6A-rep1,0.0034854703629317043,6.375597387870742e-07,0.18066158697958162,2.430287461774023e-06,5.141102907280534e-06,0.012076484489346864,3.756449234780627e-06,0.8037644927687971
4-6A-rep2,0.005368165100100516,3.462308918448057e-07,0.14403694738896375,0.01601436234358052,2.791908799071975e-06,0.014036830880909306,2.0399637706141218e-06,0.8205385161829845
4-6B-rep1,1.752400386420989e-06,5.24707679193229e-07,0.25435375548889805,0.11853952007836355,4.231095552088556e-06,5.187054534747139e-06,3.091534236052492e-06,0.6270919376403499
4-6B-rep2,6.87416747293729e-07,2.0582787410114143e-07,0.1464315381731868,0.12595053944842544,1.6597382450056979e-06,2.034733719497403e-06,1.2127208057941305e-06,0.7276121219409961
4-6C-rep1,0.03180637630510814,3.617303449217553e-07,0.02661943569748405,1.3788648628895469e-06,0.036909781159697376,3.575924463059107e-06,2.1312852658534412e-06,0.9046569590327738
4-7A-rep1,9.038427976921718e-07,2.706306506249777e-07,0.3516731273902348,1.0316057256640619e-06,0.06258498799376966,2.675348578325084e-06,0.5032086157828327,0.08252838740541046
4-7B-rep1,2.229727600096194e-06,6.676300709274651e-07,0.05744355009640433,2.5449113106876986e-06,5.383581631366787e-06,0.043269210831032585,0.8992724398353499,3.97338660010363e-06
4-7B-rep2,9.417640476022569e-07,2.819851168683144e-07,0.02014196016734503,0.019527797146731772,2.2738488896735262e-06,0.04815675955147992,0.9120608207632338,0.00010916477315539362
4-7C-rep1,0.0031697098080529953,4.155960176407496e-07,0.034649378818056895,1.5841931812649243e-06,3.3512497175745234e-06,0.005284644777705714,0.9568884421461389,2.4734111290945657e-06
4-7C-rep2,0.018670618459067947,1.28782364634228e-07,0.04077941525122106,4.909001416300222e-07,1.0384648668171428e-06,0.007250084171584822,0.9332974575251656,7.664455875339015e-07
4-8A-rep1,2.49443906983618e-06,7.468905766996482e-07,0.23669548085299463,2.8470411373898444e-06,0.1017382201237854,7.383467607690788e-06,0.029233427484614865,0.6323193997002136
4-8A-rep2,0.009874539144008432,8.828721187170107e-07,0.23200162540555314,3.3653835239812627e-06,0.021769489328079015,0.00012090489329204123,0.016046536467097562,0.7201826565063272
4-8B-rep1,1.4621121373733785e-06,4.377889164292462e-07,0.02276024237177193,1.6687893694883402e-06,3.530207028617383e-06,4.327809701047085e-06,2.5794160767502697e-06,0.9772257515049985
4-8B-rep2,1.6822721906030892e-07,5.037097365091542e-08,4.58988506808749e-05,1.920070202896746e-07,4.061774031903825e-07,4.979477100417879e-07,2.9678160949452425e-07,0.9999524896373835
4-8C-rep1,3.273983299222975e-06,9.803034694378236e-07,0.18000584678802325,0.00012829350844105315,0.23953049745518923,0.0007570312784253271,0.02815559693778352,0.551418479745369
4-8C-rep2,2.8027041510205543e-06,8.391920031190484e-07,0.11549555040161316,3.1988811073316127e-06,0.22029855797608308,8.295923345347463e-06,0.01141405463063187,0.652776700291065
4-9A-rep1,0.020863758831245915,8.334157917300197e-07,0.025008982286147396,0.0134516229448452,0.9404449066737229,0.0002200253744525778,4.910416895292501e-06,4.960056898837014e-06
4-9B-rep1,3.5237190637994268e-06,1.0550799157670112e-06,0.208885019254546,0.044109030690742554,0.6579640810017547,1.0430106664370936e-05,0.08902058086095066,6.2792863621665365e-06
4-9C-rep1,0.005837155601744325,1.938197820120122e-07,0.13091932274025592,0.06225682723174201,0.7569745240625522,0.043467895479778494,0.000542927549709181,1.1535144359385904e-06
5-10A-rep1,0.019117930339542212,5.490880496912612e-07,0.15328957652840933,0.5851360400045059,0.1801422422916517,5.428069325201658e-06,3.2351813620068918e-06,0.06230499849715394
5-10B-rep1,0.037125701374099755,4.927130485535747e-07,0.22187862322942678,0.39509448579517076,0.31314820118241266,4.870768151818364e-06,0.032744692566141334,2.9323715483625697e-06
5-10B-rep2,0.08809329439329065,8.731750389378944e-07,0.21680568447920237,0.39541152474537583,0.23942648202371947,8.631866322815694e-06,0.0531478287491738,0.007105680567876163
5-10C-rep1,0.03148262024630087,5.260403618456684e-07,0.25239308204761135,0.5301638065707378,0.1424367681580432,5.2002289133008195e-06,0.043514865989665474,3.130718366186849e-06
5-11A-rep1,0.26009780647022857,7.666806333288049e-07,0.19523426959521298,0.16706784636641608,0.03916659011282083,7.57910435373385e-06,0.2582488981098879,0.08017624356044652
5-11B-rep1,0.13727494473987362,5.345799373824256e-07,0.09245538007605504,0.31781555218393037,0.09686305650150025,0.045446028644596195,0.15744955416197165,0.1526949491121355
5-11C-rep1,0.29476329761898645,6.743804714618106e-07,0.23942236499816477,0.31909853950069184,5.438014967885895e-06,6.666661116946805e-06,0.14669900526413096,4.013561469685582e-06
5-11C-rep2,0.37072448869429064,6.019622268655571e-07,0.12774296410888034,0.3375303112355665,4.8540545557333775e-06,5.9507627245142995e-06,0.1639872466159752,3.5825657802882387e-06
5-12A-rep1,1.1556689231219988e-06,3.4603299751921315e-07,0.5253660105869526,0.01600520905451699,0.38849282401430496,0.004224226907266361,0.05263021561314225,0.013280012121896138
5-12A-rep2,1.9214982004349035e-06,5.753393283502465e-07,0.4601911829018003,0.023029400677086802,0.4318927101500255,0.022448077174296182,0.04423024882581155,0.018205883433450882
5-12B-rep1,0.004938004112620587,6.584144239454756e-07,0.29741752943892935,2.509782569097031e-06,0.6976269915612487,6.50882702673694e-06,3.879323314398492e-06,3.918539867123712e-06
5-12B-rep2,2.179982776864235e-06,6.527353636721061e-07,0.21772158941192848,0.0008318495035086277,0.7512407912553789,6.452686061944169e-06,0.0301925996839245,3.884741057013137e-06
5-12C-rep1,2.1479175793217816e-06,6.431343298468767e-07,0.06367096840045867,0.03064603991260724,0.8280358020812183,6.357774003256578e-06,0.07142377926831418,0.006214261511489146
5-12C-rep2,1.7461141534447555e-06,5.228254411262973e-07,0.0404671860135832,0.042184957460216874,0.8285174970815172,5.168447466682949e-06,0.08868695074200644,0.0001359713156149826
5-1A-rep1,1.0573466438718573e-06,3.165931187346073e-07,8.73542069045787e-05,1.206808146964266e-06,2.552918109678633e-06,4.3355834243839646e-05,0.9998622720954147,1.884197417766966e-06
5-1A-rep2,5.597158112700589e-07,1.6759137159235587e-07,3.653618675904276e-06,6.388345817715411e-07,1.3514098135615538e-06,0.009690450511772716,0.990302180901381,9.974165921750438e-07
5-1B-rep1,1.0437847111834925e-06,3.1253237423727234e-07,0.34755016107983416,1.1913291638400872e-06,4.223033652633707e-05,3.0895726007580277e-06,0.6524001113348089,1.8600299806266037e-06
5-1B-rep2,6.887564808787703e-05,2.6752137777793144e-07,0.3117381622631564,1.0197536177662408e-06,2.1572173545185925e-06,2.6446115251799206e-06,0.6881852808369171,1.592147963358559e-06
5-1C-rep1,1.491396738738552e-06,4.4655737787075586e-07,0.20761881264229934,1.7022135031089652e-06,3.6009134422549255e-06,6.115378544142624e-05,0.7923101348141712,2.6576770260575172e-06
5-1C-rep2,1.8736952068285923e-06,5.610260481044667e-07,0.15783414338909293,2.138551868144654e-06,4.5239566922108445e-06,5.546083700177517e-06,0.8421478743624351,3.3389349565256056e-06
5-2A-rep1,7.636466682709268e-07,2.2865280910513299e-07,4.984804203861494e-06,8.715921368008437e-07,0.14000574176395741,2.2603720840812825e-06,0.8599837883456621,1.3608224784007607e-06
5-2A-rep2,0.00033815242746162804,8.794193418021993e-07,1.9172006891711094e-05,3.35222202720869e-06,0.12146679503742168,8.69359505439902e-06,0.8781577214457231,5.233846078464686e-06
5-2B-rep1,1.1974176282017327e-06,3.5853348902871857e-07,7.816301274976832e-06,1.3666789008199748e-06,0.692393872298217,3.544321598236535e-06,0.26850349037601695,0.03908835407287477
5-2C-rep1,0.018173991863098312,3.7539521531350626e-07,0.0618718095066217,1.4309534142196843e-06,0.11194900186933464,5.14084854279676e-05,0.7157982252776038,0.09215375664928395
5-3A-rep1,1.6966820048377407e-07,5.080243556129034e-08,0.05220208516103294,0.947789725900476,4.0965659101681164e-07,5.022129734399185e-07,2.9932374737504395e-07,6.757274543110054e-06
5-3B-rep1,7.898048684474247e-07,2.3648515644586496e-07,5.1555553007012114e-06,0.9999867726175933,1.9069499709086348e-06,2.337799601158838e-06,1.3933509770520917e-06,1.4074365320903867e-06
5-3B-rep2,1.1711159652499316e-06,3.5065818573998336e-07,7.644613705976437e-06,0.9999803865494707,2.827609255250694e-06,3.466469435487265e-06,2.066049019968682e-06,2.0869349616028236e-06
5-3C-rep1,6.905772865361816e-07,2.067742098950369e-07,4.507834190923921e-06,0.9999621618487162,1.667369231414149e-06,2.0440888243791656e-06,1.218296538000162e-06,2.75032110027431e-05
5-3C-rep2,9.133908298316899e-07,2.734895439598628e-07,5.962278940629391e-06,0.9999847028420871,2.205342972625271e-06,2.703610477712329e-06,1.6113777668630878e-06,1.6276673813223645e-06
5-4B-rep1,0.015037769409691235,3.305687906193457e-07,7.206649695639941e-06,0.6177225948725826,0.06544156135104569,0.00029728088391819957,0.3014912888909352,1.967373340800394e-06
5-4C-rep1,0.012895027046831428,4.3739962950573925e-07,0.03318823841084813,0.5619277371342318,0.09765006101008482,0.009341044338302337,0.28493927576866707,5.817889140490316e-05
5-4C-rep2,0.01087931611372377,5.452837805754792e-07,0.013383585266672807,0.5476181322548647,0.08841002511950233,5.390461811245019e-06,0.3396997602544687,3.245245175943926e-06
5-5A-rep1,0.9257205527647394,5.255134950129051e-07,0.00014499940730861998,0.03699336310160281,4.237593424838725e-06,0.019302131873336705,0.017831062163363543,3.1275827290960386e-06
5-5A-rep2,0.9204043526498074,4.712079772802273e-07,1.0272690351945554e-05,0.04269009263123913,3.799688961755799e-06,0.025928967243656197,0.01095923950344625,2.8043845601295673e-06
5-5B-rep1,0.8308625392200856,2.7701266938543727e-07,6.039085739989814e-06,1.0559330776450052e-06,2.233752467871307e-06,2.7384387153003658e-06,0.16912346792205454,1.6486351896432436e-06
5-5B-rep2,0.8510770321533063,5.795334830892675e-07,1.2634268321862584e-05,2.2090995901177013e-06,4.673195456860068e-06,5.7290409511787855e-06,0.1488936936273164,3.4490815742007794e-06
5-5C-rep1,0.6421973715164588,6.328942186876606e-07,0.09345618294234385,2.4125031596757903e-06,0.26416881771485684,6.256544276437266e-06,3.728960376339475e-06,0.00016459692430936923
5-6A-rep1,5.260964337168083e-07,1.575249816802224e-07,0.09619563561824435,0.016793204919922224,0.01461223716647661,1.5572302502160552e-06,0.10097672012121936,0.7714199613224718
5-6B-rep1,0.02260295409191107,2.498403138546342e-07,5.446707834776816e-06,0.03860232529928777,0.013080769290794575,2.469823454718465e-06,0.0652682670808892,0.860437517865514
5-6B-rep2,0.044709011907871486,5.739965942582997e-07,1.2513559956944874e-05,2.187993753778761e-06,4.628547538344492e-06,5.6743054375624775e-06,0.08526046828822448,0.8700049414006231
5-6C-rep1,0.02206554255146993,5.077482874041731e-07,1.1069296753717325e-05,1.9354645871509543e-06,0.04142219270270483,5.019400632251879e-06,0.07283949169150924,0.8636542411440554
5-6C-rep2,0.0147944137912349,8.886539461999239e-07,1.937332825313644e-05,3.3874230317842443e-06,0.02450902661488132,8.784884735334246e-06,0.059283931259516406,0.901380194044401
5-7A-rep1,0.027176369730339565,4.752771135436343e-07,0.11655998376440208,0.056646135925984414,0.007975102010154833,0.00036702883554882423,0.7900039193417493,0.0012709851147074446
5-7A-rep2,3.257348586942446e-06,9.753226663391722e-07,0.17301898913537678,0.05899148122244484,0.019463912750669443,9.64165774561349e-06,0.7485059379497733,5.804612736849668e-06
5-7B-rep1,8.090088332396103e-07,2.422352509308336e-07,0.015240517482245178,9.233664821070162e-07,0.08458059997536294,2.3946427823360996e-06,0.9000807368638484,9.377642519499815e-05
5-7B-rep2,0.009176640791047864,3.7032576100021857e-07,0.0012785139341860105,1.411629372085126e-06,0.07938199405502709,5.071424917358499e-05,0.9101081510293022,2.203986130204303e-06
5-7C-rep1,1.0415925352809496e-06,3.1187598798038744e-07,6.799132457862255e-06,1.1888271123566873e-06,2.514880490363651e-06,0.04331513515680388,0.956671152411101,1.8561235113539187e-06
5-7C-rep2,1.3005029877029785e-06,3.893995400532612e-07,8.48920453606469e-06,1.4843359174661833e-06,3.140008670042624e-06,0.052597747309221,0.9473851317357949,2.3175033329231885e-06
5-8A-rep1,1.05387040834712e-06,3.1555225644728535e-07,6.87927789136922e-06,1.2028405272850117e-06,0.09799195649694767,3.1194259730889514e-06,0.22031766067524683,0.681677811860749
5-8A-rep2,1.7401032226566315e-06,5.210256346619372e-07,1.1358752967641204e-05,1.9860759551578984e-06,0.05111151478556065,5.1506552851448765e-06,0.2325016250135249,0.7163661035878491
5-8B-rep1,2.1350071877840148e-06,6.392686712715024e-07,1.393654061116715e-05,0.01470417403143283,5.154883259504082e-06,8.754462718490282e-05,0.6252743366546468,0.3599120789870058
5-8C-rep1,2.313120631642454e-06,6.925998006665077e-07,0.14416120678254105,2.6400923853649185e-06,5.584930528333874e-06,0.058791706272966496,0.5600442691766226,0.23699158702452383
5-9A-rep1,0.012961393858929632,3.0178286370699024e-07,0.19713481666209592,0.012079616572910712,0.7778173136818922,2.98330715134028e-06,1.7780796660697372e-06,1.7960544903684122e-06
5-9A-rep2,0.0083038945247774,5.026249114732644e-07,0.12186194137817181,0.02133222441551336,0.8438285019873177,0.004603119084073037,6.682462343902566e-05,2.9913617961392283e-06
5-9B-rep1,7.551345186284254e-07,2.2610408204568266e-07,0.19389451871307287,8.618767500861017e-07,0.7424360595344535,3.0963816087379045e-05,0.06363526916725361,1.3456537818630614e-06
5-9B-rep2,0.0017444900873339125,3.8110299768378334e-07,0.14513114796329368,1.4527106725362289e-06,0.7855645770489303,3.7674349180115946e-06,0.0675519155252217,2.2681266320920225e-06
5-9C-rep1,1.1353033674697011e-06,3.399350968769848e-07,7.410842257237845e-06,1.2957844630038343e-06,0.9095817106958545,0.015725224984761837,0.057144933527177276,0.017537948927021815
5-9C-rep2,2.1663280937341845e-06,6.486468476281668e-07,1.414099194990299e-05,2.472549951019489e-06,0.9161487412939855,0.019703992250446545,0.04871206348600936,0.015415774452716262
